,classification
399,0
1531,0
656,0
104,0
1207,0
500,1
1136,1
1047,0
398,1
871,0
784,0
1002,1
23,0
379,1
804,1
582,0
844,1
1297,1
891,0
29,1
69,1
305,1
1592,1
469,0
12,0
1053,1
663,1
1158,1
1007,1
505,1
782,0
1532,1
310,1
418,1
318,1
642,0
858,1
177,1
748,1
388,1
1178,0
464,1
517,0
173,1
943,1
569,1
1479,0
1366,0
1526,1
256,0
25,0
758,0
1275,1
563,1
580,0
694,0
470,0
906,0
1400,0
402,1
534,1
590,0
115,1
914,1
775,0
789,0
1407,1
1163,0
1460,1
1072,1
1015,1
1064,1
1598,1
1443,0
,classification
212,1
763,0
448,1
329,0
343,1
1346,0
1277,1
1308,0
1282,1
624,0
93,0
218,0
53,0
141,0
687,0
1594,0
278,1
216,0
1113,1
1450,1
1588,1
433,0
1207,0
1007,1
1099,0
1245,0
952,1
629,0
192,0
936,1
20,1
367,0
638,1
146,0
100,1
762,1
466,1
178,0
255,0
929,1
818,0
1483,0
1266,1
1598,1
791,0
622,0
114,0
662,1
1386,0
238,1
1445,1
1125,1
207,0
1335,1
1303,0
655,0
452,1
1302,1
1171,1
1210,1
857,1
1389,0
1243,0
1021,1
886,1
306,0
158,0
470,0
861,1
1592,1
774,1
1595,1
835,0
1393,0
546,1
427,1
1385,0
954,1
60,0
1086,1
625,0
341,1
1156,1
830,0
1512,1
1414,0
1216,1
1301,1
927,0
1010,1
1597,0
537,1
711,0
76,0
1567,0
994,0
793,0
964,1
405,1
506,1
1332,1
373,0
1134,1
1297,1
977,0
1533,0
1504,1
424,0
298,0
1058,1
576,0
1463,1
834,0
481,1
1336,0
495,1
1510,1
616,0
717,0
87,0
664,0
193,0
1042,1
605,1
1276,0
564,1
599,1
707,0
263,0
223,1
385,1
866,1
421,1
44,0
197,1
166,0
615,0
483,0
848,0
1025,1
721,0
168,1
330,1
1347,0
914,1
842,1
1059,1
234,1
758,0
865,0
36,1
1495,1
761,0
170,0
505,1
953,1
720,0
11,0
674,1
242,1
289,0
37,1
1226,0
819,0
713,0
643,0
1072,1
1328,0
987,0
780,1
855,1
1447,0
1593,1
322,0
579,1
85,0
1067,1
1363,0
520,1
714,0
753,0
1286,1
856,1
443,1
749,1
407,1
418,1
560,0
1097,0
1264,1
380,1
805,1
1129,1
699,1
1529,1
1405,1
1090,1
650,0
1185,1
397,1
1122,1
545,0
1473,0
1049,1
58,0
739,0
1489,1
957,1
27,0
887,1
195,0
1065,1
1237,1
1291,1
583,1
1241,0
912,1
64,0
1584,1
143,0
1240,0
1310,0
429,1
990,0
853,1
759,0
1543,1
688,0
608,1
796,0
209,1
571,1
512,1
51,1
1133,1
1083,1
1130,1
1472,1
1446,0
1036,1
1416,0
627,0
190,0
1505,0
301,1
1351,1
1253,0
256,0
1106,1
1281,1
575,1
504,1
1311,1
993,0
1359,1
677,0
1455,1
1576,1
1485,0
319,1
770,1
49,0
609,1
503,1
1456,1
140,0
436,1
1262,0
295,0
7,1
1103,1
529,0
1035,1
1105,0
635,0
676,1
1247,0
,classification
228,1
69,1
1233,0
801,0
1587,1
270,1
536,0
289,0
792,1
556,1
582,0
255,0
348,1
505,1
1588,1
336,1
560,0
740,1
459,0
915,1
807,1
319,1
133,1
586,1
1123,1
116,1
1145,1
1026,1
929,1
900,0
438,1
1099,0
445,1
696,1
977,0
697,1
292,1
741,0
1211,0
1536,1
951,1
172,1
791,0
1339,1
79,0
864,0
1371,1
571,1
93,0
891,0
1323,1
849,0
167,0
3,1
1563,0
1158,1
600,0
1482,0
230,1
1178,0
698,0
356,0
1087,1
638,1
162,1
246,0
216,0
1573,1
1575,1
644,0
631,0
1433,1
1503,1
1366,0
878,1
576,0
1036,1
1320,0
895,1
665,0
1472,1
26,0
204,1
1538,0
656,0
477,1
1221,1
154,0
1362,1
414,0
100,1
844,1
852,0
879,0
823,0
756,1
1328,0
434,1
293,1
1147,1
343,1
1125,1
487,1
725,0
245,1
983,1
1030,1
701,1
1586,1
1143,1
574,1
489,1
685,0
1449,1
1571,1
231,1
1531,0
237,1
207,0
1229,0
1173,1
824,0
699,1
157,0
1438,0
1088,1
1464,0
940,1
51,1
973,0
1058,1
234,1
171,1
321,0
8,1
333,0
747,0
1116,1
893,0
0,0
608,1
966,1
196,0
960,1
868,1
1170,1
1306,0
1348,0
516,1
679,0
62,1
1103,1
1189,0
592,0
145,0
1095,0
50,0
334,1
49,0
1086,1
808,0
1375,0
1308,0
611,0
1581,0
1203,0
834,0
68,0
5,0
1133,1
410,1
731,0
621,0
546,1
640,0
812,0
1094,1
203,0
800,0
1282,1
369,1
290,1
1485,0
1495,1
1277,1
1423,0
98,0
1436,0
988,0
1110,1
1361,0
506,1
1373,0
1354,0
1351,1
761,0
475,0
373,0
428,0
590,0
602,0
722,0
1101,1
1137,1
18,0
714,0
392,0
1572,0
360,0
957,1
1529,1
545,0
280,1
970,1
1385,0
681,1
220,1
7,1
561,0
1011,1
589,1
503,1
357,1
1060,1
654,0
1280,1
70,1
1065,1
342,1
1217,1
928,0
1156,1
1325,1
1161,1
1567,0
552,1
1518,0
1414,0
31,1
1218,1
389,1
1100,1
417,0
1494,1
64,0
1314,1
1121,1
1016,1
1112,1
1096,1
331,1
1275,1
260,0
743,0
775,0
431,0
994,0
1340,1
811,1
135,0
593,0
130,0
1226,0
148,1
748,1
1183,0
1378,1
706,0
1409,1
623,1
250,1
872,0
880,0
573,0
1220,1
867,1
655,0
,0
0,0
1,0
2,1
3,1
4,0
5,0
6,1
7,1
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,1
16,0
17,1
18,1
19,0
20,1
21,1
22,1
23,0
24,0
25,0
26,1
27,1
28,1
29,1
30,1
31,0
32,0
33,1
34,1
35,0
36,1
37,1
38,0
39,1
40,1
41,1
42,1
43,1
44,0
45,0
46,1
47,0
48,1
49,0
50,0
51,1
52,0
53,1
54,0
55,1
56,1
57,1
58,0
59,1
60,1
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,1
69,0
70,1
71,1
72,0
73,1
74,1
75,1
76,0
77,1
78,1
79,0
80,1
81,1
82,1
83,0
84,1
85,1
86,0
87,1
88,0
89,0
90,1
91,1
92,0
93,0
94,0
95,1
96,1
97,0
98,1
99,0
100,0
101,1
102,1
103,1
104,1
105,0
106,0
107,0
108,0
109,1
110,1
111,0
112,0
113,0
114,1
115,0
116,1
117,1
118,1
119,0
120,1
121,1
122,0
123,1
124,1
125,1
126,0
127,1
128,1
129,1
130,1
131,0
132,1
133,0
134,0
135,0
136,0
137,1
138,1
139,1
140,1
141,0
142,1
143,0
144,0
145,0
146,1
147,1
148,0
149,0
150,0
151,1
152,0
153,1
154,1
155,1
156,0
157,1
158,1
159,0
160,1
161,0
162,1
163,1
164,0
165,0
166,0
167,0
168,0
169,0
170,1
171,1
172,1
173,1
174,1
175,0
176,0
177,1
178,1
179,1
180,0
181,0
182,0
183,1
184,1
185,1
186,0
187,1
188,1
189,0
190,0
191,0
192,0
193,1
194,1
195,0
196,1
197,0
198,0
199,1
200,0
201,0
202,1
203,1
204,1
205,1
206,1
207,1
208,0
209,0
210,1
211,1
212,1
213,1
214,0
215,1
216,0
217,0
218,1
219,0
220,1
221,0
222,1
223,0
224,0
225,1
226,1
227,1
228,1
229,1
230,1
231,1
232,0
233,1
234,1
235,0
236,1
237,0
238,0
239,0
240,0
241,1
242,0
243,1
244,1
245,0
246,1
247,0
,0
0,0.930176924306408
1,0.930176924306408
2,0.930176924306408
3,0.930176924306408
4,0.930176924306408
5,-1.075064295693699
6,0.930176924306408
7,0.930176924306408
8,0.930176924306408
9,0.930176924306408
10,0.930176924306408
11,-1.075064295693699
12,-1.075064295693699
13,0.930176924306408
14,0.930176924306408
15,-1.075064295693699
16,0.930176924306408
17,-1.075064295693699
18,-1.075064295693699
19,0.930176924306408
20,0.930176924306408
21,-1.075064295693699
22,0.930176924306408
23,0.930176924306408
24,0.930176924306408
25,-1.075064295693699
26,-1.075064295693699
27,0.930176924306408
28,-1.075064295693699
29,0.930176924306408
30,-1.075064295693699
31,-1.075064295693699
32,-1.075064295693699
33,-1.075064295693699
34,0.930176924306408
35,-1.075064295693699
36,-1.075064295693699
37,0.930176924306408
38,-1.075064295693699
39,0.930176924306408
40,-1.075064295693699
41,-1.075064295693699
42,0.930176924306408
43,-1.075064295693699
44,0.930176924306408
45,-1.075064295693699
46,0.930176924306408
47,0.930176924306408
48,0.930176924306408
49,0.930176924306408
50,-1.075064295693699
51,0.930176924306408
52,0.930176924306408
53,-1.075064295693699
54,0.930176924306408
55,0.930176924306408
56,-1.075064295693699
57,-1.075064295693699
58,0.930176924306408
59,-1.075064295693699
60,0.930176924306408
61,0.930176924306408
62,0.930176924306408
63,0.930176924306408
64,0.930176924306408
65,-1.075064295693699
66,0.930176924306408
67,0.930176924306408
68,-1.075064295693699
69,-1.075064295693699
70,0.930176924306408
71,0.930176924306408
72,0.930176924306408
73,0.930176924306408
74,0.930176924306408
75,0.930176924306408
76,0.930176924306408
77,-1.075064295693699
78,-1.075064295693699
79,-1.075064295693699
80,0.930176924306408
81,-1.075064295693699
82,-1.075064295693699
83,-1.075064295693699
84,0.930176924306408
85,0.930176924306408
86,-1.075064295693699
87,0.930176924306408
88,-1.075064295693699
89,0.930176924306408
90,0.930176924306408
91,0.930176924306408
92,0.930176924306408
93,0.930176924306408
94,0.930176924306408
95,0.930176924306408
96,-1.075064295693699
97,0.930176924306408
98,-1.075064295693699
99,-1.075064295693699
100,-1.075064295693699
101,0.930176924306408
102,0.930176924306408
103,-1.075064295693699
104,-1.075064295693699
105,-1.075064295693699
106,-1.075064295693699
107,0.930176924306408
108,-1.075064295693699
109,-1.075064295693699
110,0.930176924306408
111,0.930176924306408
112,-1.075064295693699
113,0.930176924306408
114,0.930176924306408
115,0.930176924306408
116,0.930176924306408
117,-1.075064295693699
118,0.930176924306408
119,0.930176924306408
120,0.930176924306408
121,-1.075064295693699
122,-1.075064295693699
123,0.930176924306408
124,0.930176924306408
125,-1.075064295693699
126,-1.075064295693699
127,0.930176924306408
128,-1.075064295693699
129,-1.075064295693699
130,0.930176924306408
131,-1.075064295693699
132,-1.075064295693699
133,0.930176924306408
134,-1.075064295693699
135,0.930176924306408
136,-1.075064295693699
137,-1.075064295693699
138,-1.075064295693699
139,0.930176924306408
140,-1.075064295693699
141,-1.075064295693699
142,0.930176924306408
143,-1.075064295693699
144,0.930176924306408
145,-1.075064295693699
146,0.930176924306408
147,0.930176924306408
148,0.930176924306408
149,-1.075064295693699
150,0.930176924306408
151,-1.075064295693699
152,-1.075064295693699
153,0.930176924306408
154,-1.075064295693699
155,-1.075064295693699
156,-1.075064295693699
157,0.930176924306408
158,-1.075064295693699
159,0.930176924306408
160,0.930176924306408
161,0.930176924306408
162,0.930176924306408
163,0.930176924306408
164,-1.075064295693699
165,0.930176924306408
166,-1.075064295693699
167,-1.075064295693699
168,0.930176924306408
169,-1.075064295693699
170,-1.075064295693699
171,-1.075064295693699
172,-1.075064295693699
173,0.930176924306408
174,-1.075064295693699
175,0.930176924306408
176,0.930176924306408
177,0.930176924306408
178,-1.075064295693699
179,0.930176924306408
180,0.930176924306408
181,-1.075064295693699
182,-1.075064295693699
183,-1.075064295693699
184,0.930176924306408
185,-1.075064295693699
186,0.930176924306408
187,0.930176924306408
188,-1.075064295693699
189,-1.075064295693699
190,-1.075064295693699
191,0.930176924306408
192,-1.075064295693699
193,-1.075064295693699
194,0.930176924306408
195,-1.075064295693699
196,-1.075064295693699
197,0.930176924306408
198,0.930176924306408
199,0.930176924306408
200,0.930176924306408
201,0.930176924306408
202,-1.075064295693699
203,-1.075064295693699
204,0.930176924306408
205,0.930176924306408
206,-1.075064295693699
207,0.930176924306408
208,0.930176924306408
209,-1.075064295693699
210,0.930176924306408
211,0.930176924306408
212,-1.075064295693699
213,0.930176924306408
214,0.930176924306408
215,0.930176924306408
216,-1.075064295693699
217,0.930176924306408
218,-1.075064295693699
219,0.930176924306408
220,-1.075064295693699
221,-1.075064295693699
222,0.930176924306408
223,0.930176924306408
224,0.930176924306408
225,0.930176924306408
226,0.930176924306408
227,0.930176924306408
228,-1.075064295693699
229,0.930176924306408
230,-1.075064295693699
231,-1.075064295693699
232,-1.075064295693699
233,0.930176924306408
234,-1.075064295693699
235,0.930176924306408
236,-1.075064295693699
237,-1.075064295693699
238,0.930176924306408
239,-1.075064295693699
240,0.930176924306408
241,-1.075064295693699
242,-1.075064295693699
243,0.930176924306408
244,-1.075064295693699
245,-1.075064295693699
246,-1.075064295693699
247,0.930176924306408
248,0.930176924306408
249,0.930176924306408
250,-1.075064295693699
251,0.930176924306408
252,0.930176924306408
253,-1.075064295693699
254,-1.075064295693699
255,-1.075064295693699
256,-1.075064295693699
257,-1.075064295693699
258,-1.075064295693699
259,0.930176924306408
260,-1.075064295693699
261,-1.075064295693699
262,-1.075064295693699
263,0.930176924306408
264,0.930176924306408
265,-1.075064295693699
266,0.930176924306408
267,0.930176924306408
268,-1.075064295693699
269,0.930176924306408
270,0.930176924306408
271,0.930176924306408
272,-1.075064295693699
273,0.930176924306408
274,0.930176924306408
275,-1.075064295693699
276,0.930176924306408
,0
0,0.930176924306408
1,-1.075064295693699
2,-1.075064295693699
3,0.930176924306408
4,0.930176924306408
5,0.930176924306408
6,0.930176924306408
7,-1.075064295693699
8,0.930176924306408
9,0.930176924306408
10,-1.075064295693699
11,-1.075064295693699
12,-1.075064295693699
13,-1.075064295693699
14,0.930176924306408
15,-1.075064295693699
16,0.930176924306408
17,-1.075064295693699
18,-1.075064295693699
19,-1.075064295693699
20,0.930176924306408
21,0.930176924306408
22,0.930176924306408
23,-1.075064295693699
24,0.930176924306408
25,-1.075064295693699
26,0.930176924306408
27,-1.075064295693699
28,-1.075064295693699
29,0.930176924306408
30,0.930176924306408
31,0.930176924306408
32,0.930176924306408
33,-1.075064295693699
34,-1.075064295693699
35,-1.075064295693699
36,0.930176924306408
37,0.930176924306408
38,-1.075064295693699
39,-1.075064295693699
40,-1.075064295693699
41,0.930176924306408
42,0.930176924306408
43,-1.075064295693699
44,-1.075064295693699
45,-1.075064295693699
46,0.930176924306408
47,-1.075064295693699
48,-1.075064295693699
49,0.930176924306408
50,0.930176924306408
51,0.930176924306408
52,0.930176924306408
53,0.930176924306408
54,0.930176924306408
55,-1.075064295693699
56,-1.075064295693699
57,-1.075064295693699
58,0.930176924306408
59,0.930176924306408
60,-1.075064295693699
61,-1.075064295693699
62,-1.075064295693699
63,0.930176924306408
64,0.930176924306408
65,0.930176924306408
66,-1.075064295693699
67,0.930176924306408
68,0.930176924306408
69,-1.075064295693699
70,-1.075064295693699
71,-1.075064295693699
72,-1.075064295693699
73,0.930176924306408
74,-1.075064295693699
75,-1.075064295693699
76,-1.075064295693699
77,0.930176924306408
78,-1.075064295693699
79,-1.075064295693699
80,0.930176924306408
81,0.930176924306408
82,0.930176924306408
83,-1.075064295693699
84,-1.075064295693699
85,-1.075064295693699
86,-1.075064295693699
87,-1.075064295693699
88,0.930176924306408
89,0.930176924306408
90,0.930176924306408
91,-1.075064295693699
92,0.930176924306408
93,0.930176924306408
94,0.930176924306408
95,-1.075064295693699
96,0.930176924306408
97,-1.075064295693699
98,-1.075064295693699
99,0.930176924306408
100,0.930176924306408
101,-1.075064295693699
102,-1.075064295693699
103,0.930176924306408
104,0.930176924306408
105,-1.075064295693699
106,-1.075064295693699
107,0.930176924306408
108,0.930176924306408
109,0.930176924306408
110,0.930176924306408
111,-1.075064295693699
112,-1.075064295693699
113,0.930176924306408
114,0.930176924306408
115,0.930176924306408
116,0.930176924306408
117,0.930176924306408
118,-1.075064295693699
119,0.930176924306408
120,-1.075064295693699
121,0.930176924306408
122,-1.075064295693699
123,0.930176924306408
124,-1.075064295693699
125,0.930176924306408
126,-1.075064295693699
127,0.930176924306408
128,-1.075064295693699
129,0.930176924306408
130,-1.075064295693699
131,0.930176924306408
132,0.930176924306408
133,-1.075064295693699
134,0.930176924306408
135,0.930176924306408
136,0.930176924306408
137,0.930176924306408
138,-1.075064295693699
139,-1.075064295693699
140,0.930176924306408
141,0.930176924306408
142,-1.075064295693699
143,0.930176924306408
144,-1.075064295693699
145,-1.075064295693699
146,-1.075064295693699
147,-1.075064295693699
148,0.930176924306408
149,0.930176924306408
150,-1.075064295693699
151,0.930176924306408
152,-1.075064295693699
153,0.930176924306408
154,-1.075064295693699
155,0.930176924306408
156,0.930176924306408
157,-1.075064295693699
158,0.930176924306408
159,-1.075064295693699
160,-1.075064295693699
161,0.930176924306408
162,0.930176924306408
163,0.930176924306408
164,-1.075064295693699
165,0.930176924306408
166,-1.075064295693699
167,0.930176924306408
168,-1.075064295693699
169,-1.075064295693699
170,0.930176924306408
171,0.930176924306408
172,-1.075064295693699
173,-1.075064295693699
174,0.930176924306408
175,0.930176924306408
176,0.930176924306408
177,0.930176924306408
178,0.930176924306408
179,0.930176924306408
180,0.930176924306408
181,-1.075064295693699
182,-1.075064295693699
183,0.930176924306408
184,0.930176924306408
185,0.930176924306408
186,-1.075064295693699
187,-1.075064295693699
188,0.930176924306408
189,0.930176924306408
190,0.930176924306408
191,-1.075064295693699
192,-1.075064295693699
193,-1.075064295693699
194,0.930176924306408
195,0.930176924306408
196,-1.075064295693699
197,-1.075064295693699
198,-1.075064295693699
199,0.930176924306408
200,-1.075064295693699
201,0.930176924306408
202,-1.075064295693699
203,0.930176924306408
204,0.930176924306408
205,0.930176924306408
206,0.930176924306408
207,0.930176924306408
208,0.930176924306408
209,-1.075064295693699
210,-1.075064295693699
211,-1.075064295693699
212,-1.075064295693699
213,0.930176924306408
214,0.930176924306408
215,-1.075064295693699
216,0.930176924306408
217,-1.075064295693699
218,0.930176924306408
219,-1.075064295693699
220,0.930176924306408
221,-1.075064295693699
222,0.930176924306408
223,-1.075064295693699
224,-1.075064295693699
225,0.930176924306408
226,0.930176924306408
227,-1.075064295693699
228,0.930176924306408
229,-1.075064295693699
230,0.930176924306408
231,0.930176924306408
232,0.930176924306408
233,0.930176924306408
234,0.930176924306408
235,0.930176924306408
236,0.930176924306408
237,0.930176924306408
238,0.930176924306408
239,0.930176924306408
240,0.930176924306408
241,0.930176924306408
242,-1.075064295693699
243,-1.075064295693699
244,0.930176924306408
245,-1.075064295693699
246,-1.075064295693699
247,-1.075064295693699
248,-1.075064295693699
249,0.930176924306408
250,-1.075064295693699
251,0.930176924306408
252,0.930176924306408
253,-1.075064295693699
254,-1.075064295693699
255,-1.075064295693699
256,-1.075064295693699
257,0.930176924306408
258,-1.075064295693699
259,0.930176924306408
260,-1.075064295693699
261,0.930176924306408
262,-1.075064295693699
263,0.930176924306408
264,0.930176924306408
265,-1.075064295693699
266,0.930176924306408
267,0.930176924306408
268,-1.075064295693699
269,-1.075064295693699
270,0.930176924306408
271,-1.075064295693699
272,0.930176924306408
273,-1.075064295693699
274,-1.075064295693699
275,0.930176924306408
276,0.930176924306408
,0
0,0.930176924306408
1,0.930176924306408
2,-1.075064295693699
3,-1.075064295693699
4,-1.075064295693699
5,-1.075064295693699
6,-1.075064295693699
7,0.930176924306408
8,-1.075064295693699
9,-1.075064295693699
10,0.930176924306408
11,0.930176924306408
12,-1.075064295693699
13,0.930176924306408
14,0.930176924306408
15,0.930176924306408
16,0.930176924306408
17,-1.075064295693699
18,0.930176924306408
19,-1.075064295693699
20,-1.075064295693699
21,0.930176924306408
22,-1.075064295693699
23,-1.075064295693699
24,0.930176924306408
25,-1.075064295693699
26,-1.075064295693699
27,-1.075064295693699
28,0.930176924306408
29,0.930176924306408
30,0.930176924306408
31,0.930176924306408
32,-1.075064295693699
33,0.930176924306408
34,0.930176924306408
35,0.930176924306408
36,-1.075064295693699
37,0.930176924306408
38,-1.075064295693699
39,0.930176924306408
40,-1.075064295693699
41,0.930176924306408
42,-1.075064295693699
43,0.930176924306408
44,0.930176924306408
45,-1.075064295693699
46,0.930176924306408
47,0.930176924306408
48,-1.075064295693699
49,0.930176924306408
50,0.930176924306408
51,0.930176924306408
52,0.930176924306408
53,0.930176924306408
54,0.930176924306408
55,-1.075064295693699
56,0.930176924306408
57,0.930176924306408
58,0.930176924306408
59,-1.075064295693699
60,0.930176924306408
61,-1.075064295693699
62,-1.075064295693699
63,0.930176924306408
64,-1.075064295693699
65,-1.075064295693699
66,0.930176924306408
67,-1.075064295693699
68,-1.075064295693699
69,0.930176924306408
70,0.930176924306408
71,-1.075064295693699
72,-1.075064295693699
73,0.930176924306408
74,0.930176924306408
75,0.930176924306408
76,-1.075064295693699
77,0.930176924306408
78,-1.075064295693699
79,-1.075064295693699
80,-1.075064295693699
81,-1.075064295693699
82,0.930176924306408
83,-1.075064295693699
84,-1.075064295693699
85,0.930176924306408
86,0.930176924306408
87,0.930176924306408
88,-1.075064295693699
89,0.930176924306408
90,0.930176924306408
91,-1.075064295693699
92,0.930176924306408
93,-1.075064295693699
94,0.930176924306408
95,-1.075064295693699
96,-1.075064295693699
97,-1.075064295693699
98,0.930176924306408
99,0.930176924306408
100,0.930176924306408
101,0.930176924306408
102,0.930176924306408
103,0.930176924306408
104,-1.075064295693699
105,-1.075064295693699
106,0.930176924306408
107,-1.075064295693699
108,0.930176924306408
109,-1.075064295693699
110,0.930176924306408
111,0.930176924306408
112,0.930176924306408
113,-1.075064295693699
114,-1.075064295693699
115,-1.075064295693699
116,0.930176924306408
117,0.930176924306408
118,0.930176924306408
119,-1.075064295693699
120,0.930176924306408
121,0.930176924306408
122,0.930176924306408
123,-1.075064295693699
124,-1.075064295693699
125,-1.075064295693699
126,-1.075064295693699
127,0.930176924306408
128,0.930176924306408
129,-1.075064295693699
130,0.930176924306408
131,-1.075064295693699
132,0.930176924306408
133,0.930176924306408
134,0.930176924306408
135,0.930176924306408
136,0.930176924306408
137,-1.075064295693699
138,-1.075064295693699
139,-1.075064295693699
140,0.930176924306408
141,-1.075064295693699
142,0.930176924306408
143,-1.075064295693699
144,0.930176924306408
145,0.930176924306408
146,-1.075064295693699
147,-1.075064295693699
148,-1.075064295693699
149,0.930176924306408
150,0.930176924306408
151,0.930176924306408
152,-1.075064295693699
153,-1.075064295693699
154,-1.075064295693699
155,0.930176924306408
156,0.930176924306408
157,0.930176924306408
158,0.930176924306408
159,0.930176924306408
160,-1.075064295693699
161,-1.075064295693699
162,0.930176924306408
163,0.930176924306408
164,-1.075064295693699
165,0.930176924306408
166,-1.075064295693699
167,0.930176924306408
168,0.930176924306408
169,0.930176924306408
170,-1.075064295693699
171,0.930176924306408
172,-1.075064295693699
173,0.930176924306408
174,0.930176924306408
175,0.930176924306408
176,-1.075064295693699
177,-1.075064295693699
178,0.930176924306408
179,-1.075064295693699
180,-1.075064295693699
181,-1.075064295693699
182,-1.075064295693699
183,-1.075064295693699
184,0.930176924306408
185,-1.075064295693699
186,-1.075064295693699
187,0.930176924306408
188,-1.075064295693699
189,0.930176924306408
190,0.930176924306408
191,-1.075064295693699
192,-1.075064295693699
193,-1.075064295693699
194,-1.075064295693699
195,0.930176924306408
196,0.930176924306408
197,-1.075064295693699
198,-1.075064295693699
199,-1.075064295693699
200,0.930176924306408
201,0.930176924306408
202,0.930176924306408
203,-1.075064295693699
204,0.930176924306408
205,-1.075064295693699
206,-1.075064295693699
207,-1.075064295693699
208,0.930176924306408
209,-1.075064295693699
210,-1.075064295693699
211,-1.075064295693699
212,-1.075064295693699
213,0.930176924306408
214,0.930176924306408
215,0.930176924306408
216,-1.075064295693699
217,0.930176924306408
218,0.930176924306408
219,-1.075064295693699
220,0.930176924306408
221,-1.075064295693699
