,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,pH,sulphates,alcohol
1553,0.735,0.0,2.2,0.08,18.0,28.0,3.41,0.6,9.4
1335,0.58,0.02,2.4,0.069,19.0,40.0,3.38,0.66,12.6
447,0.48,0.29,2.1,0.127,6.0,16.0,3.22,0.72,11.2
679,0.26,0.45,3.3,0.06,20.0,49.0,3.13,0.54,9.6
749,0.51,0.18,2.1,0.07,12.0,28.0,3.52,0.73,9.5
363,0.46,0.63,2.0,0.071,6.0,15.0,2.99,0.87,10.2
466,0.5,0.42,2.0,0.069,21.0,51.0,3.16,0.72,11.5
343,0.39,0.47,1.8,0.118,6.0,14.0,3.3,0.75,9.8
259,0.31,0.47,2.6,0.085,14.0,33.0,3.36,0.8,10.5
800,0.61,0.08,4.0,0.08199999999999999,26.0,108.0,3.25,0.51,9.4
26,0.41,0.24,1.8,0.08,4.0,11.0,3.28,0.59,9.5
834,0.685,0.26,1.6,0.08800000000000001,16.0,23.0,3.32,0.47,9.4
482,0.36,0.59,2.2,0.152,6.0,18.0,3.04,1.05,9.4
580,0.5,0.49,2.2,0.08900000000000001,5.0,14.0,3.19,0.44,9.6
170,0.885,0.03,1.8,0.058,4.0,8.0,3.36,0.33,9.1
1468,0.48,0.32,2.1,0.062,31.0,54.0,3.3,0.65,10.0
1179,0.35,0.33,2.4,0.076,11.0,47.0,3.27,0.81,11.0
1591,0.74,0.09,1.7,0.08900000000000001,16.0,26.0,3.67,0.56,11.6
1035,0.37,0.34,2.4,0.085,5.0,17.0,3.17,0.65,10.6
806,0.25,0.39,2.0,0.041,4.0,10.0,3.27,0.71,12.5
562,0.54,0.49,2.9,0.094,41.0,110.0,3.08,0.61,9.2
1248,0.41,0.33,2.2,0.081,22.0,36.0,3.41,0.75,11.1
698,0.615,0.28,3.2,0.087,18.0,72.0,3.31,0.53,9.7
1109,0.47,0.43,2.1,0.171,27.0,66.0,3.17,0.76,10.8
305,0.53,0.48,2.5,0.063,6.0,25.0,3.12,0.59,9.3
725,0.66,0.17,3.0,0.077,5.0,13.0,3.29,0.55,10.4
602,0.835,0.0,2.6,0.081,6.0,14.0,3.3,0.52,9.3
1193,0.885,0.0,2.3,0.166,6.0,12.0,3.56,0.51,10.8
329,0.46,0.39,2.0,0.061,7.0,15.0,3.18,0.62,9.5
805,0.28,0.4,2.4,0.052000000000000005,4.0,10.0,3.33,0.7,12.8
1421,0.4,0.18,1.6,0.079,24.0,58.0,3.34,0.58,9.4
853,0.36,0.39,1.5,0.08,41.0,55.0,3.47,0.73,10.9
1239,0.67,0.0,4.3,0.057,11.0,20.0,3.45,0.56,11.8
1500,0.725,0.04,1.5,0.076,8.0,15.0,3.26,0.53,9.6
954,0.43,0.4,2.7,0.08199999999999999,6.0,11.0,3.44,0.54,12.2
1390,0.49,0.0,2.3,0.068,15.0,33.0,3.58,0.59,12.5
1350,0.6,0.29,2.0,0.069,32.0,73.0,3.34,0.57,10.0
935,0.3,0.38,2.3,0.06,19.0,72.0,3.39,0.72,11.8
1083,0.42,0.45,2.4,0.07200000000000001,32.0,59.0,3.33,0.77,12.0
604,0.58,0.13,2.9,0.096,14.0,63.0,3.17,0.62,9.1
1256,0.59,0.22,1.8,0.08199999999999999,43.0,60.0,3.1,0.42,9.2
333,0.56,0.08,2.1,0.105,16.0,44.0,3.13,0.52,11.0
1448,0.58,0.01,1.9,0.08,40.0,54.0,3.4,0.73,9.7
159,0.6,0.18,1.9,0.079,18.0,86.0,3.59,0.57,9.3
900,0.31,0.36,2.6,0.056,10.0,39.0,3.4,0.69,11.8
208,0.44,0.28,2.7,0.1,18.0,95.0,3.22,0.67,9.4
1415,0.58,0.0,1.6,0.065,8.0,18.0,3.56,0.84,9.4
1371,0.58,0.56,3.1,0.153,5.0,14.0,3.21,1.03,11.6
269,0.18,0.51,4.0,0.104,4.0,23.0,3.28,0.97,10.1
696,0.65,0.02,2.1,0.066,8.0,25.0,3.47,0.67,9.5
1305,0.61,0.26,1.9,0.073,24.0,88.0,3.3,0.53,9.8
897,0.59,0.01,2.3,0.08,27.0,43.0,3.42,0.58,10.7
1181,0.39,0.43,1.65,0.068,5.0,11.0,3.19,0.46,11.4
816,0.51,0.19,3.2,0.081,8.0,30.0,3.23,0.58,10.5
845,0.64,0.21,1.8,0.081,14.0,31.0,3.59,0.66,9.8
326,0.53,0.66,3.65,0.121,6.0,14.0,3.05,0.74,11.5
133,0.5,0.01,1.5,0.06,17.0,26.0,3.4,0.58,9.8
1364,0.605,0.02,1.9,0.096,10.0,31.0,3.46,0.53,11.8
1207,0.72,0.55,1.7,0.136,24.0,52.0,3.35,0.94,10.0
1218,0.4,0.31,1.9,0.08199999999999999,8.0,24.0,3.24,0.69,10.6
4,0.7,0.0,1.9,0.076,11.0,34.0,3.51,0.56,9.4
1168,0.34,0.27,2.8,0.067,8.0,44.0,3.21,0.56,12.0
726,0.72,0.09,2.8,0.084,18.0,49.0,3.43,0.72,11.1
1185,0.43,0.3,2.0,0.085,6.0,39.0,3.33,0.46,11.9
24,0.4,0.14,2.4,0.085,21.0,40.0,3.43,0.63,9.7
578,0.47,0.49,2.9,0.085,17.0,110.0,3.29,0.6,9.8
959,0.59,0.05,2.0,0.08900000000000001,12.0,32.0,3.36,0.61,10.0
685,0.78,0.23,2.6,0.059,5.0,15.0,3.37,0.56,11.3
773,0.4,0.29,1.8,0.157,1.0,44.0,3.3,0.92,9.5
1597,0.645,0.12,2.0,0.075,32.0,44.0,3.57,0.71,10.2
1147,0.41,0.45,6.2,0.071,6.0,14.0,3.21,0.49,11.8
1153,0.42,0.35,2.1,0.083,17.0,38.0,3.23,0.66,11.1
1140,0.4,0.3,1.7,0.08,33.0,79.0,3.41,0.65,9.5
245,0.66,0.0,2.0,0.084,6.0,23.0,3.61,0.96,9.9
770,0.59,0.02,2.3,0.08199999999999999,24.0,94.0,3.55,0.53,9.7
627,0.6,0.29,2.2,0.098,5.0,15.0,3.36,0.49,9.1
852,0.42,0.32,2.5,0.08,26.0,122.0,3.22,1.07,9.7
461,0.615,0.22,2.6,0.087,6.0,19.0,3.26,0.61,9.3
1501,0.82,0.29,4.3,0.083,21.0,64.0,3.16,0.53,9.4
693,0.48,0.32,2.8,0.084,21.0,122.0,3.32,0.62,9.4
421,0.84,0.03,2.3,0.059,32.0,48.0,3.52,0.56,12.3
622,0.58,0.22,1.9,0.08,9.0,32.0,3.13,0.55,9.5
521,0.41,0.49,2.0,0.08800000000000001,16.0,43.0,3.48,0.64,9.1
66,0.52,0.11,1.5,0.079,11.0,39.0,3.42,0.58,9.6
1188,0.64,0.23,2.1,0.08,11.0,119.0,3.36,0.7,10.9
736,0.965,0.1,2.1,0.112,11.0,22.0,3.26,0.5,9.5
559,0.47,0.49,4.3,0.085,6.0,47.0,3.3,0.68,12.7
603,0.46,0.52,2.2,0.071,12.0,35.0,3.1,0.56,9.0
784,0.59,0.01,2.5,0.077,20.0,85.0,3.55,0.59,9.8
761,0.655,0.26,2.0,0.096,5.0,35.0,3.25,0.42,9.6
668,0.73,0.43,2.3,0.059,15.0,31.0,3.15,0.57,11.0
1548,0.4,0.5,2.0,0.099,19.0,50.0,3.1,0.58,10.4
1064,0.74,0.09,2.0,0.067,5.0,10.0,3.28,0.57,11.8
152,0.6,0.03,1.8,0.095,25.0,99.0,3.35,0.54,10.1
976,0.41,0.3,2.1,0.083,35.0,72.0,3.44,0.52,9.4
810,0.49,0.1,2.6,0.068,4.0,14.0,3.3,0.47,10.5
266,0.87,0.0,3.3,0.096,26.0,61.0,3.6,0.72,9.8
1012,1.005,0.15,2.1,0.102,11.0,32.0,3.23,0.48,10.0
879,0.6,0.04,2.5,0.076,18.0,88.0,3.53,0.55,9.5
963,0.27,0.39,2.0,0.1,20.0,27.0,3.15,0.69,11.2
1284,0.42,0.19,2.3,0.071,18.0,36.0,3.39,0.56,10.9
84,0.3,0.48,1.8,0.069,18.0,61.0,3.44,0.78,10.3
888,0.57,0.0,2.5,0.07200000000000001,32.0,64.0,3.43,0.56,11.2
839,0.5,0.04,2.2,0.092,13.0,26.0,3.46,0.47,10.0
920,0.41,0.37,2.3,0.091,10.0,23.0,3.24,0.56,10.5
526,0.365,0.49,2.5,0.08800000000000001,39.0,106.0,3.36,0.78,11.0
1038,0.41,0.41,6.2,0.078,25.0,42.0,3.24,0.77,12.6
1122,0.47,0.0,1.4,0.055,27.0,33.0,3.45,0.48,12.3
213,0.57,0.26,2.2,0.06,28.0,65.0,3.3,0.43,10.1
348,0.56,0.31,2.8,0.08900000000000001,15.0,46.0,3.11,0.92,10.0
313,0.47,0.3,3.0,0.076,30.0,135.0,3.3,0.53,9.4
211,0.725,0.24,2.8,0.083,10.0,62.0,3.35,0.56,10.0
579,0.31,0.49,2.2,0.063,18.0,40.0,3.14,0.51,9.8
1473,0.6,0.08,1.8,0.071,14.0,45.0,3.38,0.54,11.0
1486,0.68,0.21,2.1,0.07,9.0,23.0,3.38,0.6,10.3
727,0.57,0.02,1.8,0.067,4.0,11.0,3.46,0.68,9.5
300,0.53,0.06,2.6,0.086,20.0,44.0,3.38,0.59,10.7
988,0.39,0.12,1.7,0.097,19.0,27.0,3.16,0.49,9.4
1389,0.48,0.02,2.2,0.08,36.0,111.0,3.1,0.53,9.7
293,0.36,0.25,2.4,0.098,5.0,16.0,3.41,0.6,10.1
801,0.55,0.09,3.3,0.068,8.0,17.0,3.23,0.44,10.0
271,0.18,0.51,4.0,0.104,4.0,23.0,3.28,0.97,10.1
907,0.56,0.0,2.2,0.079,6.0,9.0,3.59,0.54,11.5
831,0.61,0.08,2.1,0.071,16.0,24.0,3.56,0.77,11.1
1554,0.855,0.02,2.4,0.062,15.0,23.0,3.54,0.6,11.0
1021,0.36,0.66,2.4,0.123,3.0,8.0,3.2,0.53,11.9
547,0.31,0.49,2.5,0.067,6.0,21.0,3.26,0.86,10.7
1457,0.49,0.33,1.9,0.07400000000000001,27.0,85.0,3.41,0.58,9.0
1233,0.23,0.37,2.2,0.057,14.0,36.0,3.23,0.49,9.3
912,0.46,0.44,2.9,0.065,4.0,8.0,3.33,0.62,12.2
610,0.24,0.54,2.5,0.083,25.0,57.0,3.39,0.54,9.2
753,0.65,0.1,2.9,0.08900000000000001,17.0,40.0,3.29,0.55,9.5
1180,0.35,0.33,2.4,0.076,11.0,47.0,3.27,0.81,11.0
1031,0.55,0.01,1.8,0.093,9.0,15.0,3.35,0.58,11.0
392,0.37,0.52,2.0,0.08199999999999999,6.0,26.0,3.18,0.51,9.5
678,0.78,0.1,2.6,0.081,45.0,87.0,3.48,0.53,10.0
828,0.57,0.09,2.3,0.065,34.0,45.0,3.46,0.74,12.7
237,0.645,0.0,1.9,0.097,15.0,39.0,3.37,0.58,9.2
1028,0.34,0.21,2.5,0.075,41.0,68.0,3.37,0.54,10.1
1214,0.33,0.46,1.9,0.081,6.0,9.0,3.1,0.48,10.4
362,0.58,0.66,2.5,0.07200000000000001,6.0,37.0,3.05,0.56,10.0
983,0.5,0.3,1.9,0.065,8.0,17.0,3.32,0.71,10.5
1241,0.37,0.39,2.5,0.079,28.0,65.0,3.16,0.59,9.8
20,0.22,0.48,1.8,0.077,29.0,60.0,3.39,0.53,9.4
717,0.46,0.11,2.6,0.079,12.0,49.0,3.21,0.57,10.0
540,0.59,0.24,3.3,0.101,20.0,47.0,3.26,0.67,9.6
48,0.4,0.23,1.6,0.066,5.0,12.0,3.34,0.56,9.2
272,0.37,0.58,4.0,0.071,17.0,65.0,3.22,0.78,10.1
1272,0.46,0.0,1.9,0.077,25.0,44.0,3.5,0.53,11.2
896,0.31,0.39,2.4,0.078,17.0,43.0,3.31,0.77,12.5
1536,0.53,0.08,1.9,0.077,24.0,45.0,3.6,0.68,10.3
252,0.35,0.48,3.1,0.09,5.0,21.0,3.17,0.53,10.5
1580,0.35,0.33,2.4,0.068,9.0,26.0,3.36,0.6,11.9
475,0.68,0.24,2.2,0.087,5.0,28.0,3.14,0.6,10.2
1521,0.48,0.2,1.9,0.08199999999999999,9.0,23.0,3.39,0.43,9.05
60,0.4,0.4,2.2,0.079,19.0,52.0,3.44,0.64,9.2
569,0.36,0.24,2.2,0.095,19.0,42.0,3.57,0.57,11.7
1387,0.64,0.07,1.8,0.1,8.0,23.0,3.3,0.58,9.6
303,0.67,0.12,1.6,0.18600000000000005,5.0,21.0,3.39,0.54,9.5
1544,0.37,0.43,2.3,0.063,12.0,19.0,3.17,0.81,11.2
728,0.57,0.02,1.8,0.067,4.0,11.0,3.46,0.68,9.5
1203,0.74,0.19,5.8,0.111,33.0,76.0,3.14,0.55,9.4
1549,0.36,0.3,1.8,0.07400000000000001,17.0,24.0,3.24,0.7,11.4
1584,0.32,0.44,2.4,0.061,24.0,34.0,3.29,0.8,11.6
263,0.37,0.23,1.8,0.077,23.0,49.0,3.28,0.67,9.3
302,0.705,0.12,2.6,0.092,12.0,28.0,3.51,0.72,10.0
529,0.63,0.24,2.4,0.077,6.0,33.0,3.09,0.57,9.4
1526,0.47,0.08,2.2,0.064,18.0,38.0,3.3,0.65,9.6
1136,0.52,0.45,2.0,0.08,6.0,13.0,3.22,0.76,11.4
1032,0.82,0.0,4.1,0.095,5.0,14.0,3.36,0.53,9.6
1306,0.69,0.32,2.5,0.08800000000000001,22.0,91.0,3.29,0.62,10.1
423,0.24,0.47,2.1,0.066,6.0,24.0,3.15,0.9,11.0
380,0.26,0.42,2.0,0.08,11.0,27.0,3.21,0.8,9.4
734,0.56,0.2,2.0,0.075,9.0,39.0,3.48,0.62,9.3
1348,0.655,0.03,1.8,0.078,7.0,12.0,3.34,0.39,9.5
1480,0.62,0.03,1.5,0.08,6.0,13.0,3.66,0.62,10.1
1216,0.57,0.31,2.0,0.079,10.0,79.0,3.29,0.69,9.5
992,0.4,0.1,2.0,0.076,30.0,47.0,3.36,0.48,9.4
1080,0.27,0.56,1.4,0.047,3.0,8.0,3.16,0.51,11.8
1286,0.16,0.44,2.5,0.068,17.0,31.0,3.35,0.54,12.4
735,0.965,0.1,2.1,0.112,11.0,22.0,3.26,0.5,9.5
1452,0.58,0.02,2.0,0.062,37.0,53.0,3.35,0.76,11.6
513,0.51,0.64,2.4,0.107,6.0,15.0,3.09,0.66,11.8
882,0.31,0.29,3.1,0.194,14.0,26.0,3.22,0.78,12.0
731,0.875,0.13,3.45,0.08800000000000001,4.0,14.0,3.44,0.52,11.5
1426,0.23,0.37,1.8,0.046,23.0,60.0,3.41,0.71,12.1
443,0.44,0.49,2.7,0.077,11.0,19.0,3.23,0.63,11.6
866,0.49,0.22,2.3,0.071,13.0,24.0,3.41,0.83,11.3
1003,0.36,0.32,1.8,0.067,4.0,8.0,3.36,0.55,12.8
82,0.5,0.47,2.0,0.086,21.0,73.0,3.36,0.57,9.1
869,0.63,0.03,2.0,0.08,27.0,43.0,3.44,0.64,10.9
1277,0.69,0.0,1.9,0.114,3.0,10.0,3.35,0.6,9.7
1049,0.5,0.36,1.8,0.084,6.0,17.0,3.27,0.77,10.8
1317,0.44,0.46,2.2,0.091,10.0,41.0,3.18,0.69,11.9
1492,0.65,0.06,1.6,0.05,6.0,18.0,3.57,0.54,11.95
1337,0.5,0.0,1.4,0.057,15.0,26.0,3.36,0.45,9.5
139,0.56,0.19,2.0,0.081,17.0,108.0,3.32,0.54,9.5
655,0.55,0.17,2.9,0.087,20.0,53.0,3.14,0.61,9.4
534,0.48,0.24,2.7,0.102,13.0,32.0,3.28,0.56,10.0
781,0.46,0.14,2.4,0.114,9.0,37.0,3.66,0.65,9.8
564,0.47,0.49,4.3,0.085,6.0,47.0,3.3,0.68,12.7
1517,0.53,0.06,2.0,0.063,29.0,44.0,3.38,0.83,10.3
599,0.59,0.45,2.3,0.08199999999999999,11.0,22.0,3.0,0.7,9.3
543,0.66,0.24,2.5,0.085,16.0,53.0,3.06,0.72,11.0
1097,0.52,0.38,1.5,0.096,5.0,18.0,3.2,0.52,9.4
894,0.63,0.03,2.2,0.08,17.0,88.0,3.53,0.58,9.8
296,0.83,0.37,2.6,0.086,26.0,70.0,3.16,0.52,9.9
626,0.6,0.29,2.2,0.098,5.0,15.0,3.36,0.49,9.1
929,0.33,0.38,3.3,0.063,10.0,19.0,3.3,0.73,12.0
370,0.765,0.02,2.3,0.063,35.0,63.0,3.57,0.78,9.9
1539,0.39,0.32,1.8,0.065,34.0,60.0,3.46,0.78,9.9
87,0.49,0.26,1.9,0.062,9.0,31.0,3.39,0.64,9.6
689,0.38,0.48,1.8,0.157,5.0,17.0,3.3,1.05,9.4
743,0.41,0.58,2.8,0.096,25.0,101.0,3.13,0.53,10.0
105,0.575,0.22,2.1,0.077,12.0,65.0,3.29,0.51,9.2
115,0.4,0.31,2.2,0.09,13.0,62.0,3.07,0.63,10.5
1386,0.64,0.07,1.8,0.1,8.0,23.0,3.3,0.58,9.6
216,0.625,0.16,2.0,0.101,13.0,49.0,3.14,0.57,11.0
1008,0.35,0.4,3.6,0.11,12.0,24.0,3.23,0.7,12.0
1373,0.75,0.27,3.8,0.11,34.0,89.0,3.24,0.45,9.3
1000,0.43,0.3,2.2,0.062,6.0,12.0,3.44,0.72,11.5
214,0.735,0.08,2.4,0.092,10.0,41.0,3.24,0.71,9.8
418,0.38,0.51,2.0,0.121,7.0,20.0,3.24,0.76,10.4
750,0.65,0.1,2.9,0.08900000000000001,17.0,40.0,3.29,0.55,9.5
1470,0.69,0.11,1.4,0.084,8.0,24.0,2.88,0.47,9.7
1065,0.61,0.18,2.4,0.083,6.0,20.0,3.29,0.6,10.2
355,0.75,0.01,2.4,0.078,17.0,32.0,3.55,0.61,12.8
1463,0.63,0.01,2.4,0.076,14.0,39.0,3.34,0.53,10.8
445,0.735,0.1,2.1,0.079,6.0,31.0,3.23,0.56,10.1
458,0.33,0.63,2.8,0.084,5.0,22.0,3.26,0.74,11.2
493,0.69,0.31,3.0,0.086,23.0,81.0,3.48,0.74,11.6
629,0.685,0.23,2.3,0.111,20.0,84.0,3.21,0.61,9.3
203,0.42,0.35,1.6,0.08800000000000001,16.0,39.0,3.34,0.55,9.2
609,0.36,0.19,3.2,0.075,15.0,39.0,3.56,0.52,12.7
1089,0.41,0.54,1.5,0.095,22.0,41.0,3.02,0.76,9.9
1565,0.67,0.02,1.9,0.061,26.0,42.0,3.39,0.82,10.9
1532,0.53,0.13,2.0,0.058,18.0,22.0,3.21,0.68,9.9
1211,0.44,0.15,2.1,0.076,22.0,53.0,3.32,0.62,9.3
854,0.36,0.39,1.5,0.08,41.0,55.0,3.47,0.73,10.9
416,0.48,0.64,2.2,0.111,6.0,20.0,3.26,0.66,11.7
1023,0.32,0.42,2.3,0.098,3.0,9.0,3.27,0.55,12.3
1164,0.785,0.24,1.7,0.078,10.0,21.0,3.29,0.67,10.0
905,0.58,0.2,3.0,0.081,15.0,115.0,3.23,0.59,9.5
29,0.645,0.0,2.0,0.08199999999999999,8.0,16.0,3.38,0.59,9.8
826,0.27,0.34,2.3,0.05,4.0,8.0,3.4,0.64,11.0
1571,0.38,0.14,2.2,0.038,15.0,25.0,3.44,0.65,11.1
832,0.44,0.42,1.5,0.145,34.0,48.0,3.38,0.86,9.9
875,0.31,0.4,2.8,0.109,7.0,16.0,3.31,0.79,11.8
941,0.27,0.49,5.0,0.08199999999999999,9.0,17.0,3.19,0.52,12.5
180,0.61,0.14,2.4,0.067,10.0,42.0,3.19,0.59,9.5
150,0.33,0.47,2.1,0.077,5.0,11.0,3.33,0.53,10.3
956,0.36,0.52,2.1,0.111,5.0,10.0,3.31,0.62,11.3
1105,0.57,0.28,2.1,0.048,13.0,49.0,3.41,0.6,12.8
817,0.29,0.42,1.6,0.084,19.0,27.0,3.28,0.73,11.9
1044,0.39,0.33,3.3,0.046,12.0,53.0,3.36,0.62,12.2
514,0.51,0.64,2.4,0.107,6.0,15.0,3.09,0.66,11.8
850,0.43,0.44,1.9,0.085,9.0,22.0,3.28,0.55,9.5
1563,0.695,0.13,2.0,0.076,12.0,20.0,3.29,0.54,10.1
1238,0.73,0.0,2.5,0.081,12.0,24.0,3.38,0.46,9.6
1541,0.25,0.29,2.2,0.054000000000000006,19.0,49.0,3.4,0.76,10.9
335,0.695,0.53,3.4,0.128,7.0,21.0,3.17,0.84,12.2
1499,0.74,0.03,2.3,0.054000000000000006,7.0,16.0,3.45,0.63,11.5
490,0.775,0.27,2.8,0.078,24.0,56.0,3.31,0.67,10.6
1540,0.52,0.08,4.4,0.071,11.0,32.0,3.56,0.63,11.6
1508,0.27,0.6,2.1,0.07400000000000001,17.0,25.0,3.38,0.72,10.6
873,0.21,0.37,1.6,0.067,6.0,10.0,3.23,0.58,11.1
1502,0.585,0.18,2.4,0.078,15.0,60.0,3.31,0.54,9.8
366,0.615,0.66,5.8,0.083,7.0,42.0,3.07,0.73,10.0
964,0.47,0.27,1.9,0.058,18.0,38.0,3.16,0.85,11.1
225,0.43,0.25,2.6,0.073,29.0,63.0,3.37,0.58,10.5
1534,0.56,0.14,2.4,0.064,13.0,29.0,3.42,0.62,11.7
756,0.98,0.01,2.0,0.057,15.0,33.0,3.6,0.46,11.2
402,0.48,0.54,2.6,0.085,19.0,64.0,3.1,0.61,10.5
209,0.3,0.58,2.1,0.054000000000000006,7.0,19.0,3.31,0.88,10.5
606,0.41,0.48,4.6,0.07200000000000001,10.0,20.0,3.34,0.79,12.2
947,0.28,0.48,2.1,0.093,6.0,12.0,3.26,0.62,12.4
537,0.825,0.24,2.1,0.084,5.0,13.0,3.37,0.77,10.7
650,0.43,0.39,2.2,0.106,8.0,32.0,2.89,0.5,9.6
102,0.545,0.18,1.9,0.08,13.0,35.0,3.3,0.59,9.0
657,0.5,0.59,1.4,0.073,23.0,42.0,2.92,0.68,10.5
384,0.51,0.28,2.1,0.087,23.0,54.0,3.42,0.74,9.2
1123,0.4,0.37,1.9,0.081,17.0,29.0,3.12,0.65,11.2
112,0.6,0.1,2.2,0.085,14.0,111.0,3.15,0.66,9.8
323,0.59,0.42,2.8,0.09,35.0,73.0,3.28,0.7,9.5
361,0.45,0.31,2.6,0.086,21.0,50.0,3.37,0.91,9.9
1423,0.53,0.09,3.9,0.123,14.0,31.0,3.5,0.67,11.0
1024,0.58,0.01,1.8,0.08800000000000001,12.0,18.0,3.32,0.56,10.5
1509,0.18,0.4,1.8,0.062,7.0,20.0,3.28,0.7,11.1
1595,0.55,0.1,2.2,0.062,39.0,51.0,3.52,0.76,11.2
1338,0.5,0.0,1.4,0.057,15.0,26.0,3.36,0.45,9.5
675,0.41,0.39,2.2,0.064,12.0,31.0,3.26,0.65,10.2
898,0.31,0.39,2.4,0.078,17.0,43.0,3.31,0.77,12.5
122,0.695,0.0,2.5,0.075,3.0,13.0,3.49,0.52,9.2
426,0.67,0.08,2.1,0.045,19.0,48.0,3.49,0.49,11.4
942,0.43,0.4,2.6,0.092,13.0,52.0,3.22,0.64,10.0
531,0.38,0.49,2.7,0.098,12.0,42.0,3.16,0.61,10.3
1254,0.7,0.06,1.9,0.079,20.0,35.0,3.4,0.69,10.9
758,0.87,0.0,2.2,0.084,10.0,31.0,3.25,0.5,9.8
965,0.34,0.4,2.4,0.065,24.0,48.0,3.34,0.86,11.0
656,0.43,0.39,2.2,0.106,8.0,32.0,2.89,0.5,9.6
79,0.625,0.2,1.5,0.08,27.0,119.0,3.16,1.12,9.1
143,0.39,0.08,1.7,0.066,3.0,20.0,3.34,0.58,9.4
398,0.59,0.59,2.6,0.087,13.0,49.0,3.18,0.65,11.0
1490,0.22,0.49,1.8,0.039,8.0,18.0,3.39,0.56,12.4
140,0.745,0.11,1.9,0.09,16.0,63.0,3.19,0.82,9.6
71,0.67,0.23,2.1,0.08800000000000001,17.0,96.0,3.32,0.48,9.5
230,0.48,0.04,1.6,0.054000000000000006,19.0,106.0,3.54,0.62,12.2
196,0.58,0.3,2.4,0.07400000000000001,15.0,55.0,3.46,0.59,10.2
41,0.61,0.3,2.8,0.08800000000000001,17.0,46.0,3.26,0.51,9.3
703,0.38,0.48,2.6,0.073,22.0,84.0,3.32,0.7,9.6
789,0.63,0.17,2.9,0.099,21.0,119.0,3.09,0.52,9.3
138,0.56,0.19,2.1,0.081,15.0,105.0,3.33,0.54,9.5
1352,0.645,0.03,1.9,0.086,14.0,57.0,3.37,0.46,10.3
207,0.57,0.31,1.8,0.069,26.0,120.0,3.29,0.53,9.3
1195,0.43,0.22,1.8,0.078,21.0,56.0,3.52,0.6,9.5
464,0.315,0.54,2.1,0.084,5.0,15.0,2.98,0.7,9.2
212,0.44,0.64,2.1,0.059,5.0,15.0,3.21,0.67,10.2
376,0.45,0.5,3.0,0.078,19.0,47.0,3.26,1.11,11.0
535,0.22,0.24,2.1,0.078,1.0,28.0,3.41,0.87,10.3
