,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,pH,sulphates,alcohol
360,0.7,0.23,2.0,0.099,14.0,81.0,3.19,0.7,9.4
277,0.18,0.51,4.0,0.104,4.0,23.0,3.28,0.97,10.1
292,0.55,0.23,2.7,0.091,18.0,48.0,3.22,0.64,10.3
407,0.39,0.66,3.0,0.093,12.0,30.0,3.18,0.63,10.8
107,0.63,0.31,1.7,0.08800000000000001,15.0,64.0,3.46,0.79,9.3
1353,0.645,0.03,1.9,0.086,14.0,57.0,3.37,0.46,10.3
287,0.4,0.12,3.0,0.092,29.0,53.0,3.37,0.7,10.3
512,0.4,0.48,2.1,0.125,15.0,49.0,3.03,0.81,9.7
1226,0.58,0.03,4.1,0.08,27.0,46.0,3.02,0.47,9.2
1322,0.34,0.42,1.8,0.058,9.0,18.0,3.18,0.55,11.4
1053,0.33,0.42,2.3,0.07,9.0,20.0,3.38,0.77,12.7
158,0.68,0.0,2.2,0.073,12.0,22.0,3.48,0.5,9.3
1329,0.6,0.26,2.1,0.083,17.0,91.0,3.29,0.56,9.8
12,0.615,0.0,1.6,0.08900000000000001,16.0,59.0,3.58,0.52,9.9
936,0.3,0.38,2.3,0.06,19.0,72.0,3.39,0.72,11.8
631,0.28,0.54,2.7,0.105,5.0,19.0,3.25,0.63,9.5
986,0.34,0.39,1.4,0.066,3.0,7.0,3.19,0.55,11.4
301,0.18,0.48,1.5,0.068,7.0,15.0,3.22,0.64,10.1
1110,0.53,0.0,1.4,0.07,6.0,14.0,3.25,0.64,10.0
1568,0.56,0.13,1.6,0.077,25.0,42.0,3.34,0.59,9.2
1578,0.67,0.15,1.8,0.118,13.0,20.0,3.42,0.67,11.3
990,0.39,0.12,1.7,0.097,19.0,27.0,3.16,0.49,9.4
161,0.68,0.02,1.3,0.07200000000000001,9.0,20.0,3.17,1.08,9.2
114,0.56,0.19,1.8,0.104,12.0,47.0,3.19,0.93,9.5
422,0.96,0.2,2.0,0.047,15.0,60.0,3.36,0.44,10.9
1535,0.55,0.13,2.2,0.075,15.0,35.0,3.36,0.59,9.7
69,0.705,0.05,1.9,0.07400000000000001,8.0,19.0,3.34,0.95,10.5
96,0.775,0.0,3.0,0.102,8.0,23.0,3.45,0.56,10.7
706,0.78,0.08,2.0,0.093,10.0,19.0,3.4,0.47,10.0
1382,0.6,0.22,2.1,0.08,25.0,105.0,3.3,0.49,9.9
586,0.31,0.49,2.7,0.094,16.0,47.0,3.12,1.02,10.6
465,0.29,0.4,2.9,0.098,10.0,26.0,3.48,0.91,9.7
349,0.785,0.0,2.6,0.093,11.0,28.0,3.36,0.86,9.4
1152,0.6,0.25,2.2,0.118,9.0,38.0,3.15,0.53,9.8
813,0.39,0.24,2.1,0.102,4.0,7.0,3.44,0.58,11.4
1401,0.69,0.21,2.1,0.08,33.0,141.0,3.25,0.51,9.9
194,0.55,0.21,2.2,0.071,7.0,28.0,3.28,0.55,9.7
524,0.43,0.49,2.4,0.086,23.0,116.0,3.23,0.64,9.5
1590,0.55,0.15,1.8,0.077,26.0,35.0,3.32,0.82,11.6
1265,0.57,0.05,2.3,0.081,16.0,36.0,3.38,0.6,10.3
1328,0.52,0.11,1.8,0.073,13.0,38.0,3.34,0.52,9.3
922,0.62,0.12,1.8,0.07200000000000001,38.0,46.0,3.38,0.89,11.8
1420,0.53,0.01,1.6,0.077,3.0,19.0,3.16,0.46,9.8
594,0.72,0.17,2.6,0.096,20.0,38.0,3.4,0.53,9.5
624,0.69,0.0,5.6,0.124,21.0,58.0,3.46,0.72,10.2
223,0.645,0.25,2.0,0.083,8.0,28.0,3.28,0.6,10.0
835,0.665,0.1,1.5,0.066,27.0,55.0,3.39,0.51,9.3
200,0.32,0.47,1.4,0.056,9.0,24.0,3.22,0.82,10.3
346,0.815,0.02,2.7,0.07200000000000001,17.0,34.0,3.58,0.89,12.3
173,0.62,0.05,1.9,0.068,24.0,42.0,3.42,0.57,11.5
818,0.715,0.0,2.35,0.071,21.0,47.0,3.29,0.45,9.4
1213,0.38,0.42,1.9,0.071,5.0,13.0,3.15,0.75,10.5
242,0.58,0.1,1.8,0.102,28.0,109.0,3.08,0.49,9.8
1598,0.31,0.47,3.6,0.067,18.0,42.0,3.39,0.66,11.0
85,0.55,0.15,2.2,0.076,19.0,40.0,3.41,0.59,10.1
1229,0.43,0.29,2.1,0.075,19.0,66.0,3.4,0.64,9.5
598,0.585,0.18,2.1,0.078,5.0,30.0,3.2,0.48,9.8
952,0.31,0.4,2.2,0.058,6.0,10.0,3.31,0.68,11.2
1518,0.47,0.46,2.2,0.114,7.0,20.0,3.32,0.63,10.5
1443,0.58,0.2,1.75,0.058,8.0,22.0,3.38,0.49,11.7
70,0.63,0.08,1.9,0.076,15.0,27.0,3.32,0.54,9.5
67,0.705,0.07,1.6,0.076,6.0,15.0,3.44,0.58,10.7
1586,0.31,0.41,2.4,0.065,34.0,60.0,3.34,0.85,11.4
1100,0.34,0.42,2.1,0.07200000000000001,23.0,36.0,3.11,0.78,12.4
587,0.73,0.24,1.9,0.108,18.0,102.0,3.26,0.59,9.3
16,0.28,0.56,1.8,0.092,35.0,103.0,3.3,0.75,10.5
174,0.38,0.21,2.0,0.08,7.0,35.0,3.33,0.47,9.5
448,0.53,0.22,2.0,0.1,7.0,27.0,3.2,0.56,10.2
1271,0.44,0.2,1.6,0.049,24.0,64.0,3.38,0.57,11.7
550,0.51,0.01,2.1,0.07400000000000001,9.0,25.0,3.33,0.56,9.5
697,0.65,0.02,2.1,0.066,8.0,25.0,3.47,0.67,9.5
459,0.58,0.66,2.2,0.07400000000000001,10.0,47.0,3.25,0.57,9.0
909,0.305,0.39,1.2,0.059,7.0,11.0,3.29,0.52,11.5
683,0.78,0.23,2.6,0.059,5.0,15.0,3.37,0.56,11.3
178,0.805,0.0,2.5,0.068,7.0,20.0,3.48,0.56,9.6
1145,0.2,0.43,2.5,0.076,31.0,51.0,3.53,0.81,10.4
446,0.38,0.6,2.6,0.081,31.0,72.0,3.1,0.73,10.5
1267,0.43,0.5,2.3,0.068,13.0,19.0,3.1,0.87,11.4
1440,0.37,0.32,2.0,0.062,15.0,28.0,3.23,0.73,11.3
729,0.865,0.03,3.2,0.071,27.0,58.0,3.61,0.49,12.7
1318,0.63,0.27,2.0,0.083,17.0,91.0,3.26,0.58,9.8
738,0.46,0.23,2.8,0.092,28.0,104.0,3.1,0.56,9.2
765,0.67,0.1,3.0,0.091,12.0,48.0,3.31,0.54,9.5
1279,0.3,0.39,1.7,0.062,3.0,9.0,3.14,0.57,11.5
103,0.575,0.22,2.1,0.077,12.0,65.0,3.29,0.51,9.2
295,0.5,0.46,2.5,0.073,5.0,27.0,3.05,0.64,9.5
1439,0.67,0.02,2.2,0.07200000000000001,31.0,92.0,3.32,0.68,11.066666666666698
1341,0.51,0.02,1.7,0.084,13.0,31.0,3.36,0.54,10.5
235,0.63,0.0,1.9,0.097,14.0,38.0,3.37,0.58,9.0
202,0.5,0.11,1.5,0.075,16.0,49.0,3.36,0.79,9.5
1404,0.5,0.39,2.6,0.08199999999999999,12.0,46.0,3.43,0.62,10.7
1513,0.56,0.15,1.8,0.078,17.0,65.0,3.33,0.6,10.5
1194,0.745,0.12,1.8,0.114,15.0,64.0,3.22,0.59,9.5
1107,0.3,0.41,2.0,0.068,10.0,24.0,3.27,0.85,11.7
344,0.57,0.5,2.6,0.08199999999999999,6.0,32.0,3.12,0.78,10.7
241,0.38,0.56,2.1,0.093,6.0,24.0,3.14,0.71,10.9
840,0.42,0.47,2.65,0.085,9.0,34.0,3.24,0.77,12.1
62,0.52,0.16,1.9,0.085,12.0,35.0,3.38,0.62,9.5
1127,0.76,0.0,2.9,0.07200000000000001,26.0,52.0,3.51,0.6,11.5
1383,0.6,0.22,2.1,0.08,25.0,105.0,3.3,0.49,9.9
857,0.26,0.34,2.5,0.073,16.0,47.0,3.4,0.78,11.3
1173,0.36,0.31,1.7,0.079,26.0,65.0,3.46,0.62,9.5
1520,0.53,0.06,2.0,0.063,29.0,44.0,3.38,0.83,10.3
1557,0.855,0.02,2.4,0.062,15.0,23.0,3.54,0.6,11.0
55,0.62,0.04,3.8,0.084,25.0,45.0,3.34,0.53,9.5
1336,0.5,0.0,1.4,0.057,15.0,26.0,3.36,0.45,9.5
1066,0.52,0.08,2.4,0.07,13.0,26.0,3.4,0.72,12.5
1220,0.32,0.52,1.8,0.132,17.0,44.0,3.28,0.77,11.5
452,0.56,0.03,1.7,0.084,18.0,35.0,3.44,0.63,10.0
1479,0.28,0.6,3.0,0.104,10.0,22.0,3.39,0.68,10.6
110,0.56,0.19,1.8,0.104,12.0,47.0,3.19,0.93,9.5
177,0.52,0.42,2.3,0.087,8.0,38.0,3.58,0.61,10.5
640,0.54,0.45,2.3,0.071,16.0,40.0,3.39,0.62,9.4
774,0.4,0.3,1.8,0.157,2.0,45.0,3.31,0.91,9.5
859,0.56,0.22,1.8,0.07400000000000001,15.0,24.0,3.4,0.82,11.2
1191,0.885,0.0,2.3,0.166,6.0,12.0,3.56,0.51,10.8
358,0.43,0.66,3.1,0.109,10.0,23.0,3.15,0.85,10.4
453,0.33,0.63,2.8,0.084,5.0,22.0,3.26,0.74,11.2
22,0.43,0.21,1.6,0.106,10.0,37.0,3.17,0.91,9.5
356,0.41,0.52,3.0,0.08,29.0,55.0,3.26,0.88,11.0
881,0.715,0.0,2.1,0.068,30.0,35.0,3.48,0.65,11.4
1268,0.41,0.31,2.0,0.079,21.0,51.0,3.47,0.55,9.5
1240,0.61,0.2,1.7,0.076,36.0,60.0,3.1,0.4,9.3
1432,0.44,0.0,1.6,0.042,3.0,11.0,3.48,0.85,11.7
1331,0.87,0.26,3.8,0.107,31.0,67.0,3.26,0.46,9.2
470,0.32,0.65,2.6,0.093,15.0,47.0,3.05,0.61,10.6
702,0.64,0.02,2.1,0.067,9.0,23.0,3.47,0.67,9.4
36,0.6,0.14,2.4,0.086,3.0,15.0,3.42,0.6,10.8
867,0.51,0.23,2.0,0.07200000000000001,13.0,22.0,3.4,0.84,11.2
525,0.64,0.24,2.8,0.105,29.0,53.0,3.24,0.67,9.9
1166,0.54,0.26,2.0,0.111,7.0,60.0,2.94,0.98,10.2
439,0.62,0.18,1.5,0.062,7.0,50.0,3.08,0.6,9.3
59,0.39,0.31,2.4,0.07400000000000001,9.0,46.0,3.41,0.54,9.4
732,0.835,0.03,2.1,0.092,10.0,19.0,3.39,0.47,9.6
886,0.8,0.12,2.4,0.083,8.0,28.0,3.33,0.65,10.4
583,0.28,0.49,1.9,0.07400000000000001,10.0,21.0,2.98,0.66,9.9
379,0.42,0.38,2.5,0.094,24.0,60.0,3.31,0.7,10.8
488,0.32,0.55,2.8,0.081,35.0,67.0,3.32,0.92,10.8
1334,0.835,0.0,2.0,0.166,4.0,11.0,3.39,0.52,10.0
733,0.45,0.34,2.7,0.08199999999999999,16.0,72.0,3.55,0.6,9.5
1529,0.69,0.08,2.1,0.063,42.0,52.0,3.42,0.6,10.2
183,0.61,0.2,1.8,0.077,11.0,65.0,3.54,0.58,9.3
118,0.55,0.04,2.2,0.119,14.0,56.0,3.21,0.6,10.9
409,0.46,0.49,4.5,0.07,26.0,49.0,3.05,0.57,9.6
1313,0.36,0.21,2.3,0.086,20.0,65.0,3.4,0.54,10.1
1206,0.36,0.46,2.1,0.07400000000000001,24.0,44.0,3.4,0.85,11.0
1184,0.64,0.23,2.1,0.08,11.0,119.0,3.36,0.7,10.9
401,0.26,0.3,1.7,0.059,20.0,38.0,3.29,0.47,10.8
486,0.67,0.39,1.9,0.054000000000000006,6.0,17.0,3.17,0.47,10.0
136,0.715,0.15,1.8,0.08900000000000001,10.0,52.0,3.23,0.77,9.5
1225,0.46,0.23,2.6,0.091,18.0,77.0,3.15,0.51,9.4
1393,0.52,0.25,2.0,0.078,19.0,59.0,3.3,0.48,10.2
1391,0.64,0.22,2.4,0.094,5.0,33.0,3.37,0.58,11.0
128,0.59,0.16,1.8,0.065,3.0,16.0,3.42,0.92,10.5
47,0.29,0.52,1.6,0.113,12.0,37.0,3.25,0.58,9.5
1429,0.18,0.4,2.2,0.049,38.0,67.0,3.33,0.93,11.3
1133,0.48,0.07,5.5,0.08900000000000001,10.0,18.0,3.37,0.68,11.2
1466,0.48,0.32,2.1,0.062,31.0,54.0,3.3,0.65,10.0
842,0.5,0.45,2.6,0.119,34.0,68.0,3.23,0.72,10.9
111,0.62,0.09,2.2,0.084,11.0,108.0,3.15,0.66,9.8
1442,0.63,0.02,1.9,0.078,18.0,30.0,3.4,0.75,9.8
1375,0.56,0.26,2.0,0.083,13.0,100.0,3.26,0.52,9.9
1408,0.29,0.36,2.2,0.048,35.0,53.0,3.27,1.01,12.4
528,0.42,0.49,2.6,0.084,32.0,55.0,3.34,0.75,8.7
1592,0.51,0.13,2.3,0.076,29.0,40.0,3.42,0.75,11.0
642,0.54,0.45,2.3,0.071,16.0,40.0,3.39,0.62,9.4
1096,0.725,0.09,5.5,0.117,9.0,17.0,3.35,0.49,10.8
1039,0.5,0.21,2.2,0.08800000000000001,21.0,39.0,3.33,0.83,11.1
1251,0.58,0.14,2.2,0.077,27.0,60.0,3.28,0.59,9.8
746,0.34,0.38,2.5,0.08,12.0,57.0,3.3,0.47,9.0
979,0.45,0.49,1.4,0.075,3.0,6.0,3.13,0.63,10.4
,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,pH,sulphates,alcohol
79,0.625,0.2,1.5,0.08,27.0,119.0,3.16,1.12,9.1
1595,0.55,0.1,2.2,0.062,39.0,51.0,3.52,0.76,11.2
1134,0.28,0.35,1.7,0.061,6.0,15.0,3.3,0.74,11.8
50,0.66,0.26,1.7,0.07400000000000001,4.0,23.0,3.15,0.74,9.2
1579,0.56,0.09,1.7,0.053,24.0,32.0,3.54,0.6,11.3
1431,0.43,0.31,2.1,0.069,13.0,74.0,3.26,0.54,9.9
1274,0.58,0.13,2.1,0.102,17.0,36.0,3.24,0.53,11.2
1403,0.33,0.33,1.7,0.061,3.0,13.0,3.23,1.1,10.0
138,0.56,0.19,2.1,0.081,15.0,105.0,3.33,0.54,9.5
683,0.78,0.23,2.6,0.059,5.0,15.0,3.37,0.56,11.3
924,0.47,0.27,2.3,0.055,14.0,28.0,3.18,0.8,11.2
1073,0.62,0.33,2.7,0.08800000000000001,16.0,37.0,3.31,0.58,10.7
960,0.47,0.27,1.9,0.058,18.0,38.0,3.16,0.85,11.1
1172,0.42,0.46,2.1,0.07400000000000001,5.0,16.0,3.27,0.74,12.3
756,0.98,0.01,2.0,0.057,15.0,33.0,3.6,0.46,11.2
1110,0.53,0.0,1.4,0.07,6.0,14.0,3.25,0.64,10.0
1507,0.38,0.57,2.3,0.106,5.0,12.0,3.36,0.55,11.4
248,0.53,0.06,1.7,0.07400000000000001,9.0,39.0,3.35,0.48,9.8
190,0.5,0.35,2.9,0.077,21.0,127.0,3.23,0.62,9.4
425,0.84,0.03,2.3,0.059,32.0,48.0,3.52,0.56,12.3
466,0.5,0.42,2.0,0.069,21.0,51.0,3.16,0.72,11.5
148,0.49,0.1,2.3,0.07400000000000001,12.0,30.0,3.42,0.58,10.2
266,0.87,0.0,3.3,0.096,26.0,61.0,3.6,0.72,9.8
962,0.57,0.02,2.1,0.115,6.0,16.0,3.38,0.69,9.5
1478,0.875,0.05,5.7,0.08199999999999999,3.0,14.0,3.4,0.52,10.2
687,0.64,0.23,3.1,0.095,13.0,38.0,3.28,0.59,9.7
1039,0.5,0.21,2.2,0.08800000000000001,21.0,39.0,3.33,0.83,11.1
1140,0.4,0.3,1.7,0.08,33.0,79.0,3.41,0.65,9.5
349,0.785,0.0,2.6,0.093,11.0,28.0,3.36,0.86,9.4
346,0.815,0.02,2.7,0.07200000000000001,17.0,34.0,3.58,0.89,12.3
1543,0.44,0.42,2.2,0.064,14.0,19.0,3.25,0.57,10.4
872,0.35,0.24,2.0,0.067,28.0,48.0,3.43,0.54,10.0
518,0.21,0.49,2.8,0.08800000000000001,11.0,32.0,3.22,0.68,11.7
387,0.66,0.15,1.9,0.079,17.0,42.0,3.31,0.54,9.6
1469,0.98,0.05,2.1,0.061,20.0,49.0,3.31,0.55,9.7
345,0.685,0.0,1.9,0.067,40.0,63.0,3.6,0.81,9.9
1563,0.695,0.13,2.0,0.076,12.0,20.0,3.29,0.54,10.1
36,0.6,0.14,2.4,0.086,3.0,15.0,3.42,0.6,10.8
215,0.49,0.49,5.6,0.06,26.0,121.0,3.34,0.76,10.5
166,0.64,0.1,2.1,0.085,18.0,101.0,3.34,0.52,10.2
529,0.63,0.24,2.4,0.077,6.0,33.0,3.09,0.57,9.4
632,0.41,0.14,3.0,0.087,21.0,43.0,3.32,0.57,10.5
750,0.65,0.1,2.9,0.08900000000000001,17.0,40.0,3.29,0.55,9.5
1360,0.54,0.31,2.3,0.112,11.0,38.0,3.24,0.56,10.9
167,0.55,0.03,1.6,0.07200000000000001,17.0,42.0,3.37,0.48,9.0
71,0.67,0.23,2.1,0.08800000000000001,17.0,96.0,3.32,0.48,9.5
761,0.655,0.26,2.0,0.096,5.0,35.0,3.25,0.42,9.6
1385,0.81,0.25,3.4,0.076,34.0,85.0,3.19,0.42,9.2
48,0.4,0.23,1.6,0.066,5.0,12.0,3.34,0.56,9.2
172,0.42,0.17,2.0,0.073,6.0,18.0,3.29,0.61,9.2
1571,0.38,0.14,2.2,0.038,15.0,25.0,3.44,0.65,11.1
794,0.27,0.54,2.3,0.065,7.0,26.0,3.17,0.53,12.5
1503,0.44,0.39,2.5,0.077,6.0,14.0,3.51,0.69,11.0
1410,0.96,0.0,1.8,0.08199999999999999,5.0,16.0,3.5,0.44,11.9
1038,0.41,0.41,6.2,0.078,25.0,42.0,3.24,0.77,12.6
497,0.34,0.32,2.5,0.09,43.0,113.0,3.32,0.79,11.1
948,0.12,0.45,1.8,0.075,10.0,21.0,3.41,0.76,11.9
879,0.6,0.04,2.5,0.076,18.0,88.0,3.53,0.55,9.5
1393,0.52,0.25,2.0,0.078,19.0,59.0,3.3,0.48,10.2
1559,0.6,0.26,2.0,0.08,31.0,131.0,3.21,0.52,9.9
806,0.25,0.39,2.0,0.041,4.0,10.0,3.27,0.71,12.5
74,0.32,0.54,2.5,0.094,28.0,83.0,3.28,0.82,9.6
187,0.705,0.1,2.6,0.084,9.0,26.0,3.39,0.49,9.7
1322,0.34,0.42,1.8,0.058,9.0,18.0,3.18,0.55,11.4
1123,0.4,0.37,1.9,0.081,17.0,29.0,3.12,0.65,11.2
174,0.38,0.21,2.0,0.08,7.0,35.0,3.33,0.47,9.5
296,0.83,0.37,2.6,0.086,26.0,70.0,3.16,0.52,9.9
487,0.645,0.36,1.8,0.053,5.0,14.0,3.17,0.42,10.0
552,0.46,0.24,2.7,0.092,14.0,44.0,3.12,0.74,10.0
561,0.44,0.49,2.4,0.078,26.0,121.0,3.23,0.58,9.2
1192,0.25,0.37,2.5,0.063,11.0,41.0,3.52,0.8,12.4
412,0.735,0.16,1.9,0.1,15.0,77.0,3.27,0.64,9.3
866,0.49,0.22,2.3,0.071,13.0,24.0,3.41,0.83,11.3
214,0.735,0.08,2.4,0.092,10.0,41.0,3.24,0.71,9.8
193,0.55,0.21,2.2,0.071,7.0,28.0,3.28,0.55,9.7
