,classification
1489,1
1259,1
726,1
1537,1
1196,1
1229,0
543,1
1408,1
575,1
1307,0
785,0
828,1
37,1
1458,0
231,1
246,0
643,0
72,0
323,1
407,1
1035,1
915,1
743,0
1127,1
98,0
227,0
774,1
1449,1
122,0
350,1
824,0
550,1
331,1
783,0
1306,0
360,0
1510,1
472,1
1057,0
658,1
1597,0
288,1
334,1
1262,0
1356,0
1184,0
929,1
90,0
78,0
537,1
1359,1
341,1
1424,1
77,1
1545,1
1250,1
1005,1
2,0
1456,1
185,0
9,0
1373,0
436,1
184,1
916,0
685,0
1326,1
1350,0
1508,1
1578,1
1324,1
1169,1
630,1
1108,0
612,1
674,1
646,0
429,1
876,0
989,1
279,1
961,0
221,0
773,1
1541,1
1252,0
298,0
428,0
1090,1
1232,0
1518,0
197,1
1523,0
787,1
596,1
520,1
389,1
1383,0
383,1
780,1
604,1
435,0
577,0
818,0
257,0
954,1
1504,1
140,0
1155,0
10,0
1177,1
746,1
980,1
887,1
933,0
322,0
1226,0
676,1
728,0
362,0
579,1
813,0
336,1
623,1
856,1
668,0
1535,1
49,0
1152,0
1577,1
1494,1
1544,1
200,1
1553,0
895,1
175,0
18,0
1392,0
1272,0
343,1
475,0
35,1
583,1
411,0
292,1
839,0
808,0
1445,1
1217,1
1472,1
1305,0
1547,0
376,1
664,0
1021,1
1166,0
116,1
371,1
993,0
1397,0
58,0
359,1
1200,1
342,1
1246,0
249,1
1093,1
1348,0
1501,0
1206,1
928,0
110,0
1273,0
932,1
271,1
1384,0
1027,0
918,1
1153,1
1556,0
129,0
1096,1
70,1
1495,1
1171,1
1293,0
459,0
524,0
76,0
303,0
56,0
1277,1
302,0
192,0
419,0
482,0
54,1
1060,1
270,1
722,0
1422,1
44,0
809,1
477,1
267,1
881,1
1490,1
313,0
1283,1
628,1
1176,0
1048,1
715,1
1218,1
16,1
1199,1
1514,1
162,1
900,0
1000,1
1285,0
1440,1
573,0
1509,0
453,1
1575,1
516,1
1095,0
121,1
1353,0
1009,0
1343,1
178,0
1402,1
1487,0
977,0
1041,1
898,1
857,1
1406,1
1183,0
704,0
1219,1
957,1
195,0
908,1
1201,1
657,1
560,0
385,1
53,0
753,0
1399,1
1357,1
150,1
513,1
606,1
1156,1
842,1
1050,0
1327,1
602,0
759,0
448,1
755,1
1546,0
333,0
1389,0
1315,1
779,0
541,1
100,1
905,0
1381,0
738,0
1586,1
223,1
1168,1
1596,1
631,0
803,1
145,0
434,1
884,1
232,1
458,1
20,1
40,0
1354,0
893,0
234,1
531,0
1573,1
1028,1
1338,0
610,0
608,1
426,1
765,1
1521,0
422,0
970,1
456,0
207,0
1536,1
940,1
578,0
991,0
1429,0
139,0
1405,1
851,0
598,1
1125,1
992,1
921,1
1311,1
681,1
1554,1
945,1
1078,0
8,1
1382,0
1094,1
1069,0
338,1
1551,0
1075,1
1037,0
358,1
832,0
951,1
1044,1
703,0
1298,1
817,1
533,1
1325,1
5,0
1329,1
538,1
47,0
125,0
1239,0
589,1
1417,1
953,1
414,0
559,1
1203,0
22,0
1061,1
530,1
373,0
955,0
1411,1
315,1
1331,0
1376,0
1205,1
1102,1
735,0
1444,1
712,0
873,1
1085,0
618,0
236,1
272,0
1462,1
1182,1
1138,0
61,0
486,0
888,1
1220,1
433,0
1387,0
327,0
1438,0
1516,0
725,0
1480,0
1290,0
622,0
801,0
507,1
901,1
1033,1
1511,0
875,1
1233,0
1302,1
1584,1
67,0
860,0
624,0
707,0
202,0
747,0
648,1
536,0
306,0
348,1
212,1
627,0
1468,1
1446,0
701,1
1395,1
904,1
1340,1
1245,0
1582,0
768,1
168,1
1309,0
97,0
1025,1
958,1
952,1
834,0
829,1
1216,1
797,1
939,0
849,0
1363,0
950,1
1076,1
21,0
678,0
0,0
361,1
634,0
718,0
66,0
1519,0
1147,1
443,1
80,0
931,0
438,1
183,0
404,0
1425,1
1284,0
820,0
259,1
1003,1
983,1
1420,0
312,1
1117,1
1221,1
1278,1
191,1
63,0
655,0
245,1
1086,1
1450,1
1188,0
204,1
253,0
309,1
1248,1
403,1
986,1
34,0
159,1
1190,1
1484,0
1141,1
840,1
454,0
1286,1
101,1
892,1
1023,1
1412,1
734,0
1091,1
542,0
154,0
760,0
1303,0
1415,0
75,0
1561,0
1099,0
1539,0
1401,0
250,1
420,1
1167,1
424,0
984,0
968,1
1006,1
1113,1
137,0
922,1
1413,0
1058,1
136,0
1194,1
540,0
1266,1
564,1
1213,1
1590,1
297,0
506,1
1419,0
679,0
1130,1
1032,0
1210,1
1398,1
1568,0
1082,1
112,0
640,0
370,0
902,1
1466,1
1379,1
1391,0
3,1
230,1
235,1
105,0
1049,1
431,0
1151,1
709,1
447,0
228,1
833,0
1062,1
720,0
326,1
699,1
767,0
852,0
1251,0
788,1
1088,1
1001,1
1333,0
669,1
1042,1
717,0
1587,1
1368,1
660,1
1223,1
868,1
1497,1
368,0
308,1
356,0
727,0
366,1
848,0
1180,1
1264,1
744,0
1482,0
792,1
732,0
671,0
196,0
1294,1
1036,1
616,0
355,1
478,0
82,0
859,1
1386,0
1453,0
696,1
947,1
959,0
757,0
733,0
523,0
41,0
441,1
499,1
28,0
1524,1
1421,0
1209,1
1550,0
311,1
462,0
367,0
364,1
586,1
1070,1
861,1
1237,1
545,0
1146,1
1202,1
990,0
406,1
301,1
1414,0
471,1
1101,1
1442,0
1067,1
535,1
1128,0
800,0
1142,1
711,0
1056,1
1334,0
1280,1
1193,0
1347,0
673,0
410,1
1452,1
102,1
1566,1
1211,0
532,0
870,1
716,0
919,1
307,1
1040,0
1463,1
1198,1
1150,1
1351,1
1214,1
965,1
392,0
488,1
265,1
831,1
289,0
1593,1
1572,0
1576,1
1483,0
617,1
269,1
719,0
815,0
1107,1
626,0
114,0
864,0
1238,0
439,0
1520,1
1254,0
1,0
886,1
260,0
290,1
942,1
1423,0
987,0
1323,1
963,1
609,1
641,0
810,0
807,1
263,0
1555,1
30,0
547,1
880,0
670,0
936,1
68,0
702,1
1505,0
909,1
878,1
600,0
335,1
452,1
1588,1
171,1
130,0
460,1
1502,0
665,0
1019,0
1059,1
1191,0
512,1
182,0
1567,0
629,0
1174,1
146,0
423,1
920,0
882,1
393,0
1471,0
6,0
1355,0
653,1
409,0
607,1
1181,0
239,1
935,1
907,1
1257,1
1292,1
682,0
1583,0
1552,1
155,0
749,1
495,1
556,1
1129,1
525,0
1492,0
128,1
1371,1
708,1
1427,0
225,1
1515,1
1513,1
1564,0
194,0
510,0
1241,0
7,1
277,1
659,0
123,0
799,1
1437,0
521,0
1486,0
1230,1
1346,0
179,0
1330,1
1179,1
287,1
865,0
31,1
1160,1
587,0
216,0
496,1
384,0
1161,1
27,0
770,1
1137,1
574,1
1097,0
320,1
969,0
1268,1
551,1
1517,1
1109,1
1457,0
790,1
1349,0
885,0
62,1
972,1
1115,1
667,1
213,0
352,0
1335,1
1465,0
745,1
625,0
1557,1
691,0
741,0
619,0
89,0
1332,1
1448,0
988,0
93,0
615,0
927,0
1010,1
1065,1
1263,0
46,0
793,0
762,1
473,0
1026,1
1208,1
869,1
1522,0
1580,1
337,0
,classification
1549,1
1100,1
464,1
1082,1
284,0
1479,0
1204,1
247,0
275,1
706,0
61,0
563,1
858,1
215,0
880,0
1357,1
309,1
183,0
1024,1
202,0
1151,1
1161,1
1191,0
1541,1
1305,0
1139,1
1242,1
935,1
8,1
487,1
827,0
338,1
1152,0
644,0
832,0
1320,0
80,0
1364,1
1563,0
1571,1
1145,1
478,0
1361,0
1509,0
1232,0
446,0
1480,0
1362,1
1314,1
1143,1
1142,1
401,1
790,1
228,1
167,0
908,1
951,1
1516,0
1162,1
689,0
932,1
894,1
211,1
747,0
1427,0
1263,0
881,1
1008,1
979,0
182,0
1112,1
108,1
508,1
1400,0
1458,0
983,1
682,0
457,0
1399,1
1494,1
701,1
369,1
1068,1
1560,0
296,0
402,1
884,1
308,1
1088,1
1408,1
593,0
1135,1
1518,0
729,1
968,1
633,0
1397,0
696,1
760,0
787,1
208,0
417,0
920,0
1471,0
789,0
507,1
1062,1
445,1
1077,0
1066,1
860,0
1432,1
1433,1
1596,1
1591,1
916,0
59,1
1348,0
1565,1
1009,0
1015,1
1194,1
1085,0
1499,1
748,1
986,1
1027,0
187,0
1498,1
995,1
803,1
1486,0
124,0
872,0
245,1
174,0
489,1
548,1
1023,1
645,1
840,1
261,0
975,0
612,1
364,1
55,0
1003,1
461,0
541,1
1176,0
1196,1
1182,1
1375,0
73,0
1193,0
973,0
1055,1
1508,1
1322,0
628,1
1275,1
1528,1
1398,1
488,1
332,1
598,1
896,1
1197,1
1366,0
1337,0
949,1
224,0
204,1
403,1
585,1
703,0
1168,1
556,1
1368,1
1325,1
469,0
521,0
105,0
620,0
1050,0
203,0
358,1
154,0
161,0
1506,1
139,0
12,0
728,0
877,1
885,0
346,1
1442,0
136,0
387,1
1550,0
1224,1
66,0
40,0
1219,1
528,1
23,0
310,1
363,0
321,0
814,1
617,1
697,1
1271,1
800,0
235,1
425,1
991,0
596,1
561,0
1387,0
56,0
757,0
376,1
816,1
1453,0
1137,1
1028,1
1087,1
156,0
646,0
232,1
231,1
640,0
1554,1
642,0
1108,0
955,0
587,0
907,1
1140,1
62,1
35,1
970,1
900,0
1249,1
733,0
1030,1
384,0
213,0
128,1
1163,0
269,1
1075,1
828,1
409,0
665,0
1251,0
1514,1
408,1
702,1
1487,0
1149,1
359,1
1053,1
971,1
732,0
398,1
110,0
246,0
962,0
921,1
348,1
1360,0
1438,0
471,1
550,1
1155,0
31,1
736,0
327,0
316,0
414,0
77,1
961,0
1395,1
1040,0
165,0
1012,0
1195,1
895,1
892,1
1093,1
543,1
1521,0
150,1
1415,0
1545,1
1338,0
1294,1
1279,1
272,0
685,0
1349,0
342,1
737,1
1396,0
320,1
382,1
808,0
1250,1
1069,0
532,0
29,1
572,0
768,1
902,1
526,0
869,1
1578,1
1076,1
368,0
1233,0
734,0
1272,0
981,0
1117,1
1032,0
479,1
904,1
1309,0
943,1
162,1
1324,1
441,1
1160,1
851,0
1285,0
326,1
610,0
67,0
1326,1
431,0
1206,1
1000,1
135,0
465,0
1532,1
300,1
1331,0
1164,0
302,0
419,0
447,0
901,1
1536,1
959,0
1255,0
90,0
412,0
270,1
344,1
823,0
1239,0
1004,0
25,0
1223,1
172,1
618,0
1523,0
1459,1
1350,0
104,0
1189,0
1423,0
984,0
756,1
5,0
933,0
712,0
227,0
1537,1
1535,1
606,1
1381,0
393,0
1527,1
924,0
271,1
1254,0
1420,0
679,0
79,0
239,1
903,1
399,0
1048,1
967,0
1568,0
52,1
1095,0
716,0
1462,1
1581,0
1203,0
1039,1
1080,1
360,0
988,0
262,0
942,1
1439,1
1566,1
217,0
1403,1
356,0
252,0
958,1
683,0
812,0
434,1
797,1
175,0
1343,1
1334,0
1220,1
438,1
931,0
1539,0
873,1
1121,1
582,0
838,1
1428,0
422,0
107,0
406,1
1230,1
600,0
1330,1
1214,1
581,0
850,0
473,0
372,1
764,1
371,1
1034,1
811,1
1173,1
1507,1
1070,1
1407,1
909,1
288,1
318,1
439,0
722,0
453,1
1444,1
510,0
99,1
277,1
196,0
738,0
1411,1
499,1
597,1
786,0
809,1
221,0
498,1
589,1
1354,0
1141,1
1181,0
1355,0
303,0
1046,1
1257,1
675,0
28,0
1123,1
1209,1
1437,0
286,1
47,0
1401,0
1531,0
1057,0
806,1
458,1
799,1
1180,1
426,1
1501,0
1045,1
1044,1
82,0
379,1
531,0
654,0
741,0
2,0
726,1
74,0
978,1
963,1
24,1
1215,1
976,0
410,1
1373,0
788,1
1026,1
743,0
590,0
1273,0
740,1
792,1
686,0
1166,0
1503,1
222,0
444,1
65,0
210,1
248,1
155,0
831,1
621,0
939,0
536,0
1552,1
1394,0
119,1
668,0
781,0
871,0
898,1
3,1
1515,1
462,0
280,1
430,1
755,1
1449,1
315,1
1468,1
1430,0
1454,1
1218,1
972,1
698,0
472,1
477,1
290,1
1418,0
1298,1
50,0
826,1
527,1
1246,0
1306,0
671,0
1158,1
594,0
254,1
392,0
305,1
1188,0
845,0
1388,0
26,0
428,0
251,1
352,0
1580,1
980,1
745,1
854,1
718,0
1378,1
673,0
985,1
1564,0
249,1
1265,1
9,0
1107,1
735,0
1227,0
32,0
117,1
1144,0
1063,1
1292,1
493,1
1267,1
849,0
1586,1
111,0
279,1
632,1
490,1
742,0
180,0
547,1
185,0
1492,0
631,0
1128,0
1443,0
783,0
1339,1
1221,1
1511,0
1323,1
867,1
345,0
292,1
1340,1
1383,0
744,0
1078,0
1392,0
1211,0
619,0
1380,1
534,1
485,0
282,0
565,0
660,1
112,0
474,1
1037,0
194,0
283,1
214,1
1201,1
1561,0
874,1
524,0
293,1
1540,1
1259,1
137,0
1460,1
273,0
782,0
333,0
1190,1
1341,1
1391,0
21,0
1575,1
570,1
476,0
694,0
1419,0
1534,1
497,0
454,0
1280,1
69,1
1031,1
6,0
307,1
350,1
1469,0
607,1
1413,0
648,1
549,1
552,1
514,1
969,0
1436,0
1404,1
1304,0
775,0
148,1
89,0
941,1
1061,1
159,1
1464,0
1562,0
1525,0
1102,1
766,0
179,0
1530,1
220,1
562,0
611,0
1553,0
1170,1
486,0
394,0
237,1
1183,0
661,0
670,0
349,1
863,0
317,1
1222,1
1526,1
1225,0
1513,1
731,0
1205,1
574,1
184,1
1587,1
1481,0
817,1
516,1
10,0
1478,0
1409,1
1466,1
601,1
314,0
519,0
1345,1
956,1
641,0
1329,1
784,0
1169,1
623,1
1153,1
336,1
266,0
603,1
551,1
859,1
822,0
1556,0
39,0
411,0
992,1
634,0
530,1
1429,0
54,1
1238,0
974,1
1402,1
423,1
267,1
513,1
101,1
947,1
960,1
18,0
366,1
287,1
630,1
815,0
773,1
1174,1
1278,1
1484,0
351,1
691,0
592,0
1376,0
1213,1
1056,1
1192,1
833,0
30,0
48,0
517,0
1500,0
1573,1
804,1
523,0
225,1
233,0
878,1
1490,1
1422,1
1384,0
727,0
312,1
1548,0
236,1
1073,1
1365,0
1198,1
1179,1
1020,1
1177,1
882,1
1290,0
922,1
875,1
1274,1
1283,1
1356,0
937,0
416,1
259,1
72,0
1047,0
152,0
500,1
1457,0
681,1
1582,0
176,0
1091,1
1569,1
1517,1
304,0
1115,1
1497,1
829,1
580,0
1094,1
667,1
386,1
864,0
1551,0
1022,0
1138,0
1426,1
647,0
1002,1
1538,0
1406,1
334,1
1452,1
918,1
767,0
709,1
663,1
1202,1
525,0
482,0
946,1
1559,0
1127,1
843,0
1001,1
778,0
71,0
752,0
1284,0
1583,0
1019,0
1555,1
1208,1
130,0
1546,0
1013,1
847,1
115,1
876,0
285,0
725,0
1178,0
913,1
785,0
794,1
1440,1
798,1
1136,1
229,0
1084,1
989,1
511,1
383,1
496,1
604,1
1212,1
1470,0
1054,1
1519,0
1199,1
0,0
1200,1
1410,1
1522,0
558,1
1417,1
389,1
820,0
765,1
945,1
323,1
1256,0
129,0
337,0
1172,1
890,0
97,0
1092,1
1542,1
1451,1
1124,0
944,1
435,0
573,0
1502,0
1590,1
825,0
626,0
1313,1
538,1
1369,0
1041,1
518,1
1011,1
769,0
1005,1
919,1
586,1
1268,1
577,0
138,0
404,0
313,0
1520,1
1585,1
460,1
602,0
78,0
177,1
160,0
257,0
1101,1
1184,0
1029,1
1344,0
459,0
186,0
751,0
779,0
1147,1
1109,1
1425,1
241,1
1382,0
102,1
1317,1
84,1
145,0
1352,0
998,1
928,0
669,1
948,1
297,0
1465,0
123,0
542,0
133,1
1390,1
1441,1
839,0
260,0
810,0
852,0
1236,1
1307,0
905,0
