,classification
702,1
1489,1
262,0
74,0
324,1
344,1
756,1
1151,1
270,1
538,1
204,1
786,0
857,1
82,0
313,0
678,0
231,1
1563,0
1585,1
1012,0
760,0
1298,1
980,1
558,1
280,1
1303,0
504,1
1281,1
828,1
1025,1
1362,1
1533,0
1538,0
1009,0
421,1
1116,1
793,0
1411,1
1158,1
199,0
333,0
128,1
971,1
612,1
982,1
19,1
457,0
463,0
923,1
115,1
1205,1
246,0
1154,1
112,0
1528,1
1381,0
411,0
300,1
81,0
1014,1
1408,1
1355,0
418,1
1169,1
1391,0
1241,0
822,0
148,1
1594,0
138,0
771,0
863,0
687,0
806,1
471,1
1419,0
1129,1
1416,0
341,1
524,0
1373,0
711,0
186,0
75,0
206,1
1376,0
464,1
673,0
1143,1
555,0
432,1
1395,1
626,0
1522,0
656,0
160,0
34,0
997,1
1045,1
708,1
345,0
917,1
717,0
1028,1
782,0
1087,1
647,0
1104,1
254,1
855,1
859,1
434,1
1229,0
132,0
1401,0
1227,0
747,0
180,0
361,1
847,1
713,0
587,0
638,1
310,1
726,1
1267,1
1039,1
820,0
47,0
690,0
1023,1
921,1
248,1
870,1
645,1
594,0
1188,0
1053,1
1113,1
102,1
57,0
1118,1
748,1
1325,1
1211,0
892,1
1204,1
719,0
176,0
1150,1
854,1
631,0
1098,1
278,1
413,1
1456,1
951,1
1036,1
1189,0
957,1
934,0
1509,0
416,1
265,1
651,0
493,1
1396,0
1201,1
287,1
163,0
1375,0
837,1
121,1
1103,1
710,0
849,0
440,1
526,0
508,1
1442,0
1347,0
1233,0
20,1
1331,0
147,0
1482,0
1460,1
686,0
794,1
177,1
175,0
835,0
888,1
986,1
297,0
1444,1
1536,1
1596,1
1501,0
223,1
171,1
1589,0
1081,1
510,0
1306,0
909,1
1559,0
135,0
159,1
1548,0
675,0
1424,1
821,1
441,1
189,0
145,0
149,1
1033,1
1339,1
387,1
1156,1
1179,1
1308,0
1550,0
407,1
1064,1
769,0
584,1
1389,0
164,0
1173,1
989,1
866,1
1099,0
1365,0
926,1
1337,0
126,0
474,1
893,0
976,0
215,0
73,0
831,1
438,1
1086,1
117,1
750,0
846,0
516,1
335,1
365,1
646,0
1586,1
858,1
746,1
100,1
194,0
1490,1
1436,0
409,0
1479,0
316,0
605,1
1512,1
1307,0
698,0
71,0
1448,0
1318,1
701,1
1238,0
543,1
1457,0
589,1
1071,0
1525,0
1287,0
886,1
7,1
1011,1
26,0
1161,1
490,1
192,0
1345,1
28,0
665,0
2,0
1440,1
876,0
585,1
338,1
424,0
1595,1
378,1
1497,1
1579,0
43,0
942,1
299,0
141,0
729,1
634,0
1332,1
977,0
622,0
517,0
691,0
1560,0
1569,1
1515,1
1176,0
243,1
1046,1
1400,0
1196,1
1352,0
578,0
1140,1
251,1
501,1
851,0
306,0
113,1
734,0
104,0
1057,0
292,1
1565,1
143,0
1275,1
433,0
1066,1
472,1
718,0
588,1
699,1
1587,1
264,0
255,0
274,0
779,0
275,1
1518,0
346,1
1377,1
1290,0
1269,1
922,1
304,0
552,1
931,0
1500,0
430,1
1210,1
758,0
237,1
814,1
1031,1
146,0
403,1
473,0
140,0
362,0
1080,1
487,1
213,0
1060,1
410,1
1539,0
1272,0
1030,1
1137,1
1093,1
972,1
1230,1
110,0
325,1
1540,1
289,0
1153,1
1398,1
975,0
348,1
648,1
1157,1
1055,1
838,1
1327,1
198,1
787,1
1558,0
581,0
290,1
483,0
625,0
193,0
669,1
158,0
681,1
1464,0
965,1
1523,0
268,1
1402,1
929,1
730,0
1451,1
1328,0
839,0
1206,1
1252,0
388,1
1478,0
383,1
1295,0
358,1
1166,0
60,0
1447,0
1286,1
1202,1
79,0
551,1
1165,0
1320,0
220,1
63,0
1258,1
1187,1
1056,1
1139,1
663,1
614,1
609,1
415,0
540,0
1508,1
374,1
1415,0
293,1
6,0
1124,0
1532,1
461,0
368,0
1316,1
1217,1
869,1
692,0
1008,1
783,0
852,0
1142,1
1541,1
1324,1
843,0
1369,0
1382,0
963,1
1358,0
1270,1
547,1
712,0
13,0
294,1
68,0
1006,1
38,0
317,1
1236,1
1527,1
890,0
1333,0
1462,1
1319,1
1004,0
,classification
283,1
1081,1
1039,1
319,1
657,1
713,0
839,0
370,0
1055,1
1164,0
214,1
175,0
1297,1
306,0
1590,1
921,1
652,0
1123,1
89,0
1386,0
1528,1
996,1
228,1
276,1
1282,1
509,1
994,0
730,0
128,1
1248,1
455,1
716,0
973,0
960,1
1077,0
267,1
720,0
575,1
677,0
881,1
1258,1
1523,0
736,0
702,1
142,1
60,0
1013,1
193,0
227,0
1353,0
1017,1
749,1
1396,0
1530,1
219,0
949,1
1060,1
134,1
880,0
1384,0
844,1
985,1
483,0
299,0
998,1
1316,1
1124,0
403,1
1478,0
1362,1
1572,0
1202,1
609,1
170,0
153,0
1302,1
1016,1
857,1
1595,1
1349,0
1412,1
1190,1
580,0
226,1
82,0
678,0
986,1
1150,1
901,1
688,0
249,1
1199,1
1118,1
939,0
487,1
707,0
912,1
696,1
469,0
1546,0
114,0
61,0
1108,0
1061,1
1515,1
1536,1
780,1
1125,1
192,0
1128,0
659,0
1280,1
98,0
1223,1
639,1
1492,0
682,0
1532,1
962,0
1484,0
1084,1
1033,1
869,1
1481,0
1020,1
656,0
740,1
934,0
229,0
938,1
1044,1
1069,0
899,0
532,0
347,1
1142,1
1413,0
1459,1
671,0
1464,0
125,0
1428,0
293,1
664,0
237,1
1260,0
1136,1
1049,1
809,1
204,1
1499,1
1180,1
591,1
710,0
32,0
205,1
500,1
1254,0
1503,1
143,0
139,0
565,0
422,0
141,0
154,0
1292,1
482,0
380,1
763,0
1578,1
417,0
741,0
38,0
572,0
1165,0
120,0
1290,0
1598,1
1269,1
747,0
626,0
1056,1
1472,1
340,1
223,1
661,0
1113,1
666,1
1360,0
355,1
695,1
1253,0
402,1
1589,0
548,1
1449,1
434,1
1468,1
1266,1
372,1
1067,1
1538,0
248,1
439,0
1461,0
318,1
687,0
1521,0
910,1
685,0
595,0
1207,0
1514,1
848,0
635,0
1574,1
92,0
48,0
1097,0
1307,0
384,0
508,1
1409,1
365,1
1062,1
1047,0
1404,1
275,1
1485,0
1576,1
1346,0
578,0
1295,0
117,1
1443,0
602,0
1138,0
504,1
1455,1
358,1
1403,1
129,0
281,1
303,0
654,0
828,1
1201,1
1541,1
1227,0
333,0
1379,1
1327,1
637,0
1239,0
1418,0
1189,0
772,0
97,0
1168,1
617,1
614,1
1566,1
96,0
361,1
1431,1
1300,1
1241,0
1445,1
104,0
71,0
1577,1
1259,1
917,1
551,1
503,1
1479,0
13,0
88,0
1587,1
1361,0
502,1
770,1
1305,0
981,0
21,0
1406,1
12,0
424,0
675,0
715,1
714,0
158,0
623,1
165,0
339,1
951,1
144,1
1470,0
1088,1
1326,1
596,1
244,1
1287,0
542,0
406,1
491,1
781,0
601,1
1231,0
1101,1
920,0
808,0
1247,0
731,0
1173,1
556,1
679,0
822,0
867,1
1562,0
1355,0
931,0
693,0
435,0
30,0
343,1
349,1
1551,0
157,0
499,1
824,0
555,0
1172,1
700,1
864,0
1322,0
376,1
919,1
860,0
473,0
1212,1
430,1
106,0
1023,1
1450,1
1366,0
522,0
186,0
1066,1
481,1
43,0
1456,1
427,1
513,1
1328,0
754,1
1518,0
1330,1
0,0
1243,0
606,1
1264,1
351,1
930,0
1309,0
1213,1
1469,0
1451,1
460,1
1382,0
338,1
914,1
1115,1
1109,1
999,1
371,1
927,0
1389,0
636,0
409,0
1507,1
882,1
1435,1
57,0
535,1
243,1
995,1
520,1
1222,1
1513,1
778,0
1121,1
915,1
709,1
521,0
177,1
1120,1
1285,0
904,1
335,1
392,0
1272,0
961,0
562,0
224,0
412,0
78,0
1132,1
692,0
1106,1
273,0
1200,1
85,0
1010,1
863,0
1219,1
472,1
1497,1
210,1
735,0
748,1
1181,0
1299,0
220,1
885,0
583,1
1427,0
252,0
1367,1
1405,1
1491,0
279,1
1480,0
916,0
1126,1
640,0
894,1
162,1
1256,0
1012,0
1133,1
1458,0
426,1
959,0
447,0
537,1
1310,0
1071,0
1058,1
1149,1
787,1
44,0
552,1
241,1
743,0
77,1
543,1
757,0
507,1
1489,1
862,0
646,0
1581,0
600,0
238,1
1520,1
109,0
178,0
584,1
604,1
383,1
1356,0
368,0
1235,0
518,1
251,1
1426,1
887,1
1277,1
287,1
1561,0
1317,1
752,0
62,1
868,1
20,1
326,1
825,0
1570,1
1358,0
592,0
701,1
262,0
1105,0
79,0
950,1
14,0
1434,1
737,1
944,1
1425,1
1594,0
291,0
489,1
1354,0
849,0
83,0
184,1
1185,1
198,1
1519,0
579,1
1411,1
1046,1
1553,0
86,1
651,0
1495,1
1147,1
608,1
1505,0
54,1
1540,1
539,0
94,0
1031,1
1153,1
1420,0
160,0
407,1
908,1
1093,1
667,1
837,1
988,0
46,0
1575,1
90,0
1000,1
1525,0
18,0
625,0
546,1
776,1
1324,1
405,1
1267,1
278,1
419,0
331,1
10,0
790,1
947,1
1217,1
647,0
56,0
1082,1
531,0
1050,0
150,1
893,0
1054,1
1178,0
1237,1
571,1
196,0
589,1
987,0
1476,0
396,0
558,1
64,0
1204,1
387,1
105,0
798,1
168,1
1593,1
727,0
180,0
1441,1
126,0
454,0
588,1
450,1
1531,0
746,1
191,1
723,0
87,0
1015,1
874,1
1103,1
47,0
480,0
65,0
782,0
888,1
70,1
233,0
40,0
936,1
550,1
1509,0
1085,0
1092,1
497,0
859,1
1065,1
1422,1
1357,1
597,1
1210,1
834,0
1486,0
1032,0
1376,0
1511,0
855,1
1198,1
721,0
495,1
1255,0
1158,1
208,0
35,1
794,1
1506,1
854,1
135,0
644,0
1502,0
627,0
905,0
1240,0
5,0
1439,1
1139,1
1170,1
307,1
877,1
1340,1
1416,0
967,0
51,1
316,0
1339,1
155,0
805,1
1192,1
1273,0
933,0
206,1
777,1
1221,1
1193,0
1298,1
110,0
344,1
464,1
1343,1
785,0
632,1
1288,0
197,1
1311,1
466,1
207,0
171,1
929,1
732,0
235,1
674,1
826,1
314,0
124,0
401,1
1281,1
918,1
528,1
418,1
255,0
309,1
618,0
363,0
103,0
250,1
1004,0
179,0
965,1
37,1
1236,1
1504,1
167,0
222,0
164,0
1508,1
1229,0
1547,0
1111,1
577,0
1387,0
1573,1
1215,1
622,0
68,0
1208,1
1022,0
515,0
547,1
203,0
660,1
655,0
1549,1
853,1
352,0
286,1
350,1
111,0
1286,1
564,1
181,0
983,1
812,0
903,1
718,0
1179,1
1325,1
1007,1
1159,0
1482,0
698,0
1226,0
1034,1
1238,0
704,0
658,1
724,0
806,1
9,0
611,0
1070,1
1220,1
58,0
811,1
1588,1
789,0
886,1
1045,1
942,1
348,1
17,0
529,0
878,1
968,1
1433,1
1527,1
879,0
568,1
1313,1
320,1
1021,1
373,0
990,0
1246,0
1457,0
16,1
1167,1
269,1
1265,1
911,1
773,1
53,0
586,1
1130,1
1163,0
791,0
680,0
753,0
1473,0
858,1
81,0
1312,0
989,1
1544,1
615,0
1391,0
525,0
492,1
952,1
123,0
642,0
1512,1
332,1
1296,0
697,1
1151,1
470,0
1582,0
641,0
385,1
131,0
897,1
665,0
185,0
266,0
156,0
992,1
1073,1
329,0
873,1
236,1
820,0
1146,1
258,0
102,1
1344,0
1,0
369,1
1293,0
774,1
1294,1
1555,1
861,1
603,1
954,1
976,0
400,0
341,1
980,1
449,1
245,1
1156,1
1166,0
1090,1
945,1
1493,0
1154,1
253,0
796,0
1064,1
1398,1
465,0
941,1
1524,1
416,1
851,0
446,0
676,1
1134,1
1184,0
553,0
940,1
176,0
115,1
510,0
631,0
1087,1
1174,1
1467,0
313,0
726,1
1359,1
761,0
621,0
151,0
765,1
290,1
645,1
1372,0
113,1
325,1
1135,1
1091,1
433,0
1363,0
1014,1
485,0
1206,1
458,1
1569,1
1474,0
67,0
802,1
1586,1
516,1
1019,0
29,1
149,1
1516,0
937,0
1137,1
69,1
1319,1
629,0
843,0
672,0
386,1
25,0
75,0
1284,0
1447,0
795,0
755,1
218,0
896,1
259,1
729,1
288,1
213,0
1131,0
1026,1
1471,0
530,1
444,1
11,0
1095,0
423,1
239,1
297,0
684,0
648,1
705,0
1446,0
958,1
845,0
1315,1
440,1
1094,1
1245,0
797,1
984,0
80,0
138,0
1038,1
605,1
137,0
850,0
475,0
1301,1
628,1
274,0
527,1
1526,1
116,1
906,0
1037,0
285,0
1592,1
1452,1
1448,0
1488,0
1407,1
221,0
895,1
1371,1
1369,0
1027,0
1059,1
1460,1
835,0
1042,1
524,0
172,1
1211,0
1415,0
490,1
1242,1
1075,1
312,1
734,0
356,0
256,0
1025,1
379,1
953,1
59,1
1203,0
1498,1
277,1
133,1
308,1
212,1
1143,1
1063,1
501,1
443,1
814,1
1234,1
767,0
1052,0
1002,1
264,0
1182,1
494,1
1029,1
195,0
1257,1
1548,0
166,0
1442,0
742,0
1188,0
1332,1
1494,1
593,0
1186,0
975,0
1209,1
1011,1
378,1
1385,0
257,0
432,1
890,0
1278,1
536,0
1144,0
215,0
559,1
330,1
836,1
296,0
1597,0
457,0
703,0
1383,0
1176,0
354,1
1596,1
783,0
442,1
122,0
27,0
284,0
1187,1
1341,1
1018,1
367,0
1036,1
217,0
574,1
613,0
630,1
169,0
719,0
668,0
1177,1
744,0
875,1
1397,0
1560,0
1534,1
649,1
673,0
872,0
1583,0
540,0
231,1
1365,0
1043,1
1074,0
563,1
31,1
493,1
1388,0
397,1
1329,1
1102,1
477,1
946,1
461,0
1035,1
63,0
1205,1
1110,1
523,0
1373,0
1429,0
1232,0
452,1
1550,0
514,1
1053,1
800,0
463,0
364,1
1414,0
1001,1
1440,1
73,0
876,0
202,0
956,1
474,1
1454,1
1218,1
1283,1
838,1
337,0
610,0
619,0
315,1
1086,1
1554,1
1048,1
786,0
147,0
963,1
1252,0
865,0
827,0
265,1
840,1
1263,0
1410,1
993,0
970,1
52,1
305,1
414,0
232,1
1162,1
1098,1
1423,0
1510,1
216,0
711,0
145,0
1304,0
345,0
1501,0
1552,1
1444,1
1083,1
856,1
925,1
1334,0
1336,0
1068,1
544,1
323,1
411,0
1545,1
1393,0
1408,1
448,1
816,1
1230,1
768,1
91,1
1462,1
1533,0
1216,1
573,0
391,1
1568,0
612,1
866,1
478,0
136,0
926,1
1271,1
1333,0
1529,1
1453,0
254,1
1262,0
1400,0
1116,1
1169,1
93,0
211,1
1041,1
1543,1
1080,1
775,0
374,1
436,1
459,0
74,0
683,0
24,1
842,1
932,1
393,0
420,1
1378,1
22,0
722,0
334,1
846,0
304,0
829,1
322,0
395,1
188,0
900,0
1517,1
1224,1
1395,1
1348,0
831,1
1564,0
4,0
246,0
225,1
36,1
689,0
823,0
66,0
39,0
310,1
725,0
534,1
634,0
190,0
112,0
803,1
686,0
955,0
966,1
301,1
511,1
1585,1
830,0
1003,1
199,0
616,0
121,1
1251,0
561,0
1040,0
1005,1
541,1
739,0
769,0
1374,0
321,0
282,0
1028,1
263,0
451,1
585,1
467,1
1233,0
19,1
289,0
974,1
1079,1
1477,1
132,0
362,0
913,1
437,1
1157,1
1542,1
764,1
633,0
1030,1
978,1
140,0
1270,1
76,0
892,1
624,0
817,1
691,0
662,1
317,1
425,1
1291,1
1155,0
3,1
1268,1
1370,0
95,1
1160,1
766,0
,classification
1238,0
772,0
969,0
87,0
251,1
344,1
762,1
1231,0
1176,0
795,0
876,0
615,0
98,0
96,0
844,1
739,0
1453,0
125,0
494,1
1066,1
981,0
1407,1
1051,0
1436,0
1434,1
921,1
1379,1
534,1
1239,0
280,1
658,1
567,1
1217,1
974,1
573,0
313,0
228,1
536,0
1411,1
1350,0
1151,1
1481,0
1507,1
389,1
616,0
1091,1
637,0
412,0
868,1
255,0
966,1
923,1
103,0
1475,1
620,0
479,1
1516,0
1233,0
783,0
1352,0
1533,0
1304,0
21,0
1335,1
1155,0
231,1
1034,1
483,0
954,1
5,0
446,0
1567,0
684,0
1222,1
532,0
1307,0
48,0
143,0
1135,1
770,1
1247,0
587,0
261,0
1488,0
43,0
199,0
164,0
636,0
441,1
1478,0
580,0
316,0
912,1
1205,1
589,1
1361,0
322,0
17,0
1374,0
1160,1
1069,0
767,0
189,0
410,1
1393,0
1394,0
1324,1
1259,1
1334,0
652,0
1463,1
660,1
1348,0
1122,1
1331,0
79,0
663,1
484,1
570,1
609,1
953,1
798,1
435,0
1313,1
243,1
845,0
191,1
896,1
36,1
743,0
1544,1
811,1
1454,1
889,0
3,1
1310,0
1117,1
887,1
373,0
109,0
91,1
358,1
379,1
566,1
1089,1
840,1
1539,0
1142,1
1365,0
124,0
1017,1
960,1
461,0
166,0
1499,1
329,0
1380,1
249,1
558,1
1479,0
604,1
62,1
0,0
885,0
982,1
377,1
1437,0
766,0
1057,0
1417,1
654,0
832,0
364,1
940,1
1506,1
458,1
650,0
683,0
807,1
391,1
1477,1
938,1
334,1
935,1
643,0
819,0
738,0
420,1
1406,1
555,0
704,0
1216,1
644,0
28,0
822,0
564,1
188,0
1590,1
1502,0
206,1
1234,1
365,1
90,0
1311,1
1065,1
123,0
1147,1
1582,0
815,0
438,1
1329,1
563,1
1009,0
1565,1
541,1
1110,1
630,1
1537,1
493,1
517,0
913,1
1140,1
1542,1
668,0
793,0
1472,1
387,1
1182,1
1597,0
468,1
195,0
1570,1
1371,1
531,0
931,0
930,0
1,0
1202,1
562,0
1428,0
55,0
1554,1
727,0
576,0
250,1
1543,1
182,0
1262,0
523,0
854,1
1001,1
95,1
275,1
681,1
347,1
1462,1
437,1
539,0
1184,0
1240,0
614,1
1342,1
146,0
983,1
1399,1
115,1
1359,1
237,1
141,0
1346,0
9,0
744,0
1423,0
948,1
1042,1
694,0
130,0
1389,0
1232,0
337,0
430,1
292,1
73,0
1191,0
1250,1
194,0
955,0
1505,0
941,1
1443,0
1114,1
1573,1
172,1
618,0
362,0
107,0
1129,1
1226,0
1138,0
925,1
1487,0
70,1
1013,1
671,0
780,1
850,0
879,0
1076,1
1485,0
1404,1
899,0
301,1
92,0
862,0
405,1
1381,0
1236,1
49,0
561,0
74,0
20,1
765,1
277,1
975,0
1020,1
26,0
1415,0
510,0
888,1
1439,1
1288,0
1336,0
1503,1
272,0
678,0
32,0
598,1
751,0
232,1
886,1
404,0
1223,1
1494,1
1426,1
686,0
1497,1
226,1
1279,1
835,0
274,0
782,0
621,0
800,0
1513,1
1004,0
973,0
530,1
1209,1
1075,1
1339,1
594,0
1296,0
1243,0
929,1
934,0
457,0
1092,1
122,0
527,1
355,1
11,0
968,1
192,0
1102,1
1242,1
336,1
544,1
900,0
219,0
760,0
22,0
700,1
1345,1
831,1
304,0
688,0
1532,1
367,0
947,1
1192,1
326,1
1113,1
1559,0
1292,1
1302,1
810,0
290,1
1461,0
1594,0
1265,1
426,1
151,0
163,0
1580,1
1431,1
1260,0
230,1
1272,0
718,0
1297,1
914,1
23,0
1046,1
1305,0
1139,1
1363,0
928,0
1207,0
1271,1
916,0
733,0
286,1
1442,0
962,0
741,0
1261,0
220,1
851,0
1107,1
1320,0
610,0
1583,0
1123,1
1221,1
1194,1
788,1
235,1
264,0
309,1
203,0
409,0
1095,0
303,0
924,0
729,1
897,1
695,1
593,0
696,1
715,1
1364,1
1598,1
777,1
638,1
1427,0
1087,1
14,0
465,0
1458,0
1285,0
852,0
147,0
390,1
1203,0
229,0
381,1
1028,1
1303,0
714,0
1397,0
1541,1
675,0
35,1
169,0
268,1
1104,1
1006,1
590,0
690,0
992,1
1551,0
799,1
1079,1
1341,1
110,0
784,0
1005,1
993,0
535,1
1266,1
1190,1
707,0
1251,0
872,0
972,1
951,1
970,1
1206,1
915,1
1077,0
245,1
737,1
839,0
849,0
926,1
869,1
34,0
1099,0
63,0
611,0
1150,1
1306,0
548,1
778,0
1447,0
903,1
41,0
603,1
756,1
1120,1
817,1
451,1
551,1
1496,0
1476,0
572,0
1566,1
759,0
1166,0
1047,0
1449,1
801,0
209,1
848,0
139,0
837,1
595,0
687,0
406,1
213,0
496,1
607,1
425,1
1422,1
418,1
1011,1
395,1
619,0
786,0
559,1
519,0
89,0
503,1
1493,0
1082,1
464,1
1455,1
1349,0
233,0
137,0
1354,0
950,1
1316,1
262,0
779,0
445,1
285,0
1036,1
1569,1
1144,0
1498,1
1199,1
846,0
662,1
433,0
1094,1
1526,1
1097,0
641,0
400,0
210,1
514,1
894,1
342,1
1327,1
1466,1
439,0
294,1
1053,1
13,0
881,1
569,1
179,0
450,1
128,1
78,0
66,0
657,1
1433,1
86,1
65,0
7,1
1052,0
1312,0
397,1
1183,0
1031,1
196,0
436,1
118,1
588,1
1444,1
419,0
339,1
827,0
80,0
490,1
646,0
964,1
371,1
428,0
1549,1
806,1
136,0
1010,1
1018,1
1388,0
396,0
56,0
171,1
466,1
502,1
961,0
904,1
149,1
236,1
1204,1
1276,0
927,0
