,classification
1298,1
936,1
112,0
814,1
445,1
330,1
798,1
1508,1
1496,0
715,1
1196,1
1368,1
676,1
749,1
437,1
1472,1
1123,1
671,0
1492,0
208,0
1536,1
1444,1
465,0
1542,1
997,1
318,1
569,1
269,1
27,0
660,1
353,0
,classification
1422,1
190,0
1330,1
136,0
485,0
1216,1
992,1
864,0
958,1
511,1
1224,1
1444,1
614,1
85,0
52,1
591,1
1046,1
940,1
18,0
548,1
1539,0
211,1
804,1
700,1
327,0
301,1
561,0
352,0
1507,1
765,1
202,0
331,1
795,0
843,0
1098,1
128,1
435,0
1501,0
1564,0
1479,0
39,0
1298,1
1491,0
1092,1
488,1
1139,1
40,0
1575,1
349,1
549,1
204,1
1102,1
58,0
518,1
751,0
1061,1
1457,0
1272,0
8,1
177,1
119,1
417,0
48,0
1217,1
61,0
1241,0
1288,0
588,1
267,1
309,1
92,0
1166,0
311,1
479,1
1407,1
241,1
426,1
321,0
1050,0
629,0
914,1
59,1
1052,0
1333,0
704,0
442,1
175,0
1016,1
877,1
1183,0
653,1
183,0
1363,0
810,0
560,0
1545,1
221,0
198,1
1056,1
961,0
5,0
362,0
747,0
642,0
856,1
0,0
1185,1
1360,0
1251,0
248,1
152,0
1028,1
1318,1
1477,1
670,0
1345,1
1218,1
253,0
443,1
318,1
943,1
846,0
1209,1
1198,1
1268,1
865,0
817,1
1548,0
646,0
855,1
1555,1
33,1
714,0
554,0
711,0
355,1
317,1
1106,1
632,1
446,0
111,0
1563,0
1295,0
154,0
716,0
1073,1
1101,1
890,0
110,0
597,1
650,0
740,1
1208,1
1316,1
1488,0
1588,1
1255,0
771,0
1315,1
1095,0
1004,0
735,0
220,1
862,0
761,0
464,1
668,0
366,1
129,0
1114,1
1349,0
1426,1
1010,1
334,1
1331,0
1043,1
271,1
155,0
1065,1
969,0
162,1
853,1
400,0
1151,1
254,1
875,1
718,0
586,1
1391,0
1267,1
725,0
194,0
687,0
414,0
773,1
1323,1
1355,0
1356,0
802,1
1023,1
784,0
1596,1
1099,0
169,0
332,1
1002,1
209,1
337,0
1286,1
1018,1
731,0
186,0
715,1
1282,1
1498,1
562,0
909,1
476,0
1134,1
510,0
1414,0
418,1
633,0
1574,1
1351,1
741,0
720,0
893,0
1340,1
1060,1
1335,1
982,1
550,1
196,0
1415,0
19,1
1397,0
2,0
212,1
870,1
863,0
424,0
333,0
244,1
1312,0
324,1
1032,0
63,0
634,0
340,1
820,0
316,0
1357,1
378,1
393,0
1354,0
1504,1
844,1
473,0
1590,1
696,1
1395,1
1389,0
1546,0
1533,0
764,1
581,0
931,0
1489,1
994,0
1262,0
1025,1
920,0
956,1
541,1
1178,0
776,1
516,1
1547,0
1430,0
608,1
1573,1
828,1
667,1
1565,1
1523,0
1273,0
899,0
287,1
733,0
1436,0
229,0
798,1
1138,0
1202,1
1213,1
1244,1
854,1
423,1
748,1
569,1
756,1
1100,1
1520,1
375,1
192,0
1445,1
947,1
1538,0
1515,1
1120,1
1234,1
146,0
1591,1
522,0
1182,1
916,0
1352,0
45,0
922,1
,classification
1275,1
805,1
233,0
475,0
1062,1
459,0
46,0
177,1
853,1
1055,1
449,1
408,1
215,0
286,1
619,0
1441,1
1161,1
895,1
698,0
833,0
59,1
567,1
427,1
1264,1
604,1
1263,0
1307,0
403,1
516,1
214,1
638,1
100,1
1060,1
608,1
1097,0
1192,1
254,1
148,1
301,1
598,1
84,1
736,0
1268,1
858,1
554,0
1568,0
336,1
1153,1
1447,0
439,0
1434,1
755,1
341,1
30,0
777,1
1071,0
234,1
440,1
1123,1
1082,1
474,1
1005,1
1488,0
1193,0
1175,1
1487,0
277,1
1139,1
445,1
849,0
806,1
953,1
973,0
337,0
1281,1
828,1
518,1
1047,0
1128,0
793,0
718,0
680,0
1308,0
1541,1
577,0
1508,1
44,0
469,0
226,1
509,1
385,1
675,0
1301,1
140,0
154,0
1325,1
693,0
339,1
373,0
1467,0
241,1
620,0
740,1
660,1
627,0
1135,1
1232,0
1358,0
1437,0
747,0
560,0
289,0
1209,1
15,0
114,0
1102,1
810,0
1039,1
1449,1
470,0
951,1
1492,0
370,0
1430,0
485,0
290,1
909,1
515,0
932,1
1436,0
896,1
994,0
939,0
340,1
426,1
881,1
1133,1
88,0
386,1
852,0
927,0
342,1
1034,1
491,1
166,0
349,1
108,1
768,1
1084,1
724,0
887,1
1317,1
925,1
1050,0
544,1
510,0
1594,0
1361,0
1465,0
1347,0
615,0
1413,0
331,1
358,1
1373,0
1229,0
1006,1
1181,0
663,1
80,0
206,1
513,1
1001,1
508,1
387,1
687,0
1530,1
365,1
1359,1
1155,0
418,1
1417,1
782,0
1156,1
14,0
106,0
872,0
397,1
242,1
1239,0
623,1
1147,1
1457,0
630,1
1159,0
1475,1
1145,1
76,0
1554,1
825,0
1286,1
967,0
578,0
1474,0
1352,0
1334,0
1514,1
601,1
1550,0
73,0
952,1
156,0
799,1
1584,1
275,1
1369,0
420,1
958,1
27,0
40,0
465,0
24,1
1037,0
855,1
1072,1
246,0
1150,1
13,0
1401,0
1500,0
1587,1
160,0
867,1
713,0
979,0
263,0
944,1
1234,1
1130,1
759,0
813,0
1433,1
1220,1
1402,1
1119,0
1346,0
901,1
1242,1
22,0
324,1
1351,1
99,1
187,0
163,0
1269,1
1412,1
430,1
1425,1
1471,0
247,0
1462,1
1238,0
435,0
483,0
1580,1
1131,0
709,1
431,0
902,1
1428,0
1536,1
131,0
194,0
1493,0
991,0
94,0
646,0
23,0
1454,1
282,0
551,1
982,1
1510,1
256,0
1522,0
104,0
1420,0
93,0
1259,1
791,0
635,0
754,1
193,0
1491,0
605,1
259,1
360,0
1160,1
270,1
352,0
1033,1
1202,1
649,1
176,0
808,0
9,0
1079,1
637,0
303,0
361,1
857,1
897,1
1086,1
438,1
1237,1
1577,1
990,0
717,0
1096,1
1113,1
,classification
527,1
1527,1
1228,1
86,1
1347,0
400,0
476,0
371,1
1509,0
268,1
952,1
1161,1
1086,1
826,1
1021,1
1182,1
1056,1
1210,1
204,1
869,1
1195,1
419,0
1463,1
994,0
1548,0
1459,1
238,1
1397,0
75,0
1047,0
359,1
321,0
461,0
1208,1
1082,1
816,1
74,0
961,0
1,0
1526,1
455,1
1048,1
84,1
1203,0
267,1
621,0
1494,1
1508,1
1127,1
1325,1
29,1
398,1
949,1
1013,1
1543,1
247,0
1376,0
172,1
1095,0
1551,0
73,0
1440,1
1003,1
977,0
714,0
1323,1
771,0
529,0
137,0
1150,1
387,1
967,0
984,0
704,0
969,0
631,0
807,1
1144,0
1384,0
924,0
784,0
288,1
79,0
919,1
938,1
1189,0
148,1
192,0
17,0
168,1
259,1
1165,0
352,0
205,1
1179,1
780,1
286,1
757,0
1434,1
348,1
901,1
1213,1
353,0
921,1
1521,0
442,1
733,0
941,1
778,0
1212,1
555,0
1131,0
528,1
584,1
879,0
560,0
690,0
1078,0
1084,1
147,0
219,0
791,0
682,0
438,1
304,0
995,1
1137,1
767,0
1229,0
1296,0
437,1
1470,0
554,0
1198,1
794,1
854,1
1432,1
169,0
897,1
71,0
145,0
1190,1
1061,1
479,1
1373,0
990,0
988,0
1445,1
1449,1
45,0
151,0
491,1
65,0
533,1
1253,0
971,1
1383,0
1515,1
610,0
496,1
106,0
1243,0
1068,1
1224,1
160,0
1590,1
643,0
1280,1
1018,1
628,1
1175,1
608,1
1128,0
144,1
1519,0
1334,0
873,1
840,1
492,1
316,0
108,1
408,1
1355,0
186,0
853,1
749,1
25,0
674,1
888,1
1178,0
1375,0
743,0
1562,0
1513,1
595,0
282,0
678,0
1386,0
1232,0
862,0
844,1
929,1
692,0
942,1
696,1
700,1
783,0
497,0
47,0
1368,1
245,1
882,1
676,1
274,0
1496,0
947,1
1087,1
1147,1
609,1
487,1
1426,1
115,1
159,1
706,0
36,1
64,0
1369,0
722,0
576,0
1310,0
112,0
415,0
509,1
863,0
1188,0
129,0
1278,1
1512,1
381,1
300,1
367,0
959,0
1520,1
936,1
18,0
111,0
1266,1
813,0
569,1
773,1
445,1
1387,0
469,0
182,0
1545,1
1479,0
60,0
226,1
1450,1
846,0
538,1
1080,1
1111,1
483,0
6,0
686,0
485,0
1118,1
490,1
1498,1
1424,1
1413,0
426,1
66,0
1014,1
1192,1
752,0
504,1
1338,0
1120,1
1221,1
1506,1
1329,1
397,1
308,1
418,1
962,0
747,0
620,0
386,1
493,1
1484,0
1557,1
1341,1
858,1
1583,0
1570,1
33,1
732,0
877,1
834,0
306,0
957,1
946,1
1436,0
500,1
1444,1
295,0
736,0
1288,0
1428,0
1405,1
138,0
212,1
1342,1
703,0
798,1
1019,0
1255,0
489,1
,classification
380,1
30,0
857,1
112,0
551,1
565,0
1285,0
1568,0
127,0
161,0
1326,1
1512,1
284,0
457,0
1528,1
171,1
989,1
195,0
539,0
698,0
850,0
1167,1
1038,1
1113,1
1205,1
1288,0
731,0
115,1
200,1
531,0
634,0
1549,1
610,0
1578,1
340,1
1369,0
663,1
1016,1
1416,0
356,0
1143,1
1370,0
316,0
1355,0
1480,0
1033,1
1006,1
441,1
1574,1
286,1
1216,1
1320,0
1093,1
816,1
131,0
854,1
368,0
824,0
1535,1
838,1
1430,0
478,0
670,0
746,1
1448,0
241,1
37,1
987,0
704,0
1449,1
642,0
1119,0
47,0
1484,0
1199,1
1331,0
484,1
763,0
53,0
1350,0
710,0
142,1
1101,1
1213,1
992,1
790,1
1138,0
792,1
719,0
474,1
79,0
1588,1
1005,1
588,1
212,1
958,1
1364,1
363,0
1556,0
1146,1
1240,0
999,1
248,1
123,0
604,1
96,0
89,0
92,0
627,0
103,0
1054,1
405,1
1098,1
553,0
1219,1
1327,1
428,0
961,0
460,1
1457,0
313,0
81,0
652,0
1244,1
15,0
943,1
535,1
1555,1
636,0
789,0
1321,1
648,1
33,1
167,0
692,0
512,1
1459,1
783,0
819,0
262,0
947,1
1012,0
1460,1
1062,1
1151,1
87,0
1500,0
1592,1
493,1
1325,1
1354,0
675,0
527,1
640,0
1450,1
1504,1
743,0
615,0
664,0
399,0
475,0
1461,0
466,1
1066,1
1261,0
422,0
618,0
362,0
682,0
1020,1
884,1
945,1
500,1
1156,1
659,0
449,1
620,0
697,1
1372,0
1000,1
890,0
232,1
1414,0
24,1
880,0
904,1
515,0
586,1
408,1
269,1
178,0
1353,0
42,1
1061,1
915,1
1124,0
888,1
1519,0
942,1
402,1
667,1
434,1
416,1
1371,1
643,0
472,1
1274,1
742,0
496,1
1343,1
925,1
1470,0
629,0
350,1
1525,0
486,0
217,0
1049,1
126,0
1586,1
1188,0
605,1
157,0
227,0
432,1
309,1
1104,1
59,1
601,1
72,0
809,1
839,0
60,0
1170,1
1111,1
1560,0
1494,1
1338,0
1463,1
1108,0
1316,1
1427,0
1548,0
1410,1
463,0
1294,1
1056,1
1015,1
222,0
807,1
543,1
64,0
773,1
820,0
1465,0
491,1
1204,1
437,1
352,0
552,1
1306,0
135,0
0,0
1123,1
1385,0
1345,1
599,1
1510,1
1163,0
1400,0
94,0
319,1
1172,1
547,1
32,0
498,1
585,1
1397,0
510,0
787,1
1262,0
1052,0
558,1
1477,1
794,1
817,1
407,1
575,1
602,0
532,0
1063,1
1269,1
1440,1
516,1
911,1
361,1
1424,1
242,1
322,0
1177,1
919,1
1383,0
709,1
673,0
1195,1
1381,0
101,1
158,0
38,0
1577,1
302,0
793,0
965,1
936,1
1533,0
57,0
821,1
442,1
721,0
985,1
,classification
289,0
288,1
1157,1
110,0
1576,1
181,0
283,1
940,1
1280,1
1298,1
1022,0
624,0
628,1
1145,1
412,0
715,1
585,1
1450,1
239,1
531,0
1263,0
329,0
1006,1
1026,1
161,0
1265,1
1443,0
1178,0
1504,1
1018,1
786,0
526,0
1112,1
19,1
47,0
1228,1
1073,1
1117,1
1591,1
884,1
1537,1
1558,0
689,0
250,1
560,0
1458,0
9,0
1572,0
458,1
353,0
509,1
8,1
284,0
61,0
766,0
119,1
1129,1
1160,1
886,1
454,0
1511,0
1343,1
1422,1
523,0
150,1
499,1
536,0
1225,0
1274,1
442,1
76,0
1260,0
1138,0
365,1
1530,1
281,1
784,0
320,1
1431,1
694,0
314,0
678,0
817,1
1099,0
750,0
919,1
586,1
540,0
945,1
976,0
1398,1
942,1
1307,0
128,1
988,0
1555,1
731,0
1396,0
1587,1
109,0
1046,1
770,1
1341,1
79,0
64,0
780,1
1426,1
330,1
1275,1
301,1
589,1
267,1
570,1
832,0
297,0
1526,1
1098,1
1165,0
1047,0
111,0
1295,0
1050,0
1126,1
534,1
17,0
151,0
617,1
527,1
1277,1
355,1
1257,1
547,1
348,1
974,1
1467,0
325,1
771,0
438,1
961,0
578,0
1212,1
938,1
116,1
99,1
1037,0
1210,1
1271,1
497,0
530,1
1395,1
1347,0
493,1
863,0
1054,1
887,1
1324,1
1311,1
1418,0
4,0
1059,1
939,0
653,1
1281,1
822,0
286,1
155,0
844,1
957,1
385,1
1495,1
924,0
1382,0
723,0
693,0
739,0
830,0
1032,0
462,0
898,1
495,1
258,0
419,0
52,1
604,1
607,1
1102,1
948,1
506,1
889,0
699,1
574,1
356,0
432,1
717,0
452,1
1393,0
295,0
232,1
415,0
489,1
1432,1
1494,1
851,0
1489,1
517,0
177,1
754,1
477,1
587,0
598,1
649,1
1346,0
414,0
299,0
395,1
612,1
1123,1
404,0
1434,1
447,0
81,0
1348,0
1031,1
305,1
10,0
373,0
1001,1
120,0
904,1
996,1
502,1
167,0
654,0
1483,0
834,0
959,0
816,1
1136,1
755,1
1468,1
1551,0
380,1
674,1
1061,1
977,0
1476,0
778,0
657,1
421,1
1245,0
890,0
276,1
118,1
917,1
1549,1
647,0
271,1
796,0
743,0
551,1
1405,1
1524,1
1333,0
1569,1
345,0
561,0
216,0
793,0
660,1
555,0
463,0
163,0
231,1
1385,0
1201,1
925,1
13,0
54,1
583,1
74,0
480,0
626,0
316,0
95,1
964,1
233,0
1490,1
1440,1
358,1
633,0
724,0
737,1
1151,1
1,0
1208,1
1262,0
36,1
1140,1
372,1
1242,1
679,0
824,0
519,0
457,0
178,0
1430,0
725,0
1479,0
641,0
204,1
228,1
1366,0
1531,0
524,0
1305,0
1420,0
175,0
576,0
683,0
858,1
,classification
1171,1
571,1
1535,1
1471,0
92,0
1068,1
1058,1
229,0
1430,0
221,0
796,0
400,0
1363,0
1359,1
225,1
937,0
1077,0
1294,1
698,0
694,0
421,1
1306,0
1567,0
1122,1
1365,0
291,0
1333,0
6,0
955,0
23,0
746,1
263,0
684,0
1204,1
339,1
1361,0
1221,1
736,0
145,0
397,1
483,0
277,1
670,0
1325,1
541,1
332,1
1417,1
504,1
361,1
1530,1
533,1
11,0
1429,0
1550,0
987,0
1033,1
1141,1
1185,1
36,1
905,0
737,1
1377,1
1544,1
1512,1
801,0
208,0
1118,1
1329,1
1310,0
532,0
812,0
770,1
469,0
846,0
337,0
1189,0
20,1
1508,1
1477,1
958,1
1017,1
285,0
755,1
354,1
1281,1
436,1
1461,0
951,1
120,0
869,1
538,1
534,1
455,1
592,0
681,1
805,1
1529,1
1154,1
635,0
1229,0
619,0
836,1
1444,1
287,1
293,1
1011,1
242,1
763,0
1297,1
159,1
1358,0
1292,1
1536,1
689,0
1574,1
800,0
924,0
540,0
1092,1
530,1
409,0
556,1
1492,0
227,0
502,1
669,1
122,0
671,0
1228,1
1579,0
1,0
257,0
261,0
183,0
1090,1
9,0
218,0
1124,0
47,0
764,1
464,1
1546,0
1307,0
838,1
566,1
1581,0
1177,1
481,1
1355,0
1303,0
1371,1
558,1
1519,0
1003,1
1230,1
461,0
1554,1
832,0
1071,0
922,1
85,0
1491,0
98,0
1161,1
16,1
603,1
654,0
1373,0
1214,1
1436,0
1056,1
629,0
642,0
352,0
188,0
1485,0
1110,1
58,0
1236,1
83,0
234,1
385,1
119,1
1410,1
13,0
615,0
359,1
1194,1
1456,1
342,1
1350,0
109,0
1451,1
440,1
753,0
10,0
127,0
177,1
1073,1
1108,0
1099,0
8,1
802,1
78,0
1213,1
444,1
536,0
1095,0
1587,1
343,1
378,1
153,0
432,1
2,0
310,1
66,0
1227,0
493,1
22,0
1253,0
882,1
727,0
1481,0
597,1
364,1
969,0
1059,1
231,1
840,1
1380,1
1346,0
254,1
383,1
921,1
1162,1
1260,0
132,0
284,0
1186,0
914,1
621,0
554,0
901,1
1064,1
657,1
49,0
503,1
1322,0
1330,1
1487,0
278,1
626,0
477,1
1393,0
45,0
1223,1
726,1
1545,1
1238,0
431,0
986,1
516,1
266,0
86,1
238,1
779,0
1463,1
588,1
405,1
925,1
1063,1
814,1
1274,1
1246,0
850,0
300,1
715,1
1250,1
1442,0
1130,1
1054,1
1202,1
966,1
704,0
163,0
245,1
128,1
384,0
368,0
1555,1
599,1
372,1
553,0
403,1
1413,0
393,0
1196,1
97,0
999,1
847,1
825,0
817,1
707,0
656,0
570,1
451,1
411,0
1041,1
638,1
206,1
1509,0
1502,0
184,1
1153,1
1155,0
833,0
650,0
512,1
600,0
388,1
,classification
78,0
1431,1
182,0
432,1
441,1
452,1
1190,1
346,1
739,0
357,1
604,1
1225,0
792,1
719,0
1387,0
50,0
405,1
778,0
880,0
44,0
918,1
818,0
751,0
1556,0
1180,1
1320,0
681,1
992,1
162,1
261,0
788,1
892,1
297,0
70,1
807,1
1328,0
321,0
651,0
688,0
271,1
1153,1
1257,1
560,0
635,0
889,0
1200,1
628,1
384,0
665,0
894,1
143,0
123,0
691,0
518,1
638,1
687,0
42,1
1096,1
750,0
1323,1
415,0
736,0
1125,1
618,0
664,0
556,1
1573,1
980,1
1157,1
1207,0
101,1
1468,1
530,1
552,1
209,1
798,1
1377,1
1333,0
1137,1
1210,1
909,1
1184,0
1208,1
1464,0
27,0
286,1
784,0
1136,1
493,1
246,0
1546,0
1251,0
696,1
1501,0
959,0
644,0
1376,0
1421,0
388,1
157,0
547,1
422,0
12,0
1000,1
757,0
956,1
203,0
787,1
352,0
291,0
1076,1
290,1
205,1
396,0
1308,0
273,0
999,1
1392,0
1168,1
331,1
1570,1
1102,1
180,0
831,1
803,1
36,1
1490,1
367,0
913,1
274,0
1420,0
334,1
668,0
351,1
1229,0
111,0
1511,0
324,1
957,1
380,1
224,0
1279,1
1071,0
1393,0
619,0
1106,1
37,1
508,1
202,0
69,1
230,1
685,0
63,0
181,0
1304,0
1010,1
884,1
652,0
1284,0
301,1
270,1
57,0
153,0
551,1
382,1
1278,1
682,0
1480,0
698,0
365,1
1373,0
720,0
689,0
856,1
95,1
801,0
742,0
973,0
1224,1
1248,1
544,1
75,0
1115,1
1175,1
1079,1
305,1
1150,1
772,0
284,0
761,0
445,1
0,0
23,0
444,1
1109,1
1425,1
627,0
292,1
593,0
852,0
1407,1
317,1
1051,0
1332,1
591,1
1081,1
858,1
1003,1
1580,1
1505,0
1047,0
1341,1
600,0
542,0
446,0
1261,0
244,1
1496,0
140,0
1028,1
217,0
773,1
1142,1
1276,0
1301,1
323,1
363,0
40,0
175,0
899,0
1202,1
191,1
794,1
177,1
808,0
337,0
1350,0
1166,0
567,1
434,1
605,1
1032,0
1411,1
156,0
1086,1
489,1
1319,1
293,1
427,1
1424,1
1540,1
223,1
1491,0
1266,1
1232,0
1060,1
564,1
1454,1
1467,0
125,0
413,1
1036,1
1542,1
1363,0
1,0
1426,1
861,1
227,0
676,1
248,1
727,0
345,0
527,1
1131,0
374,1
189,0
1085,0
1053,1
930,0
349,1
568,1
1172,1
758,0
1329,1
1572,0
1077,0
187,0
1007,1
842,1
845,0
1127,1
1489,1
60,0
333,0
843,0
657,1
853,1
1012,0
3,1
195,0
1087,1
1471,0
361,1
830,0
1170,1
476,0
1070,1
594,0
1056,1
1221,1
1458,0
207,0
311,1
1242,1
1044,1
561,0
1406,1
949,1
184,1
1169,1
,classification
1099,0
1260,0
195,0
592,0
1245,0
566,1
810,0
696,1
1190,1
1036,1
419,0
1305,0
1018,1
190,0
1307,0
1513,1
570,1
651,0
1250,1
931,0
1355,0
638,1
1402,1
191,1
1559,0
1277,1
1319,1
985,1
285,0
468,1
1544,1
463,0
726,1
764,1
954,1
294,1
652,0
198,1
627,0
1424,1
776,1
695,1
295,0
329,0
353,0
744,0
249,1
1384,0
330,1
1431,1
795,0
244,1
75,0
1172,1
176,0
106,0
1462,1
1439,1
1112,1
238,1
299,0
1001,1
301,1
1321,1
1352,0
1191,0
1582,0
758,0
34,0
1009,0
719,0
1064,1
184,1
149,1
95,1
607,1
1226,0
678,0
369,1
456,0
1259,1
725,0
1119,0
1069,0
559,1
429,1
1153,1
753,0
398,1
431,0
263,0
1138,0
1529,1
524,0
859,1
345,0
1101,1
146,0
1040,0
516,1
831,1
1252,0
962,0
809,1
1292,1
1004,0
425,1
948,1
630,1
1063,1
276,1
447,0
421,1
1271,1
1262,0
1221,1
745,1
1361,0
615,0
1471,0
1162,1
699,1
327,0
1415,0
1280,1
920,0
1144,0
151,0
697,1
1130,1
1460,1
1338,0
913,1
621,0
92,0
1183,0
732,0
523,0
232,1
757,0
1234,1
645,1
1090,1
1452,1
700,1
1551,0
231,1
370,0
265,1
735,0
976,0
1590,1
279,1
180,0
1033,1
1504,1
131,0
1075,1
1032,0
1482,0
346,1
564,1
255,0
1364,1
270,1
818,0
392,0
1107,1
1522,0
880,0
1474,0
538,1
1255,0
605,1
1467,0
713,0
1586,1
328,1
486,0
115,1
675,0
361,1
1374,0
147,0
558,1
1376,0
1566,1
225,1
1304,0
1388,0
1125,1
1436,0
135,0
395,1
209,1
1360,0
676,1
100,1
439,0
1143,1
1000,1
35,1
309,1
1133,1
438,1
1483,0
1472,1
268,1
1012,0
662,1
316,0
461,0
935,1
865,0
996,1
168,1
487,1
349,1
116,1
347,1
1093,1
59,1
1398,1
383,1
206,1
826,1
1094,1
800,0
879,0
759,0
1555,1
894,1
848,0
1469,0
602,0
1510,1
832,0
87,0
449,1
1330,1
242,1
1433,1
322,0
1155,0
482,0
169,0
1053,1
200,1
740,1
51,1
1496,0
520,1
469,0
1370,0
488,1
292,1
66,0
26,0
546,1
385,1
548,1
846,0
1293,0
1126,1
1395,1
71,0
90,0
455,1
1511,0
876,0
528,1
755,1
1342,1
1,0
1233,0
760,0
237,1
1253,0
1387,0
531,0
625,0
1207,0
1108,0
972,1
596,1
120,0
1157,1
718,0
23,0
552,1
1158,1
512,1
325,1
858,1
344,1
1308,0
1149,1
278,1
922,1
160,0
1527,1
1285,0
1275,1
1470,0
446,0
1200,1
806,1
1182,1
1420,0
869,1
1336,0
31,1
1235,0
664,0
1223,1
1476,0
543,1
932,1
872,0
132,0
,classification
726,1
320,1
8,1
1411,1
325,1
12,0
1493,0
1523,0
917,1
795,0
806,1
450,1
45,0
686,0
717,0
1501,0
399,0
1076,1
610,0
964,1
995,1
1408,1
992,1
509,1
819,0
1137,1
351,1
271,1
188,0
880,0
390,1
184,1
555,0
533,1
988,0
1381,0
546,1
83,0
895,1
601,1
367,0
1395,1
1346,0
1459,1
153,0
906,0
1132,1
77,1
913,1
1513,1
661,0
560,0
71,0
1159,0
557,0
1133,1
1585,1
360,0
683,0
1064,1
332,1
1328,0
1474,0
1014,1
701,1
1437,0
1356,0
318,1
1465,0
514,1
1272,0
1598,1
1386,0
1562,0
1441,1
1044,1
337,0
1130,1
626,0
892,1
1574,1
668,0
310,1
963,1
1532,1
48,0
1013,1
1030,1
1167,1
216,0
422,0
823,0
1533,0
1401,0
757,0
1379,1
1254,0
225,1
1285,0
1000,1
286,1
745,1
1482,0
359,1
457,0
896,1
436,1
456,0
505,1
839,0
688,0
295,0
516,1
539,0
1505,0
1578,1
1398,1
403,1
68,0
1590,1
1239,0
1287,0
1583,0
1388,0
937,0
1593,1
42,1
441,1
151,0
448,1
1452,1
1567,0
697,1
1364,1
916,0
497,0
321,0
518,1
646,0
1318,1
1292,1
163,0
1046,1
289,0
292,1
1147,1
1564,0
1016,1
853,1
611,0
482,0
1563,0
986,1
282,0
1184,0
239,1
1097,0
784,0
730,0
340,1
1196,1
1332,1
1283,1
1322,0
243,1
891,0
1232,0
1280,1
3,1
1288,0
592,0
537,1
124,0
78,0
1223,1
904,1
1195,1
43,0
357,1
1156,1
342,1
530,1
1055,1
1268,1
1106,1
1592,1
1504,1
104,0
1579,0
1089,1
997,1
1374,0
1394,0
1400,0
230,1
814,1
926,1
1155,0
1454,1
564,1
773,1
647,0
335,1
1193,0
855,1
1471,0
1069,0
98,0
1274,1
421,1
265,1
393,0
938,1
1034,1
1134,1
1003,1
1135,1
944,1
1410,1
488,1
779,0
1052,0
566,1
101,1
183,0
252,0
785,0
24,1
675,0
763,0
1073,1
471,1
1361,0
1109,1
1054,1
21,0
703,0
579,1
1335,1
1511,0
771,0
768,1
872,0
1595,1
736,0
1416,0
461,0
635,0
435,0
525,0
219,0
862,0
227,0
492,1
331,1
418,1
1586,1
1582,0
710,0
1043,1
976,0
1138,0
324,1
67,0
1063,1
66,0
438,1
676,1
447,0
455,1
1012,0
69,1
247,0
1573,1
200,1
131,0
1101,1
1243,0
1094,1
369,1
914,1
1095,0
1038,1
414,0
408,1
1333,0
777,1
306,0
1297,1
1125,1
425,1
550,1
197,1
1383,0
542,0
496,1
513,1
738,0
481,1
1143,1
868,1
1444,1
778,0
469,0
1477,1
621,0
1289,0
1291,1
1554,1
959,0
