,classification
622,0
1395,1
1590,1
221,0
272,0
682,0
1273,0
522,0
877,1
822,0
1112,1
1373,0
212,1
1198,1
2,0
299,0
1203,0
1094,1
637,0
373,0
1495,1
1207,0
537,1
1520,1
889,0
1485,0
75,0
35,1
88,0
36,1
585,1
1194,1
1227,0
779,0
6,0
1221,1
886,1
81,0
626,0
189,0
302,0
1320,0
384,0
758,0
962,0
133,1
777,1
1577,1
164,0
1343,1
966,1
1062,1
374,1
1270,1
487,1
1388,0
1079,1
1464,0
984,0
145,0
612,1
1118,1
1051,0
1457,0
1287,0
1013,1
1349,0
1394,0
1088,1
1564,0
445,1
901,1
1592,1
1480,0
23,0
1050,0
1233,0
68,0
1344,0
1353,0
512,1
1139,1
1452,1
604,1
1248,1
1290,0
809,1
680,0
963,1
1183,0
242,1
1226,0
1053,1
743,0
466,1
980,1
541,1
292,1
1142,1
41,0
217,0
399,0
1595,1
1300,1
493,1
462,0
739,0
463,0
1238,0
100,1
1135,1
1159,0
883,0
1107,1
1033,1
829,1
1023,1
177,1
1147,1
475,0
219,0
361,1
1236,1
1127,1
153,0
890,0
1304,0
168,1
1102,1
781,0
564,1
711,0
1558,0
1338,0
1258,1
735,0
761,0
1100,1
1347,0
396,0
787,1
453,1
506,1
7,1
920,0
112,0
37,1
127,0
364,1
827,0
1374,0
1122,1
882,1
1196,1
1360,0
437,1
1524,1
1361,0
1126,1
1243,0
1165,0
867,1
304,0
1166,0
1596,1
1385,0
942,1
411,0
1573,1
1296,0
1462,1
881,1
992,1
381,1
520,1
1134,1
805,1
420,1
702,1
1299,0
1141,1
560,0
930,0
79,0
1563,0
1311,1
716,0
893,0
619,0
936,1
1591,1
833,0
1253,0
367,0
123,0
1430,0
1105,0
1224,1
642,0
20,1
639,1
1246,0
909,1
692,0
132,0
1533,0
1322,0
1448,0
1206,1
298,0
149,1
1476,0
335,1
831,1
1156,1
254,1
1571,1
851,0
813,0
258,0
278,1
503,1
1497,1
662,1
1484,0
490,1
534,1
1460,1
1154,1
1466,1
472,1
1235,0
404,0
51,1
118,1
61,0
170,0
774,1
1123,1
400,0
708,1
1080,1
559,1
1302,1
1223,1
1286,1
1483,0
1306,0
449,1
343,1
1376,0
28,0
492,1
1057,0
328,1
701,1
1414,0
574,1
567,1
1108,0
178,0
442,1
339,1
1049,1
1425,1
510,0
1397,0
379,1
1438,0
581,0
1197,1
1511,0
685,0
1130,1
667,1
1220,1
719,0
784,0
1082,1
511,1
119,1
104,0
425,1
52,1
899,0
1541,1
1419,0
1553,0
77,1
113,1
1437,0
926,1
730,0
1342,1
1340,1
1066,1
1002,1
1581,0
1274,1
1326,1
393,0
266,0
824,0
903,1
14,0
1570,1
937,0
1146,1
863,0
91,1
663,1
598,1
1029,1
1256,0
426,1
1016,1
1064,1
798,1
1262,0
620,0
9,0
362,0
236,1
965,1
1018,1
507,1
669,1
670,0
297,0
210,1
913,1
603,1
73,0
888,1
1205,1
331,1
921,1
733,0
1291,1
1117,1
345,0
98,0
1192,1
1213,1
997,1
1470,0
1325,1
1330,1
795,0
182,0
143,0
432,1
521,0
797,1
1167,1
25,0
557,0
1215,1
575,1
129,0
661,0
1324,1
713,0
58,0
744,0
1368,1
978,1
422,0
868,1
932,1
957,1
891,0
1443,0
1152,0
86,1
1151,1
434,1
699,1
107,0
1252,0
841,0
676,1
940,1
1218,1
624,0
60,0
792,1
1059,1
1052,0
938,1
649,1
535,1
1209,1
459,0
196,0
275,1
1357,1
1176,0
277,1
1056,1
1259,1
762,1
1295,0
337,0
155,0
1188,0
234,1
971,1
386,1
765,1
583,1
1583,0
1191,0
1298,1
870,1
1015,1
1467,0
1446,0
552,1
394,0
483,0
668,0
1478,0
1004,0
1458,0
605,1
40,0
270,1
1178,0
1332,1
200,1
43,0
1292,1
1150,1
931,0
431,0
1314,1
497,0
538,1
27,0
616,0
102,1
1387,0
1025,1
57,0
1234,1
590,0
1327,1
1073,1
1182,1
1312,0
1469,0
489,1
1244,1
1111,1
140,0
859,1
545,0
1409,1
697,1
1241,0
597,1
989,1
894,1
1517,1
409,0
448,1
1329,1
390,1
747,0
591,1
146,0
156,0
1144,0
54,1
754,1
540,0
122,0
700,1
110,0
898,1
1555,1
1293,0
346,1
726,1
1155,0
372,1
806,1
1435,1
1084,1
1550,0
579,1
1339,1
148,1
244,1
151,0
549,1
1021,1
876,0
1266,1
1260,0
908,1
1393,0
250,1
709,1
65,0
351,1
905,0
1099,0
74,0
187,0
70,1
587,0
1092,1
183,0
84,1
1574,1
1493,0
1124,0
544,1
398,1
230,1
34,0
1301,1
103,0
482,0
1427,0
161,0
1280,1
440,1
289,0
260,0
204,1
1297,1
655,0
451,1
1208,1
495,1
222,0
727,0
675,0
285,0
953,1
631,0
919,1
584,1
525,0
334,1
895,1
543,1
320,1
1335,1
1279,1
595,0
56,0
1334,0
1486,0
869,1
1157,1
531,0
1217,1
354,1
300,1
684,0
360,0
315,1
480,0
1137,1
1432,1
353,0
279,1
78,0
1019,0
1211,0
1503,1
93,0
232,1
1423,0
542,0
401,1
1076,1
625,0
62,1
796,0
477,1
1543,1
121,1
39,0
801,0
698,0
142,1
1575,1
239,1
115,1
433,0
750,0
917,1
843,0
767,0
1366,0
994,0
1588,1
358,1
1417,1
1046,1
657,1
32,0
632,1
450,1
1195,1
970,1
82,0
1442,0
1036,1
1318,1
1133,1
267,1
690,0
1106,1
504,1
844,1
993,0
943,1
952,1
1489,1
1237,1
1341,1
111,0
1404,1
264,0
478,0
666,1
128,1
147,0
1037,0
1204,1
1354,0
494,1
85,0
677,0
1408,1
1532,1
1328,0
768,1
1173,1
395,1
875,1
256,0
162,1
139,0
652,0
1363,0
1386,0
1561,0
446,0
1355,0
1479,0
975,0
740,1
1103,1
546,1
1305,0
1548,0
163,0
515,0
1481,0
656,0
1494,1
738,0
646,0
1242,1
1261,0
253,0
615,0
1447,0
562,0
458,1
885,0
887,1
407,1
643,0
518,1
674,1
1523,0
180,0
1145,1
48,0
865,0
1380,1
1097,0
950,1
406,1
281,1
516,1
370,0
348,1
191,1
629,0
958,1
783,0
193,0
718,0
1199,1
1309,0
1350,0
528,1
659,0
1319,1
1007,1
948,1
570,1
173,1
691,0
1365,0
728,0
977,0
1516,0
1069,0
904,1
1245,0
617,1
66,0
816,1
415,0
956,1
1110,1
388,1
356,0
1544,1
907,1
1,0
1352,0
1276,0
1384,0
369,1
1369,0
1010,1
568,1
627,0
380,1
69,1
269,1
186,0
1529,1
310,1
1063,1
105,0
1358,0
607,1
197,1
927,0
1399,1
1436,0
991,0
97,0
606,1
500,1
634,0
916,0
106,0
428,0
985,1
706,0
296,0
964,1
902,1
192,0
1047,0
695,1
1180,1
1567,0
906,0
308,1
998,1
1424,1
1294,1
1043,1
1289,0
333,0
645,1
915,1
1250,1
769,0
1014,1
1506,1
1269,1
408,1
703,0
1410,1
1501,0
1389,0
371,1
599,1
1413,0
946,1
725,0
417,0
811,1
1089,1
742,0
1461,0
1316,1
1168,1
1008,1
419,0
826,1
969,0
532,0
756,1
1210,1
255,0
576,0
673,0
455,1
202,0
979,0
974,1
402,1
195,0
789,0
987,0
208,0
817,1
1505,0
864,0
24,1
1538,0
1321,1
1040,0
925,1
245,1
1515,1
614,1
799,1
1174,1
225,1
1337,0
1170,1
262,0
365,1
80,0
243,1
1370,0
610,0
456,0
763,0
158,0
131,0
1400,0
1586,1
1009,0
547,1
1072,1
847,1
313,0
658,1
681,1
857,1
693,0
1569,1
224,0
141,0
443,1
1454,1
1022,0
648,1
960,1
593,0
828,1
1307,0
1519,0
825,0
664,0
435,0
786,0
536,0
1528,1
31,1
1377,1
858,1
1098,1
454,0
1445,1
780,1
427,1
734,0
1162,1
1441,1
513,1
660,1
1275,1
392,0
1177,1
854,1
715,1
820,0
1551,0
1267,1
611,0
116,1
945,1
759,0
318,1
731,0
1055,1
1277,1
976,0
274,0
1499,1
529,0
1214,1
291,0
327,0
257,0
282,0
205,1
220,1
377,1
1081,1
486,0
413,1
237,1
1439,1
717,0
815,0
922,1
1391,0
1471,0
678,0
67,0
1078,0
1375,0
171,1
87,0
628,1
1216,1
368,0
150,1
342,1
1421,0
766,0
1418,0
288,1
1070,1
5,0
1488,0
972,1
179,0
1433,1
723,0
71,0
248,1
397,1
929,1
312,1
485,0
293,1
1530,1
1120,1
996,1
837,1
1005,1
309,1
523,0
1232,0
,classification
773,1
718,0
832,0
958,1
55,0
1111,1
350,1
1369,0
238,1
851,0
957,1
1379,1
275,1
1007,1
241,1
384,0
222,0
202,0
214,1
590,0
1092,1
1000,1
1293,0
560,0
661,0
1433,1
24,1
401,1
1598,1
874,1
54,1
1001,1
1299,0
1525,0
777,1
435,0
1403,1
476,0
996,1
1028,1
986,1
1247,0
359,1
674,1
1124,0
569,1
436,1
1208,1
1476,0
887,1
1178,0
944,1
1455,1
690,0
1061,1
750,0
642,0
1422,1
56,0
280,1
502,1
160,0
36,1
1167,1
1100,1
1468,1
1440,1
1192,1
1122,1
1543,1
389,1
1272,0
49,0
1556,0
38,0
1563,0
515,0
543,1
113,1
583,1
386,1
1518,0
503,1
1230,1
1550,0
580,0
184,1
1280,1
1294,1
91,1
686,0
669,1
840,1
618,0
968,1
488,1
1417,1
797,1
1415,0
1196,1
793,0
680,0
858,1
703,0
1380,1
176,0
433,0
704,0
1565,1
1437,0
1297,1
39,0
192,0
1274,1
102,1
73,0
705,0
71,0
658,1
623,1
689,0
1371,1
79,0
267,1
673,0
1387,0
1021,1
529,0
1238,0
1589,0
601,1
514,1
1302,1
908,1
820,0
1396,0
21,0
1429,0
1450,1
1043,1
1359,1
600,0
1014,1
1401,0
1334,0
1561,0
489,1
1356,0
1461,0
877,1
1370,0
1163,0
297,0
1044,1
959,0
664,0
269,1
309,1
428,0
1348,0
919,1
261,0
693,0
757,0
1153,1
174,0
751,0
330,1
726,1
1501,0
456,0
1149,1
1108,0
885,0
1233,0
288,1
807,1
416,1
1491,0
976,0
557,0
1331,0
1004,0
478,0
1404,1
29,1
1117,1
366,1
1376,0
1235,0
1162,1
678,0
1110,1
1569,1
863,0
234,1
7,1
1175,1
328,1
1487,0
14,0
1200,1
163,0
1103,1
394,0
722,0
477,1
492,1
1115,1
1346,0
762,1
265,1
146,0
374,1
790,1
462,0
1150,1
973,0
319,1
63,0
82,0
795,0
168,1
800,0
357,1
867,1
53,0
938,1
341,1
1217,1
731,0
841,0
880,0
1172,1
646,0
1024,1
1264,1
882,1
526,0
423,1
1511,0
929,1
263,0
441,1
1420,0
409,0
562,0
1173,1
1596,1
1195,1
954,1
58,0
1065,1
1067,1
119,1
272,0
1520,1
892,1
207,0
574,1
1522,0
1494,1
855,1
364,1
362,0
248,1
368,0
677,0
135,0
966,1
1157,1
1439,1
1141,1
1228,1
101,1
1265,1
833,0
27,0
650,0
406,1
353,0
1112,1
244,1
1571,1
1423,0
1018,1
1009,0
1050,0
1048,1
1431,1
1156,1
1587,1
1307,0
1260,0
604,1
1164,0
767,0
1416,0
1084,1
50,0
171,1
811,1
298,0
896,1
719,0
648,1
1564,0
962,0
517,0
746,1
941,1
1553,0
1282,1
981,0
264,0
1054,1
682,0
226,1
1358,0
285,0
1285,0
770,1
843,0
1075,1
760,0
15,0
1361,0
564,1
276,1
1177,1
290,1
819,0
1269,1
1097,0
156,0
121,1
122,0
1483,0
235,1
952,1
1101,1
613,0
1182,1
42,1
139,0
457,0
131,0
860,0
1362,1
289,0
1005,1
869,1
367,0
946,1
1395,1
1531,0
884,1
871,0
713,0
8,1
340,1
1555,1
544,1
625,0
915,1
373,0
134,1
395,1
1378,1
201,0
1093,1
692,0
1539,0
1352,0
1006,1
1412,1
475,0
1037,0
1069,0
906,0
825,0
1506,1
84,1
691,0
1336,0
300,1
369,1
1033,1
598,1
540,0
1453,0
1136,1
1224,1
853,1
1566,1
1413,0
459,0
756,1
1248,1
1526,1
342,1
1214,1
753,0
907,1
104,0
76,0
195,0
495,1
1085,0
1239,0
491,1
808,0
472,1
1528,1
1243,0
352,0
453,1
1349,0
870,1
535,1
1584,1
513,1
106,0
1023,1
1116,1
1229,0
257,0
480,0
835,0
255,0
132,0
1377,1
1456,1
1071,0
1542,1
861,1
953,1
116,1
1189,0
1573,1
533,1
383,1
23,0
205,1
822,0
879,0
403,1
1490,1
821,1
1402,1
1536,1
223,1
609,1
1472,1
1513,1
699,1
940,1
1581,0
656,0
500,1
1592,1
1390,1
1572,0
1138,0
20,1
138,0
1306,0
717,0
1205,1
998,1
1245,0
852,0
4,0
1328,0
420,1
1047,0
970,1
402,1
1183,0
1045,1
1479,0
418,1
193,0
943,1
883,0
530,1
508,1
1519,0
1062,1
296,0
610,0
1339,1
964,1
599,1
782,0
1211,0
727,0
523,0
1010,1
1145,1
1095,0
182,0
191,1
845,0
181,0
1489,1
1474,0
430,1
1393,0
1254,0
1203,0
930,0
571,1
1250,1
1452,1
695,1
1460,1
200,1
322,0
556,1
1318,1
706,0
720,0
1049,1
206,1
1241,0
232,1
392,0
893,0
483,0
1222,1
41,0
1319,1
1351,1
108,1
256,0
1432,1
1091,1
1503,1
1496,0
1454,1
1469,0
1209,1
1414,0
552,1
826,1
1300,1
614,1
1197,1
685,0
1529,1
1015,1
1034,1
209,1
1498,1
1090,1
37,1
707,0
660,1
218,0
949,1
534,1
823,0
1582,0
1127,1
1017,1
1142,1
627,0
458,1
221,0
585,1
1321,1
293,1
1317,1
496,1
738,0
1166,0
224,0
228,1
745,1
1191,0
481,1
1357,1
434,1
236,1
334,1
766,0
316,0
709,1
204,1
1347,0
742,0
644,0
61,0
563,1
1389,0
217,0
1082,1
486,0
554,0
561,0
1332,1
734,0
400,0
1288,0
683,0
1523,0
245,1
848,0
1541,1
1544,1
920,0
52,1
579,1
153,0
1198,1
715,1
150,1
1231,0
813,0
1486,0
710,0
107,0
1333,0
338,1
443,1
549,1
145,0
446,0
180,0
972,1
415,0
862,0
516,1
775,0
955,0
975,0
839,0
1482,0
81,0
980,1
1547,0
277,1
582,0
1327,1
518,1
1046,1
1179,1
1355,0
321,0
849,0
888,1
1552,1
414,0
1305,0
594,0
809,1
1419,0
679,0
1160,1
1188,0
1036,1
847,1
278,1
1315,1
40,0
900,0
1076,1
1365,0
827,0
687,0
1039,1
536,0
44,0
1373,0
1273,0
308,1
412,0
865,0
532,0
702,1
1442,0
546,1
910,1
698,0
327,0
1388,0
768,1
450,1
903,1
1314,1
783,0
1585,1
208,0
1441,1
567,1
75,0
732,0
105,0
1443,0
1368,1
626,0
974,1
219,0
479,1
1058,1
804,1
452,1
1514,1
761,0
844,1
573,0
1507,1
857,1
1052,0
1134,1
829,1
519,0
314,0
1106,1
165,0
375,1
1427,0
469,0
66,0
1548,0
1022,0
1154,1
577,0
1478,0
1405,1
667,1
1568,0
912,1
1426,1
35,1
1226,0
1335,1
611,0
355,1
1316,1
602,0
1329,1
743,0
172,1
1186,0
329,0
1559,0
65,0
12,0
1242,1
274,0
413,1
1130,1
1323,1
246,0
444,1
911,1
1374,0
733,0
1325,1
737,1
504,1
178,0
1578,1
397,1
155,0
1435,1
194,0
620,0
1174,1
404,0
34,0
1463,1
1221,1
85,0
398,1
1019,0
331,1
262,0
1338,0
747,0
933,0
315,1
1011,1
931,0
333,0
603,1
1129,1
1391,0
1086,1
77,1
45,0
1202,1
109,0
936,1
850,0
31,1
754,1
817,1
1210,1
396,0
939,0
681,1
74,0
100,1
391,1
1296,0
1066,1
787,1
799,1
1549,1
343,1
304,0
1206,1
960,1
1295,0
243,1
1056,1
239,1
1121,1
834,0
114,0
1,0
1311,1
559,1
739,0
1279,1
305,1
538,1
774,1
46,0
498,1
780,1
69,1
924,0
651,0
80,0
942,1
1341,1
631,0
541,1
1597,0
424,0
211,1
1580,1
510,0
1126,1
324,1
1064,1
1298,1
157,0
1448,0
856,1
803,1
1409,1
1020,1
1281,1
967,0
427,1
1133,1
1343,1
831,1
1232,0
33,1
1516,0
1251,0
1275,1
694,0
1236,1
608,1
1538,0
649,1
89,0
997,1
587,0
111,0
1477,1
98,0
1593,1
129,0
979,0
586,1
1104,1
463,0
948,1
921,1
876,0
1407,1
1385,0
758,0
287,1
872,0
927,0
956,1
1408,1
1382,0
971,1
159,1
419,0
985,1
902,1
749,1
282,0
1223,1
312,1
87,0
785,0
1256,0
729,1
909,1
1425,1
622,0
67,0
615,0
671,0
542,0
1053,1
596,1
1438,0
1094,1
913,1
1386,0
1002,1
148,1
1560,0
1038,1
1524,1
294,1
1105,0
216,0
1286,1
1481,0
0,0
455,1
889,0
1345,1
791,0
1278,1
509,1
769,0
591,1
1471,0
1562,0
57,0
377,1
636,0
1253,0
1444,1
864,0
1026,1
612,1
1473,0
229,0
1470,0
1074,0
796,0
473,0
140,0
323,1
147,0
1398,1
676,1
1320,0
1185,1
1080,1
1488,0
271,1
120,0
1165,0
356,0
161,0
815,0
1118,1
977,0
905,0
93,0
1201,1
937,0
189,0
993,0
1354,0
531,0
812,0
451,1
258,0
417,0
32,0
1535,1
198,1
299,0
584,1
1216,1
881,1
490,1
162,1
1152,0
199,0
873,1
1029,1
348,1
794,1
10,0
665,0
354,1
1485,0
429,1
371,1
898,1
1070,1
1324,1
471,1
728,0
96,0
802,1
1083,1
736,0
923,1
1025,1
360,0
1532,1
1132,1
641,0
914,1
68,0
88,0
741,0
158,0
1424,1
525,0
684,0
1418,0
259,1
468,1
725,0
1545,1
167,0
97,0
137,0
824,0
934,0
918,1
1406,1
1383,0
1234,1
935,1
268,1
1249,1
1158,1
1304,0
1012,0
365,1
141,0
1459,1
16,1
581,0
878,1
128,1
1030,1
1326,1
59,1
1534,1
143,0
950,1
1594,0
252,0
78,0
1135,1
1289,0
578,0
270,1
987,0
422,0
347,1
963,1
551,1
474,1
655,0
242,1
522,0
816,1
572,0
925,1
1495,1
467,1
1270,1
1013,1
22,0
894,1
1445,1
1207,0
51,1
748,1
179,0
672,0
619,0
151,0
497,0
1512,1
1240,0
638,1
786,0
1237,1
291,0
1267,1
464,1
696,1
266,0
632,1
1394,0
570,1
448,1
1530,1
1107,1
86,1
461,0
1570,1
388,1
286,1
555,0
1218,1
1500,0
928,0
1032,0
1063,1
1457,0
814,1
1161,1
895,1
1271,1
922,1
999,1
26,0
1411,1
1576,1
310,1
926,1
1527,1
724,0
1344,0
437,1
1447,0
283,1
1397,0
273,0
951,1
1187,1
439,0
1257,1
805,1
72,0
337,0
501,1
117,1
253,0
225,1
380,1
144,1
118,1
442,1
983,1
142,1
254,1
3,1
210,1
465,0
721,0
95,1
1475,1
1309,0
493,1
311,1
149,1
830,0
771,0
663,1
447,0
868,1
897,1
1040,0
1246,0
197,1
1148,1
1384,0
1120,1
917,1
1372,0
64,0
995,1
1410,1
1144,0
345,0
1131,0
528,1
19,1
203,0
978,1
1140,1
1595,1
393,0
1277,1
482,0
1558,0
1259,1
723,0
1449,1
399,0
961,0
566,1
1077,0
1194,1
152,0
1113,1
1212,1
969,0
1276,0
381,1
1123,1
351,1
112,0
1176,0
379,1
1312,0
103,0
99,1
1375,0
854,1
759,0
1399,1
629,0
247,0
339,1
460,1
1169,1
1051,0
575,1
568,1
1508,1
539,0
307,1
891,0
1180,1
361,1
1464,0
1159,0
947,1
1073,1
763,0
1551,0
1313,1
1244,1
657,1
700,1
899,0
421,1
183,0
110,0
716,0
1301,1
801,0
592,0
512,1
28,0
1363,0
1557,1
25,0
130,0
358,1
670,0
336,1
1504,1
136,0
390,1
190,0
123,0
11,0
1190,1
647,0
776,1
,classification
430,1
228,1
295,0
334,1
135,0
1404,1
352,0
1563,0
806,1
1468,1
1480,0
134,1
74,0
600,0
489,1
1184,0
322,0
132,0
696,1
778,0
303,0
1569,1
124,0
1413,0
1098,1
781,0
1501,0
1186,0
133,1
92,0
1450,1
1127,1
1042,1
1424,1
830,0
1447,0
1077,0
840,1
495,1
120,0
428,0
1564,0
32,0
1162,1
323,1
1139,1
345,0
1165,0
689,0
247,0
1560,0
55,0
1212,1
46,0
1332,1
1358,0
790,1
1214,1
749,1
1367,1
65,0
395,1
1267,1
43,0
647,0
1153,1
119,1
812,0
308,1
989,1
493,1
1479,0
506,1
736,0
949,1
789,0
1555,1
1395,1
392,0
64,0
377,1
1414,0
157,0
452,1
1410,1
761,0
1442,0
456,0
1232,0
324,1
1352,0
1335,1
922,1
419,0
63,0
1197,1
187,0
122,0
567,1
1344,0
963,1
1483,0
333,0
1199,1
674,1
1123,1
9,0
116,1
1137,1
440,1
166,0
597,1
581,0
0,0
879,0
1427,0
1068,1
1247,0
615,0
203,0
1039,1
552,1
598,1
384,0
266,0
337,0
756,1
278,1
88,0
1240,0
482,0
939,0
33,1
871,0
1543,1
823,0
857,1
1405,1
1426,1
633,0
491,1
301,1
251,1
926,1
10,0
1535,1
1251,0
594,0
586,1
344,1
957,1
803,1
1346,0
471,1
888,1
1019,0
1177,1
779,0
1218,1
1557,1
372,1
1421,0
1309,0
1105,0
154,0
1514,1
660,1
678,0
528,1
918,1
400,0
770,1
1100,1
1482,0
496,1
416,1
1486,0
911,1
1392,0
379,1
652,0
635,0
1457,0
968,1
679,0
1530,1
1260,0
1169,1
131,0
932,1
591,1
1007,1
566,1
109,0
733,0
199,0
1360,0
900,0
1187,1
737,1
650,0
707,0
1244,1
1249,1
388,1
892,1
14,0
1432,1
1289,0
484,1
864,0
1496,0
1021,1
351,1
663,1
607,1
1396,0
1293,0
937,0
1110,1
768,1
507,1
832,0
596,1
917,1
1562,0
18,0
1438,0
477,1
568,1
1539,0
513,1
1513,1
1316,1
369,1
443,1
773,1
1196,1
538,1
943,1
386,1
915,1
1430,0
1339,1
1517,1
573,0
990,0
703,0
479,1
87,0
1108,0
1088,1
1488,0
287,1
1156,1
396,0
476,0
1157,1
347,1
442,1
942,1
164,0
219,0
1209,1
550,1
320,1
1574,1
317,1
1387,0
1060,1
1531,0
1273,0
574,1
891,0
1388,0
1443,0
1437,0
1198,1
209,1
512,1
554,0
612,1
1143,1
1118,1
558,1
621,0
754,1
205,1
977,0
842,1
201,0
755,1
239,1
1571,1
474,1
267,1
415,0
60,0
466,1
613,0
22,0
608,1
774,1
138,0
1154,1
771,0
1096,1
51,1
227,0
1028,1
1239,0
944,1
546,1
403,1
965,1
998,1
17,0
929,1
811,1
616,0
1191,0
525,0
1222,1
61,0
983,1
545,0
200,1
1032,0
211,1
1591,1
1128,0
527,1
802,1
1135,1
58,0
225,1
1026,1
463,0
472,1
139,0
1400,0
882,1
1328,0
97,0
730,0
1473,0
887,1
902,1
788,1
292,1
54,1
307,1
1475,1
1012,0
1113,1
152,0
1398,1
1248,1
168,1
728,0
44,0
1064,1
1150,1
1051,0
1380,1
421,1
1566,1
316,0
604,1
464,1
1172,1
665,0
1565,1
72,0
819,0
555,0
359,1
413,1
1538,0
619,0
50,0
1053,1
67,0
1294,1
1242,1
686,0
537,1
672,0
206,1
12,0
609,1
798,1
1372,0
1114,1
632,1
475,0
721,0
629,0
1478,0
954,1
1107,1
595,0
178,0
1295,0
363,0
576,0
1377,1
1509,0
1237,1
1005,1
1498,1
128,1
151,0
938,1
381,1
1003,1
424,0
807,1
96,0
503,1
1319,1
875,1
1559,0
1055,1
490,1
1160,1
813,0
699,1
572,0
1428,0
112,0
422,0
296,0
540,0
1115,1
1161,1
1587,1
1035,1
553,0
425,1
229,0
793,0
603,1
346,1
1499,1
394,0
1310,0
1550,0
878,1
1524,1
1580,1
1490,1
947,1
862,0
1225,0
1578,1
1494,1
502,1
1145,1
500,1
115,1
1176,0
114,0
1351,1
1082,1
398,1
350,1
319,1
1529,1
1408,1
1461,0
367,0
827,0
821,1
2,0
453,1
1121,1
1449,1
389,1
780,1
1044,1
1083,1
626,0
1040,0
872,0
1505,0
1464,0
1270,1
1045,1
729,1
1002,1
263,0
655,0
1422,1
992,1
509,1
312,1
767,0
1079,1
380,1
1526,1
145,0
1386,0
15,0
1415,0
1031,1
409,0
1466,1
1472,1
1057,0
588,1
931,0
1325,1
980,1
578,0
1046,1
874,1
271,1
1350,0
279,1
1280,1
1537,1
446,0
826,1
226,1
565,0
147,0
299,0
601,1
184,1
547,1
863,0
654,0
284,0
35,1
1525,0
480,0
1206,1
1561,0
188,0
952,1
365,1
618,0
155,0
255,0
1144,0
656,0
1297,1
241,1
972,1
106,0
281,1
948,1
1583,0
222,0
1136,1
1357,1
1279,1
1532,1
28,0
924,0
144,1
984,0
264,0
478,0
1403,1
362,0
1369,0
978,1
841,0
1159,0
787,1
958,1
349,1
868,1
254,1
919,1
883,0
1061,1
1353,0
1181,0
510,0
517,0
792,1
1348,0
272,0
99,1
153,0
202,0
194,0
522,0
1271,1
526,0
38,0
670,0
1106,1
450,1
544,1
805,1
1190,1
80,0
677,0
1338,0
48,0
1277,1
724,0
708,1
288,1
26,0
191,1
856,1
1406,1
583,1
720,0
16,1
339,1
282,0
146,0
343,1
704,0
504,1
285,0
298,0
283,1
1066,1
216,0
315,1
1072,1
185,0
628,1
861,1
848,0
218,0
492,1
1253,0
1542,1
1456,1
1102,1
577,0
1076,1
1094,1
