,classification
1367,1
1200,1
394,0
506,1
1026,1
298,0
1157,1
1376,0
598,1
392,0
1385,0
671,0
293,1
454,0
193,0
720,0
247,0
1456,1
1063,1
1166,0
249,1
660,1
122,0
1112,1
366,1
35,1
219,0
624,0
140,0
939,0
290,1
133,1
126,0
612,1
1495,1
294,1
690,0
757,0
1048,1
1195,1
830,0
103,0
1479,0
695,1
829,1
128,1
278,1
357,1
475,0
979,0
1506,1
,classification
517,0
195,0
265,1
1446,0
811,1
1538,0
303,0
425,1
810,0
942,1
566,1
656,0
353,0
408,1
685,0
1280,1
1223,1
82,0
506,1
143,0
798,1
1067,1
208,0
891,0
288,1
282,0
1105,0
1408,1
1127,1
489,1
1360,0
1012,0
973,0
613,0
1128,0
726,1
1391,0
103,0
1031,1
577,0
832,0
386,1
39,0
154,0
547,1
1288,0
68,0
1291,1
1200,1
972,1
932,1
817,1
667,1
1452,1
227,0
694,0
742,0
493,1
595,0
1339,1
1118,1
1364,1
1488,0
158,0
1367,1
826,1
750,0
3,1
96,0
161,0
1422,1
927,0
1522,0
710,0
806,1
304,0
640,0
999,1
120,0
505,1
1142,1
1021,1
470,0
484,1
1038,1
1537,1
787,1
612,1
1177,1
903,1
280,1
416,1
690,0
1110,1
1252,0
15,0
926,1
1180,1
1529,1
1401,0
464,1
1351,1
135,0
933,0
729,1
292,1
1565,1
1514,1
838,1
55,0
502,1
1103,1
83,0
72,0
1541,1
582,0
309,1
531,0
1484,0
1276,0
1345,1
646,0
1433,1
1164,0
1138,0
1073,1
449,1
88,0
784,0
1206,1
2,0
890,0
1239,0
914,1
50,0
1467,0
1571,1
146,0
212,1
1210,1
1075,1
410,1
238,1
350,1
281,1
71,0
803,1
557,0
105,0
1399,1
736,0
1086,1
1485,0
777,1
568,1
119,1
783,0
321,0
457,0
717,0
166,0
434,1
1141,1
469,0
997,1
17,0
651,0
789,0
773,1
1157,1
1314,1
1081,1
215,0
1004,0
529,0
1063,1
536,0
1045,1
1061,1
645,1
876,0
1479,0
429,1
533,1
78,0
1343,1
1311,1
1035,1
716,0
1187,1
335,1
805,1
665,0
1453,0
515,0
97,0
1549,1
707,0
1321,1
967,0
129,0
459,0
159,1
155,0
1315,1
84,1
1405,1
1190,1
732,0
1077,0
252,0
1409,1
1580,1
1029,1
452,1
1354,0
908,1
1526,1
626,0
1418,0
1407,1
147,0
160,0
264,0
1318,1
1282,1
564,1
1001,1
520,1
94,0
1493,0
172,1
389,1
1363,0
1191,0
819,0
650,0
296,0
1376,0
1462,1
1122,1
104,0
436,1
561,0
29,1
21,0
118,1
219,0
1020,1
1182,1
1379,1
210,1
59,1
1219,1
615,0
795,0
1158,1
1222,1
1227,0
1340,1
1535,1
636,0
343,1
100,1
606,1
535,1
156,0
312,1
948,1
687,0
514,1
1421,0
905,0
1531,0
1395,1
629,0
380,1
1587,1
142,1
830,0
1095,0
1167,1
1088,1
1521,0
186,0
1576,1
569,1
1092,1
1477,1
1496,0
896,1
507,1
747,0
1361,0
1049,1
545,0
1575,1
444,1
1196,1
1328,0
625,0
1108,0
344,1
263,0
19,1
723,0
211,1
1203,0
1381,0
69,1
1546,0
1221,1
364,1
114,0
365,1
713,0
1530,1
249,1
328,1
683,0
,classification
31,1
616,0
456,0
1058,1
864,0
1556,0
1480,0
1428,0
1490,1
335,1
1328,0
785,0
596,1
1534,1
194,0
974,1
1372,0
991,0
1027,0
1083,1
327,0
1018,1
175,0
1066,1
1336,0
14,0
904,1
422,0
217,0
338,1
795,0
977,0
739,0
238,1
1089,1
959,0
259,1
244,1
507,1
1299,0
1512,1
1344,0
788,1
940,1
1038,1
148,1
1280,1
1133,1
216,0
306,0
92,0
1087,1
142,1
234,1
1039,1
293,1
644,0
375,1
554,0
221,0
1292,1
1218,1
949,1
775,0
1125,1
1494,1
129,0
190,0
1031,1
88,0
164,0
1076,1
193,0
1475,1
735,0
125,0
1270,1
899,0
1231,0
500,1
995,1
540,0
1597,0
117,1
670,0
1107,1
23,0
994,0
454,0
648,1
978,1
838,1
195,0
473,0
652,0
1573,1
71,0
1405,1
1063,1
745,1
728,0
8,1
548,1
1002,1
604,1
1013,1
1337,0
1121,1
1149,1
743,0
76,0
595,0
733,0
1056,1
1578,1
1324,1
205,1
343,1
1401,0
503,1
1396,0
182,0
989,1
1162,1
938,1
524,0
752,0
296,0
1442,0
1015,1
146,0
474,1
1327,1
1411,1
1487,0
1310,0
955,0
555,0
682,0
1142,1
771,0
417,0
772,0
1389,0
420,1
1317,1
1462,1
1067,1
493,1
38,0
809,1
1077,0
91,1
1531,0
1381,0
804,1
536,0
165,0
303,0
657,1
374,1
631,0
1590,1
1291,1
1238,0
900,0
1547,0
1197,1
1546,0
468,1
159,1
93,0
1210,1
1096,1
1400,0
1156,1
576,0
1471,0
54,1
171,1
199,0
1558,0
792,1
432,1
887,1
582,0
1258,1
805,1
1129,1
1301,1
1376,0
910,1
911,1
798,1
387,1
744,0
543,1
372,1
1094,1
1449,1
1375,0
867,1
202,0
757,0
1421,0
139,0
859,1
1174,1
140,0
404,0
242,1
1158,1
1595,1
245,1
325,1
1451,1
319,1
679,0
1479,0
570,1
451,1
1071,0
1339,1
1312,0
355,1
33,1
1098,1
1564,0
1019,0
285,0
783,0
273,0
1552,1
878,1
1580,1
1515,1
49,0
1529,1
1163,0
1316,1
1305,0
573,0
249,1
1007,1
799,1
1407,1
138,0
478,0
639,1
363,0
1491,0
1436,0
231,1
966,1
905,0
1122,1
1370,0
411,0
877,1
589,1
391,1
19,1
1088,1
394,0
1311,1
598,1
945,1
212,1
112,0
1349,0
881,1
258,0
490,1
575,1
439,0
1492,0
1213,1
811,1
572,0
1223,1
1103,1
253,0
384,0
247,0
1469,0
329,0
930,0
722,0
309,1
972,1
1330,1
1199,1
210,1
901,1
917,1
1284,0
781,0
1553,0
825,0
466,1
1458,0
550,1
240,0
790,1
906,0
1175,1
660,1
692,0
467,1
734,0
115,1
351,1
1211,0
1232,0
742,0
574,1
1408,1
1022,0
844,1
918,1
,classification
985,1
240,0
1420,0
1416,0
355,1
792,1
646,0
1557,1
77,1
469,0
715,1
314,0
181,0
416,1
1511,0
520,1
682,0
771,0
567,1
175,0
338,1
256,0
859,1
103,0
123,0
163,0
288,1
430,1
1180,1
523,0
521,0
803,1
864,0
1408,1
1202,1
1399,1
255,0
1134,1
44,0
1111,1
935,1
1322,0
1327,1
279,1
458,1
1360,0
872,0
837,1
195,0
40,0
1208,1
727,0
878,1
1098,1
783,0
812,0
128,1
1308,0
1474,0
1440,1
1160,1
321,0
1447,0
664,0
744,0
638,1
373,0
639,1
736,0
690,0
609,1
206,1
701,1
95,1
176,0
1230,1
768,1
1461,0
684,0
234,1
1007,1
1463,1
564,1
630,1
1582,0
170,0
1542,1
39,0
901,1
1419,0
297,0
24,1
1496,0
729,1
37,1
1154,1
1042,1
141,0
1272,0
875,1
425,1
1368,1
138,0
703,0
420,1
970,1
691,0
600,0
652,0
627,0
1301,1
319,1
1364,1
1071,0
956,1
407,1
773,1
1249,1
1379,1
473,0
1527,1
892,1
621,0
1109,1
151,0
548,1
1147,1
795,0
889,0
819,0
207,0
1255,0
220,1
397,1
76,0
68,0
603,1
619,0
1569,1
1148,1
1018,1
166,0
747,0
1468,1
1211,0
1204,1
904,1
1198,1
443,1
1478,0
189,0
1260,0
305,1
226,1
1375,0
542,0
1082,1
1475,1
1410,1
825,0
784,0
1318,1
1079,1
622,0
329,0
1288,0
1328,0
960,1
834,0
845,0
689,0
285,0
953,1
8,1
96,0
498,1
28,0
1222,1
1108,0
1489,1
1388,0
0,0
838,1
778,0
266,0
1436,0
1555,1
906,0
232,1
383,1
1259,1
912,1
432,1
572,0
828,1
131,0
1320,0
1171,1
1030,1
1123,1
1593,1
143,0
504,1
818,0
659,0
980,1
1439,1
1214,1
1119,0
1581,0
152,0
536,0
1425,1
1236,1
702,1
833,0
1070,1
1332,1
934,0
717,0
218,0
836,1
371,1
115,1
150,1
1110,1
308,1
1502,0
757,0
781,0
161,0
642,0
807,1
608,1
1112,1
1355,0
1458,0
883,0
1118,1
1534,1
1443,0
419,0
202,0
1576,1
1529,1
1174,1
411,0
957,1
247,0
476,0
1536,1
1452,1
1391,0
484,1
1116,1
343,1
1544,1
11,0
108,1
184,1
111,0
194,0
1201,1
1177,1
1103,1
1317,1
879,0
79,0
146,0
1381,0
1277,1
117,1
1333,0
547,1
1335,1
1065,1
963,1
1319,1
1315,1
1390,1
73,0
961,0
401,1
662,1
732,0
1533,0
1279,1
1053,1
1096,1
760,0
821,1
1559,0
445,1
1051,0
911,1
282,0
1210,1
779,0
118,1
1530,1
1495,1
183,0
1062,1
635,0
724,0
301,1
412,0
1028,1
1331,0
604,1
997,1
532,0
1226,0
1192,1
541,1
1089,1
1372,0
881,1
1467,0
1165,0
,classification
743,0
161,0
136,0
1281,1
720,0
408,1
194,0
272,0
1364,1
1539,0
229,0
511,1
1017,1
1455,1
1245,0
672,0
683,0
1319,1
849,0
451,1
1150,1
1343,1
439,0
619,0
739,0
228,1
156,0
294,1
1473,0
578,0
11,0
1433,1
445,1
1210,1
1313,1
864,0
1453,0
559,1
692,0
250,1
807,1
910,1
603,1
66,0
101,1
1530,1
481,1
688,0
1209,1
549,1
1597,0
195,0
786,0
742,0
905,0
704,0
493,1
1575,1
1413,0
1357,1
539,0
1226,0
267,1
183,0
111,0
157,0
796,0
1076,1
1410,1
1182,1
1125,1
1110,1
218,0
420,1
42,1
765,1
1505,0
53,0
1381,0
750,0
395,1
1367,1
627,0
551,1
810,0
628,1
838,1
647,0
413,1
1556,0
969,0
483,0
1026,1
872,0
803,1
336,1
813,0
208,0
258,0
459,0
1240,0
61,0
344,1
31,1
526,0
966,1
906,0
1394,0
1488,0
446,0
1092,1
470,0
154,0
1091,1
1033,1
1585,1
1074,0
1105,0
1127,1
353,0
1124,0
582,0
76,0
965,1
1232,0
384,0
817,1
1302,1
1065,1
612,1
3,1
458,1
295,0
36,1
1463,1
198,1
1531,0
1484,0
703,0
1096,1
255,0
694,0
505,1
989,1
1370,0
1595,1
80,0
697,1
1174,1
671,0
171,1
318,1
830,0
1541,1
345,0
548,1
201,0
507,1
527,1
1376,0
1526,1
319,1
47,0
1536,1
119,1
1480,0
268,1
317,1
887,1
211,1
715,1
17,0
1121,1
325,1
109,0
197,1
509,1
20,1
1080,1
62,1
856,1
668,0
927,0
1443,0
1112,1
1514,1
479,1
774,1
443,1
1479,0
714,0
662,1
992,1
1237,1
73,0
495,1
860,0
1025,1
730,0
792,1
342,1
853,1
1078,0
1501,0
928,0
747,0
278,1
1317,1
1170,1
541,1
1339,1
162,1
1497,1
891,0
884,1
502,1
498,1
1426,1
173,1
553,0
643,0
450,1
1322,0
573,0
988,0
433,0
500,1
874,1
909,1
454,0
951,1
1341,1
983,1
981,0
667,1
913,1
1106,1
129,0
382,1
1139,1
1028,1
933,0
1119,0
955,0
1572,0
242,1
821,1
357,1
1172,1
534,1
12,0
356,0
363,0
848,0
1253,0
104,0
1520,1
1085,0
1509,0
1471,0
94,0
1451,1
67,0
1475,1
1580,1
465,0
172,1
1540,1
447,0
441,1
63,0
385,1
1300,1
399,0
423,1
314,0
189,0
855,1
1249,1
282,0
1179,1
1190,1
569,1
117,1
1529,1
1511,0
1051,0
1268,1
1524,1
79,0
586,1
74,0
1027,0
78,0
768,1
1013,1
811,1
1474,0
1496,0
1516,0
685,0
281,1
962,0
350,1
60,0
1440,1
380,1
390,1
181,0
316,0
1248,1
819,0
1068,1
1368,1
642,0
266,0
980,1
1332,1
1375,0
1162,1
,classification
961,0
183,0
214,1
751,0
534,1
1403,1
174,0
1150,1
1296,0
572,0
343,1
857,1
807,1
52,1
1402,1
1269,1
1438,0
93,0
644,0
1326,1
1568,0
350,1
964,1
29,1
226,1
1284,0
451,1
380,1
1411,1
1577,1
519,0
1549,1
913,1
731,0
1112,1
105,0
711,0
186,0
869,1
53,0
179,0
1,0
1340,1
38,0
709,1
376,1
159,1
915,1
217,0
271,1
645,1
1019,0
853,1
892,1
1366,0
169,0
1237,1
1483,0
813,0
1534,1
868,1
359,1
611,0
330,1
261,0
1319,1
347,1
324,1
312,1
299,0
1118,1
50,0
1214,1
677,0
95,1
426,1
161,0
1242,1
336,1
232,1
491,1
1187,1
1327,1
1485,0
1401,0
384,0
1507,1
1235,0
1344,0
37,1
970,1
858,1
582,0
1363,0
609,1
535,1
511,1
488,1
1217,1
1421,0
969,0
594,0
264,0
979,0
416,1
1539,0
480,0
1466,1
22,0
592,0
173,1
503,1
761,0
1432,1
251,1
1278,1
1250,1
392,0
923,1
68,0
35,1
6,0
929,1
1092,1
872,0
57,0
1174,1
1004,0
1232,0
1052,0
747,0
367,0
916,0
218,0
1550,0
681,1
1335,1
981,0
408,1
571,1
462,0
552,1
1020,1
266,0
810,0
136,0
1157,1
139,0
1161,1
882,1
1236,1
1524,1
477,1
703,0
1226,0
1275,1
458,1
1323,1
54,1
1042,1
1325,1
1419,0
215,0
1471,0
71,0
1239,0
361,1
972,1
144,1
279,1
912,1
1054,1
198,1
1462,1
1131,0
1563,0
1086,1
1192,1
531,0
365,1
1085,0
228,1
434,1
1322,0
952,1
1452,1
1140,1
1156,1
1381,0
705,0
957,1
1022,0
303,0
718,0
1354,0
7,1
235,1
719,0
1084,1
1586,1
1021,1
676,1
81,0
316,0
838,1
1026,1
639,1
587,0
1580,1
423,1
145,0
1144,0
1574,1
435,0
1481,0
239,1
647,0
692,0
828,1
564,1
1339,1
313,0
888,1
112,0
1183,0
605,1
1015,1
1002,1
1367,1
348,1
129,0
1113,1
931,0
387,1
1290,0
484,1
834,0
123,0
848,0
874,1
74,0
749,1
202,0
433,0
849,0
539,0
257,0
445,1
127,0
1018,1
476,0
1376,0
55,0
280,1
544,1
1318,1
1509,0
1272,0
1430,0
905,0
1503,1
591,1
546,1
1274,1
757,0
1184,0
83,0
492,1
1331,0
1582,0
1343,1
43,0
289,0
1105,0
1544,1
310,1
148,1
229,0
306,0
765,1
418,1
10,0
1529,1
1533,0
1418,0
693,0
1293,0
1356,0
236,1
1434,1
928,0
1310,0
1160,1
1587,1
650,0
249,1
556,1
1175,1
210,1
307,1
21,0
346,1
1243,0
617,1
1244,1
1070,1
1055,1
700,1
1347,0
1492,0
1594,0
1518,0
715,1
907,1
158,0
1333,0
750,0
1502,0
775,0
1292,1
,classification
550,1
1427,0
1126,1
855,1
129,0
352,0
596,1
25,0
732,0
167,0
642,0
192,0
1193,0
486,0
598,1
1097,0
152,0
566,1
425,1
1026,1
1285,0
404,0
1335,1
1004,0
614,1
191,1
530,1
347,1
513,1
716,0
479,1
693,0
790,1
573,0
948,1
460,1
966,1
22,0
949,1
457,0
726,1
67,0
209,1
1115,1
762,1
90,0
1432,1
910,1
705,0
1455,1
229,0
636,0
418,1
1587,1
1011,1
233,0
1263,0
85,0
124,0
1250,1
92,0
1580,1
686,0
649,1
1569,1
103,0
1017,1
696,1
616,0
481,1
345,0
1330,1
1590,1
1541,1
1007,1
310,1
892,1
879,0
1194,1
811,1
1410,1
340,1
113,1
359,1
1470,0
1148,1
1200,1
1058,1
1078,0
740,1
1554,1
380,1
1544,1
1337,0
1496,0
1483,0
34,0
886,1
840,1
236,1
1486,0
405,1
604,1
629,0
53,0
827,0
544,1
1392,0
495,1
953,1
114,0
27,0
132,0
1560,0
60,0
403,1
612,1
872,0
1476,0
1390,1
568,1
492,1
31,1
135,0
1474,0
876,0
320,1
772,0
553,0
1558,0
389,1
172,1
160,0
1171,1
1461,0
112,0
1366,0
1040,0
676,1
400,0
631,0
1412,1
1353,0
158,0
579,1
669,1
843,0
118,1
990,0
476,0
110,0
375,1
830,0
442,1
295,0
356,0
946,1
1583,0
255,0
900,0
279,1
1155,0
1464,0
386,1
965,1
621,0
1205,1
1556,0
1498,1
1371,1
424,0
1477,1
766,0
141,0
1242,1
416,1
929,1
858,1
1350,0
1047,0
1595,1
1581,0
1110,1
1252,0
1442,0
1529,1
1386,0
1466,1
1201,1
228,1
321,0
47,0
668,0
1401,0
1203,0
1317,1
557,0
1346,0
1352,0
12,0
590,0
408,1
606,1
1067,1
1142,1
162,1
835,0
52,1
680,0
204,1
10,0
1157,1
1565,1
309,1
281,1
1355,0
1265,1
591,1
430,1
1300,1
1467,0
1490,1
903,1
406,1
987,0
793,0
1088,1
1507,1
1574,1
1049,1
136,0
1076,1
444,1
927,0
323,1
1033,1
1537,1
699,1
1333,0
1113,1
1019,0
1436,0
393,0
249,1
1209,1
58,0
413,1
1596,1
585,1
261,0
685,0
1080,1
1289,0
1114,1
217,0
0,0
920,0
1179,1
1524,1
97,0
24,1
970,1
1383,0
1112,1
1448,0
1208,1
474,1
704,0
777,1
750,0
1073,1
1272,0
142,1
1575,1
111,0
254,1
278,1
1057,0
1213,1
410,1
1105,0
178,0
960,1
397,1
1555,1
1022,0
837,1
962,0
653,1
1214,1
1562,0
1184,0
1192,1
1261,0
522,0
1343,1
523,0
655,0
1468,1
392,0
503,1
785,0
662,1
1281,1
446,0
1404,1
643,0
947,1
561,0
244,1
307,1
1045,1
173,1
297,0
176,0
292,1
697,1
337,0
1478,0
1589,0
,classification
1558,0
1415,0
507,1
131,0
24,1
1457,0
728,0
80,0
1403,1
1446,0
293,1
1157,1
1282,1
264,0
1206,1
1507,1
373,0
443,1
370,0
1575,1
681,1
1597,0
343,1
1325,1
416,1
607,1
992,1
884,1
1226,0
412,0
283,1
1187,1
1569,1
460,1
1083,1
1141,1
1390,1
105,0
1468,1
397,1
1065,1
1323,1
1203,0
677,0
1218,1
1295,0
377,1
1240,0
1217,1
1311,1
891,0
1333,0
714,0
1174,1
1111,1
334,1
1230,1
958,1
1131,0
1533,0
792,1
747,0
1407,1
925,1
826,1
695,1
1091,1
962,0
319,1
85,0
547,1
1583,0
852,0
922,1
1262,0
392,0
1126,1
979,0
630,1
1191,0
184,1
540,0
240,0
1402,1
864,0
1023,1
931,0
348,1
82,0
1070,1
868,1
1516,0
190,0
1071,0
1235,0
805,1
1216,1
1315,1
1509,0
1501,0
829,1
1594,0
44,0
1557,1
309,1
476,0
341,1
354,1
1271,1
307,1
930,0
274,0
112,0
57,0
1305,0
1503,1
1039,1
1047,0
1171,1
1172,1
757,0
100,1
894,1
1154,1
624,0
79,0
500,1
193,0
691,0
904,1
337,0
1128,0
236,1
528,1
132,0
857,1
1570,1
1029,1
738,0
608,1
644,0
726,1
613,0
1049,1
980,1
1587,1
898,1
803,1
1395,1
538,1
870,1
197,1
622,0
566,1
532,0
555,0
774,1
1480,0
1479,0
761,0
462,0
257,0
893,0
106,0
878,1
945,1
671,0
224,0
707,0
591,1
83,0
651,0
376,1
141,0
1408,1
664,0
696,1
425,1
196,0
1489,1
332,1
1177,1
701,1
560,0
1024,1
1066,1
1450,1
143,0
14,0
661,0
17,0
1270,1
1182,1
771,0
1441,1
1204,1
89,0
379,1
912,1
96,0
444,1
1115,1
56,0
565,0
1069,0
705,0
524,0
1188,0
791,0
484,1
1438,0
1294,1
160,0
549,1
204,1
1561,0
702,1
754,1
154,0
667,1
642,0
776,1
1121,1
1414,0
944,1
1513,1
794,1
1372,0
439,0
948,1
345,0
1124,0
181,0
136,0
1147,1
1236,1
1109,1
1538,0
1155,0
598,1
1417,1
22,0
321,0
1490,1
957,1
147,0
1246,0
21,0
858,1
1459,1
730,0
1593,1
970,1
923,1
824,0
303,0
239,1
1445,1
1,0
305,1
368,0
119,1
1231,0
216,0
652,0
20,1
186,0
1279,1
733,0
1453,0
210,1
1436,0
1249,1
875,1
1555,1
1210,1
1355,0
1243,0
988,0
436,1
272,0
1515,1
1319,1
961,0
256,0
818,0
521,0
900,0
156,0
1397,0
1103,1
335,1
1063,1
175,0
1471,0
182,0
331,1
620,0
445,1
1297,1
1379,1
121,1
1195,1
1517,1
16,1
1022,0
86,1
382,1
645,1
1367,1
260,0
1252,0
139,0
580,0
991,0
1278,1
1159,0
997,1
1092,1
1258,1
,classification
867,1
1390,1
1056,1
1155,0
828,1
1332,1
703,0
1504,1
65,0
171,1
87,0
780,1
1266,1
587,0
1233,0
1501,0
1373,0
743,0
737,1
401,1
48,0
1175,1
1432,1
1437,0
1060,1
410,1
216,0
245,1
1210,1
1187,1
617,1
1256,0
668,0
44,0
1436,0
1137,1
932,1
1139,1
938,1
341,1
265,1
1472,1
1195,1
1277,1
147,0
842,1
131,0
1447,0
820,0
1207,0
258,0
583,1
12,0
432,1
487,1
138,0
1596,1
491,1
237,1
1106,1
516,1
599,1
575,1
753,0
688,0
184,1
105,0
874,1
1567,0
1057,0
1397,0
535,1
1357,1
520,1
36,1
269,1
920,0
126,0
1278,1
1263,0
422,0
490,1
3,1
1071,0
1404,1
1368,1
939,0
1318,1
1532,1
744,0
596,1
1104,1
1300,1
204,1
1286,1
1379,1
1423,0
190,0
1430,0
69,1
389,1
1113,1
1147,1
300,1
111,0
1213,1
729,1
7,1
818,0
73,0
175,0
28,0
580,0
702,1
1412,1
964,1
203,0
1399,1
1513,1
255,0
115,1
18,0
461,0
1152,0
478,0
477,1
1093,1
1531,0
1536,1
1539,0
1493,0
95,1
762,1
338,1
701,1
481,1
315,1
41,0
906,0
229,0
754,1
1185,1
909,1
1039,1
122,0
849,0
1338,0
1043,1
361,1
1154,1
437,1
59,1
797,1
318,1
960,1
1482,0
916,0
128,1
1048,1
1298,1
1416,0
543,1
1184,0
1021,1
886,1
346,1
1028,1
973,0
823,0
715,1
1025,1
1351,1
156,0
133,1
97,0
1442,0
1428,0
1159,0
1548,0
690,0
1244,1
512,1
720,0
1425,1
921,1
193,0
844,1
726,1
532,0
871,0
1186,0
219,0
1058,1
733,0
1333,0
176,0
1281,1
669,1
8,1
372,1
616,0
1038,1
1189,0
1170,1
1312,0
966,1
673,0
1020,1
98,0
1350,0
76,0
1345,1
1087,1
181,0
68,0
863,0
310,1
280,1
1242,1
521,0
101,1
860,0
1101,1
281,1
1044,1
734,0
107,0
1496,0
120,0
1337,0
1334,0
1541,1
528,1
501,1
571,1
153,0
239,1
217,0
1431,1
1563,0
567,1
1078,0
254,1
1035,1
1249,1
325,1
82,0
850,0
25,0
496,1
1588,1
419,0
1341,1
1562,0
541,1
725,0
1540,1
855,1
148,1
667,1
43,0
984,0
1445,1
152,0
1026,1
1,0
1150,1
1556,0
1232,0
620,0
785,0
383,1
251,1
740,1
322,0
918,1
1386,0
1243,0
1324,1
970,1
1419,0
295,0
540,0
765,1
1342,1
1284,0
412,0
958,1
1239,0
60,0
621,0
1301,1
561,0
394,0
962,0
1074,0
903,1
1316,1
1142,1
848,0
197,1
151,0
132,0
404,0
1050,0
1391,0
1388,0
