,classification
314,0
1595,1
655,0
74,0
,classification
141,0
331,1
750,0
251,1
1302,1
949,1
896,1
1253,0
1301,1
1379,1
1047,0
1420,0
1031,1
1440,1
270,1
1529,1
552,1
122,0
792,1
296,0
1341,1
1145,1
1315,1
1520,1
964,1
254,1
229,0
1292,1
379,1
433,0
49,0
215,0
1444,1
1073,1
691,0
239,1
158,0
1050,0
998,1
1594,0
1536,1
155,0
321,0
1083,1
903,1
1033,1
139,0
563,1
1210,1
976,0
832,0
1397,0
191,1
65,0
526,0
1063,1
1254,0
1241,0
570,1
985,1
972,1
833,0
1483,0
978,1
743,0
725,0
764,1
1343,1
34,0
1556,0
1012,0
971,1
112,0
483,0
785,0
1020,1
435,0
1369,0
402,1
448,1
1537,1
31,1
1143,1
72,0
256,0
770,1
1395,1
1573,1
1569,1
472,1
85,0
631,0
267,1
477,1
1238,0
1250,1
1364,1
648,1
1534,1
511,1
704,0
170,0
1164,0
1014,1
429,1
1486,0
660,1
1155,0
192,0
1528,1
973,0
737,1
845,0
1215,1
316,0
1196,1
1056,1
503,1
1424,1
1314,1
282,0
882,1
1425,1
798,1
1342,1
292,1
987,0
222,0
783,0
929,1
1449,1
966,1
1592,1
1171,1
936,1
334,1
1500,0
947,1
129,0
1127,1
731,0
962,0
841,0
1256,0
1359,1
79,0
18,0
1439,1
1151,1
1400,0
1386,0
561,0
643,0
851,0
157,0
558,1
1163,0
461,0
711,0
1429,0
1445,1
195,0
1141,1
599,1
423,1
872,0
363,0
1265,1
10,0
1148,1
285,0
37,1
615,0
1524,1
1045,1
1403,1
948,1
529,0
177,1
146,0
304,0
289,0
682,0
1502,0
73,0
1457,0
908,1
686,0
1121,1
385,1
1389,0
295,0
21,0
1230,1
125,0
1001,1
1068,1
1218,1
20,1
793,0
74,0
847,1
1557,1
388,1
1200,1
465,0
1544,1
827,0
1562,0
489,1
921,1
373,0
362,0
774,1
431,0
412,0
1356,0
1517,1
645,1
337,0
173,1
1465,0
1504,1
945,1
1596,1
168,1
905,0
1311,1
1463,1
130,0
703,0
1453,0
1028,1
1041,1
44,0
175,0
600,0
160,0
1174,1
202,0
803,1
1094,1
866,1
1100,1
1550,0
59,1
1152,0
504,1
8,1
571,1
931,0
542,0
1055,1
1015,1
722,0
1375,0
630,1
1405,1
1229,0
1240,0
742,0
534,1
1404,1
580,0
1376,0
1268,1
1490,1
441,1
1325,1
1188,0
1282,1
586,1
352,0
231,1
90,0
579,1
414,0
,classification
1364,1
527,1
1594,0
1538,0
663,1
752,0
79,0
234,1
699,1
845,0
251,1
1000,1
232,1
1163,0
1073,1
483,0
168,1
214,1
1464,0
1494,1
327,0
337,0
848,0
697,1
894,1
932,1
564,1
859,1
1307,0
729,1
1253,0
981,0
807,1
1005,1
1072,1
316,0
32,0
741,0
1354,0
953,1
1542,1
616,0
157,0
1187,1
215,0
1585,1
1543,1
1238,0
1276,0
857,1
1257,1
973,0
269,1
1010,1
345,0
1125,1
1514,1
576,0
87,0
668,0
693,0
550,1
285,0
1153,1
1540,1
1001,1
89,0
546,1
545,0
1242,1
1490,1
793,0
1284,0
694,0
117,1
277,1
161,0
1586,1
1536,1
380,1
1060,1
453,1
1044,1
1041,1
326,1
475,0
980,1
72,0
876,0
770,1
416,1
197,1
1400,0
792,1
1066,1
465,0
784,0
1325,1
175,0
178,0
511,1
300,1
625,0
1309,0
346,1
193,0
1285,0
1192,1
1007,1
495,1
603,1
1502,0
577,0
332,1
297,0
735,0
1341,1
1029,1
746,1
1489,1
39,0
370,0
528,1
260,0
1389,0
392,0
685,0
1413,0
1004,0
250,1
1263,0
540,0
1063,1
1230,1
940,1
1274,1
430,1
143,0
1067,1
349,1
878,1
1014,1
1298,1
809,1
422,0
780,1
1236,1
1038,1
1478,0
247,0
1340,1
1525,0
1110,1
556,1
490,1
1180,1
1034,1
790,1
902,1
950,1
245,1
773,1
270,1
846,0
673,0
35,1
805,1
736,0
1214,1
799,1
60,0
504,1
65,0
1458,0
238,1
532,0
1555,1
1522,0
960,1
295,0
847,1
1201,1
967,0
618,0
1020,1
1417,1
1462,1
333,0
952,1
311,1
1443,0
608,1
811,1
352,0
44,0
524,0
895,1
1510,1
351,1
1383,0
645,1
1264,1
387,1
1516,0
373,0
1482,0
631,0
319,1
1563,0
1229,0
1105,0
1143,1
466,1
1513,1
582,0
363,0
613,0
530,1
1427,0
1291,1
641,0
1311,1
1124,0
183,0
1517,1
1327,1
1100,1
602,0
498,1
706,0
379,1
1078,0
596,1
1224,1
751,0
832,0
1032,0
1381,0
860,0
835,0
1551,0
130,0
521,0
877,1
1305,0
732,0
1552,1
412,0
725,0
1304,0
920,0
1302,1
1233,0
1155,0
150,1
361,1
1239,0
1275,1
1012,0
814,1
1451,1
1135,1
634,0
1334,0
738,0
309,1
1518,0
713,0
1176,0
1460,1
745,1
570,1
229,0
742,0
702,1
1199,1
855,1
,classification
1469,0
902,1
883,0
1408,1
698,0
1368,1
706,0
804,1
28,0
1192,1
601,1
1340,1
548,1
129,0
251,1
922,1
1019,0
1578,1
1431,1
319,1
1422,1
3,1
973,0
1421,0
29,1
927,0
1096,1
307,1
321,0
286,1
1279,1
677,0
942,1
1420,0
1155,0
192,0
784,0
704,0
1083,1
1107,1
668,0
1450,1
1428,0
32,0
1560,0
1540,1
392,0
655,0
159,1
1238,0
1536,1
47,0
740,1
444,1
1585,1
1032,0
1393,0
1174,1
865,0
179,0
462,0
1444,1
1513,1
820,0
924,0
552,1
7,1
232,1
628,1
1173,1
421,1
815,0
265,1
75,0
526,0
1251,0
1254,0
957,1
780,1
1116,1
419,0
372,1
4,0
242,1
1430,0
1514,1
1437,0
855,1
1522,0
788,1
716,0
1164,0
69,1
960,1
991,0
1387,0
1466,1
587,0
498,1
872,0
542,0
249,1
1349,0
473,0
1274,1
261,0
1216,1
305,1
1520,1
407,1
389,1
350,1
252,0
1400,0
1233,0
386,1
782,0
409,0
1432,1
1519,0
900,0
1559,0
326,1
178,0
107,0
519,0
99,1
87,0
58,0
612,1
416,1
965,1
1545,1
864,0
679,0
674,1
854,1
1525,0
272,0
1459,1
803,1
116,1
66,0
580,0
368,0
360,0
870,1
165,0
945,1
967,0
1112,1
1095,0
1213,1
1409,1
1147,1
728,0
363,0
1089,1
337,0
1264,1
1577,1
968,1
31,1
579,1
230,1
1285,0
349,1
988,0
254,1
1472,1
1335,1
93,0
694,0
765,1
302,0
1301,1
1379,1
1517,1
518,1
817,1
861,1
220,1
1259,1
1462,1
1552,1
1124,0
1403,1
1240,0
1451,1
1357,1
1555,1
1163,0
1040,0
1065,1
1085,0
947,1
51,1
1026,1
876,0
853,1
875,1
250,1
1346,0
1000,1
863,0
839,0
158,0
1556,0
1159,0
963,1
1137,1
311,1
916,0
1418,0
1031,1
703,0
949,1
1226,0
822,0
1087,1
1252,0
1575,1
1284,0
1062,1
688,0
1149,1
464,1
1171,1
216,0
41,0
472,1
749,1
978,1
1106,1
1568,0
541,1
1501,0
174,0
514,1
707,0
82,0
1199,1
1341,1
1561,0
736,0
36,1
191,1
890,0
524,0
799,1
943,1
648,1
613,0
465,0
1066,1
154,0
1308,0
1138,0
369,1
1232,0
888,1
365,1
950,1
466,1
1039,1
592,0
1381,0
1214,1
1150,1
1427,0
241,1
385,1
478,0
171,1
497,0
306,0
298,0
,0
0,1
1,1
2,1
3,0
4,1
5,0
6,0
7,0
8,0
9,1
10,1
11,0
12,1
13,1
14,0
15,0
16,0
17,0
18,0
19,0
20,1
21,0
22,1
23,0
24,0
25,0
26,1
27,0
28,1
29,0
30,0
31,1
32,0
33,1
34,1
35,1
36,0
37,1
38,0
39,1
40,1
41,0
42,1
43,0
44,0
45,1
46,1
47,1
48,0
49,0
50,1
51,0
52,1
53,1
54,1
55,0
56,1
57,0
58,0
59,1
60,0
61,1
62,0
63,0
64,1
65,0
66,0
67,0
68,0
69,1
70,0
71,1
72,0
73,0
74,0
75,0
76,1
77,0
78,1
79,1
80,0
81,1
82,1
83,1
84,1
85,0
86,0
87,1
88,1
89,0
90,0
91,1
92,0
93,1
94,1
95,1
96,1
97,0
98,1
99,1
100,1
101,0
102,0
103,1
104,1
105,0
106,1
107,0
108,1
109,1
110,1
111,0
112,1
113,0
114,0
115,1
116,1
117,0
118,0
119,1
120,0
121,0
122,0
123,0
124,1
125,1
126,1
127,1
128,0
129,0
130,0
131,1
132,0
133,1
134,1
135,0
136,1
137,1
138,0
139,1
140,0
141,1
142,1
143,0
144,0
145,0
146,1
147,1
148,1
149,0
150,1
151,1
152,1
153,1
154,1
155,0
156,0
157,1
158,0
159,0
160,0
161,1
162,1
163,0
164,1
165,1
166,0
167,1
168,0
169,1
170,1
171,1
172,1
173,1
174,1
175,1
176,0
177,1
178,0
179,1
180,1
181,0
182,0
183,1
184,0
185,1
186,1
187,1
188,1
189,0
190,1
191,1
192,1
193,1
194,1
195,0
196,0
197,0
198,1
199,1
200,1
201,0
202,0
203,1
204,0
205,1
206,0
207,0
208,0
209,1
210,1
211,1
212,1
213,0
214,1
215,1
216,0
217,1
218,0
219,0
220,1
221,1
222,0
223,1
224,0
225,0
226,0
227,1
228,0
229,1
230,0
231,1
232,1
233,1
234,1
235,0
236,0
237,1
238,0
239,0
240,0
241,1
242,0
243,1
244,1
245,0
246,1
247,1
,0
0,0.930176924306408
1,-1.075064295693699
2,0.930176924306408
3,-1.075064295693699
4,0.930176924306408
5,0.930176924306408
6,-1.075064295693699
7,-1.075064295693699
8,0.930176924306408
9,0.930176924306408
10,-1.075064295693699
11,0.930176924306408
12,-1.075064295693699
13,-1.075064295693699
14,-1.075064295693699
15,-1.075064295693699
16,-1.075064295693699
17,0.930176924306408
18,0.930176924306408
19,-1.075064295693699
20,0.930176924306408
21,0.930176924306408
22,-1.075064295693699
23,-1.075064295693699
24,0.930176924306408
25,0.930176924306408
26,0.930176924306408
27,-1.075064295693699
28,-1.075064295693699
29,0.930176924306408
30,-1.075064295693699
31,-1.075064295693699
32,0.930176924306408
33,-1.075064295693699
34,-1.075064295693699
35,-1.075064295693699
36,0.930176924306408
37,0.930176924306408
38,0.930176924306408
39,0.930176924306408
40,-1.075064295693699
41,0.930176924306408
42,-1.075064295693699
43,0.930176924306408
44,-1.075064295693699
45,0.930176924306408
46,0.930176924306408
47,0.930176924306408
48,0.930176924306408
49,0.930176924306408
50,-1.075064295693699
51,0.930176924306408
52,-1.075064295693699
53,0.930176924306408
54,-1.075064295693699
55,0.930176924306408
56,0.930176924306408
57,0.930176924306408
58,0.930176924306408
59,0.930176924306408
60,-1.075064295693699
61,-1.075064295693699
62,0.930176924306408
63,0.930176924306408
64,0.930176924306408
65,-1.075064295693699
66,0.930176924306408
67,-1.075064295693699
68,-1.075064295693699
69,0.930176924306408
70,-1.075064295693699
71,-1.075064295693699
72,-1.075064295693699
73,0.930176924306408
74,-1.075064295693699
75,0.930176924306408
76,-1.075064295693699
77,-1.075064295693699
78,-1.075064295693699
79,-1.075064295693699
80,-1.075064295693699
81,0.930176924306408
82,-1.075064295693699
83,0.930176924306408
84,0.930176924306408
85,0.930176924306408
86,-1.075064295693699
87,0.930176924306408
88,-1.075064295693699
89,-1.075064295693699
90,-1.075064295693699
91,0.930176924306408
92,-1.075064295693699
93,-1.075064295693699
94,0.930176924306408
95,-1.075064295693699
96,-1.075064295693699
97,0.930176924306408
98,-1.075064295693699
99,-1.075064295693699
100,-1.075064295693699
101,-1.075064295693699
102,-1.075064295693699
103,0.930176924306408
104,0.930176924306408
105,0.930176924306408
106,0.930176924306408
107,-1.075064295693699
108,0.930176924306408
109,0.930176924306408
110,0.930176924306408
111,0.930176924306408
112,0.930176924306408
113,-1.075064295693699
114,-1.075064295693699
115,0.930176924306408
116,-1.075064295693699
117,-1.075064295693699
118,-1.075064295693699
119,-1.075064295693699
120,0.930176924306408
121,-1.075064295693699
122,0.930176924306408
123,0.930176924306408
124,0.930176924306408
125,-1.075064295693699
126,0.930176924306408
127,-1.075064295693699
128,-1.075064295693699
129,-1.075064295693699
130,0.930176924306408
131,-1.075064295693699
132,-1.075064295693699
133,-1.075064295693699
134,-1.075064295693699
135,0.930176924306408
136,0.930176924306408
137,0.930176924306408
138,0.930176924306408
139,-1.075064295693699
140,0.930176924306408
141,0.930176924306408
142,0.930176924306408
143,-1.075064295693699
144,0.930176924306408
145,0.930176924306408
146,0.930176924306408
147,-1.075064295693699
148,0.930176924306408
149,-1.075064295693699
150,-1.075064295693699
151,-1.075064295693699
152,-1.075064295693699
153,0.930176924306408
154,-1.075064295693699
155,0.930176924306408
156,0.930176924306408
157,-1.075064295693699
158,0.930176924306408
159,-1.075064295693699
160,0.930176924306408
161,-1.075064295693699
162,0.930176924306408
163,0.930176924306408
164,-1.075064295693699
165,-1.075064295693699
166,-1.075064295693699
167,-1.075064295693699
168,0.930176924306408
169,-1.075064295693699
170,-1.075064295693699
171,0.930176924306408
172,-1.075064295693699
173,-1.075064295693699
174,0.930176924306408
175,0.930176924306408
176,0.930176924306408
177,0.930176924306408
178,0.930176924306408
179,-1.075064295693699
180,-1.075064295693699
181,-1.075064295693699
182,0.930176924306408
183,-1.075064295693699
184,-1.075064295693699
185,0.930176924306408
186,-1.075064295693699
187,-1.075064295693699
188,0.930176924306408
189,0.930176924306408
190,0.930176924306408
191,-1.075064295693699
192,0.930176924306408
193,-1.075064295693699
194,-1.075064295693699
195,0.930176924306408
196,0.930176924306408
197,-1.075064295693699
198,0.930176924306408
199,0.930176924306408
200,0.930176924306408
201,0.930176924306408
202,-1.075064295693699
203,0.930176924306408
204,0.930176924306408
205,0.930176924306408
206,0.930176924306408
207,-1.075064295693699
208,0.930176924306408
209,-1.075064295693699
210,0.930176924306408
211,0.930176924306408
212,0.930176924306408
213,0.930176924306408
214,-1.075064295693699
215,0.930176924306408
216,0.930176924306408
217,-1.075064295693699
218,-1.075064295693699
219,-1.075064295693699
220,-1.075064295693699
221,0.930176924306408
222,0.930176924306408
223,-1.075064295693699
224,0.930176924306408
225,0.930176924306408
226,0.930176924306408
227,0.930176924306408
228,0.930176924306408
229,-1.075064295693699
230,0.930176924306408
231,0.930176924306408
232,-1.075064295693699
233,0.930176924306408
234,0.930176924306408
235,0.930176924306408
236,-1.075064295693699
237,-1.075064295693699
238,0.930176924306408
239,0.930176924306408
240,-1.075064295693699
241,0.930176924306408
242,-1.075064295693699
243,0.930176924306408
244,0.930176924306408
245,0.930176924306408
246,-1.075064295693699
247,0.930176924306408
248,0.930176924306408
249,0.930176924306408
250,-1.075064295693699
251,0.930176924306408
252,-1.075064295693699
253,-1.075064295693699
254,0.930176924306408
255,-1.075064295693699
256,0.930176924306408
257,-1.075064295693699
258,-1.075064295693699
259,-1.075064295693699
260,0.930176924306408
261,0.930176924306408
262,0.930176924306408
263,0.930176924306408
264,0.930176924306408
265,0.930176924306408
266,0.930176924306408
267,0.930176924306408
268,0.930176924306408
269,0.930176924306408
270,-1.075064295693699
271,-1.075064295693699
272,-1.075064295693699
273,0.930176924306408
274,0.930176924306408
275,-1.075064295693699
276,-1.075064295693699
,0
0,0.930176924306408
1,0.930176924306408
2,-1.075064295693699
3,0.930176924306408
4,0.930176924306408
5,0.930176924306408
6,0.930176924306408
7,0.930176924306408
8,0.930176924306408
9,0.930176924306408
10,0.930176924306408
11,0.930176924306408
12,0.930176924306408
13,-1.075064295693699
14,-1.075064295693699
15,0.930176924306408
16,-1.075064295693699
17,0.930176924306408
18,0.930176924306408
19,0.930176924306408
20,0.930176924306408
21,0.930176924306408
22,0.930176924306408
23,-1.075064295693699
24,0.930176924306408
25,-1.075064295693699
26,-1.075064295693699
27,0.930176924306408
28,-1.075064295693699
29,-1.075064295693699
30,-1.075064295693699
31,-1.075064295693699
32,-1.075064295693699
33,-1.075064295693699
34,0.930176924306408
35,0.930176924306408
36,0.930176924306408
37,-1.075064295693699
38,0.930176924306408
39,-1.075064295693699
40,-1.075064295693699
41,0.930176924306408
42,-1.075064295693699
43,-1.075064295693699
44,-1.075064295693699
45,0.930176924306408
46,-1.075064295693699
47,-1.075064295693699
48,-1.075064295693699
49,0.930176924306408
50,0.930176924306408
51,-1.075064295693699
52,-1.075064295693699
53,0.930176924306408
54,0.930176924306408
55,-1.075064295693699
56,0.930176924306408
57,0.930176924306408
58,-1.075064295693699
59,-1.075064295693699
60,0.930176924306408
61,-1.075064295693699
62,-1.075064295693699
63,0.930176924306408
64,-1.075064295693699
65,0.930176924306408
66,-1.075064295693699
67,0.930176924306408
68,-1.075064295693699
69,-1.075064295693699
70,-1.075064295693699
71,-1.075064295693699
72,-1.075064295693699
73,0.930176924306408
74,0.930176924306408
75,-1.075064295693699
76,0.930176924306408
77,-1.075064295693699
78,-1.075064295693699
79,0.930176924306408
80,0.930176924306408
81,-1.075064295693699
82,0.930176924306408
83,0.930176924306408
84,0.930176924306408
85,-1.075064295693699
86,-1.075064295693699
87,0.930176924306408
88,0.930176924306408
89,-1.075064295693699
90,-1.075064295693699
91,-1.075064295693699
92,-1.075064295693699
93,-1.075064295693699
94,-1.075064295693699
95,0.930176924306408
96,-1.075064295693699
97,0.930176924306408
98,0.930176924306408
99,0.930176924306408
100,-1.075064295693699
101,-1.075064295693699
102,0.930176924306408
103,0.930176924306408
104,0.930176924306408
105,0.930176924306408
106,0.930176924306408
107,-1.075064295693699
108,0.930176924306408
109,0.930176924306408
110,0.930176924306408
111,0.930176924306408
112,0.930176924306408
113,0.930176924306408
114,-1.075064295693699
115,0.930176924306408
116,0.930176924306408
117,0.930176924306408
118,-1.075064295693699
119,0.930176924306408
120,-1.075064295693699
121,0.930176924306408
122,0.930176924306408
123,0.930176924306408
124,-1.075064295693699
125,-1.075064295693699
126,0.930176924306408
127,0.930176924306408
128,0.930176924306408
129,-1.075064295693699
130,0.930176924306408
131,0.930176924306408
132,-1.075064295693699
133,-1.075064295693699
134,-1.075064295693699
135,0.930176924306408
136,-1.075064295693699
137,0.930176924306408
138,0.930176924306408
139,-1.075064295693699
140,0.930176924306408
141,-1.075064295693699
142,0.930176924306408
143,0.930176924306408
144,-1.075064295693699
145,0.930176924306408
146,-1.075064295693699
147,0.930176924306408
148,0.930176924306408
149,-1.075064295693699
150,-1.075064295693699
151,-1.075064295693699
152,-1.075064295693699
153,0.930176924306408
154,0.930176924306408
155,-1.075064295693699
156,-1.075064295693699
157,0.930176924306408
158,-1.075064295693699
159,0.930176924306408
160,0.930176924306408
161,-1.075064295693699
162,0.930176924306408
163,-1.075064295693699
164,0.930176924306408
165,0.930176924306408
166,-1.075064295693699
167,0.930176924306408
168,-1.075064295693699
169,-1.075064295693699
170,-1.075064295693699
171,0.930176924306408
172,-1.075064295693699
173,-1.075064295693699
174,0.930176924306408
175,0.930176924306408
176,0.930176924306408
177,-1.075064295693699
178,0.930176924306408
179,-1.075064295693699
180,-1.075064295693699
181,0.930176924306408
182,-1.075064295693699
183,0.930176924306408
184,0.930176924306408
185,0.930176924306408
186,0.930176924306408
187,-1.075064295693699
188,-1.075064295693699
189,-1.075064295693699
190,0.930176924306408
191,0.930176924306408
192,0.930176924306408
193,0.930176924306408
194,0.930176924306408
195,-1.075064295693699
196,-1.075064295693699
197,-1.075064295693699
198,0.930176924306408
199,-1.075064295693699
200,-1.075064295693699
201,0.930176924306408
202,0.930176924306408
203,-1.075064295693699
204,-1.075064295693699
205,0.930176924306408
206,0.930176924306408
207,-1.075064295693699
208,0.930176924306408
209,-1.075064295693699
210,0.930176924306408
211,0.930176924306408
212,0.930176924306408
213,0.930176924306408
214,0.930176924306408
215,-1.075064295693699
216,0.930176924306408
217,-1.075064295693699
218,-1.075064295693699
219,0.930176924306408
220,0.930176924306408
221,0.930176924306408
222,-1.075064295693699
223,0.930176924306408
224,0.930176924306408
225,-1.075064295693699
226,0.930176924306408
227,0.930176924306408
228,-1.075064295693699
229,-1.075064295693699
230,-1.075064295693699
231,-1.075064295693699
232,-1.075064295693699
233,-1.075064295693699
234,0.930176924306408
235,-1.075064295693699
236,0.930176924306408
237,0.930176924306408
238,0.930176924306408
239,-1.075064295693699
240,0.930176924306408
241,0.930176924306408
242,-1.075064295693699
243,0.930176924306408
244,0.930176924306408
245,0.930176924306408
246,-1.075064295693699
247,-1.075064295693699
248,0.930176924306408
249,0.930176924306408
250,-1.075064295693699
251,0.930176924306408
252,0.930176924306408
253,-1.075064295693699
254,-1.075064295693699
255,-1.075064295693699
256,0.930176924306408
257,0.930176924306408
258,-1.075064295693699
259,0.930176924306408
260,0.930176924306408
261,-1.075064295693699
262,-1.075064295693699
263,-1.075064295693699
264,-1.075064295693699
265,-1.075064295693699
266,-1.075064295693699
267,-1.075064295693699
268,0.930176924306408
269,0.930176924306408
270,0.930176924306408
271,0.930176924306408
272,0.930176924306408
273,-1.075064295693699
274,-1.075064295693699
275,0.930176924306408
276,-1.075064295693699
,0
0,-1.075064295693699
1,0.930176924306408
2,-1.075064295693699
3,-1.075064295693699
4,0.930176924306408
5,-1.075064295693699
6,0.930176924306408
7,0.930176924306408
8,0.930176924306408
9,-1.075064295693699
10,0.930176924306408
11,0.930176924306408
12,0.930176924306408
13,0.930176924306408
14,0.930176924306408
15,0.930176924306408
16,-1.075064295693699
17,0.930176924306408
18,0.930176924306408
19,-1.075064295693699
20,-1.075064295693699
21,0.930176924306408
22,-1.075064295693699
23,0.930176924306408
24,0.930176924306408
25,-1.075064295693699
26,0.930176924306408
27,-1.075064295693699
28,-1.075064295693699
29,0.930176924306408
30,-1.075064295693699
31,0.930176924306408
32,-1.075064295693699
33,0.930176924306408
34,0.930176924306408
35,0.930176924306408
36,-1.075064295693699
37,0.930176924306408
38,0.930176924306408
39,-1.075064295693699
40,0.930176924306408
41,0.930176924306408
42,-1.075064295693699
43,0.930176924306408
44,0.930176924306408
45,0.930176924306408
46,0.930176924306408
47,-1.075064295693699
48,0.930176924306408
49,0.930176924306408
50,0.930176924306408
51,0.930176924306408
52,-1.075064295693699
53,0.930176924306408
54,0.930176924306408
55,-1.075064295693699
56,-1.075064295693699
57,0.930176924306408
58,-1.075064295693699
59,0.930176924306408
60,0.930176924306408
61,-1.075064295693699
62,0.930176924306408
63,-1.075064295693699
64,0.930176924306408
65,-1.075064295693699
66,-1.075064295693699
67,0.930176924306408
68,-1.075064295693699
69,-1.075064295693699
70,0.930176924306408
71,0.930176924306408
72,0.930176924306408
73,-1.075064295693699
74,-1.075064295693699
75,-1.075064295693699
76,-1.075064295693699
77,0.930176924306408
78,0.930176924306408
79,-1.075064295693699
80,-1.075064295693699
81,0.930176924306408
82,0.930176924306408
83,0.930176924306408
84,0.930176924306408
85,0.930176924306408
86,0.930176924306408
87,0.930176924306408
88,0.930176924306408
89,0.930176924306408
90,-1.075064295693699
91,-1.075064295693699
92,-1.075064295693699
93,-1.075064295693699
94,0.930176924306408
95,0.930176924306408
96,-1.075064295693699
97,0.930176924306408
98,-1.075064295693699
99,-1.075064295693699
100,-1.075064295693699
101,0.930176924306408
102,0.930176924306408
103,-1.075064295693699
104,0.930176924306408
105,0.930176924306408
106,-1.075064295693699
107,0.930176924306408
108,-1.075064295693699
109,0.930176924306408
110,-1.075064295693699
111,-1.075064295693699
112,-1.075064295693699
113,0.930176924306408
114,0.930176924306408
115,-1.075064295693699
116,0.930176924306408
117,0.930176924306408
118,-1.075064295693699
119,0.930176924306408
120,0.930176924306408
121,0.930176924306408
122,-1.075064295693699
123,0.930176924306408
124,-1.075064295693699
125,-1.075064295693699
126,-1.075064295693699
127,0.930176924306408
128,-1.075064295693699
129,-1.075064295693699
130,-1.075064295693699
131,0.930176924306408
132,0.930176924306408
133,-1.075064295693699
134,0.930176924306408
135,0.930176924306408
136,0.930176924306408
137,0.930176924306408
138,0.930176924306408
139,-1.075064295693699
140,-1.075064295693699
141,-1.075064295693699
142,0.930176924306408
143,0.930176924306408
144,-1.075064295693699
145,-1.075064295693699
146,0.930176924306408
147,-1.075064295693699
148,-1.075064295693699
149,0.930176924306408
150,0.930176924306408
151,0.930176924306408
152,0.930176924306408
153,-1.075064295693699
154,0.930176924306408
155,0.930176924306408
156,-1.075064295693699
157,0.930176924306408
158,0.930176924306408
159,0.930176924306408
160,-1.075064295693699
161,0.930176924306408
162,0.930176924306408
163,-1.075064295693699
164,0.930176924306408
165,0.930176924306408
166,0.930176924306408
167,-1.075064295693699
168,-1.075064295693699
169,0.930176924306408
170,-1.075064295693699
171,-1.075064295693699
172,0.930176924306408
173,-1.075064295693699
174,-1.075064295693699
175,-1.075064295693699
176,-1.075064295693699
177,0.930176924306408
178,-1.075064295693699
179,-1.075064295693699
180,-1.075064295693699
181,-1.075064295693699
182,0.930176924306408
183,0.930176924306408
184,0.930176924306408
185,0.930176924306408
186,-1.075064295693699
187,0.930176924306408
188,0.930176924306408
189,-1.075064295693699
190,0.930176924306408
191,0.930176924306408
192,-1.075064295693699
193,0.930176924306408
194,-1.075064295693699
195,0.930176924306408
196,-1.075064295693699
197,0.930176924306408
198,0.930176924306408
199,-1.075064295693699
200,-1.075064295693699
201,0.930176924306408
202,-1.075064295693699
203,0.930176924306408
204,-1.075064295693699
205,-1.075064295693699
206,-1.075064295693699
207,-1.075064295693699
208,-1.075064295693699
209,-1.075064295693699
210,-1.075064295693699
211,0.930176924306408
212,-1.075064295693699
213,0.930176924306408
214,0.930176924306408
215,-1.075064295693699
216,0.930176924306408
217,-1.075064295693699
218,0.930176924306408
219,-1.075064295693699
220,-1.075064295693699
