,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,pH,sulphates,alcohol
98,0.9,0.06,2.5,0.079,5.0,10.0,3.39,0.56,9.8
1203,0.74,0.19,5.8,0.111,33.0,76.0,3.14,0.55,9.4
674,0.4,0.41,2.2,0.084,7.0,17.0,3.08,0.67,9.3
865,0.635,0.07,2.6,0.077,16.0,86.0,3.51,0.54,9.7
1361,0.85,0.14,2.5,0.093,13.0,54.0,3.36,0.54,10.1
550,0.51,0.01,2.1,0.07400000000000001,9.0,25.0,3.33,0.56,9.5
1598,0.31,0.47,3.6,0.067,18.0,42.0,3.39,0.66,11.0
1394,0.57,0.14,3.9,0.07,27.0,73.0,3.32,0.48,9.2
1259,0.64,0.0,2.7,0.123,15.0,33.0,3.44,0.63,11.3
1163,0.785,0.24,1.7,0.078,10.0,21.0,3.29,0.67,10.0
7,0.65,0.0,1.2,0.065,15.0,21.0,3.39,0.47,10.0
1353,0.645,0.03,1.9,0.086,14.0,57.0,3.37,0.46,10.3
1072,0.35,0.26,1.8,0.083,33.0,75.0,3.4,0.58,9.5
615,0.6,0.5,2.3,0.079,28.0,71.0,3.5,0.57,9.7
578,0.47,0.49,2.9,0.085,17.0,110.0,3.29,0.6,9.8
1317,0.44,0.46,2.2,0.091,10.0,41.0,3.18,0.69,11.9
1034,0.745,0.18,2.5,0.077,15.0,48.0,3.2,0.47,9.7
1083,0.42,0.45,2.4,0.07200000000000001,32.0,59.0,3.33,0.77,12.0
10,0.58,0.08,1.8,0.097,15.0,65.0,3.28,0.54,9.2
1096,0.725,0.09,5.5,0.117,9.0,17.0,3.35,0.49,10.8
803,0.56,0.08,2.5,0.114,14.0,46.0,3.24,0.66,9.6
312,0.46,0.31,2.8,0.093,19.0,98.0,3.32,0.63,9.5
621,0.56,0.23,3.4,0.078,14.0,104.0,3.28,0.62,9.4
1415,0.58,0.0,1.6,0.065,8.0,18.0,3.56,0.84,9.4
832,0.44,0.42,1.5,0.145,34.0,48.0,3.38,0.86,9.9
1015,0.39,0.46,2.2,0.075,14.0,27.0,3.06,0.84,11.4
360,0.7,0.23,2.0,0.099,14.0,81.0,3.19,0.7,9.4
1518,0.47,0.46,2.2,0.114,7.0,20.0,3.32,0.63,10.5
863,0.62,0.06,2.5,0.078,17.0,84.0,3.51,0.53,9.7
933,0.61,0.01,2.0,0.07400000000000001,13.0,38.0,3.48,0.65,9.8
385,0.63,0.07,2.4,0.09,11.0,37.0,3.43,0.76,9.7
424,0.96,0.2,2.0,0.047,15.0,60.0,3.36,0.44,10.9
701,0.65,0.02,2.1,0.066,8.0,25.0,3.47,0.67,9.5
1219,0.39,0.4,1.3,0.044,25.0,50.0,3.2,0.83,10.9
1076,0.32,0.56,2.0,0.073,3.0,8.0,3.15,0.73,11.4
1438,0.59,0.0,1.7,0.052000000000000005,3.0,8.0,3.41,0.47,10.3
1393,0.52,0.25,2.0,0.078,19.0,59.0,3.3,0.48,10.2
940,0.33,0.52,2.2,0.07400000000000001,13.0,25.0,3.36,0.76,12.4
543,0.66,0.24,2.5,0.085,16.0,53.0,3.06,0.72,11.0
476,0.27,0.41,2.0,0.091,6.0,16.0,3.28,0.7,9.7
1241,0.37,0.39,2.5,0.079,28.0,65.0,3.16,0.59,9.8
1246,0.74,0.07,1.7,0.086,15.0,48.0,3.12,0.48,10.0
984,0.45,0.49,1.4,0.075,3.0,6.0,3.13,0.63,10.4
823,0.54,0.13,2.0,0.076,15.0,36.0,3.61,0.64,9.8
648,0.48,0.3,2.8,0.066,10.0,28.0,3.33,0.67,11.2
49,0.31,0.37,1.4,0.07400000000000001,12.0,96.0,3.32,0.58,9.2
708,0.545,0.12,2.5,0.068,11.0,35.0,3.34,0.61,11.6
1152,0.6,0.25,2.2,0.118,9.0,38.0,3.15,0.53,9.8
1047,0.43,0.17,1.8,0.08199999999999999,27.0,51.0,3.49,0.64,10.4
283,0.4,0.32,5.6,0.087,10.0,47.0,3.38,0.77,10.5
320,0.66,0.39,3.2,0.083,21.0,59.0,3.37,0.71,11.5
119,0.69,0.08,1.8,0.097,22.0,89.0,3.34,0.54,9.2
901,0.635,0.1,2.4,0.08,16.0,33.0,3.58,0.69,10.8
376,0.45,0.5,3.0,0.078,19.0,47.0,3.26,1.11,11.0
810,0.49,0.1,2.6,0.068,4.0,14.0,3.3,0.47,10.5
628,0.54,0.26,2.5,0.097,7.0,31.0,3.27,0.6,9.3
936,0.3,0.38,2.3,0.06,19.0,72.0,3.39,0.72,11.8
549,0.53,0.49,1.9,0.171,6.0,25.0,3.27,0.61,9.4
811,0.5,0.55,2.8,0.07200000000000001,7.0,24.0,3.09,0.68,10.9
1221,0.32,0.52,1.8,0.132,17.0,44.0,3.28,0.77,11.5
232,0.37,0.2,2.8,0.09,18.0,58.0,3.34,0.7,9.6
885,0.75,0.14,2.5,0.086,9.0,30.0,3.34,0.64,10.5
818,0.715,0.0,2.35,0.071,21.0,47.0,3.29,0.45,9.4
1416,0.32,0.59,2.2,0.077,3.0,15.0,3.2,0.78,9.6
918,0.36,0.32,2.2,0.081,32.0,79.0,3.3,0.72,11.0
880,0.56,0.18,1.6,0.078,10.0,21.0,3.15,0.49,9.9
358,0.43,0.66,3.1,0.109,10.0,23.0,3.15,0.85,10.4
405,0.31,0.46,1.4,0.059,11.0,25.0,3.36,0.76,10.1
1151,0.58,0.23,2.5,0.044,16.0,70.0,3.46,0.65,12.5
1500,0.725,0.04,1.5,0.076,8.0,15.0,3.26,0.53,9.6
1101,0.49,0.27,2.1,0.071,14.0,25.0,3.35,0.63,12.0
1453,0.49,0.33,1.9,0.07400000000000001,27.0,85.0,3.41,0.58,9.0
1457,0.49,0.33,1.9,0.07400000000000001,27.0,85.0,3.41,0.58,9.0
1100,0.34,0.42,2.1,0.07200000000000001,23.0,36.0,3.11,0.78,12.4
1237,0.75,0.01,2.2,0.059,11.0,18.0,3.39,0.4,12.8
1234,0.75,0.01,2.2,0.059,11.0,18.0,3.39,0.4,12.8
941,0.27,0.49,5.0,0.08199999999999999,9.0,17.0,3.19,0.52,12.5
1592,0.51,0.13,2.3,0.076,29.0,40.0,3.42,0.75,11.0
114,0.56,0.19,1.8,0.104,12.0,47.0,3.19,0.93,9.5
812,0.45,0.33,2.5,0.099,20.0,38.0,3.24,0.71,10.8
746,0.34,0.38,2.5,0.08,12.0,57.0,3.3,0.47,9.0
288,0.52,0.09,2.5,0.091,20.0,49.0,3.34,0.86,10.6
574,0.34,0.49,3.2,0.078,20.0,78.0,3.19,0.7,10.0
361,0.45,0.31,2.6,0.086,21.0,50.0,3.37,0.91,9.9
217,0.725,0.22,2.2,0.07200000000000001,11.0,41.0,3.36,0.55,9.1
261,0.975,0.04,2.0,0.087,12.0,67.0,3.35,0.6,9.4
840,0.42,0.47,2.65,0.085,9.0,34.0,3.24,0.77,12.1
1556,0.88,0.04,2.2,0.066,12.0,20.0,3.53,0.56,9.9
270,0.545,0.06,4.0,0.087,27.0,61.0,3.36,0.67,10.7
855,0.735,0.02,2.5,0.071,10.0,14.0,3.51,0.71,11.7
788,0.56,0.24,2.2,0.079,19.0,58.0,3.18,0.56,10.1
564,0.47,0.49,4.3,0.085,6.0,47.0,3.3,0.68,12.7
540,0.59,0.24,3.3,0.101,20.0,47.0,3.26,0.67,9.6
1123,0.4,0.37,1.9,0.081,17.0,29.0,3.12,0.65,11.2
1355,0.32,0.25,1.8,0.086,5.0,32.0,3.36,0.44,10.1
1025,0.83,0.0,2.8,0.095,17.0,43.0,3.33,0.6,10.4
1486,0.68,0.21,2.1,0.07,9.0,23.0,3.38,0.6,10.3
793,0.6,0.0,2.6,0.055,7.0,13.0,3.38,0.56,10.8
736,0.965,0.1,2.1,0.112,11.0,22.0,3.26,0.5,9.5
247,0.6,0.17,2.3,0.07200000000000001,11.0,73.0,3.2,0.45,9.3
675,0.41,0.39,2.2,0.064,12.0,31.0,3.26,0.65,10.2
970,0.26,0.48,1.9,0.066,6.0,10.0,3.33,0.87,10.9
601,0.46,0.52,2.2,0.071,12.0,35.0,3.1,0.56,9.0
1540,0.52,0.08,4.4,0.071,11.0,32.0,3.56,0.63,11.6
251,0.6,0.0,1.8,0.07400000000000001,16.0,34.0,3.47,0.7,9.9
366,0.615,0.66,5.8,0.083,7.0,42.0,3.07,0.73,10.0
478,0.68,0.24,2.2,0.087,5.0,28.0,3.14,0.6,10.2
1313,0.36,0.21,2.3,0.086,20.0,65.0,3.4,0.54,10.1
1200,0.57,0.21,1.5,0.069,4.0,9.0,3.16,0.54,9.8
1189,0.955,0.05,1.8,0.075,5.0,19.0,3.3,0.44,9.6
1471,0.7,0.08,3.75,0.067,8.0,16.0,3.43,0.52,12.6
1024,0.58,0.01,1.8,0.08800000000000001,12.0,18.0,3.32,0.56,10.5
886,0.8,0.12,2.4,0.083,8.0,28.0,3.33,0.65,10.4
25,0.39,0.16,1.4,0.08,11.0,23.0,3.34,0.56,9.3
1398,0.6,0.12,2.2,0.083,13.0,28.0,3.52,0.62,10.2
187,0.705,0.1,2.6,0.084,9.0,26.0,3.39,0.49,9.7
118,0.55,0.04,2.2,0.119,14.0,56.0,3.21,0.6,10.9
866,0.49,0.22,2.3,0.071,13.0,24.0,3.41,0.83,11.3
157,0.43,0.42,5.5,0.071,28.0,128.0,3.42,0.71,10.5
582,0.49,0.49,2.2,0.083,5.0,15.0,3.19,0.43,9.2
806,0.25,0.39,2.0,0.041,4.0,10.0,3.27,0.71,12.5
660,0.52,0.07,1.4,0.07400000000000001,5.0,20.0,3.32,0.81,9.6
627,0.6,0.29,2.2,0.098,5.0,15.0,3.36,0.49,9.1
1069,0.62,0.35,2.8,0.086,28.0,52.0,3.31,0.62,10.8
882,0.31,0.29,3.1,0.194,14.0,26.0,3.22,0.78,12.0
279,0.4,0.32,5.6,0.087,10.0,47.0,3.38,0.77,10.5
345,0.685,0.0,1.9,0.067,40.0,63.0,3.6,0.81,9.9
757,0.87,0.0,2.2,0.084,10.0,31.0,3.25,0.5,9.8
1129,0.43,0.35,3.3,0.092,24.0,70.0,3.21,0.69,10.5
1560,0.6,0.26,2.0,0.08,31.0,131.0,3.21,0.52,9.9
299,0.67,0.06,2.1,0.08,8.0,33.0,3.68,0.71,9.6
104,0.49,0.24,2.2,0.07,5.0,36.0,3.33,0.48,9.4
172,0.42,0.17,2.0,0.073,6.0,18.0,3.29,0.61,9.2
1145,0.2,0.43,2.5,0.076,31.0,51.0,3.53,0.81,10.4
425,0.84,0.03,2.3,0.059,32.0,48.0,3.52,0.56,12.3
63,0.735,0.05,2.0,0.081,13.0,54.0,3.39,0.57,9.8
842,0.5,0.45,2.6,0.119,34.0,68.0,3.23,0.72,10.9
174,0.38,0.21,2.0,0.08,7.0,35.0,3.33,0.47,9.5
1215,0.27,0.46,2.1,0.095,20.0,29.0,3.26,0.56,11.3
1208,0.36,0.46,2.1,0.07400000000000001,24.0,44.0,3.4,0.85,11.0
1333,0.775,0.22,2.2,0.079,12.0,48.0,3.18,0.51,9.6
981,0.86,0.26,1.9,0.079,13.0,28.0,3.25,0.62,10.0
52,0.5,0.04,2.1,0.068,6.0,14.0,3.39,0.64,9.4
1274,0.58,0.13,2.1,0.102,17.0,36.0,3.24,0.53,11.2
335,0.695,0.53,3.4,0.128,7.0,21.0,3.17,0.84,12.2
1292,0.395,0.13,2.4,0.056,14.0,28.0,3.62,0.67,12.4
1538,0.64,0.09,2.5,0.081,15.0,26.0,3.57,0.63,12.0
1179,0.35,0.33,2.4,0.076,11.0,47.0,3.27,0.81,11.0
1423,0.53,0.09,3.9,0.123,14.0,31.0,3.5,0.67,11.0
1524,0.42,0.19,2.0,0.075,22.0,47.0,3.39,0.78,10.0
160,0.95,0.03,2.0,0.09,7.0,20.0,3.2,0.56,9.6
1413,0.57,0.25,2.0,0.104,12.0,89.0,3.04,0.9,10.1
872,0.35,0.24,2.0,0.067,28.0,48.0,3.43,0.54,10.0
21,0.39,0.31,2.3,0.08199999999999999,23.0,71.0,3.52,0.65,9.7
617,0.31,0.51,2.2,0.079,14.0,28.0,3.03,0.93,9.8
618,0.46,0.5,2.7,0.122,4.0,17.0,3.13,0.7,10.2
500,0.52,0.25,1.9,0.081,14.0,38.0,3.43,0.65,9.0
1121,0.5,0.0,1.8,0.062,21.0,28.0,3.44,0.55,12.3
222,0.61,0.04,1.5,0.057,5.0,10.0,3.42,0.6,9.5
1099,0.52,0.38,1.5,0.096,5.0,18.0,3.2,0.52,9.4
775,1.0,0.0,3.0,0.102,7.0,16.0,3.43,0.46,10.0
719,0.66,0.0,3.9,0.086,17.0,45.0,3.46,0.54,9.5
182,0.73,0.02,2.5,0.076,16.0,42.0,3.44,0.52,9.3
394,0.6,0.65,2.3,0.063,6.0,25.0,3.03,0.57,9.9
1213,0.38,0.42,1.9,0.071,5.0,13.0,3.15,0.75,10.5
1130,0.6,0.0,1.9,0.058,5.0,10.0,3.18,0.63,10.4
1280,0.46,0.2,1.9,0.077,28.0,54.0,3.37,0.64,10.4
1023,0.32,0.42,2.3,0.098,3.0,9.0,3.27,0.55,12.3
709,0.31,0.47,1.6,0.062,13.0,33.0,3.27,0.66,10.0
4,0.7,0.0,1.9,0.076,11.0,34.0,3.51,0.56,9.4
1376,0.885,0.2,1.4,0.086,7.0,31.0,3.11,0.46,10.0
914,0.305,0.39,1.2,0.059,7.0,11.0,3.29,0.52,11.5
216,0.625,0.16,2.0,0.101,13.0,49.0,3.14,0.57,11.0
210,0.53,0.6,2.0,0.039,5.0,19.0,3.3,0.86,12.4
504,0.24,0.42,1.8,0.077,6.0,22.0,3.21,1.05,10.8
1068,0.31,0.53,2.2,0.06,3.0,10.0,3.02,0.83,10.9
1543,0.44,0.42,2.2,0.064,14.0,19.0,3.25,0.57,10.4
1211,0.44,0.15,2.1,0.076,22.0,53.0,3.32,0.62,9.3
365,0.42,0.5,3.4,0.107,7.0,21.0,3.26,0.93,11.8
406,0.44,0.47,2.5,0.063,9.0,28.0,3.24,0.65,10.8
605,0.6,0.13,2.6,0.085,6.0,24.0,3.31,0.59,9.2
752,0.54,0.13,2.5,0.097,24.0,66.0,3.39,0.61,9.4
552,0.46,0.24,2.7,0.092,14.0,44.0,3.12,0.74,10.0
893,0.66,0.03,2.3,0.078,16.0,86.0,3.53,0.57,9.7
1390,0.49,0.0,2.3,0.068,15.0,33.0,3.58,0.59,12.5
668,0.73,0.43,2.3,0.059,15.0,31.0,3.15,0.57,11.0
881,0.715,0.0,2.1,0.068,30.0,35.0,3.48,0.65,11.4
1545,0.63,0.33,1.8,0.059,16.0,28.0,3.36,0.64,10.1
470,0.32,0.65,2.6,0.093,15.0,47.0,3.05,0.61,10.6
441,0.4,0.65,2.15,0.068,7.0,27.0,3.06,0.68,11.3
1479,0.28,0.6,3.0,0.104,10.0,22.0,3.39,0.68,10.6
1391,0.64,0.22,2.4,0.094,5.0,33.0,3.37,0.58,11.0
443,0.44,0.49,2.7,0.077,11.0,19.0,3.23,0.63,11.6
1482,0.58,0.54,2.1,0.114,3.0,9.0,3.33,0.57,10.3
1576,0.3,0.63,1.6,0.081,16.0,29.0,3.3,0.78,10.8
419,0.77,0.0,1.8,0.066,34.0,52.0,3.62,0.68,9.9
965,0.34,0.4,2.4,0.065,24.0,48.0,3.34,0.86,11.0
1172,0.42,0.46,2.1,0.07400000000000001,5.0,16.0,3.27,0.74,12.3
952,0.31,0.4,2.2,0.058,6.0,10.0,3.31,0.68,11.2
609,0.36,0.19,3.2,0.075,15.0,39.0,3.56,0.52,12.7
143,0.39,0.08,1.7,0.066,3.0,20.0,3.34,0.58,9.4
931,0.61,0.01,2.0,0.07400000000000001,13.0,38.0,3.48,0.65,9.8
879,0.6,0.04,2.5,0.076,18.0,88.0,3.53,0.55,9.5
475,0.68,0.24,2.2,0.087,5.0,28.0,3.14,0.6,10.2
34,0.32,0.25,1.8,0.103,13.0,50.0,3.38,0.55,9.2
260,0.33,0.23,1.7,0.077,18.0,45.0,3.29,0.65,9.3
0,0.7,0.0,1.9,0.076,11.0,34.0,3.51,0.56,9.4
329,0.46,0.39,2.0,0.061,7.0,15.0,3.18,0.62,9.5
1184,0.64,0.23,2.1,0.08,11.0,119.0,3.36,0.7,10.9
1593,0.62,0.08,1.9,0.068,28.0,38.0,3.42,0.82,9.5
1356,0.34,0.25,1.8,0.084,4.0,28.0,3.36,0.44,10.1
282,0.52,0.12,3.0,0.067,12.0,53.0,3.36,0.57,9.1
1497,0.74,0.03,2.3,0.054000000000000006,7.0,16.0,3.45,0.63,11.5
1363,0.83,0.27,2.0,0.08,11.0,63.0,3.29,0.48,9.8
1354,0.58,0.03,2.3,0.077,7.0,28.0,3.35,0.52,10.0
1431,0.43,0.31,2.1,0.069,13.0,74.0,3.26,0.54,9.9
1014,0.58,0.16,2.0,0.12,3.0,7.0,3.22,0.58,11.2
1166,0.54,0.26,2.0,0.111,7.0,60.0,2.94,0.98,10.2
1149,0.35,0.47,2.0,0.061,6.0,11.0,3.23,0.52,12.0
1205,0.36,0.46,2.1,0.07400000000000001,24.0,44.0,3.4,0.85,11.0
1201,0.34,0.36,1.9,0.065,5.0,10.0,3.27,0.54,11.2
565,0.6,0.49,2.8,0.075,5.0,19.0,3.14,0.57,11.4
704,0.765,0.04,1.6,0.078,4.0,14.0,3.29,0.54,9.7
1284,0.42,0.19,2.3,0.071,18.0,36.0,3.39,0.56,10.9
1216,0.57,0.31,2.0,0.079,10.0,79.0,3.29,0.69,9.5
915,0.315,0.4,2.2,0.079,3.0,6.0,3.27,0.67,11.9
1037,0.91,0.1,1.8,0.07400000000000001,20.0,56.0,3.35,0.56,9.2
384,0.51,0.28,2.1,0.087,23.0,54.0,3.42,0.74,9.2
844,0.25,0.46,1.7,0.062,26.0,42.0,3.18,0.83,10.6
373,0.55,0.22,2.2,0.106,12.0,72.0,3.05,0.63,9.2
711,0.565,0.34,3.0,0.093,16.0,112.0,3.38,0.61,9.5
221,0.53,0.26,2.0,0.101,16.0,72.0,3.15,0.57,9.4
664,0.4,0.52,2.0,0.092,15.0,54.0,3.03,0.66,10.2
891,0.66,0.03,2.3,0.078,16.0,86.0,3.53,0.57,9.7
707,0.49,0.19,3.0,0.077,16.0,37.0,3.37,0.51,10.5
1349,0.57,0.0,2.8,0.081,21.0,41.0,3.41,0.52,10.8
139,0.56,0.19,2.0,0.081,17.0,108.0,3.32,0.54,9.5
1207,0.72,0.55,1.7,0.136,24.0,52.0,3.35,0.94,10.0
1485,0.655,0.16,2.1,0.07400000000000001,8.0,25.0,3.37,0.55,9.7
721,0.48,0.24,2.85,0.094,35.0,106.0,3.1,0.53,9.2
348,0.56,0.31,2.8,0.08900000000000001,15.0,46.0,3.11,0.92,10.0
