,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,pH,sulphates,alcohol
1279,0.3,0.39,1.7,0.062,3.0,9.0,3.14,0.57,11.5
20,0.22,0.48,1.8,0.077,29.0,60.0,3.39,0.53,9.4
1472,0.35,0.6,2.6,0.073,23.0,44.0,3.38,0.79,11.1
231,0.38,0.06,1.8,0.078,12.0,49.0,3.37,0.52,9.9
962,0.57,0.02,2.1,0.115,6.0,16.0,3.38,0.69,9.5
251,0.6,0.0,1.8,0.07400000000000001,16.0,34.0,3.47,0.7,9.9
1346,0.59,0.01,2.1,0.056,5.0,13.0,3.52,0.56,11.4
1070,0.33,0.45,1.5,0.057,19.0,37.0,3.18,0.89,11.1
634,0.35,0.21,1.9,0.073,46.0,102.0,3.27,0.58,9.5
1478,0.875,0.05,5.7,0.08199999999999999,3.0,14.0,3.4,0.52,10.2
1301,0.86,0.07,2.0,0.1,20.0,57.0,3.6,0.74,11.7
1170,0.36,0.34,1.6,0.062,5.0,12.0,3.2,0.67,10.5
280,0.26,0.44,3.6,0.071,6.0,19.0,3.12,0.82,9.3
1200,0.57,0.21,1.5,0.069,4.0,9.0,3.16,0.54,9.8
152,0.6,0.03,1.8,0.095,25.0,99.0,3.35,0.54,10.1
711,0.565,0.34,3.0,0.093,16.0,112.0,3.38,0.61,9.5
697,0.65,0.02,2.1,0.066,8.0,25.0,3.47,0.67,9.5
445,0.735,0.1,2.1,0.079,6.0,31.0,3.23,0.56,10.1
277,0.18,0.51,4.0,0.104,4.0,23.0,3.28,0.97,10.1
514,0.51,0.64,2.4,0.107,6.0,15.0,3.09,0.66,11.8
1294,0.635,0.1,2.1,0.073,25.0,60.0,3.29,0.75,10.9
527,0.38,0.49,2.5,0.097,33.0,85.0,3.39,0.77,11.4
3,0.28,0.56,1.9,0.075,17.0,60.0,3.16,0.58,9.8
212,0.44,0.64,2.1,0.059,5.0,15.0,3.21,0.67,10.2
1220,0.32,0.52,1.8,0.132,17.0,44.0,3.28,0.77,11.5
989,0.295,0.4,1.5,0.073,14.0,21.0,3.14,0.51,10.9
832,0.44,0.42,1.5,0.145,34.0,48.0,3.38,0.86,9.9
1181,0.39,0.43,1.65,0.068,5.0,11.0,3.19,0.46,11.4
830,0.685,0.07,2.5,0.058,5.0,9.0,3.38,0.55,10.9
1107,0.3,0.41,2.0,0.068,10.0,24.0,3.27,0.85,11.7
1414,0.32,0.59,2.2,0.077,3.0,15.0,3.2,0.78,9.6
1331,0.87,0.26,3.8,0.107,31.0,67.0,3.26,0.46,9.2
1397,0.59,0.26,2.0,0.08,17.0,104.0,3.28,0.52,9.9
1385,0.81,0.25,3.4,0.076,34.0,85.0,3.19,0.42,9.2
483,0.36,0.6,2.2,0.152,7.0,18.0,3.04,1.06,9.4
345,0.685,0.0,1.9,0.067,40.0,63.0,3.6,0.81,9.9
1338,0.5,0.0,1.4,0.057,15.0,26.0,3.36,0.45,9.5
222,0.61,0.04,1.5,0.057,5.0,10.0,3.42,0.6,9.5
1156,0.18,0.51,1.75,0.071,45.0,88.0,3.33,0.76,11.8
497,0.34,0.32,2.5,0.09,43.0,113.0,3.32,0.79,11.1
1405,0.28,0.3,2.0,0.062,18.0,34.0,3.28,0.9,11.3
1577,0.7,0.15,5.1,0.076,13.0,27.0,3.54,0.6,11.9
683,0.78,0.23,2.6,0.059,5.0,15.0,3.37,0.56,11.3
1190,0.4,0.57,4.6,0.08,6.0,20.0,3.28,0.57,12.5
1227,0.58,0.25,2.0,0.104,8.0,21.0,3.27,0.72,9.6
604,0.58,0.13,2.9,0.096,14.0,63.0,3.17,0.62,9.1
1130,0.6,0.0,1.9,0.058,5.0,10.0,3.18,0.63,10.4
1002,0.29,0.33,2.05,0.063,13.0,27.0,3.26,0.84,11.7
971,0.26,0.48,1.9,0.066,6.0,10.0,3.33,0.87,10.9
902,0.635,0.1,2.4,0.08,16.0,33.0,3.58,0.69,10.8
1523,0.48,0.25,2.0,0.076,29.0,61.0,3.34,0.6,10.4
191,0.37,0.25,1.9,0.07400000000000001,21.0,49.0,3.57,0.62,9.8
1168,0.34,0.27,2.8,0.067,8.0,44.0,3.21,0.56,12.0
273,0.715,0.2,2.4,0.076,10.0,38.0,3.31,0.64,9.4
847,0.68,0.16,1.8,0.078,12.0,39.0,3.5,0.7,9.9
647,0.845,0.01,2.2,0.07,5.0,14.0,3.32,0.58,11.0
176,0.38,0.21,2.0,0.08,7.0,35.0,3.33,0.47,9.5
1166,0.54,0.26,2.0,0.111,7.0,60.0,2.94,0.98,10.2
145,0.67,0.55,1.8,0.117,32.0,141.0,3.17,0.62,9.4
271,0.18,0.51,4.0,0.104,4.0,23.0,3.28,0.97,10.1
236,0.63,0.0,1.9,0.097,14.0,38.0,3.37,0.58,9.0
590,0.45,0.49,2.6,0.084,21.0,75.0,3.35,0.57,9.7
1169,0.5,0.29,2.3,0.086,5.0,14.0,3.32,0.62,11.5
1598,0.31,0.47,3.6,0.067,18.0,42.0,3.39,0.66,11.0
1211,0.44,0.15,2.1,0.076,22.0,53.0,3.32,0.62,9.3
360,0.7,0.23,2.0,0.099,14.0,81.0,3.19,0.7,9.4
1189,0.955,0.05,1.8,0.075,5.0,19.0,3.3,0.44,9.6
759,0.42,0.21,2.5,0.092,33.0,88.0,3.19,0.52,9.2
1590,0.55,0.15,1.8,0.077,26.0,35.0,3.32,0.82,11.6
1528,0.29,0.49,2.2,0.096,21.0,59.0,3.31,0.67,10.1
551,0.43,0.24,2.8,0.092,14.0,45.0,3.19,0.73,10.0
34,0.32,0.25,1.8,0.103,13.0,50.0,3.38,0.55,9.2
185,0.31,0.57,2.0,0.111,26.0,85.0,3.26,0.53,9.7
1291,0.635,0.1,2.1,0.073,25.0,60.0,3.29,0.75,10.9
694,0.47,0.31,2.7,0.084,24.0,125.0,3.31,0.61,9.4
171,0.42,0.17,2.0,0.073,6.0,18.0,3.29,0.61,9.2
1293,0.755,0.0,1.9,0.084,6.0,12.0,3.34,0.49,9.7
1040,0.965,0.0,2.2,0.08800000000000001,16.0,32.0,3.58,0.67,10.2
399,0.765,0.22,2.3,0.064,9.0,42.0,3.1,0.55,9.4
394,0.6,0.65,2.3,0.063,6.0,25.0,3.03,0.57,9.9
1362,0.475,0.4,1.4,0.091,6.0,28.0,3.07,0.65,10.0333333333333
1250,0.6,0.01,2.3,0.079,24.0,37.0,3.4,0.61,10.9
779,0.52,0.03,2.6,0.076,21.0,92.0,3.5,0.6,9.8
944,0.3,0.49,3.8,0.09,11.0,24.0,3.27,0.64,12.1
559,0.47,0.49,4.3,0.085,6.0,47.0,3.3,0.68,12.7
1353,0.645,0.03,1.9,0.086,14.0,57.0,3.37,0.46,10.3
702,0.64,0.02,2.1,0.067,9.0,23.0,3.47,0.67,9.4
135,0.745,0.11,1.9,0.09,16.0,63.0,3.19,0.82,9.6
1241,0.37,0.39,2.5,0.079,28.0,65.0,3.16,0.59,9.8
845,0.64,0.21,1.8,0.081,14.0,31.0,3.59,0.66,9.8
851,0.43,0.44,1.9,0.085,9.0,22.0,3.28,0.55,9.5
675,0.41,0.39,2.2,0.064,12.0,31.0,3.26,0.65,10.2
1339,0.51,0.02,1.7,0.084,13.0,31.0,3.36,0.54,10.5
1550,0.68,0.0,2.3,0.087,17.0,26.0,3.45,0.53,9.5
1063,0.29,0.65,2.4,0.075,6.0,17.0,3.22,0.63,11.8
565,0.6,0.49,2.8,0.075,5.0,19.0,3.14,0.57,11.4
689,0.38,0.48,1.8,0.157,5.0,17.0,3.3,1.05,9.4
1325,0.46,0.24,1.7,0.077,18.0,34.0,3.39,0.6,10.6
248,0.53,0.06,1.7,0.07400000000000001,9.0,39.0,3.35,0.48,9.8
254,0.6,0.0,1.8,0.07400000000000001,16.0,34.0,3.47,0.7,9.9
878,0.61,0.19,4.0,0.094,30.0,69.0,3.22,0.5,10.0
630,0.54,0.26,2.5,0.097,7.0,31.0,3.27,0.6,9.3
488,0.32,0.55,2.8,0.081,35.0,67.0,3.32,0.92,10.8
653,0.33,0.59,2.8,0.079,9.0,30.0,3.12,0.54,12.0
1443,0.58,0.2,1.75,0.058,8.0,22.0,3.38,0.49,11.7
1055,0.64,0.27,2.0,0.095,5.0,77.0,3.13,0.62,9.1
476,0.27,0.41,2.0,0.091,6.0,16.0,3.28,0.7,9.7
797,0.37,0.44,1.6,0.038,21.0,42.0,3.24,0.81,10.8
136,0.715,0.15,1.8,0.08900000000000001,10.0,52.0,3.23,0.77,9.5
853,0.36,0.39,1.5,0.08,41.0,55.0,3.47,0.73,10.9
485,0.67,0.39,1.9,0.054000000000000006,6.0,17.0,3.17,0.47,10.0
749,0.51,0.18,2.1,0.07,12.0,28.0,3.52,0.73,9.5
718,0.56,0.04,2.0,0.08199999999999999,10.0,22.0,3.22,0.44,9.6
385,0.63,0.07,2.4,0.09,11.0,37.0,3.43,0.76,9.7
1136,0.52,0.45,2.0,0.08,6.0,13.0,3.22,0.76,11.4
1533,0.39,0.3,1.9,0.07400000000000001,32.0,84.0,3.39,0.61,9.0
1085,0.48,0.08,1.8,0.07400000000000001,40.0,64.0,3.12,0.49,9.6
1447,0.67,0.0,1.9,0.08,22.0,39.0,3.4,0.74,9.7
1080,0.27,0.56,1.4,0.047,3.0,8.0,3.16,0.51,11.8
393,0.665,0.61,2.0,0.112,13.0,95.0,3.16,0.54,9.1
745,0.51,0.18,2.1,0.07,12.0,28.0,3.52,0.73,9.5
510,0.42,0.49,4.6,0.073,19.0,43.0,3.02,0.61,9.5
382,0.26,0.42,2.0,0.08,11.0,27.0,3.21,0.8,9.4
1344,0.42,0.48,2.6,0.077,8.0,20.0,3.09,0.53,11.0
839,0.5,0.04,2.2,0.092,13.0,26.0,3.46,0.47,10.0
504,0.24,0.42,1.8,0.077,6.0,22.0,3.21,1.05,10.8
1147,0.41,0.45,6.2,0.071,6.0,14.0,3.21,0.49,11.8
1548,0.4,0.5,2.0,0.099,19.0,50.0,3.1,0.58,10.4
602,0.835,0.0,2.6,0.081,6.0,14.0,3.3,0.52,9.3
1092,0.54,0.09,2.0,0.081,10.0,16.0,3.43,0.59,11.5
517,0.61,0.49,2.1,0.2,5.0,16.0,3.16,0.63,8.4
1153,0.42,0.35,2.1,0.083,17.0,38.0,3.23,0.66,11.1
321,0.61,0.26,3.4,0.09,25.0,87.0,3.24,0.62,9.7
735,0.965,0.1,2.1,0.112,11.0,22.0,3.26,0.5,9.5
725,0.66,0.17,3.0,0.077,5.0,13.0,3.29,0.55,10.4
270,0.545,0.06,4.0,0.087,27.0,61.0,3.36,0.67,10.7
1422,0.54,0.0,2.1,0.079,39.0,55.0,3.39,0.84,11.4
1233,0.23,0.37,2.2,0.057,14.0,36.0,3.23,0.49,9.3
864,0.62,0.06,2.7,0.077,15.0,85.0,3.51,0.54,9.5
149,0.4,0.44,2.8,0.08900000000000001,11.0,43.0,3.53,0.61,10.5
202,0.5,0.11,1.5,0.075,16.0,49.0,3.36,0.79,9.5
669,0.34,0.45,2.0,0.08199999999999999,6.0,15.0,2.94,0.66,9.2
1199,0.58,0.23,2.3,0.076,23.0,94.0,3.21,0.58,9.5
873,0.21,0.37,1.6,0.067,6.0,10.0,3.23,0.58,11.1
93,0.49,0.26,1.9,0.062,9.0,31.0,3.39,0.64,9.6
665,0.59,0.14,2.0,0.084,25.0,48.0,3.14,0.56,9.7
68,0.32,0.57,2.0,0.07400000000000001,27.0,65.0,3.28,0.79,10.7
486,0.67,0.39,1.9,0.054000000000000006,6.0,17.0,3.17,0.47,10.0
1404,0.5,0.39,2.6,0.08199999999999999,12.0,46.0,3.43,0.62,10.7
1275,0.715,0.22,2.3,0.075,13.0,81.0,3.24,0.54,9.5
585,0.51,0.24,2.4,0.091,8.0,38.0,3.47,0.66,9.6
1012,1.005,0.15,2.1,0.102,11.0,32.0,3.23,0.48,10.0
1048,0.49,0.36,1.7,0.081,3.0,14.0,3.27,0.78,10.9
1183,0.66,0.07,1.6,0.07,16.0,61.0,3.29,0.6,9.3
453,0.33,0.63,2.8,0.084,5.0,22.0,3.26,0.74,11.2
1224,0.39,0.49,2.5,0.08,8.0,20.0,3.07,0.82,10.3
562,0.54,0.49,2.9,0.094,41.0,110.0,3.08,0.61,9.2
1561,0.6,0.26,2.0,0.08,31.0,131.0,3.21,0.52,9.9
518,0.21,0.49,2.8,0.08800000000000001,11.0,32.0,3.22,0.68,11.7
1341,0.51,0.02,1.7,0.084,13.0,31.0,3.36,0.54,10.5
439,0.62,0.18,1.5,0.062,7.0,50.0,3.08,0.6,9.3
594,0.72,0.17,2.6,0.096,20.0,38.0,3.4,0.53,9.5
655,0.55,0.17,2.9,0.087,20.0,53.0,3.14,0.61,9.4
51,0.52,0.04,2.2,0.069,8.0,15.0,3.4,0.63,9.4
1105,0.57,0.28,2.1,0.048,13.0,49.0,3.41,0.6,12.8
693,0.48,0.32,2.8,0.084,21.0,122.0,3.32,0.62,9.4
362,0.58,0.66,2.5,0.07200000000000001,6.0,37.0,3.05,0.56,10.0
420,0.56,0.33,2.4,0.08900000000000001,35.0,67.0,3.28,0.73,11.8
246,0.68,0.07,1.9,0.075,16.0,51.0,3.38,0.52,9.5
976,0.41,0.3,2.1,0.083,35.0,72.0,3.44,0.52,9.4
1426,0.23,0.37,1.8,0.046,23.0,60.0,3.41,0.71,12.1
687,0.64,0.23,3.1,0.095,13.0,38.0,3.28,0.59,9.7
781,0.46,0.14,2.4,0.114,9.0,37.0,3.66,0.65,9.8
1150,0.33,0.32,2.8,0.067,4.0,12.0,3.3,0.76,12.8
441,0.4,0.65,2.15,0.068,7.0,27.0,3.06,0.68,11.3
1242,0.4,0.41,2.0,0.058,15.0,40.0,3.22,0.6,12.2
660,0.52,0.07,1.4,0.07400000000000001,5.0,20.0,3.32,0.81,9.6
316,0.56,0.23,3.4,0.102,37.0,92.0,3.3,0.65,10.1
1212,0.65,0.02,2.1,0.078,8.0,15.0,3.35,0.62,10.4
1138,0.41,0.15,3.7,0.104,29.0,94.0,3.14,0.58,9.1
101,0.5,0.3,1.9,0.075,8.0,22.0,3.31,0.56,10.4
1162,0.32,0.42,2.3,0.075,12.0,19.0,3.14,0.71,11.8
417,0.58,0.12,1.9,0.091,34.0,124.0,3.44,0.48,10.5
1402,0.3,0.42,2.0,0.052000000000000005,6.0,24.0,3.44,0.82,11.9
887,0.52,0.38,2.6,0.066,29.0,56.0,3.15,0.79,12.1
928,0.47,0.27,2.3,0.055,14.0,28.0,3.18,0.8,11.2
701,0.65,0.02,2.1,0.066,8.0,25.0,3.47,0.67,9.5
1024,0.58,0.01,1.8,0.08800000000000001,12.0,18.0,3.32,0.56,10.5
1328,0.52,0.11,1.8,0.073,13.0,38.0,3.34,0.52,9.3
1041,0.49,0.19,1.7,0.079,13.0,26.0,3.38,0.64,9.8
1121,0.5,0.0,1.8,0.062,21.0,28.0,3.44,0.55,12.3
611,0.38,0.55,2.7,0.081,5.0,16.0,2.98,0.54,9.4
156,0.43,0.42,5.5,0.07,29.0,129.0,3.42,0.72,10.5
855,0.735,0.02,2.5,0.071,10.0,14.0,3.51,0.71,11.7
302,0.705,0.12,2.6,0.092,12.0,28.0,3.51,0.72,10.0
1023,0.32,0.42,2.3,0.098,3.0,9.0,3.27,0.55,12.3
1391,0.64,0.22,2.4,0.094,5.0,33.0,3.37,0.58,11.0
40,0.45,0.36,5.9,0.07400000000000001,12.0,87.0,3.33,0.83,10.5
1500,0.725,0.04,1.5,0.076,8.0,15.0,3.26,0.53,9.6
942,0.43,0.4,2.6,0.092,13.0,52.0,3.22,0.64,10.0
1,0.88,0.0,2.6,0.098,25.0,67.0,3.2,0.68,9.8
540,0.59,0.24,3.3,0.101,20.0,47.0,3.26,0.67,9.6
646,0.67,0.05,3.6,0.107,6.0,20.0,3.4,0.63,10.1
489,0.39,0.4,2.6,0.073,10.0,26.0,3.34,0.75,10.2
1487,0.64,0.05,1.9,0.066,9.0,17.0,3.52,0.78,10.6
1213,0.38,0.42,1.9,0.071,5.0,13.0,3.15,0.75,10.5
914,0.305,0.39,1.2,0.059,7.0,11.0,3.29,0.52,11.5
633,0.935,0.22,3.4,0.105,11.0,86.0,3.43,0.64,11.3
578,0.47,0.49,2.9,0.085,17.0,110.0,3.29,0.6,9.8
980,0.5,0.3,1.9,0.065,8.0,17.0,3.32,0.71,10.5
1173,0.36,0.31,1.7,0.079,26.0,65.0,3.46,0.62,9.5
1483,0.33,0.44,1.5,0.042,6.0,12.0,3.35,0.61,10.7
1530,0.44,0.09,2.2,0.063,9.0,18.0,3.42,0.69,11.3
12,0.615,0.0,1.6,0.08900000000000001,16.0,59.0,3.58,0.52,9.9
96,0.775,0.0,3.0,0.102,8.0,23.0,3.45,0.56,10.7
192,0.63,0.12,3.8,0.099,16.0,126.0,3.28,0.61,9.5
722,0.42,0.08,2.7,0.084,15.0,48.0,3.21,0.59,10.0
1451,0.32,0.44,2.7,0.104,8.0,17.0,3.33,0.78,11.0
1274,0.58,0.13,2.1,0.102,17.0,36.0,3.24,0.53,11.2
307,0.41,0.42,2.4,0.213,6.0,14.0,3.19,0.62,9.5
137,0.415,0.36,2.0,0.081,13.0,45.0,3.48,0.64,9.2
197,0.3,0.6,2.0,0.067,12.0,27.0,3.11,0.97,10.1
520,0.25,0.49,2.7,0.08800000000000001,15.0,33.0,3.42,0.9,10.0
1036,0.31,0.34,2.5,0.08199999999999999,26.0,35.0,3.22,0.59,12.5
1563,0.695,0.13,2.0,0.076,12.0,20.0,3.29,0.54,10.1
994,0.35,0.45,2.5,0.092,20.0,88.0,3.15,0.43,9.4
1152,0.6,0.25,2.2,0.118,9.0,38.0,3.15,0.53,9.8
301,0.18,0.48,1.5,0.068,7.0,15.0,3.22,0.64,10.1
54,0.51,0.15,2.8,0.11,33.0,73.0,3.17,0.63,10.2
983,0.5,0.3,1.9,0.065,8.0,17.0,3.32,0.71,10.5
466,0.5,0.42,2.0,0.069,21.0,51.0,3.16,0.72,11.5
1465,0.59,0.1,1.7,0.063,34.0,53.0,3.41,0.67,9.7
1094,0.725,0.09,5.5,0.117,9.0,17.0,3.35,0.49,10.8
341,0.42,0.48,2.7,0.065,5.0,18.0,3.21,0.87,11.3
547,0.31,0.49,2.5,0.067,6.0,21.0,3.26,0.86,10.7
838,0.31,0.35,1.6,0.075,9.0,28.0,3.24,0.83,11.2
204,0.43,0.36,1.6,0.08900000000000001,14.0,37.0,3.34,0.56,9.2
1394,0.57,0.14,3.9,0.07,27.0,73.0,3.32,0.48,9.2
1229,0.43,0.29,2.1,0.075,19.0,66.0,3.4,0.64,9.5
537,0.825,0.24,2.1,0.084,5.0,13.0,3.37,0.77,10.7
85,0.55,0.15,2.2,0.076,19.0,40.0,3.41,0.59,10.1
1095,0.4,0.47,2.5,0.087,6.0,20.0,3.15,0.5,10.5
233,0.52,0.25,2.6,0.081,10.0,37.0,3.46,0.5,11.0
1459,0.2,0.35,1.7,0.054000000000000006,7.0,15.0,3.32,0.8,11.9
1088,0.41,0.54,1.5,0.095,22.0,41.0,3.02,0.76,9.9
1061,0.4,0.5,1.8,0.071,7.0,16.0,3.21,0.69,12.5
681,0.45,0.23,2.2,0.094,16.0,29.0,3.21,0.49,10.2
1390,0.49,0.0,2.3,0.068,15.0,33.0,3.58,0.59,12.5
546,0.55,0.24,2.0,0.078,10.0,28.0,3.45,0.78,9.5
1083,0.42,0.45,2.4,0.07200000000000001,32.0,59.0,3.33,0.77,12.0
410,0.43,0.34,2.5,0.08,26.0,86.0,3.38,0.62,9.5
1342,0.54,0.02,1.7,0.085,17.0,31.0,3.37,0.51,10.4
1141,0.38,0.32,2.5,0.08,24.0,71.0,3.27,0.85,11.0
266,0.87,0.0,3.3,0.096,26.0,61.0,3.6,0.72,9.8
364,0.615,0.66,5.8,0.083,7.0,42.0,3.07,0.73,10.0
1322,0.34,0.42,1.8,0.058,9.0,18.0,3.18,0.55,11.4
1580,0.35,0.33,2.4,0.068,9.0,26.0,3.36,0.6,11.9
1096,0.725,0.09,5.5,0.117,9.0,17.0,3.35,0.49,10.8
726,0.72,0.09,2.8,0.084,18.0,49.0,3.43,0.72,11.1
161,0.68,0.02,1.3,0.07200000000000001,9.0,20.0,3.17,1.08,9.2
261,0.975,0.04,2.0,0.087,12.0,67.0,3.35,0.6,9.4
968,0.4,0.43,2.4,0.068,29.0,46.0,3.2,0.6,12.2
967,0.66,0.2,2.1,0.097,23.0,113.0,3.13,0.48,9.2
424,0.96,0.2,2.0,0.047,15.0,60.0,3.36,0.44,10.9
1514,0.84,0.21,4.1,0.07400000000000001,16.0,65.0,3.53,0.72,9.23333333333333
1420,0.53,0.01,1.6,0.077,3.0,19.0,3.16,0.46,9.8
429,0.84,0.63,2.4,0.08800000000000001,13.0,35.0,3.1,0.6,10.4
1197,0.57,0.21,1.5,0.069,4.0,9.0,3.16,0.54,9.8
133,0.5,0.01,1.5,0.06,17.0,26.0,3.4,0.58,9.8
893,0.66,0.03,2.3,0.078,16.0,86.0,3.53,0.57,9.7
179,0.61,0.14,2.4,0.067,10.0,42.0,3.19,0.59,9.5
645,0.64,0.1,6.0,0.115,5.0,11.0,3.37,0.69,10.1
1020,0.36,0.66,2.4,0.123,3.0,8.0,3.2,0.53,11.9
1309,0.62,0.1,1.4,0.071,27.0,63.0,3.28,0.61,9.2
1320,0.66,0.34,2.6,0.094,12.0,88.0,3.26,0.66,10.1
1413,0.57,0.25,2.0,0.104,12.0,89.0,3.04,0.9,10.1
1219,0.39,0.4,1.3,0.044,25.0,50.0,3.2,0.83,10.9
618,0.46,0.5,2.7,0.122,4.0,17.0,3.13,0.7,10.2
259,0.31,0.47,2.6,0.085,14.0,33.0,3.36,0.8,10.5
941,0.27,0.49,5.0,0.08199999999999999,9.0,17.0,3.19,0.52,12.5
682,0.46,0.31,2.25,0.078,32.0,58.0,3.33,0.54,9.8
1343,0.51,0.02,1.7,0.084,13.0,31.0,3.36,0.54,10.5
1401,0.69,0.21,2.1,0.08,33.0,141.0,3.25,0.51,9.9
969,0.56,0.09,2.9,0.079,7.0,22.0,3.46,0.61,10.2
426,0.67,0.08,2.1,0.045,19.0,48.0,3.49,0.49,11.4
698,0.615,0.28,3.2,0.087,18.0,72.0,3.31,0.53,9.7
927,0.67,0.19,2.2,0.093,11.0,75.0,3.2,0.59,9.2
1393,0.52,0.25,2.0,0.078,19.0,59.0,3.3,0.48,10.2
814,0.41,0.54,2.8,0.103,19.0,41.0,3.21,0.76,11.3
538,0.35,0.49,5.8,0.066,5.0,35.0,3.2,0.66,12.0
1596,0.51,0.13,2.3,0.076,29.0,40.0,3.42,0.75,11.0
677,0.8,0.11,2.3,0.084,12.0,31.0,3.4,0.48,9.9
1486,0.68,0.21,2.1,0.07,9.0,23.0,3.38,0.6,10.3
1077,0.37,0.65,6.4,0.08,3.0,8.0,3.27,0.58,11.0
1360,0.54,0.31,2.3,0.112,11.0,38.0,3.24,0.56,10.9
349,0.785,0.0,2.6,0.093,11.0,28.0,3.36,0.86,9.4
791,0.64,0.17,2.9,0.084,25.0,130.0,3.23,0.54,9.6
1469,0.98,0.05,2.1,0.061,20.0,49.0,3.31,0.55,9.7
312,0.46,0.31,2.8,0.093,19.0,98.0,3.32,0.63,9.5
919,0.62,0.12,1.8,0.07200000000000001,38.0,46.0,3.38,0.89,11.8
1531,0.705,0.1,2.8,0.081,13.0,28.0,3.6,0.66,10.2
753,0.65,0.1,2.9,0.08900000000000001,17.0,40.0,3.29,0.55,9.5
990,0.39,0.12,1.7,0.097,19.0,27.0,3.16,0.49,9.4
1582,0.715,0.1,2.6,0.053,13.0,27.0,3.57,0.5,11.9
854,0.36,0.39,1.5,0.08,41.0,55.0,3.47,0.73,10.9
473,0.35,0.55,2.1,0.062,5.0,14.0,3.26,0.79,10.6
1504,0.38,0.57,2.3,0.106,5.0,12.0,3.36,0.55,11.4
1272,0.46,0.0,1.9,0.077,25.0,44.0,3.5,0.53,11.2
609,0.36,0.19,3.2,0.075,15.0,39.0,3.56,0.52,12.7
1251,0.58,0.14,2.2,0.077,27.0,60.0,3.28,0.59,9.8
