,classification
1126,1
1094,1
492,1
745,1
938,1
2,0
409,0
790,1
553,0
479,1
1216,1
1297,1
319,1
267,1
1074,0
922,1
1204,1
125,0
1218,1
314,0
1271,1
1321,1
1574,1
265,1
176,0
885,0
373,0
1576,1
1082,1
1013,1
1422,1
820,0
1294,1
330,1
287,1
1257,1
1532,1
1215,1
146,0
1425,1
407,1
90,0
987,0
1558,0
752,0
1119,0
376,1
1447,0
1012,0
643,0
681,1
823,0
1260,0
445,1
669,1
177,1
1341,1
813,0
428,0
1401,0
1221,1
1046,1
1387,0
1162,1
273,0
1423,0
130,0
161,0
592,0
909,1
923,1
1434,1
358,1
538,1
1031,1
644,0
303,0
1453,0
458,1
1262,0
41,0
846,0
916,0
1270,1
1195,1
58,0
440,1
204,1
1382,0
654,0
1157,1
65,0
63,0
155,0
167,0
1056,1
400,0
213,0
1187,1
339,1
1520,1
1007,1
1393,0
34,0
397,1
726,1
59,1
1152,0
1497,1
801,0
1406,1
309,1
888,1
1064,1
100,1
599,1
414,0
327,0
1085,0
1427,0
917,1
1220,1
166,0
94,0
1298,1
210,1
666,1
1373,0
484,1
652,0
1036,1
377,1
477,1
1127,1
1305,0
25,0
1376,0
159,1
1424,1
117,1
738,0
1454,1
57,0
349,1
302,0
1097,0
603,1
849,0
828,1
1396,0
392,0
158,0
380,1
1308,0
1442,0
66,0
838,1
781,0
1596,1
519,0
825,0
1229,0
1565,1
586,1
1486,0
641,0
1103,1
737,1
1491,0
108,1
1415,0
1404,1
194,0
855,1
193,0
956,1
13,0
214,1
748,1
1096,1
1001,1
1210,1
1252,0
582,0
275,1
1255,0
528,1
1355,0
,classification
127,0
192,0
1544,1
995,1
425,1
1070,1
1183,0
100,1
139,0
1429,0
854,1
82,0
922,1
162,1
1082,1
492,1
1216,1
652,0
91,1
249,1
791,0
476,0
430,1
1161,1
1078,0
350,1
1452,1
535,1
1291,1
95,1
1180,1
853,1
167,0
590,0
559,1
767,0
417,0
1171,1
779,0
152,0
1394,0
862,0
967,0
1392,0
335,1
181,0
807,1
1174,1
960,1
841,0
1032,0
1004,0
1463,1
980,1
561,0
1111,1
62,1
1422,1
1363,0
699,1
1261,0
1409,1
1383,0
325,1
887,1
1399,1
213,0
819,0
1288,0
1342,1
1387,0
343,1
1075,1
389,1
173,1
10,0
259,1
896,1
101,1
280,1
728,0
1435,1
874,1
994,0
1199,1
326,1
1073,1
260,0
869,1
1521,0
860,0
172,1
477,1
123,0
9,0
1146,1
768,1
1133,1
599,1
300,1
401,1
1339,1
945,1
843,0
873,1
1107,1
552,1
1290,0
1391,0
104,0
968,1
160,0
1042,1
185,0
511,1
461,0
1370,0
879,0
1331,0
1374,0
467,1
777,1
832,0
1385,0
208,0
494,1
866,1
579,1
1367,1
1128,0
1296,0
726,1
1522,0
1096,1
1242,1
762,1
1568,0
33,1
1194,1
1416,0
59,1
1351,1
6,0
1486,0
1149,1
1301,1
1380,1
1525,0
667,1
858,1
1310,0
504,1
1283,1
1328,0
1444,1
456,0
390,1
166,0
1591,1
560,0
1404,1
239,1
11,0
1142,1
903,1
556,1
460,1
1258,1
1064,1
1204,1
1501,0
771,0
1506,1
329,0
1105,0
1304,0
948,1
1555,1
1533,0
831,1
1059,1
1232,0
509,1
1483,0
182,0
1560,0
833,0
1271,1
1019,0
514,1
297,0
792,1
1527,1
743,0
35,1
567,1
1189,0
306,0
1235,0
242,1
889,0
613,0
1061,1
910,1
1117,1
1456,1
629,0
1265,1
1148,1
533,1
891,0
939,0
1335,1
13,0
1510,1
1468,1
766,0
927,0
826,1
941,1
1415,0
971,1
1479,0
849,0
481,1
570,1
1109,1
113,1
105,0
1213,1
256,0
698,0
1511,0
179,0
999,1
908,1
900,0
1062,1
85,0
1181,0
738,0
682,0
491,1
542,0
46,0
1284,0
800,0
1049,1
708,1
1302,1
1572,0
1140,1
1478,0
1356,0
604,1
803,1
8,1
750,0
628,1
189,0
463,0
1203,0
723,0
1537,1
302,0
973,0
143,0
372,1
1005,1
72,0
609,1
672,0
301,1
981,0
1098,1
122,0
719,0
1093,1
848,0
633,0
201,0
1426,1
51,1
388,1
740,1
161,0
584,1
539,0
760,0
305,1
961,0
64,0
784,0
805,1
68,0
331,1
423,1
631,0
434,1
1530,1
1027,0
1092,1
158,0
88,0
1446,0
1516,0
614,1
1541,1
934,0
669,1
677,0
637,0
114,0
489,1
267,1
545,0
1047,0
468,1
1432,1
1155,0
,classification
1513,1
568,1
435,0
766,0
141,0
706,0
820,0
1200,1
1103,1
105,0
668,0
799,1
501,1
886,1
1072,1
167,0
530,1
1387,0
359,1
242,1
555,0
1526,1
86,1
652,0
489,1
1518,0
981,0
1060,1
732,0
71,0
633,0
554,0
413,1
861,1
680,0
1476,0
135,0
399,0
349,1
422,0
271,1
1404,1
52,1
771,0
448,1
475,0
1042,1
569,1
16,1
709,1
415,0
993,0
1273,0
1065,1
265,1
56,0
1022,0
1543,1
189,0
813,0
124,0
1583,0
774,1
146,0
857,1
96,0
97,0
479,1
379,1
1343,1
1156,1
518,1
1449,1
1045,1
986,1
791,0
45,0
833,0
973,0
982,1
1366,0
745,1
26,0
267,1
1328,0
417,0
585,1
660,1
1239,0
1064,1
1463,1
544,1
317,1
1365,0
1490,1
114,0
1546,0
1182,1
301,1
889,0
895,1
1227,0
1587,1
767,0
1048,1
738,0
571,1
1244,1
958,1
1443,0
263,0
777,1
1084,1
131,0
373,0
102,1
637,0
495,1
1011,1
130,0
811,1
1183,0
1008,1
1189,0
171,1
1360,0
1116,1
1004,0
699,1
1137,1
93,0
574,1
351,1
119,1
1440,1
295,0
47,0
1340,1
1171,1
1031,1
215,0
262,0
128,1
669,1
643,0
690,0
657,1
1406,1
765,1
494,1
1465,0
500,1
186,0
219,0
716,0
1120,1
464,1
142,1
49,0
72,0
841,0
1139,1
510,0
1439,1
1223,1
1270,1
645,1
181,0
883,0
1380,1
1061,1
1136,1
832,0
1178,0
547,1
117,1
972,1
64,0
751,0
517,0
1509,0
166,0
728,0
1146,1
795,0
743,0
1359,1
246,0
1441,1
1280,1
673,0
831,1
407,1
319,1
1121,1
461,0
1447,0
375,1
527,1
846,0
174,0
749,1
1346,0
316,0
754,1
387,1
1502,0
687,0
892,1
1541,1
367,0
1367,1
73,0
1241,0
261,0
3,1
322,0
712,0
894,1
858,1
198,1
1403,1
183,0
927,0
533,1
946,1
1566,1
990,0
1059,1
76,0
1101,1
1575,1
802,1
1564,0
1226,0
1532,1
1132,1
244,1
880,0
931,0
65,0
1179,1
803,1
386,1
1057,0
949,1
377,1
1194,1
1538,0
612,1
1249,1
451,1
1210,1
1129,1
1430,0
534,1
1038,1
104,0
1259,1
1378,1
423,1
1424,1
848,0
987,0
844,1
577,0
75,0
315,1
1515,1
694,0
55,0
1253,0
983,1
272,0
1352,0
903,1
757,0
1052,0
561,0
1109,1
1336,0
85,0
601,1
608,1
742,0
476,0
37,1
436,1
528,1
954,1
763,0
394,0
169,0
971,1
129,0
1310,0
650,0
995,1
1407,1
209,1
1298,1
106,0
1097,0
19,1
308,1
1058,1
1348,0
1076,1
558,1
1019,0
834,0
269,1
1206,1
939,0
1113,1
1405,1
421,1
260,0
264,0
1144,0
,classification
705,0
166,0
893,0
273,0
253,0
583,1
1250,1
1050,0
1361,0
865,0
797,1
261,0
1451,1
568,1
1402,1
789,0
1130,1
1047,0
1045,1
146,0
1371,1
1011,1
1173,1
691,0
94,0
1247,0
531,0
807,1
1594,0
58,0
530,1
79,0
675,0
216,0
636,0
257,0
1433,1
1181,0
324,1
477,1
1007,1
1291,1
1495,1
1393,0
875,1
997,1
272,0
1248,1
988,0
225,1
600,0
820,0
190,0
1013,1
380,1
403,1
1375,0
175,0
1561,0
173,1
474,1
1454,1
1227,0
1575,1
937,0
921,1
877,1
207,0
645,1
1232,0
1506,1
608,1
1003,1
133,1
605,1
598,1
18,0
1030,1
1125,1
72,0
30,0
321,0
885,0
1072,1
810,0
923,1
145,0
186,0
1337,0
1528,1
882,1
472,1
862,0
681,1
8,1
719,0
499,1
1473,0
707,0
120,0
46,0
713,0
1472,1
1299,0
755,1
1193,0
918,1
919,1
1598,1
165,0
853,1
1435,1
478,0
1560,0
886,1
537,1
596,1
726,1
490,1
1255,0
1354,0
1083,1
62,1
113,1
606,1
928,0
1593,1
1015,1
1099,0
1285,0
924,0
382,1
1023,1
1016,1
623,1
299,0
1428,0
933,0
1274,1
1569,1
683,0
792,1
406,1
1273,0
746,1
1040,0
1523,0
256,0
161,0
1470,0
1101,1
561,0
637,0
935,1
569,1
259,1
288,1
1493,0
65,0
364,1
294,1
951,1
503,1
702,1
533,1
1263,0
1535,1
1278,1
351,1
701,1
753,0
1190,1
1300,1
1222,1
1111,1
408,1
69,1
455,1
495,1
622,0
393,0
354,1
1060,1
718,0
1262,0
468,1
302,0
359,1
736,0
1204,1
169,0
763,0
809,1
333,0
282,0
7,1
1346,0
156,0
1590,1
300,1
1084,1
379,1
659,0
40,0
1198,1
1570,1
482,0
551,1
1105,0
1197,1
1225,0
609,1
19,1
1100,1
590,0
1044,1
1153,1
979,0
661,0
684,0
416,1
858,1
678,0
349,1
576,0
1224,1
244,1
405,1
1085,0
1244,1
438,1
56,0
693,0
1477,1
1466,1
283,1
399,0
1086,1
1562,0
1307,0
306,0
361,1
989,1
510,0
1480,0
610,0
573,0
1330,1
1347,0
1444,1
508,1
1149,1
546,1
1024,1
778,0
95,1
781,0
767,0
764,1
295,0
1378,1
1160,1
433,0
643,0
817,1
32,0
355,1
940,1
331,1
292,1
1271,1
975,0
717,0
905,0
410,1
1316,1
233,0
1306,0
579,1
506,1
1563,0
626,0
247,0
766,0
824,0
343,1
751,0
848,0
1252,0
1104,1
1036,1
1363,0
1093,1
1089,1
1552,1
871,0
1282,1
144,1
1284,0
470,0
439,0
699,1
1355,0
1151,1
1059,1
1320,0
650,0
1576,1
550,1
942,1
1095,0
1004,0
1440,1
210,1
330,1
943,1
296,0
1436,0
227,0
1471,0
,classification
1093,1
992,1
1220,1
430,1
1009,0
1242,1
406,1
403,1
138,0
1476,0
1597,0
710,0
274,0
965,1
241,1
542,0
380,1
1420,0
115,1
318,1
887,1
908,1
1324,1
1292,1
518,1
478,0
1004,0
1159,0
309,1
1443,0
792,1
959,0
503,1
1175,1
1177,1
86,1
700,1
1499,1
1258,1
1387,0
877,1
1266,1
283,1
1029,1
705,0
1342,1
460,1
29,1
549,1
2,0
903,1
282,0
750,0
637,0
328,1
1261,0
82,0
1557,1
900,0
997,1
1404,1
1584,1
558,1
820,0
65,0
821,1
289,0
597,1
728,0
756,1
1283,1
1239,0
1595,1
1438,0
981,0
296,0
340,1
350,1
1423,0
1119,0
727,0
999,1
9,0
84,1
18,0
467,1
1086,1
1373,0
410,1
1289,0
1310,0
661,0
826,1
576,0
1147,1
598,1
1344,0
980,1
751,0
994,0
439,0
1157,1
1440,1
371,1
487,1
1007,1
1393,0
1448,0
539,0
742,0
106,0
1418,0
991,0
946,1
381,1
413,1
473,0
148,1
507,1
834,0
286,1
1543,1
1037,0
551,1
1256,0
205,1
1474,0
1202,1
1150,1
817,1
726,1
1180,1
1533,0
28,0
324,1
333,0
1080,1
1070,1
530,1
250,1
180,0
468,1
860,0
1020,1
347,1
768,1
1367,1
1315,1
658,1
1179,1
678,0
640,0
1545,1
15,0
722,0
1250,1
755,1
945,1
1065,1
1506,1
1377,1
1199,1
510,0
12,0
616,0
1592,1
987,0
1299,0
488,1
343,1
181,0
1178,0
442,1
1215,1
781,0
827,0
297,0
772,0
266,0
758,0
651,0
514,1
738,0
1482,0
1116,1
178,0
1331,0
173,1
1347,0
1560,0
1416,0
1371,1
656,0
1375,0
1481,0
1471,0
136,0
1358,0
580,0
6,0
1019,0
118,1
631,0
75,0
220,1
420,1
1230,1
11,0
1075,1
532,0
221,0
1399,1
1134,1
724,0
388,1
944,1
1496,0
960,1
383,1
387,1
265,1
311,1
890,0
998,1
1027,0
675,0
769,0
231,1
1520,1
1493,0
1124,0
1574,1
294,1
17,0
1489,1
1074,0
295,0
869,1
129,0
441,1
74,0
776,1
796,0
1126,1
492,1
1024,1
42,1
124,0
96,0
608,1
894,1
934,0
529,0
1488,0
1516,0
1114,1
1492,0
846,0
1176,0
46,0
1141,1
849,0
1089,1
36,1
1568,0
1108,0
50,0
765,1
1031,1
590,0
444,1
1400,0
470,0
1573,1
823,0
212,1
1464,0
31,1
1039,1
666,1
522,0
1380,1
741,0
404,0
176,0
1435,1
489,1
1140,1
201,0
223,1
913,1
319,1
1252,0
757,0
285,0
1362,1
632,1
1475,1
688,0
1411,1
1417,1
323,1
494,1
689,0
971,1
1079,1
353,0
1274,1
818,0
629,0
423,1
504,1
1527,1
1360,0
8,1
144,1
1291,1
160,0
332,1
747,0
,classification
32,0
364,1
893,0
1081,1
237,1
149,1
1476,0
1219,1
2,0
1347,0
1092,1
1357,1
406,1
1554,1
1021,1
854,1
667,1
1029,1
255,0
112,0
212,1
1454,1
856,1
249,1
803,1
799,1
1326,1
348,1
291,0
394,0
404,0
972,1
616,0
81,0
499,1
889,0
1593,1
666,1
552,1
1564,0
1303,0
833,0
6,0
1518,0
164,0
540,0
1392,0
477,1
385,1
777,1
911,1
1065,1
1011,1
99,1
1439,1
61,0
694,0
744,0
432,1
1406,1
1395,1
755,1
74,0
1185,1
342,1
1356,0
153,0
1333,0
1543,1
622,0
1173,1
1449,1
617,1
701,1
103,0
305,1
470,0
647,0
1506,1
1087,1
631,0
1373,0
333,0
1528,1
322,0
141,0
574,1
138,0
1128,0
690,0
256,0
257,0
1363,0
944,1
549,1
286,1
1137,1
320,1
228,1
1281,1
91,1
513,1
716,0
919,1
1001,1
644,0
302,0
1436,0
725,0
1313,1
1177,1
1461,0
582,0
18,0
1154,1
309,1
1503,1
613,0
929,1
264,0
235,1
1007,1
585,1
189,0
1569,1
492,1
381,1
1389,0
47,0
586,1
33,1
1388,0
1151,1
135,0
930,0
1499,1
1288,0
867,1
1444,1
594,0
836,1
313,0
494,1
905,0
1412,1
236,1
115,1
850,0
1327,1
1130,1
907,1
1508,1
888,1
374,1
1400,0
655,0
780,1
621,0
904,1
1105,0
261,0
949,1
1574,1
1437,0
254,1
217,0
1342,1
49,0
1250,1
702,1
7,1
908,1
1230,1
489,1
443,1
1090,1
847,1
741,0
516,1
331,1
234,1
187,0
1033,1
820,0
1398,1
1550,0
956,1
618,0
1445,1
8,1
1254,0
116,1
603,1
879,0
279,1
787,1
62,1
525,0
1375,0
1266,1
1367,1
1060,1
173,1
157,0
912,1
388,1
1000,1
221,0
731,0
838,1
66,0
634,0
967,0
1163,0
53,0
353,0
1182,1
1582,0
652,0
635,0
203,0
706,0
27,0
76,0
588,1
1144,0
310,1
1039,1
1261,0
1157,1
111,0
1248,1
1276,0
1179,1
733,0
1387,0
1515,1
298,0
707,0
300,1
913,1
664,0
151,0
1285,0
591,1
1272,0
15,0
997,1
197,1
568,1
251,1
119,1
1430,0
54,1
60,0
1523,0
1189,0
1028,1
481,1
411,0
730,0
1071,0
1273,0
871,0
1558,0
289,0
252,0
460,1
1459,1
224,0
1229,0
1596,1
372,1
1589,0
641,0
1224,1
266,0
551,1
0,0
378,1
1317,1
674,1
205,1
114,0
105,0
329,0
1446,0
440,1
843,0
557,0
595,0
1080,1
1311,1
209,1
1481,0
526,0
1540,1
978,1
1377,1
1421,0
1458,0
104,0
1,0
1012,0
975,0
1024,1
208,0
507,1
558,1
580,0
1203,0
1383,0
565,0
639,1
614,1
484,1
1053,1
721,0
566,1
1321,1
,classification
111,0
586,1
991,0
1265,1
84,1
182,0
187,0
859,1
655,0
1047,0
362,0
960,1
375,1
1172,1
190,0
1566,1
919,1
1105,0
2,0
380,1
943,1
643,0
43,0
98,0
224,0
717,0
1140,1
26,0
1051,0
594,0
148,1
1557,1
636,0
421,1
1054,1
300,1
1259,1
1502,0
0,0
428,0
1377,1
892,1
31,1
267,1
534,1
1120,1
1505,0
604,1
763,0
194,0
418,1
730,0
964,1
1344,0
907,1
484,1
237,1
1257,1
1185,1
1130,1
1372,0
868,1
1086,1
1388,0
816,1
218,0
334,1
1196,1
611,0
1367,1
1558,0
1026,1
651,0
607,1
1116,1
1302,1
559,1
758,0
812,0
173,1
975,0
1252,0
928,0
229,0
1034,1
24,1
1458,0
591,1
1101,1
1272,0
156,0
1371,1
280,1
503,1
983,1
1004,0
1437,0
126,0
373,0
703,0
615,0
1117,1
315,1
1114,1
359,1
1308,0
39,0
291,0
1134,1
876,0
1553,0
1321,1
836,1
164,0
179,0
505,1
922,1
1352,0
177,1
495,1
1278,1
849,0
162,1
961,0
387,1
809,1
1538,0
1364,1
188,0
661,0
711,0
1567,0
1217,1
1009,0
54,1
1100,1
1063,1
432,1
796,0
1204,1
782,0
1163,0
587,0
466,1
1286,1
1151,1
1109,1
748,1
105,0
1112,1
1331,0
307,1
1451,1
557,0
1234,1
1526,1
714,0
501,1
917,1
800,0
245,1
1325,1
525,0
1414,0
817,1
1345,1
616,0
1392,0
1296,0
1568,0
1435,1
407,1
1596,1
220,1
414,0
1061,1
614,1
610,0
1503,1
1096,1
57,0
1444,1
994,0
912,1
310,1
577,0
1010,1
831,1
1554,1
492,1
532,0
1081,1
1394,0
674,1
1429,0
483,0
685,0
1135,1
79,0
152,0
72,0
433,0
819,0
450,1
882,1
953,1
904,1
1533,0
64,0
1460,1
108,1
393,0
502,1
1250,1
1385,0
710,0
708,1
1547,0
159,1
695,1
1007,1
1380,1
459,0
1445,1
649,1
646,0
85,0
1019,0
514,1
227,0
1369,0
180,0
1415,0
327,0
509,1
1012,0
725,0
1342,1
1440,1
1498,1
1449,1
776,1
942,1
925,1
175,0
1159,0
1062,1
251,1
1206,1
29,1
19,1
286,1
96,0
777,1
488,1
113,1
325,1
309,1
1233,0
951,1
838,1
1189,0
1039,1
1443,0
749,1
572,0
543,1
1398,1
971,1
713,0
1025,1
756,1
1462,1
1407,1
1469,0
906,0
355,1
406,1
186,0
779,0
1513,1
326,1
845,0
858,1
969,0
223,1
1065,1
900,0
1276,0
753,0
475,0
1511,0
1078,0
5,0
1471,0
1290,0
1333,0
1085,0
1447,0
866,1
536,0
83,0
467,1
967,0
284,0
987,0
696,1
112,0
1389,0
271,1
618,0
680,0
