,classification
115,1
1484,0
232,1
594,0
295,0
774,1
1334,0
513,1
1044,1
357,1
820,0
756,1
531,0
345,0
1200,1
586,1
667,1
1496,0
131,0
177,1
847,1
88,0
1211,0
1265,1
1404,1
1343,1
664,0
410,1
1302,1
931,0
1106,1
411,0
614,1
1456,1
1594,0
1518,0
887,1
98,0
623,1
520,1
499,1
525,0
446,0
470,0
1082,1
105,0
627,0
1433,1
514,1
747,0
1154,1
1210,1
336,1
416,1
1207,0
334,1
1397,0
1458,0
283,1
460,1
12,0
1072,1
142,1
1121,1
940,1
753,0
1336,0
1110,1
148,1
937,0
484,1
643,0
995,1
57,0
1298,1
1461,0
312,1
311,1
10,0
889,0
1562,0
598,1
1133,1
708,1
53,0
195,0
1332,1
254,1
1115,1
648,1
761,0
965,1
1413,0
815,0
624,0
23,0
1050,0
84,1
458,1
252,0
271,1
425,1
330,1
790,1
1307,0
1407,1
1554,1
1540,1
763,0
949,1
524,0
629,0
1568,0
50,0
950,1
745,1
1092,1
1228,1
1592,1
512,1
552,1
373,0
566,1
367,0
216,0
591,1
1019,0
1385,0
436,1
362,0
1215,1
1287,0
872,0
377,1
264,0
328,1
1424,1
1004,0
1299,0
662,1
1105,0
724,0
59,1
244,1
983,1
822,0
197,1
741,0
272,0
1222,1
606,1
1271,1
601,1
1376,0
463,0
1074,0
1469,0
1165,0
219,0
498,1
1533,0
246,0
619,0
1091,1
1231,0
1128,0
732,0
284,0
608,1
1543,1
41,0
997,1
438,1
1542,1
1322,0
1371,1
353,0
730,0
1507,1
977,0
1366,0
1577,1
164,0
267,1
492,1
109,0
916,0
1501,0
529,0
1427,0
1363,0
854,1
679,0
358,1
385,1
384,0
1319,1
754,1
1157,1
275,1
125,0
587,0
1534,1
1386,0
609,1
518,1
987,0
307,1
25,0
637,0
1451,1
857,1
356,0
365,1
1390,1
61,0
456,0
1014,1
859,1
848,0
691,0
351,1
1282,1
331,1
1109,1
112,0
1073,1
1224,1
193,0
255,0
479,1
716,0
278,1
934,0
840,1
1008,1
296,0
903,1
907,1
994,0
1087,1
610,0
181,0
474,1
1195,1
964,1
1500,0
1208,1
740,1
899,0
1400,0
905,0
15,0
208,0
1114,1
1351,1
144,1
895,1
128,1
1428,0
602,0
862,0
1108,0
1403,1
478,0
1290,0
690,0
75,0
1250,1
1126,1
1218,1
1295,0
721,0
213,0
729,1
285,0
939,0
226,1
250,1
1529,1
1576,1
1564,0
419,0
1075,1
149,1
1463,1
79,0
390,1
978,1
1546,0
1136,1
1548,0
1510,1
106,0
1036,1
1229,0
116,1
1442,0
1432,1
398,1
1280,1
350,1
321,0
651,0
1539,0
448,1
1292,1
805,1
823,0
30,0
1039,1
764,1
374,1
620,0
826,1
269,1
472,1
725,0
1125,1
1491,0
198,1
228,1
1325,1
998,1
154,0
1183,0
316,0
1421,0
507,1
585,1
958,1
1555,1
1304,0
218,0
1471,0
579,1
751,0
1313,1
1310,0
35,1
1057,0
1346,0
938,1
166,0
1378,1
1049,1
967,0
1217,1
1260,0
494,1
538,1
1493,0
167,0
1369,0
1391,0
347,1
298,0
466,1
1048,1
1392,0
787,1
1309,0
744,0
831,1
176,0
266,0
1561,0
134,1
1062,1
179,0
1578,1
1563,0
1198,1
565,0
658,1
1118,1
852,0
782,0
261,0
1101,1
1283,1
955,0
160,0
6,0
1063,1
82,0
1362,1
698,0
1030,1
65,0
851,0
462,0
710,0
293,1
89,0
467,1
1034,1
573,0
886,1
868,1
1253,0
1085,0
918,1
1054,1
1111,1
676,1
1005,1
656,0
963,1
280,1
1324,1
238,1
94,0
652,0
81,0
1061,1
376,1
78,0
308,1
136,0
1137,1
394,0
900,0
1415,0
1103,1
1361,0
925,1
1440,1
1365,0
1423,0
86,1
1457,0
309,1
1347,0
543,1
276,1
236,1
515,0
490,1
771,0
1311,1
728,0
942,1
1569,1
1023,1
1129,1
833,0
570,1
1236,1
1147,1
689,0
1169,1
288,1
1123,1
421,1
791,0
1565,1
1012,0
603,1
1138,0
720,0
1276,0
277,1
310,1
1150,1
85,0
861,1
1156,1
1242,1
678,0
1041,1
1470,0
1560,0
687,0
1360,0
475,0
380,1
1315,1
1245,0
1255,0
971,1
386,1
196,0
2,0
27,0
1431,1
26,0
1301,1
750,0
150,1
1185,1
1444,1
104,0
1003,1
388,1
407,1
737,1
544,1
397,1
682,0
638,1
381,1
1173,1
1058,1
429,1
673,0
1053,1
222,0
221,0
911,1
1318,1
1320,0
510,0
1410,1
1275,1
426,1
962,0
642,0
1176,0
845,0
1532,1
375,1
1167,1
1291,1
1586,1
11,0
346,1
56,0
100,1
1031,1
842,1
727,0
1067,1
894,1
885,0
281,1
1258,1
1379,1
502,1
103,0
713,0
536,0
1370,0
200,1
633,0
1495,1
38,0
1081,1
1438,0
447,0
1547,0
1486,0
873,1
1417,1
1387,0
1006,1
174,0
522,0
361,1
145,0
837,1
337,0
1329,1
1372,0
1024,1
1535,1
404,0
632,1
542,0
189,0
39,0
199,0
1059,1
1517,1
801,0
63,0
722,0
349,1
1096,1
1172,1
1571,1
240,0
1449,1
748,1
1119,0
1248,1
539,0
1235,0
55,0
1499,1
1557,1
1570,1
49,0
1257,1
589,1
486,0
657,1
693,0
212,1
1112,1
1099,0
576,0
929,1
1294,1
393,0
773,1
596,1
786,0
575,1
153,0
523,0
400,0
1153,1
989,1
749,1
915,1
203,0
1416,0
511,1
399,0
247,0
48,0
487,1
909,1
908,1
856,1
253,0
1582,0
449,1
1134,1
147,0
1477,1
813,0
1419,0
1590,1
639,1
300,1
718,0
378,1
1331,0
424,0
387,1
73,0
814,1
297,0
156,0
354,1
454,0
1244,1
924,0
286,1
919,1
605,1
890,0
318,1
1574,1
1288,0
671,0
1523,0
68,0
1323,1
143,0
659,0
505,1
806,1
1263,0
242,1
1155,0
323,1
4,0
1422,1
1213,1
445,1
495,1
434,1
768,1
986,1
1130,1
1001,1
185,0
233,0
830,0
646,0
251,1
1359,1
409,0
461,0
792,1
1151,1
1285,0
742,0
1117,1
205,1
138,0
615,0
1246,0
1437,0
832,0
1552,1
1321,1
789,0
99,1
767,0
40,0
1412,1
966,1
1216,1
327,0
595,0
62,1
1070,1
111,0
882,1
1521,0
451,1
405,1
1088,1
230,1
1466,1
1249,1
122,0
268,1
645,1
738,0
1558,0
1489,1
979,0
223,1
368,0
844,1
1584,1
930,0
52,1
927,0
1525,0
402,1
1197,1
231,1
685,0
1475,1
1189,0
1303,0
827,0
901,1
677,0
1152,0
1553,0
172,1
1018,1
804,1
1079,1
1389,0
1328,0
1139,1
1047,0
1425,1
717,0
663,1
464,1
159,1
430,1
1174,1
1531,0
1464,0
1597,0
417,0
1011,1
1296,0
959,0
1579,0
692,0
1232,0
709,1
333,0
672,0
562,0
207,0
1508,1
1514,1
914,1
1274,1
37,1
1179,1
1502,0
1344,0
34,0
1098,1
36,1
504,1
118,1
1094,1
714,0
291,0
1545,1
1069,0
1374,0
850,0
870,1
1468,1
1162,1
457,0
243,1
96,0
178,0
69,1
1180,1
335,1
1084,1
422,0
1022,0
1193,0
234,1
1408,1
956,1
110,0
846,0
435,0
1188,0
808,0
704,0
1402,1
869,1
775,0
874,1
521,0
9,0
796,0
1170,1
1485,0
493,1
1439,1
1355,0
1240,0
1251,0
395,1
1268,1
1395,1
881,1
403,1
1380,1
572,0
564,1
597,1
1354,0
1337,0
707,0
28,0
1141,1
444,1
625,0
452,1
322,0
396,0
674,1
338,1
1538,0
1020,1
1066,1
835,0
1097,0
87,0
,classification
1575,1
753,0
1112,1
665,0
614,1
335,1
1419,0
966,1
578,0
986,1
889,0
60,0
1259,1
159,1
669,1
1213,1
1272,0
130,0
344,1
977,0
1357,1
467,1
163,0
1462,1
1592,1
520,1
518,1
257,0
824,0
728,0
931,0
606,1
620,0
936,1
679,0
1315,1
1443,0
813,0
1465,0
453,1
358,1
590,0
1253,0
701,1
36,1
425,1
841,0
210,1
597,1
937,0
1058,1
673,0
1119,0
545,0
1103,1
926,1
540,0
1351,1
1090,1
644,0
914,1
746,1
766,0
1522,0
133,1
783,0
672,0
969,0
450,1
1483,0
231,1
683,0
725,0
1421,0
152,0
1422,1
823,0
629,0
1327,1
1007,1
1596,1
460,1
1017,1
61,0
1550,0
1436,0
541,1
657,1
3,1
1576,1
747,0
1182,1
151,0
197,1
27,0
613,0
1062,1
819,0
98,0
588,1
324,1
174,0
1306,0
62,1
1353,0
1316,1
757,0
310,1
1301,1
822,0
1544,1
525,0
1178,0
1022,0
393,0
466,1
557,0
1501,0
516,1
759,0
271,1
179,0
1268,1
1,0
429,1
713,0
1185,1
527,1
1205,1
395,1
700,1
241,1
57,0
1579,0
809,1
372,1
139,0
745,1
810,0
77,1
1377,1
1494,1
392,0
1410,1
185,0
718,0
533,1
421,1
303,0
325,1
684,0
1325,1
338,1
821,1
1209,1
1099,0
1262,0
374,1
957,1
1146,1
1453,0
560,0
660,1
269,1
386,1
547,1
1037,0
779,0
758,0
1427,0
1000,1
39,0
279,1
788,1
1365,0
751,0
471,1
814,1
901,1
208,0
321,0
1594,0
762,1
183,0
278,1
164,0
1216,1
418,1
1406,1
1343,1
1505,0
867,1
456,0
904,1
791,0
122,0
512,1
981,0
296,0
1279,1
458,1
873,1
126,0
971,1
1221,1
687,0
1075,1
301,1
934,0
1322,0
340,1
4,0
1299,0
709,1
653,1
280,1
157,0
1545,1
681,1
316,0
862,0
268,1
1207,0
939,0
1172,1
1273,0
1490,1
797,1
422,0
1440,1
771,0
120,0
1458,0
754,1
111,0
444,1
1116,1
619,0
1020,1
722,0
1418,0
169,0
1208,1
952,1
680,0
1330,1
858,1
1126,1
1151,1
852,0
1288,0
577,0
1372,0
403,1
7,1
1314,1
1374,0
94,0
1391,0
775,0
1471,0
909,1
836,1
1534,1
428,0
449,1
434,1
136,0
430,1
284,0
489,1
714,0
483,0
193,0
0,0
51,1
1065,1
674,1
800,0
311,1
249,1
543,1
1109,1
390,1
323,1
544,1
118,1
1403,1
732,0
615,0
1210,1
1502,0
585,1
1274,1
1361,0
1541,1
379,1
1389,0
932,1
1042,1
288,1
293,1
89,0
1334,0
704,0
755,1
341,1
419,0
723,0
495,1
412,0
1441,1
1395,1
37,1
413,1
1014,1
549,1
910,1
587,0
656,0
1305,0
1298,1
1224,1
33,1
439,0
1437,0
1523,0
336,1
9,0
711,0
1297,1
670,0
955,0
1554,1
531,0
173,1
792,1
1032,0
938,1
317,1
608,1
1368,1
1086,1
95,1
837,1
1277,1
953,1
595,0
1408,1
677,0
109,0
299,0
433,0
1562,0
329,0
565,0
1228,1
870,1
1024,1
998,1
812,0
1342,1
1572,0
171,1
1524,1
254,1
84,1
1243,0
1128,0
768,1
1582,0
554,0
1346,0
916,0
1312,0
263,0
1543,1
612,1
1348,0
1302,1
1584,1
1320,0
972,1
48,0
869,1
780,1
1073,1
997,1
1525,0
1597,0
414,0
845,0
202,0
633,0
1225,0
1426,1
801,0
1405,1
919,1
1189,0
1085,0
1064,1
411,0
866,1
357,1
1593,1
1045,1
831,1
227,0
782,0
15,0
738,0
1258,1
209,1
1040,0
1533,0
1074,0
26,0
857,1
1479,0
201,0
805,1
1005,1
1404,1
68,0
28,0
225,1
1234,1
954,1
960,1
598,1
1087,1
1120,1
1363,0
593,0
1053,1
1051,0
63,0
1070,1
1089,1
1434,1
1338,0
795,0
273,0
160,0
992,1
1429,0
478,0
1078,0
699,1
1340,1
67,0
484,1
1520,1
261,0
440,1
1345,1
1063,1
1311,1
343,1
1482,0
242,1
255,0
539,0
628,1
1143,1
1218,1
652,0
1493,0
30,0
1193,0
409,0
142,1
564,1
1390,1
1476,0
1373,0
125,0
337,0
80,0
868,1
847,1
902,1
890,0
1025,1
927,0
885,0
1393,0
1056,1
1475,1
947,1
482,0
636,0
898,1
217,0
234,1
1050,0
5,0
1337,0
1236,1
903,1
686,0
1094,1
697,1
1155,0
14,0
464,1
1369,0
490,1
156,0
532,0
1552,1
1031,1
348,1
277,1
982,1
1303,0
1409,1
1230,1
427,1
925,1
377,1
658,1
1452,1
942,1
276,1
1132,1
1492,0
196,0
599,1
785,0
878,1
306,0
1551,0
1055,1
1240,0
1585,1
1125,1
498,1
1204,1
546,1
1461,0
1113,1
1580,1
973,0
536,0
1263,0
815,0
52,1
666,1
1192,1
842,1
1136,1
1398,1
1565,1
727,0
442,1
302,0
624,0
642,0
400,0
1518,0
650,0
1108,0
359,1
710,0
494,1
1547,0
808,0
85,0
528,1
523,0
1370,0
583,1
371,1
1083,1
200,1
630,1
1261,0
462,0
1537,1
1281,1
463,0
389,1
300,1
580,0
285,0
601,1
66,0
974,1
154,0
1455,1
1188,0
690,0
1477,1
448,1
1290,0
1521,0
307,1
550,1
1568,0
1231,0
16,1
611,0
865,0
354,1
1229,0
632,1
436,1
1275,1
1241,0
472,1
1400,0
445,1
415,0
355,1
237,1
407,1
1402,1
1137,1
1167,1
513,1
1140,1
638,1
1002,1
438,1
790,1
473,0
920,0
1396,0
1280,1
320,1
1166,0
1202,1
799,1
859,1
446,0
1366,0
961,0
19,1
893,0
1195,1
103,0
896,1
245,1
1138,0
626,0
948,1
1257,1
394,0
1540,1
631,0
1354,0
773,1
44,0
326,1
627,0
250,1
496,1
406,1
1583,0
314,0
251,1
365,1
1341,1
1470,0
1415,0
1082,1
11,0
707,0
1101,1
944,1
740,1
864,0
923,1
1130,1
223,1
563,1
381,1
470,0
1331,0
671,0
579,1
12,0
256,0
678,0
1264,1
965,1
228,1
105,0
1586,1
1190,1
468,1
715,1
787,1
1184,0
56,0
1450,1
1326,1
720,0
1186,0
1464,0
786,0
297,0
731,0
860,0
1044,1
31,1
454,0
1447,0
526,0
41,0
856,1
1122,1
1590,1
247,0
69,1
756,1
1295,0
551,1
635,0
1049,1
1548,0
292,1
515,0
474,1
132,0
408,1
659,0
1118,1
1474,0
459,0
1179,1
975,0
581,0
229,0
349,1
1467,0
850,0
149,1
1291,1
405,1
548,1
691,0
119,1
333,0
1271,1
1283,1
654,0
1270,1
1386,0
1350,0
921,1
1187,1
763,0
1159,0
705,0
1043,1
949,1
688,0
1379,1
404,0
1068,1
1413,0
1093,1
1478,0
793,0
886,1
481,1
423,1
215,0
899,0
1287,0
1181,0
172,1
153,0
1013,1
106,0
1577,1
264,0
87,0
20,1
877,1
807,1
137,0
1038,1
883,0
882,1
187,0
522,0
913,1
184,1
1495,1
945,1
1039,1
475,0
724,0
719,0
465,0
668,0
1095,0
1106,1
270,1
1555,1
23,0
1252,0
649,1
570,1
555,0
582,0
1433,1
1300,1
983,1
287,1
1514,1
195,0
402,1
798,1
519,0
58,0
216,0
1531,0
662,1
844,1
420,1
1084,1
99,1
1328,0
108,1
1472,1
161,0
830,0
461,0
726,1
571,1
211,1
491,1
572,0
1567,0
391,1
1510,1
1459,1
1233,0
283,1
455,1
469,0
774,1
266,0
124,0
230,1
331,1
1504,1
29,1
1344,0
1375,0
556,1
908,1
1333,0
110,0
607,1
838,1
1542,1
1169,1
1033,1
168,1
1435,1
1165,0
1560,0
1028,1
1012,0
1135,1
573,0
1509,0
871,0
1439,1
1223,1
1041,1
1412,1
646,0
351,1
1546,0
1591,1
375,1
641,0
1142,1
170,0
1098,1
274,0
1515,1
1061,1
191,1
776,1
917,1
384,0
648,1
1310,0
1175,1
874,1
1557,1
342,1
827,0
1153,1
1324,1
770,1
1527,1
748,1
240,0
1245,0
47,0
853,1
367,0
1158,1
1282,1
286,1
675,0
854,1
178,0
93,0
566,1
538,1
848,0
584,1
1420,0
1535,1
778,0
985,1
1503,1
1553,0
855,1
996,1
1021,1
1425,1
1571,1
1385,0
123,0
441,1
1163,0
1286,1
693,0
1449,1
835,0
194,0
232,1
1150,1
817,1
647,0
1177,1
1071,0
1048,1
199,0
1486,0
1232,0
112,0
258,0
1294,1
291,0
100,1
1260,0
497,0
1006,1
410,1
327,0
1238,0
477,1
214,1
1573,1
655,0
1487,0
504,1
1117,1
1578,1
1247,0
1401,0
370,0
876,0
281,1
742,0
1197,1
501,1
1382,0
1174,1
1485,0
308,1
603,1
524,0
1242,1
1211,0
750,0
182,0
1563,0
741,0
941,1
248,1
968,1
918,1
1077,0
984,0
1456,1
1219,1
508,1
1171,1
129,0
25,0
1034,1
155,0
398,1
967,0
1564,0
507,1
1139,1
1399,1
32,0
78,0
1360,0
922,1
956,1
141,0
1148,1
188,0
911,1
1217,1
930,0
951,1
76,0
46,0
712,0
1588,1
739,0
220,1
1589,0
1194,1
243,1
811,1
1536,1
1220,1
1250,1
1110,1
17,0
488,1
1364,1
1512,1
486,0
298,0
140,0
562,0
530,1
1015,1
146,0
521,0
736,0
761,0
622,0
950,1
309,1
1157,1
623,1
1046,1
1323,1
328,1
121,1
730,0
1088,1
964,1
558,1
1539,0
1201,1
639,1
1104,1
1123,1
553,0
138,0
1222,1
1265,1
1559,0
1004,0
1121,1
600,0
1392,0
863,0
206,1
924,0
70,1
54,1
1507,1
431,0
1003,1
872,0
282,0
905,0
361,1
1457,0
645,1
958,1
1206,1
238,1
1246,0
602,0
114,0
987,0
1129,1
1489,1
1480,0
820,0
74,0
559,1
769,0
991,0
487,1
1267,1
373,0
610,0
706,0
892,1
1124,0
643,0
895,1
432,1
1131,0
1170,1
363,0
387,1
253,0
534,1
1491,0
689,0
1036,1
416,1
1266,1
1096,1
1018,1
1355,0
907,1
382,1
621,0
176,0
65,0
1141,1
1212,1
117,1
1376,0
596,1
1569,1
1549,1
735,0
101,1
772,0
875,1
935,1
897,1
567,1
203,0
1528,1
694,0
1133,1
426,1
979,0
313,0
796,0
1358,0
265,1
804,1
594,0
204,1
743,0
802,1
1278,1
113,1
586,1
1226,0
576,0
1481,0
1008,1
1035,1
733,0
13,0
575,1
75,0
369,1
1566,1
1367,1
1574,1
591,1
272,0
350,1
368,0
1191,0
664,0
43,0
542,0
1016,1
2,0
1183,0
605,1
1339,1
552,1
322,0
345,0
940,1
609,1
81,0
399,0
38,0
1293,0
702,1
752,0
1397,0
1513,1
150,1
995,1
72,0
1289,0
1488,0
1448,0
816,1
385,1
887,1
1102,1
1026,1
1317,1
383,1
843,0
894,1
1309,0
289,0
1394,0
1598,1
233,0
8,1
1313,1
1047,0
1423,0
1276,0
1027,0
424,0
879,0
1468,1
1284,0
1011,1
1352,0
304,0
330,1
993,0
53,0
347,1
192,0
1332,1
1235,0
1081,1
784,0
1411,1
1378,1
990,0
1506,1
1438,0
1052,0
239,1
224,0
1019,0
651,0
637,0
1114,1
698,0
970,1
1388,0
1430,0
55,0
1380,1
1054,1
929,1
83,0
290,1
1318,1
1180,1
1587,1
1107,1
252,0
295,0
1561,0
717,0
,classification
1070,1
70,1
1075,1
1239,0
1195,1
373,0
11,0
456,0
495,1
1385,0
150,1
993,0
674,1
268,1
935,1
754,1
563,1
113,1
1368,1
780,1
1241,0
1525,0
1497,1
253,0
63,0
1238,0
1180,1
255,0
1082,1
1423,0
1548,0
1503,1
258,0
54,1
1331,0
201,0
1453,0
1328,0
848,0
204,1
572,0
1110,1
463,0
127,0
957,1
673,0
1392,0
1112,1
1433,1
1272,0
185,0
844,1
291,0
1408,1
121,1
948,1
1185,1
977,0
909,1
1518,0
1593,1
515,0
1370,0
1011,1
521,0
274,0
343,1
768,1
1514,1
872,0
94,0
217,0
690,0
1074,0
1282,1
1456,1
48,0
1100,1
484,1
703,0
1199,1
117,1
1207,0
555,0
725,0
1473,0
7,1
934,0
399,0
1485,0
337,0
1465,0
1193,0
1133,1
1565,1
1522,0
1411,1
1189,0
996,1
5,0
1186,0
1399,1
1476,0
1316,1
328,1
1030,1
230,1
1420,0
308,1
381,1
1249,1
514,1
167,0
851,0
500,1
1537,1
278,1
1147,1
1068,1
1149,1
511,1
1105,0
1590,1
351,1
39,0
158,0
648,1
866,1
1287,0
932,1
1520,1
385,1
496,1
196,0
558,1
1288,0
1012,0
668,0
425,1
784,0
180,0
810,0
1140,1
743,0
568,1
205,1
44,0
643,0
237,1
1575,1
875,1
1247,0
824,0
98,0
1361,0
596,1
414,0
1425,1
1490,1
970,1
376,1
973,0
417,0
340,1
831,1
1289,0
610,0
548,1
1337,0
1452,1
200,1
1137,1
1597,0
134,1
132,0
1251,0
1284,0
1428,0
1571,1
426,1
65,0
482,0
940,1
983,1
1564,0
73,0
1020,1
655,0
1152,0
477,1
1387,0
1298,1
539,0
459,0
392,0
712,0
1232,0
1376,0
1369,0
455,1
1351,1
956,1
870,1
776,1
1542,1
242,1
93,0
469,0
1051,0
1320,0
335,1
254,1
231,1
467,1
839,0
1154,1
820,0
301,1
905,0
1253,0
1299,0
1264,1
1570,1
516,1
1055,1
1509,0
1508,1
303,0
913,1
1489,1
898,1
321,0
292,1
1419,0
528,1
1013,1
997,1
1218,1
1292,1
542,0
845,0
944,1
64,0
398,1
1226,0
682,0
852,0
790,1
133,1
1094,1
384,0
982,1
363,0
1460,1
1010,1
1203,0
490,1
261,0
331,1
995,1
422,0
1434,1
1296,0
779,0
602,0
891,0
333,0
1202,1
1334,0
364,1
1390,1
807,1
871,0
264,0
508,1
349,1
1085,0
1024,1
1035,1
582,0
1372,0
812,0
295,0
1486,0
1467,0
1347,0
409,0
1060,1
727,0
396,0
930,0
1228,1
428,0
442,1
694,0
920,0
236,1
998,1
1119,0
747,0
1407,1
1354,0
1036,1
481,1
1138,0
1512,1
853,1
156,0
1421,0
42,1
629,0
466,1
1168,1
18,0
522,0
590,0
1008,1
698,0
1267,1
1477,1
69,1
967,0
804,1
315,1
897,1
420,1
925,1
1393,0
10,0
221,0
969,0
811,1
276,1
1072,1
31,1
302,0
389,1
1333,0
1364,1
1330,1
287,1
1141,1
717,0
68,0
716,0
574,1
1029,1
1511,0
1581,0
843,0
470,0
605,1
299,0
1044,1
1528,1
671,0
1173,1
607,1
1225,0
1323,1
95,1
473,0
636,0
1221,1
755,1
390,1
59,1
529,0
532,0
924,0
1594,0
1339,1
1365,0
1019,0
1237,1
1314,1
438,1
603,1
1536,1
341,1
429,1
367,0
144,1
1500,0
290,1
663,1
1397,0
1443,0
947,1
1214,1
1386,0
104,0
984,0
873,1
272,0
304,0
693,0
102,1
350,1
761,0
653,1
212,1
730,0
1475,1
139,0
916,0
214,1
846,0
443,1
950,1
946,1
586,1
1402,1
164,0
309,1
524,0
1481,0
566,1
679,0
1422,1
1558,0
1170,1
86,1
166,0
285,0
380,1
962,0
427,1
310,1
1510,1
410,1
300,1
1463,1
519,0
835,0
124,0
84,1
228,1
369,1
929,1
577,0
1091,1
556,1
547,1
311,1
232,1
815,0
460,1
153,0
1529,1
795,0
319,1
259,1
1260,0
183,0
883,0
431,0
1265,1
738,0
1125,1
1561,0
504,1
35,1
888,1
667,1
320,1
597,1
622,0
858,1
1211,0
1383,0
401,1
862,0
1176,0
1108,0
1058,1
318,1
1159,0
737,1
24,1
1098,1
731,0
1394,0
1549,1
954,1
1430,0
40,0
949,1
198,1
33,1
672,0
720,0
207,0
162,1
1167,1
20,1
189,0
624,0
1313,1
246,0
1046,1
502,1
1382,0
77,1
580,0
797,1
1526,1
1395,1
498,1
1427,0
1252,0
1531,0
865,0
786,0
1362,1
1129,1
715,1
1025,1
943,1
1158,1
1169,1
281,1
359,1
238,1
958,1
651,0
368,0
1321,1
1027,0
864,0
1327,1
1065,1
55,0
294,1
1389,0
206,1
841,0
1553,0
269,1
525,0
1222,1
471,1
450,1
1332,1
382,1
454,0
829,1
538,1
1515,1
360,0
1128,0
1440,1
860,0
397,1
492,1
1471,0
960,1
726,1
796,0
1307,0
191,1
202,0
1360,0
1162,1
676,1
347,1
1066,1
611,0
1435,1
71,0
273,0
375,1
488,1
296,0
567,1
1448,0
1069,0
229,0
1204,1
262,0
435,0
270,1
1495,1
837,1
850,0
1540,1
177,1
1174,1
487,1
1554,1
1450,1
1586,1
87,0
1178,0
190,0
1342,1
1546,0
933,0
118,1
1348,0
298,0
239,1
1130,1
430,1
23,0
896,1
589,1
517,0
1038,1
859,1
260,0
1587,1
1242,1
345,0
136,0
326,1
67,0
697,1
1499,1
919,1
1155,0
992,1
1285,0
599,1
50,0
632,1
1379,1
1413,0
57,0
1015,1
157,0
639,1
1042,1
114,0
1426,1
928,0
