Epoch,Phase,Iteration,Accuracy,Loss
216,Training,864,0.0,0.07152841020173419
216,Val,864,0.0,0.11079230670692958
218,Training,872,0.0,0.0676540280646952
218,Val,872,0.0,0.11577902166781133
220,Training,880,0.0,0.07622348705032976
220,Val,880,0.0,0.11110736619037948
222,Training,888,0.0,0.07220253225540905
222,Val,888,0.0,0.10819007462481417
224,Training,896,0.0,0.07462994473367028
224,Val,896,0.0,0.11657269063506819
226,Training,904,0.0,0.07010371082350188
226,Val,904,0.0,0.11562785827299114
228,Training,912,0.0,0.07141938157302823
228,Val,912,0.0,0.1134783904706969
230,Training,920,0.0,0.08037168939468696
230,Val,920,0.0,0.09871859883489505
232,Training,928,0.0,0.08120011299070105
232,Val,928,0.0,0.08000223925186971
234,Training,936,0.0,0.06273021067287854
234,Val,936,0.0,0.09875764273913823
236,Training,944,0.0,0.0771074849959519
236,Val,944,0.0,0.0979426221305895
238,Training,952,0.0,0.07091567507933007
238,Val,952,0.0,0.11189110136234214
240,Training,960,0.0,0.06788337989978303
240,Val,960,0.0,0.11582442002671528
242,Training,968,0.0,0.06510559366346465
242,Val,968,0.0,0.11484741755692096
244,Training,976,0.0,0.06820603091703635
244,Val,976,0.0,0.11675006664194287
246,Training,984,0.0,0.07927926069403866
246,Val,984,0.0,0.10304608399552721
248,Training,992,0.0,0.07222692104541652
248,Val,992,0.0,0.10633102002915602
250,Training,1000,0.0,0.07707831982011222
250,Val,1000,0.0,0.1096818565230628
252,Training,1008,0.0,0.07239527874973213
252,Val,1008,0.0,0.09014529608210166
254,Training,1016,0.0,0.06947204835973488
254,Val,1016,0.0,0.10917079376221972
256,Training,1024,0.0,0.07956977515043685
256,Val,1024,0.0,0.09736094331013105
258,Training,1032,0.0,0.07107331155785306
258,Val,1032,0.0,0.11248105753892702
260,Training,1040,0.0,0.07203051351498299
260,Val,1040,0.0,0.11146963451783427
262,Training,1048,0.0,0.07939572155011505
262,Val,1048,0.0,0.10613091504916512
264,Training,1056,0.0,0.0730846139976656
264,Val,1056,0.0,0.11336424624745382
266,Training,1064,0.0,0.07736355465094136
266,Val,1064,0.0,0.11490704477089547
268,Training,1072,0.0,0.0750090635273922
268,Val,1072,0.0,0.1144405069001881
270,Training,1080,0.0,0.07935262570218736
270,Val,1080,0.0,0.0884669730461362
272,Training,1088,0.0,0.0800457691442882
272,Val,1088,0.0,0.092979991083133
274,Training,1096,0.0,0.07413806183201911
274,Val,1096,0.0,0.10700328350646775
276,Training,1104,0.0,0.07908747148811261
276,Val,1104,0.0,0.10196316960939951
278,Training,1112,0.0,0.08240019123099225
278,Val,1112,0.0,0.1044347569624753
280,Training,1120,0.0,0.07969466906451173
280,Val,1120,0.0,0.10155255867818563
282,Training,1128,0.0,0.07726787983357067
282,Val,1128,0.0,0.09869109293306651
284,Training,1136,0.0,0.07257025062125831
284,Val,1136,0.0,0.09616861419293166
286,Training,1144,0.0,0.06814446514412525
286,Val,1144,0.0,0.10944438270003122
288,Training,1152,0.0,0.07864316689118706
288,Val,1152,0.0,0.10089928328611229
290,Training,1160,0.0,0.07577546807976009
290,Val,1160,0.0,0.10679853661714873
292,Training,1168,0.0,0.07550725937686247
292,Val,1168,0.0,0.10796227403586849
294,Training,1176,0.0,0.06750467465842187
294,Val,1176,0.0,0.11248152168013519
296,Training,1184,0.0,0.07775758482670625
296,Val,1184,0.0,0.10470512357345546
298,Training,1192,0.0,0.07690270044521809
298,Val,1192,0.0,0.09573850370760921
300,Training,1200,0.0,0.07670511820101926
300,Val,1200,0.0,0.11499500021735969
302,Training,1208,0.0,0.07754064907297534
302,Val,1208,0.0,0.11152789045097394
304,Training,1216,0.0,0.07170878355783881
304,Val,1216,0.0,0.10307579681126411
306,Training,1224,0.0,0.07303565983773616
306,Val,1224,0.0,0.1030329748248936
308,Training,1232,0.0,0.07748481474492837
308,Val,1232,0.0,0.11167854501082959
310,Training,1240,0.0,0.07579111159551087
310,Val,1240,0.0,0.09565184844470503
312,Training,1248,0.0,0.06031633300501666
312,Val,1248,0.0,0.11539746093290287
314,Training,1256,0.0,0.07988320820206297
314,Val,1256,0.0,0.10917586457277557
316,Training,1264,0.0,0.07218424826453078
316,Val,1264,0.0,0.11527852313707886
318,Training,1272,0.0,0.06872646656164012
318,Val,1272,0.0,0.1197376834751438
320,Training,1280,0.0,0.06613726947566644
320,Val,1280,0.0,0.11046602521213765
322,Training,1288,0.0,0.07381708932091695
322,Val,1288,0.0,0.11713723038266381
324,Training,1296,0.0,0.07884311449262972
324,Val,1296,0.0,0.10206569311161724
326,Training,1304,0.0,0.07349505680300225
326,Val,1304,0.0,0.10087716662460668
328,Training,1312,0.0,0.07672751830979863
328,Val,1312,0.0,0.10599541237349257
330,Training,1320,0.0,0.07404034128788384
330,Val,1320,0.0,0.1119936681888713
332,Training,1328,0.0,0.06973238316905475
332,Val,1328,0.0,0.1121452655188356
334,Training,1336,0.0,0.07130719076715397
334,Val,1336,0.0,0.10801975348101012
336,Training,1344,0.0,0.07499752833203695
336,Val,1344,0.0,0.1064394146337448
338,Training,1352,0.0,0.06736722095079999
338,Val,1352,0.0,0.1123120379291193
340,Training,1360,0.0,0.07168008388885545
340,Val,1360,0.0,0.11333524965889685
342,Training,1368,0.0,0.06823355107124535
342,Val,1368,0.0,0.11933847232001445
344,Training,1376,0.0,0.0672927886354756
344,Val,1376,0.0,0.10990161477232678
346,Training,1384,0.0,0.07031489696392863
346,Val,1384,0.0,0.11056774092809728
348,Training,1392,0.0,0.07562968103683011
348,Val,1392,0.0,0.11063249726459756
350,Training,1400,0.0,0.07836961757277137
350,Val,1400,0.0,0.11333601373020945
352,Training,1408,0.0,0.07491107134053933
352,Val,1408,0.0,0.10960713711258385
354,Training,1416,0.0,0.0726505335989852
354,Val,1416,0.0,0.10556414756860905
356,Training,1424,0.0,0.07335213385182755
356,Val,1424,0.0,0.09164392230482128
358,Training,1432,0.0,0.07301657430476974
358,Val,1432,0.0,0.11052912686137162
360,Training,1440,0.0,0.06741250455607055
360,Val,1440,0.0,0.11512587823591215
362,Training,1448,0.0,0.07966045480953074
362,Val,1448,0.0,0.1044730159212282
364,Training,1456,0.0,0.07604006047673552
364,Val,1456,0.0,0.10926200150682208
366,Training,1464,0.0,0.06496898516003223
366,Val,1464,0.0,0.09999104482178571
368,Training,1472,0.0,0.07441358383767231
368,Val,1472,0.0,0.10591063033397062
370,Training,1480,0.0,0.07739586303537994
370,Val,1480,0.0,0.11013903992200302
372,Training,1488,0.0,0.0746366294627955
372,Val,1488,0.0,0.10888191590985126
374,Training,1496,0.0,0.07869867217325811
374,Val,1496,0.0,0.10463244939230014
376,Training,1504,0.0,0.075770061553732
376,Val,1504,0.0,0.0843152537006772
378,Training,1512,0.0,0.07195829157044831
378,Val,1512,0.0,0.11530836634121099
380,Training,1520,0.0,0.06992867035564386
380,Val,1520,0.0,0.11360174285399159
382,Training,1528,0.0,0.07547262995908634
382,Val,1528,0.0,0.11032445173404597
384,Training,1536,0.0,0.07606563092497512
384,Val,1536,0.0,0.08524528649171327
386,Training,1544,0.0,0.06920300244474002
386,Val,1544,0.0,0.10878811781672686
388,Training,1552,0.0,0.07622304809273282
388,Val,1552,0.0,0.10709248233156175
390,Training,1560,0.0,0.07819032742003983
390,Val,1560,0.0,0.10449175309550658
392,Training,1568,0.0,0.08097729063809186
392,Val,1568,0.0,0.08733761476213847
394,Training,1576,0.0,0.07316359281234357
394,Val,1576,0.0,0.1075010900619916
396,Training,1584,0.0,0.07777818179622077
396,Val,1584,0.0,0.11208403803651262
398,Training,1592,0.0,0.07221612155293473
398,Val,1592,0.0,0.11589479939076835
400,Training,1600,0.0,0.07735378319120244
400,Val,1600,0.0,0.11839429923080373
402,Training,1608,0.0,0.07902624413841318
402,Val,1608,0.0,0.10713720607313178
404,Training,1616,0.0,0.0652199156734156
404,Val,1616,0.0,0.11453643321198086
406,Training,1624,0.0,0.07134220686624389
406,Val,1624,0.0,0.1126431032165975
408,Training,1632,0.0,0.07092226135484633
408,Val,1632,0.0,0.08817992632465017
410,Training,1640,0.0,0.06507104263741827
410,Val,1640,0.0,0.11591990059096036
412,Training,1648,0.0,0.0757878874535432
412,Val,1648,0.0,0.09795702327716078
414,Training,1656,0.0,0.0716698648051666
414,Val,1656,0.0,0.10894305400639533
416,Training,1664,0.0,0.07266554692282366
416,Val,1664,0.0,0.10430411817560532
418,Training,1672,0.0,0.07001691463604554
418,Val,1672,0.0,0.11589966350057408
420,Training,1680,0.0,0.07856885403734869
420,Val,1680,0.0,0.10154069134561668
422,Training,1688,0.0,0.0780084891699669
422,Val,1688,0.0,0.07166948483594959
424,Training,1696,0.0,0.061962933641094765
424,Val,1696,0.0,0.10667210172130526
426,Training,1704,0.0,0.07347923559339352
426,Val,1704,0.0,0.11179881987080798
428,Training,1712,0.0,0.0742472970638126
428,Val,1712,0.0,0.09293959803342695
430,Training,1720,0.0,0.07744961639374792
430,Val,1720,0.0,0.08864826347685108
432,Training,1728,0.0,0.06884323393471979
432,Val,1728,0.0,0.11414784275073847
434,Training,1736,0.0,0.07335191154294139
434,Val,1736,0.0,0.10023459655546996
436,Training,1744,0.0,0.07317619108897559
436,Val,1744,0.0,0.113056551970244
438,Training,1752,0.0,0.08494685382349097
438,Val,1752,0.0,0.09327804256363535
440,Training,1760,0.0,0.06459240769494401
440,Val,1760,0.0,0.11467734706770111
442,Training,1768,0.0,0.07390556574799405
442,Val,1768,0.0,0.09953597455027559
444,Training,1776,0.0,0.07877681403741894
444,Val,1776,0.0,0.10926403456303335
446,Training,1784,0.0,0.075312987412881
446,Val,1784,0.0,0.10580096831706697
448,Training,1792,0.0,0.07281469355057306
448,Val,1792,0.0,0.10744901898652937
450,Training,1800,0.0,0.07432808598516355
450,Val,1800,0.0,0.11499470954128865
452,Training,1808,0.0,0.07505178676507397
452,Val,1808,0.0,0.1095046578232734
454,Training,1816,0.0,0.07828527929450554
454,Val,1816,0.0,0.10785308374698895
456,Training,1824,0.0,0.07612424441639447
456,Val,1824,0.0,0.11284554982882294
458,Training,1832,0.0,0.07621735028953495
458,Val,1832,0.0,0.09621472142864575
460,Training,1840,0.0,0.07148535073750827
460,Val,1840,0.0,0.10950388958012047
462,Training,1848,0.0,0.07451190360209624
462,Val,1848,0.0,0.10453831878037638
464,Training,1856,0.0,0.07104971131426042
464,Val,1856,0.0,0.11578311493827141
466,Training,1864,0.0,0.07612831995275084
466,Val,1864,0.0,0.10525974017887037
468,Training,1872,0.0,0.07067835251377479
468,Val,1872,0.0,0.10979766378071433
470,Training,1880,0.0,0.07607921146930056
470,Val,1880,0.0,0.1063688217708559
472,Training,1888,0.0,0.07171328550988058
472,Val,1888,0.0,0.11514124522786247
474,Training,1896,0.0,0.07449183930343144
474,Val,1896,0.0,0.11066957931351344
476,Training,1904,0.0,0.06888801595032777
476,Val,1904,0.0,0.11245935982575539
478,Training,1912,0.0,0.07047506500922343
478,Val,1912,0.0,0.10345188257195108
480,Training,1920,0.0,0.06915205443752996
480,Val,1920,0.0,0.10137340291594359
482,Training,1928,0.0,0.07489924645676152
482,Val,1928,0.0,0.11228791373736029
484,Training,1936,0.0,0.07502107406037052
484,Val,1936,0.0,0.11296640774109919
486,Training,1944,0.0,0.07231197642522337
486,Val,1944,0.0,0.1100031929786891
488,Training,1952,0.0,0.08224866974987059
488,Val,1952,0.0,0.10445571123558595
490,Training,1960,0.0,0.0780220529551263
490,Val,1960,0.0,0.08197672121383234
492,Training,1968,0.0,0.07019987203489521
492,Val,1968,0.0,0.1089302547468652
494,Training,1976,0.0,0.0692188834656941
494,Val,1976,0.0,0.10750895503196246
496,Training,1984,0.0,0.07959751640878458
496,Val,1984,0.0,0.10640164021004388
498,Training,1992,0.0,0.07427928896073165
498,Val,1992,0.0,0.106882566678417
500,Training,2000,0.0,0.07172018132898877
500,Val,2000,0.0,0.11393440922163806
502,Training,2008,0.0,0.07639331267827958
502,Val,2008,0.0,0.11298915044099628
504,Training,2016,0.0,0.07690023740874088
504,Val,2016,0.0,0.11193404004585154
506,Training,2024,0.0,0.07457175580077882
506,Val,2024,0.0,0.10916566874309587
508,Training,2032,0.0,0.06479685455553144
508,Val,2032,0.0,0.11260650005757385
510,Training,2040,0.0,0.0727915352739451
510,Val,2040,0.0,0.09386800168954074
512,Training,2048,0.0,0.06865776987552331
512,Val,2048,0.0,0.11986549029404554
514,Training,2056,0.0,0.07119813425715818
514,Val,2056,0.0,0.10887890880166766
516,Training,2064,0.0,0.07599960791289019
516,Val,2064,0.0,0.10668379703708779
518,Training,2072,0.0,0.0748635366078212
518,Val,2072,0.0,0.11312015261935625
520,Training,2080,0.0,0.0835805601214223
520,Val,2080,0.0,0.08591904285885042
522,Training,2088,0.0,0.06927347609642097
522,Val,2088,0.0,0.10544287939272162
524,Training,2096,0.0,0.06923481729952626
524,Val,2096,0.0,0.11410578004941661
526,Training,2104,0.0,0.07167623127007039
526,Val,2104,0.0,0.10393635949922841
528,Training,2112,0.0,0.07355214765310907
528,Val,2112,0.0,0.10247038926002312
530,Training,2120,0.0,0.0748272934865426
530,Val,2120,0.0,0.11674005864373349
532,Training,2128,0.0,0.07326874414049796
532,Val,2128,0.0,0.11102171427373553
534,Training,2136,0.0,0.07291465546625513
534,Val,2136,0.0,0.11061743407145701
536,Training,2144,0.0,0.07253164212787122
536,Val,2144,0.0,0.10515360673043177
538,Training,2152,0.0,0.08325503563927988
538,Val,2152,0.0,0.08844185096978346
540,Training,2160,0.0,0.0733051421310938
540,Val,2160,0.0,0.11323663480914403
542,Training,2168,0.0,0.07638213862035978
542,Val,2168,0.0,0.10856532203665938
544,Training,2176,0.0,0.07164261214728218
544,Val,2176,0.0,0.10572257298203817
546,Training,2184,0.0,0.07900879774661004
546,Val,2184,0.0,0.11036554210399463
548,Training,2192,0.0,0.07891448857045534
548,Val,2192,0.0,0.10918661189404645
550,Training,2200,0.0,0.06417781403095309
550,Val,2200,0.0,0.11699105617885298
552,Training,2208,0.0,0.07474447886516355
552,Val,2208,0.0,0.09973840644143091
554,Training,2216,0.0,0.06988136390167572
554,Val,2216,0.0,0.11486486217537302
556,Training,2224,0.0,0.08260088322079652
556,Val,2224,0.0,0.09178043979537694
558,Training,2232,0.0,0.06691352377874583
558,Val,2232,0.0,0.11617348923756206
560,Training,2240,0.0,0.06864542945797307
560,Val,2240,0.0,0.10596545010275411
562,Training,2248,0.0,0.07197601908036559
562,Val,2248,0.0,0.11284758739275268
564,Training,2256,0.0,0.0700914799855273
564,Val,2256,0.0,0.1065213652317893
566,Training,2264,0.0,0.07839382967906092
566,Val,2264,0.0,0.10483725628615158
568,Training,2272,0.0,0.07300884428376449
568,Val,2272,0.0,0.11237490135890106
570,Training,2280,0.0,0.0767686269204697
570,Val,2280,0.0,0.11248705689100802
572,Training,2288,0.0,0.06836652027108263
572,Val,2288,0.0,0.11679864828983172
574,Training,2296,0.0,0.07410053458591989
574,Val,2296,0.0,0.11784115996491777
576,Training,2304,0.0,0.07709530728781012
576,Val,2304,0.0,0.11310116087541659
578,Training,2312,0.0,0.0689682483304543
578,Val,2312,0.0,0.09950761950935798
580,Training,2320,0.0,0.0754180696795981
580,Val,2320,0.0,0.11534236487965323
582,Training,2328,0.0,0.06767491267380703
582,Val,2328,0.0,0.11460167242784619
584,Training,2336,0.0,0.06235276424976229
584,Val,2336,0.0,0.10661018238031693
586,Training,2344,0.0,0.08007343798337341
586,Val,2344,0.0,0.09682619545910094
588,Training,2352,0.0,0.07867511102093049
588,Val,2352,0.0,0.1062736666479049
590,Training,2360,0.0,0.08017922425956896
590,Val,2360,0.0,0.10582092169346698
592,Training,2368,0.0,0.07467482594056683
592,Val,2368,0.0,0.11383674158000501
594,Training,2376,0.0,0.07197515244573928
594,Val,2376,0.0,0.10807495257552108
596,Training,2384,0.0,0.07604867018309175
596,Val,2384,0.0,0.11567352282900804
598,Training,2392,0.0,0.0744744511044984
598,Val,2392,0.0,0.1092215254489607
600,Training,2400,0.0,0.07466719976660623
600,Val,2400,0.0,0.11308774772267405
602,Training,2408,0.0,0.07086198841096038
602,Val,2408,0.0,0.0986200861647679
604,Training,2416,0.0,0.07875437343632613
604,Val,2416,0.0,0.1147616785716193
606,Training,2424,0.0,0.07157196527946325
606,Val,2424,0.0,0.11152027086633613
608,Training,2432,0.0,0.07672742036017054
608,Val,2432,0.0,0.10929755006199565
610,Training,2440,0.0,0.07520071096177106
610,Val,2440,0.0,0.10332539396566616
612,Training,2448,0.0,0.07304065742830647
612,Val,2448,0.0,0.1160650363722018
614,Training,2456,0.0,0.07130343073498845
614,Val,2456,0.0,0.1097055147032988
616,Training,2464,0.0,0.07681578424226199
616,Val,2464,0.0,0.11270155876904121
618,Training,2472,0.0,0.07387847017732703
618,Val,2472,0.0,0.11743774845325057
620,Training,2480,0.0,0.06375598031656819
620,Val,2480,0.0,0.09915710970201541
622,Training,2488,0.0,0.077026699889975
622,Val,2488,0.0,0.1074211000238124
624,Training,2496,0.0,0.07505701521487938
624,Val,2496,0.0,0.11697071559981471
626,Training,2504,0.0,0.06897900522133835
626,Val,2504,0.0,0.11146968033853577
628,Training,2512,0.0,0.07320952274556934
628,Val,2512,0.0,0.11749660414245844
630,Training,2520,0.0,0.0719313422570164
630,Val,2520,0.0,0.11656151315524305
632,Training,2528,0.0,0.07071441277609024
632,Val,2528,0.0,0.110769283997133
634,Training,2536,0.0,0.07118640092237664
634,Val,2536,0.0,0.11401913448870833
636,Training,2544,0.0,0.05843954887301454
636,Val,2544,0.0,0.11893523346565853
638,Training,2552,0.0,0.07624642746621492
638,Val,2552,0.0,0.10263261655569005
640,Training,2560,0.0,0.0743220027413844
640,Val,2560,0.0,0.11119523962840737
642,Training,2568,0.0,0.0692730583424258
642,Val,2568,0.0,0.11531794044875517
644,Training,2576,0.0,0.07969113796067032
644,Val,2576,0.0,0.1107758187626497
646,Training,2584,0.0,0.07043650716212238
646,Val,2584,0.0,0.11139964711740417
648,Training,2592,0.0,0.07021826843166011
648,Val,2592,0.0,0.09666670465358025
650,Training,2600,0.0,0.07316332509920805
650,Val,2600,0.0,0.11450740383672035
652,Training,2608,0.0,0.08003375944521852
652,Val,2608,0.0,0.11054618276700168
654,Training,2616,0.0,0.07536964154918499
654,Val,2616,0.0,0.10471099615329034
656,Training,2624,0.0,0.06677323847042599
656,Val,2624,0.0,0.11917076160728768
658,Training,2632,0.0,0.0739271157996258
658,Val,2632,0.0,0.10909061105679889
660,Training,2640,0.0,0.06552736686271983
660,Val,2640,0.0,0.11468365751357258
662,Training,2648,0.0,0.07349231861671157
662,Val,2648,0.0,0.11322923945661517
664,Training,2656,0.0,0.06826287236750535
664,Val,2656,0.0,0.10895850544512509
666,Training,2664,0.0,0.0755259460757179
666,Val,2664,0.0,0.0876884721721337
668,Training,2672,0.0,0.06797124318419108
668,Val,2672,0.0,0.11114878808297905
670,Training,2680,0.0,0.06903783548412055
670,Val,2680,0.0,0.11403239002396148
672,Training,2688,0.0,0.0771434278116092
672,Val,2688,0.0,0.09853540736219768
674,Training,2696,0.0,0.07018561310680871
674,Val,2696,0.0,0.11771223357734133
676,Training,2704,0.0,0.07887868576247214
676,Val,2704,0.0,0.11162632236917464
