,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,pH,sulphates,alcohol
1036,0.31,0.34,2.5,0.08199999999999999,26.0,35.0,3.22,0.59,12.5
5,0.66,0.0,1.8,0.075,13.0,40.0,3.51,0.56,9.4
182,0.73,0.02,2.5,0.076,16.0,42.0,3.44,0.52,9.3
1133,0.48,0.07,5.5,0.08900000000000001,10.0,18.0,3.37,0.68,11.2
1442,0.63,0.02,1.9,0.078,18.0,30.0,3.4,0.75,9.8
1436,0.38,0.38,1.6,0.16899999999999998,27.0,90.0,3.15,0.65,8.5
1473,0.6,0.08,1.8,0.071,14.0,45.0,3.38,0.54,11.0
847,0.68,0.16,1.8,0.078,12.0,39.0,3.5,0.7,9.9
1259,0.64,0.0,2.7,0.123,15.0,33.0,3.44,0.63,11.3
1380,0.57,0.02,2.6,0.077,11.0,35.0,3.36,0.62,10.8
303,0.67,0.12,1.6,0.18600000000000005,5.0,21.0,3.39,0.54,9.5
720,0.56,0.04,2.0,0.08199999999999999,10.0,22.0,3.22,0.44,9.6
882,0.31,0.29,3.1,0.194,14.0,26.0,3.22,0.78,12.0
1047,0.43,0.17,1.8,0.08199999999999999,27.0,51.0,3.49,0.64,10.4
67,0.705,0.07,1.6,0.076,6.0,15.0,3.44,0.58,10.7
1359,0.475,0.4,1.4,0.091,6.0,28.0,3.07,0.65,10.0333333333333
1545,0.63,0.33,1.8,0.059,16.0,28.0,3.36,0.64,10.1
306,0.62,0.32,2.2,0.08199999999999999,7.0,54.0,3.36,0.52,9.4
961,0.56,0.14,1.6,0.078,7.0,18.0,3.27,0.62,9.3
896,0.31,0.39,2.4,0.078,17.0,43.0,3.31,0.77,12.5
154,0.43,0.42,5.5,0.07,29.0,129.0,3.42,0.72,10.5
1354,0.58,0.03,2.3,0.077,7.0,28.0,3.35,0.52,10.0
675,0.41,0.39,2.2,0.064,12.0,31.0,3.26,0.65,10.2
1517,0.53,0.06,2.0,0.063,29.0,44.0,3.38,0.83,10.3
426,0.67,0.08,2.1,0.045,19.0,48.0,3.49,0.49,11.4
688,0.66,0.04,1.6,0.039,4.0,9.0,3.4,0.47,9.4
1494,0.31,0.09,1.4,0.066,15.0,28.0,3.42,0.7,10.0
80,0.45,0.2,1.6,0.069,3.0,15.0,3.41,0.56,9.2
1572,0.69,0.32,2.2,0.069,35.0,104.0,3.33,0.51,9.5
1459,0.2,0.35,1.7,0.054000000000000006,7.0,15.0,3.32,0.8,11.9
344,0.57,0.5,2.6,0.08199999999999999,6.0,32.0,3.12,0.78,10.7
1551,0.67,0.0,2.3,0.083,18.0,27.0,3.44,0.54,9.4
970,0.26,0.48,1.9,0.066,6.0,10.0,3.33,0.87,10.9
112,0.6,0.1,2.2,0.085,14.0,111.0,3.15,0.66,9.8
1006,0.29,0.33,2.05,0.063,13.0,27.0,3.26,0.84,11.7
523,0.4,0.49,2.5,0.085,38.0,142.0,3.22,0.55,9.4
241,0.38,0.56,2.1,0.093,6.0,24.0,3.14,0.71,10.9
1486,0.68,0.21,2.1,0.07,9.0,23.0,3.38,0.6,10.3
1223,0.36,0.47,2.2,0.07400000000000001,9.0,23.0,3.23,0.76,12.0
814,0.41,0.54,2.8,0.103,19.0,41.0,3.21,0.76,11.3
1504,0.38,0.57,2.3,0.106,5.0,12.0,3.36,0.55,11.4
1376,0.885,0.2,1.4,0.086,7.0,31.0,3.11,0.46,10.0
1550,0.68,0.0,2.3,0.087,17.0,26.0,3.45,0.53,9.5
215,0.49,0.49,5.6,0.06,26.0,121.0,3.34,0.76,10.5
517,0.61,0.49,2.1,0.2,5.0,16.0,3.16,0.63,8.4
1193,0.885,0.0,2.3,0.166,6.0,12.0,3.56,0.51,10.8
389,0.38,0.31,2.5,0.096,16.0,49.0,3.19,0.7,10.0
191,0.37,0.25,1.9,0.07400000000000001,21.0,49.0,3.57,0.62,9.8
1210,0.65,0.02,2.1,0.078,8.0,15.0,3.35,0.62,10.4
1142,0.45,0.11,2.4,0.043,6.0,12.0,3.3,0.65,11.4
30,0.675,0.07,2.4,0.08900000000000001,17.0,82.0,3.35,0.54,10.1
976,0.41,0.3,2.1,0.083,35.0,72.0,3.44,0.52,9.4
1104,0.48,0.34,2.2,0.073,16.0,25.0,3.28,0.66,12.4
56,0.42,0.57,3.4,0.07,4.0,10.0,3.04,0.63,9.6
152,0.6,0.03,1.8,0.095,25.0,99.0,3.35,0.54,10.1
531,0.38,0.49,2.7,0.098,12.0,42.0,3.16,0.61,10.3
1313,0.36,0.21,2.3,0.086,20.0,65.0,3.4,0.54,10.1
457,0.63,0.21,2.7,0.097,29.0,65.0,3.28,0.58,9.6
117,0.56,0.12,2.0,0.08199999999999999,7.0,28.0,3.37,0.5,9.4
1341,0.51,0.02,1.7,0.084,13.0,31.0,3.36,0.54,10.5
963,0.27,0.39,2.0,0.1,20.0,27.0,3.15,0.69,11.2
482,0.36,0.59,2.2,0.152,6.0,18.0,3.04,1.05,9.4
1397,0.59,0.26,2.0,0.08,17.0,104.0,3.28,0.52,9.9
1513,0.56,0.15,1.8,0.078,17.0,65.0,3.33,0.6,10.5
805,0.28,0.4,2.4,0.052000000000000005,4.0,10.0,3.33,0.7,12.8
433,0.39,0.63,2.3,0.091,6.0,18.0,3.16,0.49,9.5
1211,0.44,0.15,2.1,0.076,22.0,53.0,3.32,0.62,9.3
217,0.725,0.22,2.2,0.07200000000000001,11.0,41.0,3.36,0.55,9.1
1449,0.38,0.31,2.0,0.056,15.0,29.0,3.23,0.76,11.3
224,0.635,0.36,2.0,0.08900000000000001,15.0,55.0,3.31,0.57,10.4
884,0.61,0.19,4.0,0.094,30.0,69.0,3.22,0.5,10.0
295,0.5,0.46,2.5,0.073,5.0,27.0,3.05,0.64,9.5
1331,0.87,0.26,3.8,0.107,31.0,67.0,3.26,0.46,9.2
1208,0.36,0.46,2.1,0.07400000000000001,24.0,44.0,3.4,0.85,11.0
1201,0.34,0.36,1.9,0.065,5.0,10.0,3.27,0.54,11.2
376,0.45,0.5,3.0,0.078,19.0,47.0,3.26,1.11,11.0
1429,0.18,0.4,2.2,0.049,38.0,67.0,3.33,0.93,11.3
953,0.34,0.48,2.1,0.052000000000000005,5.0,9.0,3.2,0.69,12.1
1065,0.61,0.18,2.4,0.083,6.0,20.0,3.29,0.6,10.2
66,0.52,0.11,1.5,0.079,11.0,39.0,3.42,0.58,9.6
1314,0.36,0.21,2.4,0.086,24.0,69.0,3.4,0.53,10.1
798,0.5,0.34,3.6,0.08199999999999999,5.0,14.0,3.29,0.52,10.7
606,0.41,0.48,4.6,0.07200000000000001,10.0,20.0,3.34,0.79,12.2
1320,0.66,0.34,2.6,0.094,12.0,88.0,3.26,0.66,10.1
1072,0.35,0.26,1.8,0.083,33.0,75.0,3.4,0.58,9.5
1010,0.28,0.45,1.7,0.067,7.0,12.0,3.25,0.55,12.3
756,0.98,0.01,2.0,0.057,15.0,33.0,3.6,0.46,11.2
300,0.53,0.06,2.6,0.086,20.0,44.0,3.38,0.59,10.7
1156,0.18,0.51,1.75,0.071,45.0,88.0,3.33,0.76,11.8
280,0.26,0.44,3.6,0.071,6.0,19.0,3.12,0.82,9.3
580,0.5,0.49,2.2,0.08900000000000001,5.0,14.0,3.19,0.44,9.6
656,0.43,0.39,2.2,0.106,8.0,32.0,2.89,0.5,9.6
1483,0.33,0.44,1.5,0.042,6.0,12.0,3.35,0.61,10.7
259,0.31,0.47,2.6,0.085,14.0,33.0,3.36,0.8,10.5
1254,0.7,0.06,1.9,0.079,20.0,35.0,3.4,0.69,10.9
1431,0.43,0.31,2.1,0.069,13.0,74.0,3.26,0.54,9.9
1522,0.32,0.25,2.3,0.071,23.0,58.0,3.42,0.97,10.6
1569,0.51,0.14,1.9,0.056,15.0,34.0,3.48,0.57,11.5
663,0.28,0.46,1.8,0.05,5.0,13.0,3.04,0.79,10.2
333,0.56,0.08,2.1,0.105,16.0,44.0,3.13,0.52,11.0
1452,0.58,0.02,2.0,0.062,37.0,53.0,3.35,0.76,11.6
1238,0.73,0.0,2.5,0.081,12.0,24.0,3.38,0.46,9.6
31,0.685,0.0,2.5,0.105,22.0,37.0,3.46,0.57,10.6
323,0.59,0.42,2.8,0.09,35.0,73.0,3.28,0.7,9.5
696,0.65,0.02,2.1,0.066,8.0,25.0,3.47,0.67,9.5
192,0.63,0.12,3.8,0.099,16.0,126.0,3.28,0.61,9.5
454,0.23,0.4,1.6,0.063,21.0,67.0,3.5,0.63,11.1
478,0.68,0.24,2.2,0.087,5.0,28.0,3.14,0.6,10.2
458,0.33,0.63,2.8,0.084,5.0,22.0,3.26,0.74,11.2
941,0.27,0.49,5.0,0.08199999999999999,9.0,17.0,3.19,0.52,12.5
564,0.47,0.49,4.3,0.085,6.0,47.0,3.3,0.68,12.7
631,0.28,0.54,2.7,0.105,5.0,19.0,3.25,0.63,9.5
702,0.64,0.02,2.1,0.067,9.0,23.0,3.47,0.67,9.4
125,0.62,0.04,1.9,0.146,27.0,90.0,3.16,0.7,9.4
957,0.37,0.52,2.0,0.08800000000000001,12.0,51.0,3.29,0.58,11.1
587,0.73,0.24,1.9,0.108,18.0,102.0,3.26,0.59,9.3
136,0.715,0.15,1.8,0.08900000000000001,10.0,52.0,3.23,0.77,9.5
293,0.36,0.25,2.4,0.098,5.0,16.0,3.41,0.6,10.1
1479,0.28,0.6,3.0,0.104,10.0,22.0,3.39,0.68,10.6
596,0.4,0.51,2.0,0.059,6.0,24.0,3.04,0.6,9.3
701,0.65,0.02,2.1,0.066,8.0,25.0,3.47,0.67,9.5
1267,0.43,0.5,2.3,0.068,13.0,19.0,3.1,0.87,11.4
1302,0.37,0.32,2.1,0.064,4.0,15.0,3.3,0.8,11.2
223,0.645,0.25,2.0,0.083,8.0,28.0,3.28,0.6,10.0
287,0.4,0.12,3.0,0.092,29.0,53.0,3.37,0.7,10.3
1276,0.4,0.4,6.3,0.05,3.0,10.0,3.28,0.56,12.0
1401,0.69,0.21,2.1,0.08,33.0,141.0,3.25,0.51,9.9
1368,0.77,0.32,2.1,0.079,16.0,74.0,3.27,0.5,9.8
819,0.66,0.15,3.2,0.097,9.0,59.0,3.28,0.54,9.6
1181,0.39,0.43,1.65,0.068,5.0,11.0,3.19,0.46,11.4
1327,0.46,0.24,1.7,0.077,18.0,34.0,3.39,0.6,10.6
1209,0.39,0.43,2.0,0.071,14.0,24.0,3.45,0.87,11.2
989,0.295,0.4,1.5,0.073,14.0,21.0,3.14,0.51,10.9
691,0.92,0.24,2.6,0.087,12.0,93.0,3.48,0.54,9.8
307,0.41,0.42,2.4,0.213,6.0,14.0,3.19,0.62,9.5
1417,0.34,0.33,2.5,0.064,21.0,37.0,3.35,0.77,12.1
1139,0.51,0.24,2.0,0.079,16.0,86.0,3.34,0.64,9.5
346,0.815,0.02,2.7,0.07200000000000001,17.0,34.0,3.58,0.89,12.3
1559,0.6,0.26,2.0,0.08,31.0,131.0,3.21,0.52,9.9
10,0.58,0.08,1.8,0.097,15.0,65.0,3.28,0.54,9.2
1304,0.79,0.21,2.3,0.087,21.0,68.0,3.12,0.44,9.2
1335,0.58,0.02,2.4,0.069,19.0,40.0,3.38,0.66,12.6
1230,0.18,0.34,2.7,0.066,15.0,58.0,3.37,0.78,11.8
789,0.63,0.17,2.9,0.099,21.0,119.0,3.09,0.52,9.3
1388,0.64,0.31,6.1,0.083,7.0,49.0,3.35,0.68,10.3
765,0.67,0.1,3.0,0.091,12.0,48.0,3.31,0.54,9.5
827,0.46,0.14,2.8,0.076,15.0,37.0,3.36,0.49,10.7
263,0.37,0.23,1.8,0.077,23.0,49.0,3.28,0.67,9.3
1202,0.42,0.39,1.8,0.068,6.0,12.0,3.35,0.69,11.7
628,0.54,0.26,2.5,0.097,7.0,31.0,3.27,0.6,9.3
965,0.34,0.4,2.4,0.065,24.0,48.0,3.34,0.86,11.0
273,0.715,0.2,2.4,0.076,10.0,38.0,3.31,0.64,9.4
924,0.47,0.27,2.3,0.055,14.0,28.0,3.18,0.8,11.2
1183,0.66,0.07,1.6,0.07,16.0,61.0,3.29,0.6,9.3
875,0.31,0.4,2.8,0.109,7.0,16.0,3.31,0.79,11.8
500,0.52,0.25,1.9,0.081,14.0,38.0,3.43,0.65,9.0
806,0.25,0.39,2.0,0.041,4.0,10.0,3.27,0.71,12.5
790,0.37,0.43,2.6,0.08199999999999999,18.0,82.0,3.33,0.68,9.7
1292,0.395,0.13,2.4,0.056,14.0,28.0,3.62,0.67,12.4
1415,0.58,0.0,1.6,0.065,8.0,18.0,3.56,0.84,9.4
1122,0.47,0.0,1.4,0.055,27.0,33.0,3.45,0.48,12.3
242,0.58,0.1,1.8,0.102,28.0,109.0,3.08,0.49,9.8
1283,0.63,0.28,2.7,0.096,17.0,69.0,3.26,0.63,10.2
55,0.62,0.04,3.8,0.084,25.0,45.0,3.34,0.53,9.5
1458,0.29,0.4,1.7,0.067,8.0,20.0,3.39,0.6,10.5
137,0.415,0.36,2.0,0.081,13.0,45.0,3.48,0.64,9.2
542,0.715,0.24,2.1,0.07,5.0,20.0,3.12,0.59,9.9
973,0.34,0.44,1.7,0.079,6.0,12.0,3.52,0.63,10.7
607,0.48,0.41,3.3,0.092,26.0,52.0,3.31,0.53,10.5
535,0.22,0.24,2.1,0.078,1.0,28.0,3.41,0.87,10.3
1240,0.61,0.2,1.7,0.076,36.0,60.0,3.1,0.4,9.3
991,0.34,0.28,2.0,0.08199999999999999,31.0,68.0,3.45,0.48,9.4
1056,0.48,0.53,4.0,0.101,3.0,10.0,3.21,0.59,12.1
71,0.67,0.23,2.1,0.08800000000000001,17.0,96.0,3.32,0.48,9.5
1419,0.64,0.21,2.2,0.077,32.0,133.0,3.27,0.45,9.9
598,0.585,0.18,2.1,0.078,5.0,30.0,3.2,0.48,9.8
337,0.43,0.32,2.8,0.08,29.0,58.0,3.31,0.64,10.3
1045,0.44,0.0,1.4,0.07,32.0,38.0,3.32,0.58,11.4
514,0.51,0.64,2.4,0.107,6.0,15.0,3.09,0.66,11.8
1249,0.6,0.01,2.3,0.079,24.0,37.0,3.4,0.61,10.9
902,0.635,0.1,2.4,0.08,16.0,33.0,3.58,0.69,10.8
650,0.43,0.39,2.2,0.106,8.0,32.0,2.89,0.5,9.6
848,0.64,0.21,1.8,0.081,14.0,31.0,3.59,0.66,9.8
919,0.62,0.12,1.8,0.07200000000000001,38.0,46.0,3.38,0.89,11.8
1519,0.7,0.08,2.6,0.106,14.0,27.0,3.44,0.58,10.2
445,0.735,0.1,2.1,0.079,6.0,31.0,3.23,0.56,10.1
704,0.765,0.04,1.6,0.078,4.0,14.0,3.29,0.54,9.7
209,0.3,0.58,2.1,0.054000000000000006,7.0,19.0,3.31,0.88,10.5
1546,0.57,0.02,2.0,0.07200000000000001,17.0,26.0,3.36,0.61,10.2
1189,0.955,0.05,1.8,0.075,5.0,19.0,3.3,0.44,9.6
1034,0.745,0.18,2.5,0.077,15.0,48.0,3.2,0.47,9.7
485,0.67,0.39,1.9,0.054000000000000006,6.0,17.0,3.17,0.47,10.0
1158,0.41,0.43,2.8,0.076,22.0,54.0,3.42,1.16,10.6
334,0.65,0.01,2.5,0.078,17.0,38.0,3.34,0.74,11.7
1162,0.32,0.42,2.3,0.075,12.0,19.0,3.14,0.71,11.8
1184,0.64,0.23,2.1,0.08,11.0,119.0,3.36,0.7,10.9
1470,0.69,0.11,1.4,0.084,8.0,24.0,2.88,0.47,9.7
377,0.27,0.53,2.4,0.07400000000000001,6.0,18.0,3.2,1.13,12.0
1462,0.64,0.03,2.3,0.075,14.0,31.0,3.36,0.58,10.4
1107,0.3,0.41,2.0,0.068,10.0,24.0,3.27,0.85,11.7
267,0.35,0.46,3.6,0.078,15.0,37.0,3.35,0.86,12.8
474,0.28,0.51,1.7,0.08,10.0,24.0,3.2,0.89,9.4
719,0.66,0.0,3.9,0.086,17.0,45.0,3.46,0.54,9.5
288,0.52,0.09,2.5,0.091,20.0,49.0,3.34,0.86,10.6
148,0.49,0.1,2.3,0.07400000000000001,12.0,30.0,3.42,0.58,10.2
316,0.56,0.23,3.4,0.102,37.0,92.0,3.3,0.65,10.1
1177,0.66,0.0,2.4,0.052000000000000005,6.0,11.0,3.35,0.66,12.7
424,0.96,0.2,2.0,0.047,15.0,60.0,3.36,0.44,10.9
221,0.53,0.26,2.0,0.101,16.0,72.0,3.15,0.57,9.4
612,0.64,0.0,2.4,0.077,18.0,29.0,3.32,0.6,10.0
619,0.37,0.41,2.3,0.08800000000000001,6.0,16.0,3.09,0.8,9.3
768,0.59,0.02,2.3,0.08199999999999999,24.0,94.0,3.55,0.53,9.7
960,0.47,0.27,1.9,0.058,18.0,38.0,3.16,0.85,11.1
868,0.56,0.22,1.8,0.07400000000000001,15.0,24.0,3.4,0.82,11.2
541,0.46,0.49,6.3,0.064,5.0,17.0,3.21,0.73,11.0
769,0.72,0.01,1.9,0.076,7.0,32.0,3.39,0.54,9.6
599,0.59,0.45,2.3,0.08199999999999999,11.0,22.0,3.0,0.7,9.3
816,0.51,0.19,3.2,0.081,8.0,30.0,3.23,0.58,10.5
308,0.43,0.44,2.4,0.214,5.0,12.0,3.19,0.63,9.5
139,0.56,0.19,2.0,0.081,17.0,108.0,3.32,0.54,9.5
761,0.655,0.26,2.0,0.096,5.0,35.0,3.25,0.42,9.6
860,0.62,0.06,2.7,0.077,15.0,85.0,3.51,0.54,9.5
1539,0.39,0.32,1.8,0.065,34.0,60.0,3.46,0.78,9.9
1145,0.2,0.43,2.5,0.076,31.0,51.0,3.53,0.81,10.4
348,0.56,0.31,2.8,0.08900000000000001,15.0,46.0,3.11,0.92,10.0
1239,0.67,0.0,4.3,0.057,11.0,20.0,3.45,0.56,11.8
993,0.34,0.28,2.0,0.08199999999999999,31.0,68.0,3.45,0.48,9.4
1573,0.58,0.2,2.4,0.075,15.0,50.0,3.58,0.67,12.5
1028,0.34,0.21,2.5,0.075,41.0,68.0,3.37,0.54,10.1
1129,0.43,0.35,3.3,0.092,24.0,70.0,3.21,0.69,10.5
1339,0.51,0.02,1.7,0.084,13.0,31.0,3.36,0.54,10.5
742,0.615,0.0,1.9,0.065,9.0,18.0,3.46,0.65,9.2
250,0.32,0.44,1.6,0.063,16.0,37.0,3.22,0.78,10.0
1548,0.4,0.5,2.0,0.099,19.0,50.0,3.1,0.58,10.4
1343,0.51,0.02,1.7,0.084,13.0,31.0,3.36,0.54,10.5
75,0.41,0.64,2.2,0.093,9.0,42.0,3.54,0.66,10.5
979,0.45,0.49,1.4,0.075,3.0,6.0,3.13,0.63,10.4
950,0.12,0.45,1.8,0.075,10.0,21.0,3.41,0.76,11.9
744,0.39,0.54,2.7,0.095,21.0,101.0,3.13,0.51,9.5
908,0.52,0.13,2.4,0.078,34.0,61.0,3.43,0.59,10.8
1008,0.35,0.4,3.6,0.11,12.0,24.0,3.23,0.7,12.0
315,0.35,0.29,2.5,0.096,20.0,53.0,3.42,0.65,11.0
1371,0.58,0.56,3.1,0.153,5.0,14.0,3.21,1.03,11.6
1352,0.645,0.03,1.9,0.086,14.0,57.0,3.37,0.46,10.3
185,0.31,0.57,2.0,0.111,26.0,85.0,3.26,0.53,9.7
74,0.32,0.54,2.5,0.094,28.0,83.0,3.28,0.82,9.6
183,0.61,0.2,1.8,0.077,11.0,65.0,3.54,0.58,9.3
1148,0.39,0.42,2.0,0.086,9.0,21.0,3.39,0.66,11.6
1408,0.29,0.36,2.2,0.048,35.0,53.0,3.27,1.01,12.4
1503,0.44,0.39,2.5,0.077,6.0,14.0,3.51,0.69,11.0
1151,0.58,0.23,2.5,0.044,16.0,70.0,3.46,0.65,12.5
1387,0.64,0.07,1.8,0.1,8.0,23.0,3.3,0.58,9.6
590,0.45,0.49,2.6,0.084,21.0,75.0,3.35,0.57,9.7
1040,0.965,0.0,2.2,0.08800000000000001,16.0,32.0,3.58,0.67,10.2
225,0.43,0.25,2.6,0.073,29.0,63.0,3.37,0.58,10.5
40,0.45,0.36,5.9,0.07400000000000001,12.0,87.0,3.33,0.83,10.5
1311,0.51,0.15,3.0,0.064,12.0,27.0,3.33,0.59,12.8
48,0.4,0.23,1.6,0.066,5.0,12.0,3.34,0.56,9.2
1528,0.29,0.49,2.2,0.096,21.0,59.0,3.31,0.67,10.1
435,0.39,0.63,2.3,0.091,6.0,18.0,3.16,0.49,9.5
732,0.835,0.03,2.1,0.092,10.0,19.0,3.39,0.47,9.6
1318,0.63,0.27,2.0,0.083,17.0,91.0,3.26,0.58,9.8
1464,0.59,0.1,1.7,0.063,34.0,53.0,3.41,0.67,9.7
462,0.26,0.68,2.55,0.085,10.0,25.0,3.18,0.61,11.8
1174,0.36,0.31,1.7,0.079,26.0,65.0,3.46,0.62,9.5
1511,0.69,0.04,2.1,0.068,19.0,27.0,3.44,0.67,9.8
481,0.3,0.56,2.8,0.08,6.0,17.0,3.15,0.92,11.7
1505,0.76,0.02,1.8,0.078,6.0,12.0,3.55,0.63,9.95
498,0.35,0.53,2.6,0.07,5.0,16.0,3.15,0.65,11.0
370,0.765,0.02,2.3,0.063,35.0,63.0,3.57,0.78,9.9
1323,0.36,0.39,1.8,0.06,21.0,55.0,3.18,0.82,11.0
1500,0.725,0.04,1.5,0.076,8.0,15.0,3.26,0.53,9.6
940,0.33,0.52,2.2,0.07400000000000001,13.0,25.0,3.36,0.76,12.4
229,0.52,0.25,2.6,0.081,10.0,37.0,3.46,0.5,11.0
368,0.34,0.52,2.8,0.159,15.0,75.0,3.18,0.64,9.4
781,0.46,0.14,2.4,0.114,9.0,37.0,3.66,0.65,9.8
937,0.63,0.5,1.4,0.071,6.0,26.0,3.07,0.6,10.4
1198,0.26,0.26,2.0,0.052000000000000005,19.0,77.0,3.15,0.79,10.9
851,0.43,0.44,1.9,0.085,9.0,22.0,3.28,0.55,9.5
582,0.49,0.49,2.2,0.083,5.0,15.0,3.19,0.43,9.2
1086,0.34,0.4,4.7,0.055,3.0,9.0,3.38,0.66,11.6
1406,0.24,0.34,5.1,0.062,8.0,22.0,3.22,0.94,10.9
285,0.59,0.07,3.4,0.102,32.0,71.0,3.31,0.71,9.8
238,0.63,0.0,1.9,0.097,14.0,38.0,3.37,0.58,9.0
787,0.56,0.24,2.2,0.079,19.0,58.0,3.18,0.56,10.1
980,0.5,0.3,1.9,0.065,8.0,17.0,3.32,0.71,10.5
461,0.615,0.22,2.6,0.087,6.0,19.0,3.26,0.61,9.3
1257,0.58,0.28,4.8,0.085,12.0,69.0,3.32,0.7,11.0
46,0.935,0.43,2.2,0.114,22.0,114.0,3.25,0.73,9.2
1530,0.44,0.09,2.2,0.063,9.0,18.0,3.42,0.69,11.3
1225,0.46,0.23,2.6,0.091,18.0,77.0,3.15,0.51,9.4
149,0.4,0.44,2.8,0.08900000000000001,11.0,43.0,3.53,0.61,10.5
1032,0.82,0.0,4.1,0.095,5.0,14.0,3.36,0.53,9.6
983,0.5,0.3,1.9,0.065,8.0,17.0,3.32,0.71,10.5
1581,0.56,0.09,1.7,0.053,24.0,32.0,3.54,0.6,11.3
734,0.56,0.2,2.0,0.075,9.0,39.0,3.48,0.62,9.3
36,0.6,0.14,2.4,0.086,3.0,15.0,3.42,0.6,10.8
760,0.58,0.25,2.8,0.075,9.0,104.0,3.23,0.57,9.7
1585,0.39,0.44,2.6,0.066,22.0,48.0,3.3,0.84,11.5
1127,0.76,0.0,2.9,0.07200000000000001,26.0,52.0,3.51,0.6,11.5
1160,0.36,0.57,2.3,0.087,6.0,20.0,3.14,0.72,11.1
1213,0.38,0.42,1.9,0.071,5.0,13.0,3.15,0.75,10.5
1555,0.56,0.17,1.7,0.065,15.0,24.0,3.44,0.68,10.55
320,0.66,0.39,3.2,0.083,21.0,59.0,3.37,0.71,11.5
783,0.46,0.14,2.4,0.114,9.0,37.0,3.66,0.65,9.8
1594,0.6,0.08,2.0,0.09,32.0,44.0,3.45,0.58,10.5
823,0.54,0.13,2.0,0.076,15.0,36.0,3.61,0.64,9.8
818,0.715,0.0,2.35,0.071,21.0,47.0,3.29,0.45,9.4
1286,0.16,0.44,2.5,0.068,17.0,31.0,3.35,0.54,12.4
1022,0.51,0.09,2.1,0.062,4.0,9.0,3.35,0.54,10.5
758,0.87,0.0,2.2,0.084,10.0,31.0,3.25,0.5,9.8
1130,0.6,0.0,1.9,0.058,5.0,10.0,3.18,0.63,10.4
629,0.685,0.23,2.3,0.111,20.0,84.0,3.21,0.61,9.3
444,0.57,0.01,1.7,0.054000000000000006,5.0,27.0,3.57,0.84,12.5
85,0.55,0.15,2.2,0.076,19.0,40.0,3.41,0.59,10.1
310,0.53,0.48,2.5,0.063,6.0,25.0,3.12,0.59,9.3
572,0.24,0.49,2.4,0.075,10.0,28.0,3.14,0.61,10.4
870,0.715,0.01,2.1,0.064,31.0,43.0,3.41,0.57,11.8
1426,0.23,0.37,1.8,0.046,23.0,60.0,3.41,0.71,12.1
124,0.5,0.17,1.6,0.08199999999999999,21.0,102.0,3.39,0.48,9.5
1109,0.47,0.43,2.1,0.171,27.0,66.0,3.17,0.76,10.8
