,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,pH,sulphates,alcohol
799,0.5,0.34,3.6,0.08199999999999999,5.0,14.0,3.29,0.52,10.7
411,0.45,0.35,2.4,0.08,23.0,78.0,3.38,0.62,9.5
527,0.38,0.49,2.5,0.097,33.0,85.0,3.39,0.77,11.4
1328,0.52,0.11,1.8,0.073,13.0,38.0,3.34,0.52,9.3
913,0.395,0.46,4.6,0.094,3.0,10.0,3.27,0.64,12.2
58,0.59,0.18,2.3,0.076,17.0,54.0,3.43,0.59,10.0
1399,0.67,0.0,2.2,0.068,10.0,24.0,3.42,0.72,11.1
249,0.66,0.0,2.0,0.084,6.0,23.0,3.61,0.96,9.9
1121,0.5,0.0,1.8,0.062,21.0,28.0,3.44,0.55,12.3
1273,0.58,0.2,2.0,0.073,34.0,44.0,3.1,0.43,9.3
1090,0.26,0.54,1.9,0.083,42.0,74.0,2.98,0.63,11.8
1164,0.785,0.24,1.7,0.078,10.0,21.0,3.29,0.67,10.0
1389,0.48,0.02,2.2,0.08,36.0,111.0,3.1,0.53,9.7
327,0.44,0.5,4.5,0.107,5.0,13.0,3.28,0.83,11.5
402,0.48,0.54,2.6,0.085,19.0,64.0,3.1,0.61,10.5
890,0.34,0.24,2.0,0.071,30.0,52.0,3.44,0.58,10.1
1020,0.36,0.66,2.4,0.123,3.0,8.0,3.2,0.53,11.9
118,0.55,0.04,2.2,0.119,14.0,56.0,3.21,0.6,10.9
277,0.18,0.51,4.0,0.104,4.0,23.0,3.28,0.97,10.1
1325,0.46,0.24,1.7,0.077,18.0,34.0,3.39,0.6,10.6
439,0.62,0.18,1.5,0.062,7.0,50.0,3.08,0.6,9.3
918,0.36,0.32,2.2,0.081,32.0,79.0,3.3,0.72,11.0
1173,0.36,0.31,1.7,0.079,26.0,65.0,3.46,0.62,9.5
1137,0.52,0.45,2.0,0.08,6.0,13.0,3.22,0.76,11.4
1041,0.49,0.19,1.7,0.079,13.0,26.0,3.38,0.64,9.8
270,0.545,0.06,4.0,0.087,27.0,61.0,3.36,0.67,10.7
773,0.4,0.29,1.8,0.157,1.0,44.0,3.3,0.92,9.5
958,0.57,0.12,2.3,0.12,25.0,36.0,3.47,0.71,11.3
1000,0.43,0.3,2.2,0.062,6.0,12.0,3.44,0.72,11.5
586,0.31,0.49,2.7,0.094,16.0,47.0,3.12,1.02,10.6
708,0.545,0.12,2.5,0.068,11.0,35.0,3.34,0.61,11.6
959,0.59,0.05,2.0,0.08900000000000001,12.0,32.0,3.36,0.61,10.0
1049,0.5,0.36,1.8,0.084,6.0,17.0,3.27,0.77,10.8
1396,0.675,0.1,1.6,0.09,4.0,11.0,3.31,0.65,9.55
356,0.41,0.52,3.0,0.08,29.0,55.0,3.26,0.88,11.0
1472,0.35,0.6,2.6,0.073,23.0,44.0,3.38,0.79,11.1
585,0.51,0.24,2.4,0.091,8.0,38.0,3.47,0.66,9.6
1021,0.36,0.66,2.4,0.123,3.0,8.0,3.2,0.53,11.9
1471,0.7,0.08,3.75,0.067,8.0,16.0,3.43,0.52,12.6
0,0.7,0.0,1.9,0.076,11.0,34.0,3.51,0.56,9.4
725,0.66,0.17,3.0,0.077,5.0,13.0,3.29,0.55,10.4
1037,0.91,0.1,1.8,0.07400000000000001,20.0,56.0,3.35,0.56,9.2
946,0.44,0.58,4.1,0.092,11.0,24.0,3.29,0.99,12.0
1263,0.78,0.0,2.2,0.08900000000000001,13.0,26.0,3.37,0.46,9.6
1009,0.5,0.36,2.8,0.116,26.0,55.0,3.18,0.68,10.9
107,0.63,0.31,1.7,0.08800000000000001,15.0,64.0,3.46,0.79,9.3
573,0.59,0.49,2.1,0.07,14.0,47.0,3.3,0.56,9.6
1128,0.43,0.33,2.7,0.095,28.0,89.0,3.22,0.68,10.0
248,0.53,0.06,1.7,0.07400000000000001,9.0,39.0,3.35,0.48,9.8
1595,0.55,0.1,2.2,0.062,39.0,51.0,3.52,0.76,11.2
1268,0.41,0.31,2.0,0.079,21.0,51.0,3.47,0.55,9.5
176,0.38,0.21,2.0,0.08,7.0,35.0,3.33,0.47,9.5
1070,0.33,0.45,1.5,0.057,19.0,37.0,3.18,0.89,11.1
894,0.63,0.03,2.2,0.08,17.0,88.0,3.53,0.58,9.8
1560,0.6,0.26,2.0,0.08,31.0,131.0,3.21,0.52,9.9
404,0.69,0.05,2.7,0.075,15.0,27.0,3.26,0.61,9.1
1523,0.48,0.25,2.0,0.076,29.0,61.0,3.34,0.6,10.4
326,0.53,0.66,3.65,0.121,6.0,14.0,3.05,0.74,11.5
359,0.38,0.66,2.6,0.08800000000000001,10.0,41.0,3.17,0.68,9.8
791,0.64,0.17,2.9,0.084,25.0,130.0,3.23,0.54,9.6
150,0.33,0.47,2.1,0.077,5.0,11.0,3.33,0.53,10.3
876,0.47,0.0,2.2,0.067,7.0,14.0,3.4,0.58,10.9
1326,0.46,0.24,1.7,0.077,18.0,34.0,3.39,0.6,10.6
575,0.27,0.49,3.1,0.079,28.0,46.0,3.2,0.8,10.2
679,0.26,0.45,3.3,0.06,20.0,49.0,3.13,0.54,9.6
153,0.6,0.03,1.8,0.095,25.0,99.0,3.35,0.54,10.1
815,0.45,0.33,2.5,0.099,20.0,38.0,3.24,0.71,10.8
1246,0.74,0.07,1.7,0.086,15.0,48.0,3.12,0.48,10.0
495,0.35,0.53,2.6,0.07,5.0,16.0,3.15,0.65,11.0
3,0.28,0.56,1.9,0.075,17.0,60.0,3.16,0.58,9.8
872,0.35,0.24,2.0,0.067,28.0,48.0,3.43,0.54,10.0
265,0.26,0.52,1.8,0.071,6.0,10.0,3.2,0.72,10.2
697,0.65,0.02,2.1,0.066,8.0,25.0,3.47,0.67,9.5
1042,0.5,0.21,2.2,0.08800000000000001,21.0,39.0,3.33,0.83,11.1
626,0.6,0.29,2.2,0.098,5.0,15.0,3.36,0.49,9.1
1424,0.26,0.37,1.4,0.076,8.0,23.0,3.26,0.7,9.6
1253,0.66,0.0,1.4,0.096,6.0,13.0,3.43,0.58,9.5
406,0.44,0.47,2.5,0.063,9.0,28.0,3.24,0.65,10.8
1448,0.58,0.01,1.9,0.08,40.0,54.0,3.4,0.73,9.7
974,0.33,0.41,5.9,0.073,7.0,13.0,3.3,0.62,12.1
1110,0.53,0.0,1.4,0.07,6.0,14.0,3.25,0.64,10.0
207,0.57,0.31,1.8,0.069,26.0,120.0,3.29,0.53,9.3
794,0.27,0.54,2.3,0.065,7.0,26.0,3.17,0.53,12.5
202,0.5,0.11,1.5,0.075,16.0,49.0,3.36,0.79,9.5
540,0.59,0.24,3.3,0.101,20.0,47.0,3.26,0.67,9.6
1227,0.58,0.25,2.0,0.104,8.0,21.0,3.27,0.72,9.6
1379,0.57,0.02,2.6,0.077,11.0,35.0,3.36,0.62,10.8
1176,0.88,0.03,5.6,0.079,23.0,47.0,3.58,0.5,11.2
1346,0.59,0.01,2.1,0.056,5.0,13.0,3.52,0.56,11.4
1124,0.58,0.0,2.2,0.096,3.0,13.0,3.62,0.62,11.5
460,0.43,0.52,2.3,0.083,14.0,23.0,3.35,0.61,11.3
421,0.84,0.03,2.3,0.059,32.0,48.0,3.52,0.56,12.3
1536,0.53,0.08,1.9,0.077,24.0,45.0,3.6,0.68,10.3
1190,0.4,0.57,4.6,0.08,6.0,20.0,3.28,0.57,12.5
1146,0.5,0.12,1.8,0.17800000000000002,6.0,21.0,3.28,0.87,9.8
476,0.27,0.41,2.0,0.091,6.0,16.0,3.28,0.7,9.7
998,0.84,0.34,1.4,0.05,4.0,10.0,3.12,0.48,9.1
1490,0.22,0.49,1.8,0.039,8.0,18.0,3.39,0.56,12.4
1095,0.4,0.47,2.5,0.087,6.0,20.0,3.15,0.5,10.5
1337,0.5,0.0,1.4,0.057,15.0,26.0,3.36,0.45,9.5
100,0.61,0.3,2.1,0.084,11.0,50.0,3.4,0.61,10.2
977,0.59,0.29,2.6,0.109,31.0,119.0,3.15,0.5,9.1
379,0.42,0.38,2.5,0.094,24.0,60.0,3.31,0.7,10.8
780,0.57,0.0,2.0,0.19,12.0,45.0,3.31,0.6,9.4
1007,0.3,0.34,2.0,0.064,12.0,25.0,3.26,0.84,11.7
423,0.24,0.47,2.1,0.066,6.0,24.0,3.15,0.9,11.0
1554,0.855,0.02,2.4,0.062,15.0,23.0,3.54,0.6,11.0
824,0.48,0.28,2.8,0.068,6.0,16.0,3.24,0.53,10.3
1537,0.58,0.08,1.9,0.059,20.0,31.0,3.5,0.64,10.2
905,0.58,0.2,3.0,0.081,15.0,115.0,3.23,0.59,9.5
79,0.625,0.2,1.5,0.08,27.0,119.0,3.16,1.12,9.1
1218,0.4,0.31,1.9,0.08199999999999999,8.0,24.0,3.24,0.69,10.6
133,0.5,0.01,1.5,0.06,17.0,26.0,3.4,0.58,9.8
1386,0.64,0.07,1.8,0.1,8.0,23.0,3.3,0.58,9.6
1256,0.59,0.22,1.8,0.08199999999999999,43.0,60.0,3.1,0.42,9.2
195,0.59,0.33,2.0,0.07400000000000001,24.0,120.0,3.25,0.54,9.4
1587,0.61,0.11,1.8,0.066,18.0,28.0,3.55,0.66,10.9
1398,0.6,0.12,2.2,0.083,13.0,28.0,3.52,0.62,10.2
615,0.6,0.5,2.3,0.079,28.0,71.0,3.5,0.57,9.7
23,0.49,0.11,2.3,0.084,9.0,67.0,3.17,0.53,9.4
1342,0.54,0.02,1.7,0.085,17.0,31.0,3.37,0.51,10.4
1058,0.53,0.57,2.4,0.093,30.0,52.0,3.19,0.76,11.6
366,0.615,0.66,5.8,0.083,7.0,42.0,3.07,0.73,10.0
105,0.575,0.22,2.1,0.077,12.0,65.0,3.29,0.51,9.2
343,0.39,0.47,1.8,0.118,6.0,14.0,3.3,0.75,9.8
956,0.36,0.52,2.1,0.111,5.0,10.0,3.31,0.62,11.3
141,0.715,0.15,1.8,0.08900000000000001,10.0,52.0,3.23,0.77,9.5
200,0.32,0.47,1.4,0.056,9.0,24.0,3.22,0.82,10.3
1080,0.27,0.56,1.4,0.047,3.0,8.0,3.16,0.51,11.8
1196,0.58,0.23,2.3,0.076,23.0,94.0,3.21,0.58,9.5
1461,0.785,0.0,2.1,0.06,6.0,13.0,3.59,0.61,10.0
610,0.24,0.54,2.5,0.083,25.0,57.0,3.39,0.54,9.2
157,0.43,0.42,5.5,0.071,28.0,128.0,3.42,0.71,10.5
271,0.18,0.51,4.0,0.104,4.0,23.0,3.28,0.97,10.1
237,0.645,0.0,1.9,0.097,15.0,39.0,3.37,0.58,9.2
41,0.61,0.3,2.8,0.08800000000000001,17.0,46.0,3.26,0.51,9.3
1480,0.62,0.03,1.5,0.08,6.0,13.0,3.66,0.62,10.1
35,0.645,0.0,5.5,0.086,5.0,18.0,3.4,0.55,9.6
809,0.48,0.31,2.8,0.07,4.0,15.0,3.22,0.55,10.3
1363,0.83,0.27,2.0,0.08,11.0,63.0,3.29,0.48,9.8
317,0.77,0.12,2.9,0.08199999999999999,30.0,74.0,3.3,0.64,10.4
1188,0.64,0.23,2.1,0.08,11.0,119.0,3.36,0.7,10.9
718,0.56,0.04,2.0,0.08199999999999999,10.0,22.0,3.22,0.44,9.6
1290,0.74,0.0,1.9,0.1,6.0,12.0,3.36,0.59,11.0
211,0.725,0.24,2.8,0.083,10.0,62.0,3.35,0.56,10.0
443,0.44,0.49,2.7,0.077,11.0,19.0,3.23,0.63,11.6
763,0.655,0.26,2.0,0.096,5.0,35.0,3.25,0.42,9.6
1349,0.57,0.0,2.8,0.081,21.0,41.0,3.41,0.52,10.8
1297,0.53,0.14,2.1,0.064,15.0,29.0,3.35,0.61,12.1
647,0.845,0.01,2.2,0.07,5.0,14.0,3.32,0.58,11.0
90,0.52,0.26,1.9,0.079,42.0,140.0,3.23,0.54,9.5
101,0.5,0.3,1.9,0.075,8.0,22.0,3.31,0.56,10.4
289,0.42,0.53,3.3,0.105,33.0,98.0,3.2,0.95,9.2
1216,0.57,0.31,2.0,0.079,10.0,79.0,3.29,0.69,9.5
1381,0.83,0.09,1.8,0.07400000000000001,4.0,25.0,3.38,0.45,9.6
256,0.34,0.37,2.2,0.075,5.0,13.0,3.22,0.62,9.2
262,0.52,0.03,1.7,0.07,10.0,35.0,3.34,0.57,10.0
392,0.37,0.52,2.0,0.08199999999999999,6.0,26.0,3.18,0.51,9.5
7,0.65,0.0,1.2,0.065,15.0,21.0,3.39,0.47,10.0
1383,0.6,0.22,2.1,0.08,25.0,105.0,3.3,0.49,9.9
220,0.34,0.37,2.0,0.08199999999999999,24.0,58.0,3.34,0.59,9.4
233,0.52,0.25,2.6,0.081,10.0,37.0,3.46,0.5,11.0
988,0.39,0.12,1.7,0.097,19.0,27.0,3.16,0.49,9.4
1460,0.42,0.09,2.3,0.054000000000000006,34.0,64.0,3.41,0.68,10.4
866,0.49,0.22,2.3,0.071,13.0,24.0,3.41,0.83,11.3
318,0.66,0.39,3.2,0.083,21.0,59.0,3.37,0.71,11.5
1446,0.63,0.02,1.9,0.078,18.0,30.0,3.4,0.75,9.8
733,0.45,0.34,2.7,0.08199999999999999,16.0,72.0,3.55,0.6,9.5
1091,0.34,0.42,2.0,0.086,8.0,19.0,3.35,0.6,11.4
1044,0.39,0.33,3.3,0.046,12.0,53.0,3.36,0.62,12.2
1484,0.91,0.06,2.0,0.06,4.0,11.0,3.53,0.64,10.9
1016,0.38,0.4,2.2,0.068,12.0,28.0,3.27,0.75,12.6
511,0.59,0.31,2.2,0.09,26.0,62.0,3.18,0.63,10.2
1576,0.3,0.63,1.6,0.081,16.0,29.0,3.3,0.78,10.8
715,0.49,0.18,2.7,0.069,13.0,34.0,3.29,0.48,9.2
156,0.43,0.42,5.5,0.07,29.0,129.0,3.42,0.72,10.5
512,0.4,0.48,2.1,0.125,15.0,49.0,3.03,0.81,9.7
1105,0.57,0.28,2.1,0.048,13.0,49.0,3.41,0.6,12.8
1566,0.16,0.64,2.1,0.059,24.0,52.0,3.34,0.71,11.2
99,0.545,0.18,1.9,0.08,13.0,35.0,3.3,0.59,9.0
180,0.61,0.14,2.4,0.067,10.0,42.0,3.19,0.59,9.5
254,0.6,0.0,1.8,0.07400000000000001,16.0,34.0,3.47,0.7,9.9
886,0.8,0.12,2.4,0.083,8.0,28.0,3.33,0.65,10.4
159,0.6,0.18,1.9,0.079,18.0,86.0,3.59,0.57,9.3
833,0.47,0.44,1.6,0.147,36.0,51.0,3.38,0.86,9.9
861,1.01,0.66,2.0,0.039,15.0,88.0,3.66,0.6,11.5
602,0.835,0.0,2.6,0.081,6.0,14.0,3.3,0.52,9.3
429,0.84,0.63,2.4,0.08800000000000001,13.0,35.0,3.1,0.6,10.4
1598,0.31,0.47,3.6,0.067,18.0,42.0,3.39,0.66,11.0
877,0.715,0.01,2.1,0.064,31.0,43.0,3.41,0.57,11.8
1038,0.41,0.41,6.2,0.078,25.0,42.0,3.24,0.77,12.6
245,0.66,0.0,2.0,0.084,6.0,23.0,3.61,0.96,9.9
1521,0.48,0.2,1.9,0.08199999999999999,9.0,23.0,3.39,0.43,9.05
431,0.55,0.35,2.2,0.07400000000000001,21.0,66.0,3.25,0.56,9.2
146,0.68,0.02,1.8,0.087,21.0,94.0,3.54,0.52,10.0
1278,0.715,0.22,2.3,0.075,13.0,81.0,3.24,0.54,9.5
1048,0.49,0.36,1.7,0.081,3.0,14.0,3.27,0.78,10.9
716,0.43,0.36,2.3,0.075,10.0,48.0,3.34,0.46,9.4
975,0.41,0.3,2.1,0.083,35.0,72.0,3.44,0.52,9.4
853,0.36,0.39,1.5,0.08,41.0,55.0,3.47,0.73,10.9
1200,0.57,0.21,1.5,0.069,4.0,9.0,3.16,0.54,9.8
1180,0.35,0.33,2.4,0.076,11.0,47.0,3.27,0.81,11.0
1075,0.25,0.34,2.0,0.071,45.0,67.0,3.44,0.86,10.2
266,0.87,0.0,3.3,0.096,26.0,61.0,3.6,0.72,9.8
1430,0.41,0.24,1.8,0.066,18.0,47.0,3.37,0.62,10.4
1251,0.58,0.14,2.2,0.077,27.0,60.0,3.28,0.59,9.8
50,0.66,0.26,1.7,0.07400000000000001,4.0,23.0,3.15,0.74,9.2
921,0.36,0.32,2.2,0.081,32.0,79.0,3.3,0.72,11.0
1542,0.855,0.02,1.9,0.064,29.0,38.0,3.3,0.56,10.75
623,0.51,0.25,2.9,0.077,21.0,45.0,3.49,0.96,12.1
299,0.67,0.06,2.1,0.08,8.0,33.0,3.68,0.71,9.6
20,0.22,0.48,1.8,0.077,29.0,60.0,3.39,0.53,9.4
1481,0.28,0.6,3.0,0.104,10.0,22.0,3.39,0.68,10.6
779,0.52,0.03,2.6,0.076,21.0,92.0,3.5,0.6,9.8
286,0.45,0.55,2.0,0.073,25.0,49.0,3.1,0.76,10.3
1106,0.23,0.42,1.9,0.069,9.0,17.0,3.21,0.54,12.3
319,0.77,0.12,2.9,0.08199999999999999,30.0,74.0,3.3,0.64,10.4
967,0.66,0.2,2.1,0.097,23.0,113.0,3.13,0.48,9.2
1087,0.19,0.42,1.6,0.057,18.0,30.0,3.29,0.69,11.2
775,1.0,0.0,3.0,0.102,7.0,16.0,3.43,0.46,10.0
826,0.27,0.34,2.3,0.05,4.0,8.0,3.4,0.64,11.0
830,0.685,0.07,2.5,0.058,5.0,9.0,3.38,0.55,10.9
1,0.88,0.0,2.6,0.098,25.0,67.0,3.2,0.68,9.8
410,0.43,0.34,2.5,0.08,26.0,86.0,3.38,0.62,9.5
1361,0.85,0.14,2.5,0.093,13.0,54.0,3.36,0.54,10.1
762,0.7,0.0,1.7,0.069,8.0,19.0,3.31,0.53,10.0
990,0.39,0.12,1.7,0.097,19.0,27.0,3.16,0.49,9.4
228,0.43,0.25,2.6,0.073,29.0,63.0,3.37,0.58,10.5
668,0.73,0.43,2.3,0.059,15.0,31.0,3.15,0.57,11.0
1557,0.855,0.02,2.4,0.062,15.0,23.0,3.54,0.6,11.0
477,0.24,0.49,1.8,0.075,6.0,20.0,3.18,1.06,11.0
,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,pH,sulphates,alcohol
1278,0.715,0.22,2.3,0.075,13.0,81.0,3.24,0.54,9.5
580,0.5,0.49,2.2,0.08900000000000001,5.0,14.0,3.19,0.44,9.6
1355,0.32,0.25,1.8,0.086,5.0,32.0,3.36,0.44,10.1
1283,0.63,0.28,2.7,0.096,17.0,69.0,3.26,0.63,10.2
1480,0.62,0.03,1.5,0.08,6.0,13.0,3.66,0.62,10.1
823,0.54,0.13,2.0,0.076,15.0,36.0,3.61,0.64,9.8
118,0.55,0.04,2.2,0.119,14.0,56.0,3.21,0.6,10.9
123,0.71,0.0,2.6,0.08,11.0,34.0,3.44,0.53,9.5
1243,0.56,0.22,2.4,0.08199999999999999,10.0,86.0,3.37,0.62,9.5
222,0.61,0.04,1.5,0.057,5.0,10.0,3.42,0.6,9.5
860,0.62,0.06,2.7,0.077,15.0,85.0,3.51,0.54,9.5
239,1.0,0.09,2.3,0.065,7.0,37.0,3.32,0.55,9.0
552,0.46,0.24,2.7,0.092,14.0,44.0,3.12,0.74,10.0
1587,0.61,0.11,1.8,0.066,18.0,28.0,3.55,0.66,10.9
331,0.36,0.64,2.9,0.122,10.0,41.0,3.23,0.66,12.5
801,0.55,0.09,3.3,0.068,8.0,17.0,3.23,0.44,10.0
1066,0.52,0.08,2.4,0.07,13.0,26.0,3.4,0.72,12.5
734,0.56,0.2,2.0,0.075,9.0,39.0,3.48,0.62,9.3
129,0.38,0.15,1.8,0.07200000000000001,6.0,19.0,3.42,0.57,9.4
886,0.8,0.12,2.4,0.083,8.0,28.0,3.33,0.65,10.4
627,0.6,0.29,2.2,0.098,5.0,15.0,3.36,0.49,9.1
1143,0.22,0.3,1.8,0.065,16.0,20.0,3.61,0.82,10.0
607,0.48,0.41,3.3,0.092,26.0,52.0,3.31,0.53,10.5
798,0.5,0.34,3.6,0.08199999999999999,5.0,14.0,3.29,0.52,10.7
305,0.53,0.48,2.5,0.063,6.0,25.0,3.12,0.59,9.3
1383,0.6,0.22,2.1,0.08,25.0,105.0,3.3,0.49,9.9
1489,0.57,0.1,2.1,0.048,4.0,11.0,3.44,0.76,10.8
989,0.295,0.4,1.5,0.073,14.0,21.0,3.14,0.51,10.9
143,0.39,0.08,1.7,0.066,3.0,20.0,3.34,0.58,9.4
655,0.55,0.17,2.9,0.087,20.0,53.0,3.14,0.61,9.4
1516,0.32,0.25,2.3,0.071,23.0,58.0,3.42,0.97,10.6
1019,0.5,0.14,1.8,0.078,10.0,23.0,3.53,0.61,10.4
1135,0.25,0.43,1.7,0.067,22.0,50.0,3.38,0.6,11.9
949,0.12,0.45,1.8,0.075,10.0,21.0,3.41,0.76,11.9
306,0.62,0.32,2.2,0.08199999999999999,7.0,54.0,3.36,0.52,9.4
885,0.75,0.14,2.5,0.086,9.0,30.0,3.34,0.64,10.5
159,0.6,0.18,1.9,0.079,18.0,86.0,3.59,0.57,9.3
115,0.4,0.31,2.2,0.09,13.0,62.0,3.07,0.63,10.5
346,0.815,0.02,2.7,0.07200000000000001,17.0,34.0,3.58,0.89,12.3
628,0.54,0.26,2.5,0.097,7.0,31.0,3.27,0.6,9.3
865,0.635,0.07,2.6,0.077,16.0,86.0,3.51,0.54,9.7
179,0.61,0.14,2.4,0.067,10.0,42.0,3.19,0.59,9.5
1057,0.42,0.25,3.9,0.104,28.0,90.0,3.15,0.57,9.1
922,0.62,0.12,1.8,0.07200000000000001,38.0,46.0,3.38,0.89,11.8
1343,0.51,0.02,1.7,0.084,13.0,31.0,3.36,0.54,10.5
448,0.53,0.22,2.0,0.1,7.0,27.0,3.2,0.56,10.2
1408,0.29,0.36,2.2,0.048,35.0,53.0,3.27,1.01,12.4
550,0.51,0.01,2.1,0.07400000000000001,9.0,25.0,3.33,0.56,9.5
1443,0.58,0.2,1.75,0.058,8.0,22.0,3.38,0.49,11.7
1280,0.46,0.2,1.9,0.077,28.0,54.0,3.37,0.64,10.4
422,0.96,0.2,2.0,0.047,15.0,60.0,3.36,0.44,10.9
518,0.21,0.49,2.8,0.08800000000000001,11.0,32.0,3.22,0.68,11.7
1534,0.56,0.14,2.4,0.064,13.0,29.0,3.42,0.62,11.7
298,0.65,0.02,2.3,0.094,5.0,31.0,3.67,0.8,9.7
1148,0.39,0.42,2.0,0.086,9.0,21.0,3.39,0.66,11.6
1407,0.51,0.0,2.1,0.064,40.0,54.0,3.54,0.93,10.7
1172,0.42,0.46,2.1,0.07400000000000001,5.0,16.0,3.27,0.74,12.3
1340,0.51,0.02,1.7,0.084,13.0,31.0,3.36,0.54,10.5
1379,0.57,0.02,2.6,0.077,11.0,35.0,3.36,0.62,10.8
728,0.57,0.02,1.8,0.067,4.0,11.0,3.46,0.68,9.5
1409,0.51,0.0,2.1,0.064,40.0,54.0,3.54,0.93,10.7
160,0.95,0.03,2.0,0.09,7.0,20.0,3.2,0.56,9.6
52,0.5,0.04,2.1,0.068,6.0,14.0,3.39,0.64,9.4
16,0.28,0.56,1.8,0.092,35.0,103.0,3.3,0.75,10.5
1236,0.55,0.0,1.7,0.07,7.0,17.0,3.26,0.64,9.4
1224,0.39,0.49,2.5,0.08,8.0,20.0,3.07,0.82,10.3
682,0.46,0.31,2.25,0.078,32.0,58.0,3.33,0.54,9.8
1481,0.28,0.6,3.0,0.104,10.0,22.0,3.39,0.68,10.6
904,0.59,0.06,6.0,0.06,11.0,18.0,3.41,0.59,10.8
283,0.4,0.32,5.6,0.087,10.0,47.0,3.38,0.77,10.5
138,0.56,0.19,2.1,0.081,15.0,105.0,3.33,0.54,9.5
701,0.65,0.02,2.1,0.066,8.0,25.0,3.47,0.67,9.5
1000,0.43,0.3,2.2,0.062,6.0,12.0,3.44,0.72,11.5
1123,0.4,0.37,1.9,0.081,17.0,29.0,3.12,0.65,11.2
524,0.43,0.49,2.4,0.086,23.0,116.0,3.23,0.64,9.5
1214,0.33,0.46,1.9,0.081,6.0,9.0,3.1,0.48,10.4
1436,0.38,0.38,1.6,0.16899999999999998,27.0,90.0,3.15,0.65,8.5
