,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,pH,sulphates,alcohol
990,0.39,0.12,1.7,0.097,19.0,27.0,3.16,0.49,9.4
720,0.56,0.04,2.0,0.08199999999999999,10.0,22.0,3.22,0.44,9.6
1144,0.32,0.23,2.3,0.066,35.0,70.0,3.43,0.62,10.1
107,0.63,0.31,1.7,0.08800000000000001,15.0,64.0,3.46,0.79,9.3
128,0.59,0.16,1.8,0.065,3.0,16.0,3.42,0.92,10.5
1471,0.7,0.08,3.75,0.067,8.0,16.0,3.43,0.52,12.6
404,0.69,0.05,2.7,0.075,15.0,27.0,3.26,0.61,9.1
373,0.55,0.22,2.2,0.106,12.0,72.0,3.05,0.63,9.2
102,0.545,0.18,1.9,0.08,13.0,35.0,3.3,0.59,9.0
1122,0.47,0.0,1.4,0.055,27.0,33.0,3.45,0.48,12.3
811,0.5,0.55,2.8,0.07200000000000001,7.0,24.0,3.09,0.68,10.9
1548,0.4,0.5,2.0,0.099,19.0,50.0,3.1,0.58,10.4
76,0.41,0.64,2.2,0.093,9.0,42.0,3.54,0.66,10.5
732,0.835,0.03,2.1,0.092,10.0,19.0,3.39,0.47,9.6
254,0.6,0.0,1.8,0.07400000000000001,16.0,34.0,3.47,0.7,9.9
300,0.53,0.06,2.6,0.086,20.0,44.0,3.38,0.59,10.7
1297,0.53,0.14,2.1,0.064,15.0,29.0,3.35,0.61,12.1
79,0.625,0.2,1.5,0.08,27.0,119.0,3.16,1.12,9.1
1138,0.41,0.15,3.7,0.104,29.0,94.0,3.14,0.58,9.1
744,0.39,0.54,2.7,0.095,21.0,101.0,3.13,0.51,9.5
1090,0.26,0.54,1.9,0.083,42.0,74.0,2.98,0.63,11.8
1023,0.32,0.42,2.3,0.098,3.0,9.0,3.27,0.55,12.3
1578,0.67,0.15,1.8,0.118,13.0,20.0,3.42,0.67,11.3
1566,0.16,0.64,2.1,0.059,24.0,52.0,3.34,0.71,11.2
1208,0.36,0.46,2.1,0.07400000000000001,24.0,44.0,3.4,0.85,11.0
537,0.825,0.24,2.1,0.084,5.0,13.0,3.37,0.77,10.7
101,0.5,0.3,1.9,0.075,8.0,22.0,3.31,0.56,10.4
1526,0.47,0.08,2.2,0.064,18.0,38.0,3.3,0.65,9.6
1003,0.36,0.32,1.8,0.067,4.0,8.0,3.36,0.55,12.8
745,0.51,0.18,2.1,0.07,12.0,28.0,3.52,0.73,9.5
534,0.48,0.24,2.7,0.102,13.0,32.0,3.28,0.56,10.0
1273,0.58,0.2,2.0,0.073,34.0,44.0,3.1,0.43,9.3
385,0.63,0.07,2.4,0.09,11.0,37.0,3.43,0.76,9.7
193,0.55,0.21,2.2,0.071,7.0,28.0,3.28,0.55,9.7
1338,0.5,0.0,1.4,0.057,15.0,26.0,3.36,0.45,9.5
768,0.59,0.02,2.3,0.08199999999999999,24.0,94.0,3.55,0.53,9.7
658,0.52,0.07,1.4,0.07400000000000001,5.0,20.0,3.32,0.81,9.6
954,0.43,0.4,2.7,0.08199999999999999,6.0,11.0,3.44,0.54,12.2
1020,0.36,0.66,2.4,0.123,3.0,8.0,3.2,0.53,11.9
180,0.61,0.14,2.4,0.067,10.0,42.0,3.19,0.59,9.5
158,0.68,0.0,2.2,0.073,12.0,22.0,3.48,0.5,9.3
1083,0.42,0.45,2.4,0.07200000000000001,32.0,59.0,3.33,0.77,12.0
1503,0.44,0.39,2.5,0.077,6.0,14.0,3.51,0.69,11.0
594,0.72,0.17,2.6,0.096,20.0,38.0,3.4,0.53,9.5
998,0.84,0.34,1.4,0.05,4.0,10.0,3.12,0.48,9.1
177,0.52,0.42,2.3,0.087,8.0,38.0,3.58,0.61,10.5
1340,0.51,0.02,1.7,0.084,13.0,31.0,3.36,0.54,10.5
392,0.37,0.52,2.0,0.08199999999999999,6.0,26.0,3.18,0.51,9.5
1156,0.18,0.51,1.75,0.071,45.0,88.0,3.33,0.76,11.8
222,0.61,0.04,1.5,0.057,5.0,10.0,3.42,0.6,9.5
640,0.54,0.45,2.3,0.071,16.0,40.0,3.39,0.62,9.4
458,0.33,0.63,2.8,0.084,5.0,22.0,3.26,0.74,11.2
1011,0.32,0.31,2.0,0.08800000000000001,12.0,19.0,3.17,0.55,10.4
1178,0.915,0.0,2.1,0.041,17.0,78.0,3.68,0.73,11.4
834,0.685,0.26,1.6,0.08800000000000001,16.0,23.0,3.32,0.47,9.4
1487,0.64,0.05,1.9,0.066,9.0,17.0,3.52,0.78,10.6
7,0.65,0.0,1.2,0.065,15.0,21.0,3.39,0.47,10.0
190,0.5,0.35,2.9,0.077,21.0,127.0,3.23,0.62,9.4
1140,0.4,0.3,1.7,0.08,33.0,79.0,3.41,0.65,9.5
918,0.36,0.32,2.2,0.081,32.0,79.0,3.3,0.72,11.0
523,0.4,0.49,2.5,0.085,38.0,142.0,3.22,0.55,9.4
1481,0.28,0.6,3.0,0.104,10.0,22.0,3.39,0.68,10.6
1482,0.58,0.54,2.1,0.114,3.0,9.0,3.33,0.57,10.3
1329,0.6,0.26,2.1,0.083,17.0,91.0,3.29,0.56,9.8
713,0.43,0.36,2.3,0.075,10.0,48.0,3.34,0.46,9.4
516,0.6,0.49,4.3,0.1,5.0,14.0,3.25,0.74,11.9
1595,0.55,0.1,2.2,0.062,39.0,51.0,3.52,0.76,11.2
1575,0.52,0.4,2.2,0.06,12.0,20.0,3.26,0.64,11.8
977,0.59,0.29,2.6,0.109,31.0,119.0,3.15,0.5,9.1
1392,0.62,0.06,1.3,0.07,5.0,12.0,3.17,0.48,9.8
459,0.58,0.66,2.2,0.07400000000000001,10.0,47.0,3.25,0.57,9.0
869,0.63,0.03,2.0,0.08,27.0,43.0,3.44,0.64,10.9
548,0.35,0.49,2.6,0.079,27.0,69.0,3.12,0.75,10.4
546,0.55,0.24,2.0,0.078,10.0,28.0,3.45,0.78,9.5
950,0.12,0.45,1.8,0.075,10.0,21.0,3.41,0.76,11.9
796,0.46,0.31,2.5,0.126,24.0,64.0,3.1,0.74,9.6
110,0.56,0.19,1.8,0.104,12.0,47.0,3.19,0.93,9.5
1285,0.37,0.5,1.8,0.09,20.0,47.0,3.15,0.57,10.5
1386,0.64,0.07,1.8,0.1,8.0,23.0,3.3,0.58,9.6
634,0.35,0.21,1.9,0.073,46.0,102.0,3.27,0.58,9.5
663,0.28,0.46,1.8,0.05,5.0,13.0,3.04,0.79,10.2
1274,0.58,0.13,2.1,0.102,17.0,36.0,3.24,0.53,11.2
615,0.6,0.5,2.3,0.079,28.0,71.0,3.5,0.57,9.7
1352,0.645,0.03,1.9,0.086,14.0,57.0,3.37,0.46,10.3
1523,0.48,0.25,2.0,0.076,29.0,61.0,3.34,0.6,10.4
1026,0.31,0.32,1.9,0.066,14.0,36.0,3.41,0.56,12.6
333,0.56,0.08,2.1,0.105,16.0,44.0,3.13,0.52,11.0
1115,0.69,0.07,2.5,0.091,15.0,21.0,3.38,0.6,11.3
532,0.38,0.49,2.7,0.098,12.0,42.0,3.16,0.61,10.3
893,0.66,0.03,2.3,0.078,16.0,86.0,3.53,0.57,9.7
1092,0.54,0.09,2.0,0.081,10.0,16.0,3.43,0.59,11.5
362,0.58,0.66,2.5,0.07200000000000001,6.0,37.0,3.05,0.56,10.0
645,0.64,0.1,6.0,0.115,5.0,11.0,3.37,0.69,10.1
572,0.24,0.49,2.4,0.075,10.0,28.0,3.14,0.61,10.4
653,0.33,0.59,2.8,0.079,9.0,30.0,3.12,0.54,12.0
613,0.39,0.38,1.5,0.058,10.0,29.0,3.26,0.74,9.8
162,0.53,0.04,1.7,0.076,17.0,31.0,3.33,0.56,10.0
20,0.22,0.48,1.8,0.077,29.0,60.0,3.39,0.53,9.4
461,0.615,0.22,2.6,0.087,6.0,19.0,3.26,0.61,9.3
944,0.3,0.49,3.8,0.09,11.0,24.0,3.27,0.64,12.1
1303,0.28,0.44,1.8,0.081,28.0,68.0,3.36,0.66,11.2
1086,0.34,0.4,4.7,0.055,3.0,9.0,3.38,0.66,11.6
1304,0.79,0.21,2.3,0.087,21.0,68.0,3.12,0.44,9.2
314,0.36,0.29,2.6,0.087,26.0,72.0,3.39,0.68,11.0
510,0.42,0.49,4.6,0.073,19.0,43.0,3.02,0.61,9.5
1267,0.43,0.5,2.3,0.068,13.0,19.0,3.1,0.87,11.4
524,0.43,0.49,2.4,0.086,23.0,116.0,3.23,0.64,9.5
1254,0.7,0.06,1.9,0.079,20.0,35.0,3.4,0.69,10.9
831,0.61,0.08,2.1,0.071,16.0,24.0,3.56,0.77,11.1
124,0.5,0.17,1.6,0.08199999999999999,21.0,102.0,3.39,0.48,9.5
387,0.66,0.15,1.9,0.079,17.0,42.0,3.31,0.54,9.6
1204,0.36,0.46,2.1,0.07400000000000001,24.0,44.0,3.4,0.85,11.0
285,0.59,0.07,3.4,0.102,32.0,71.0,3.31,0.71,9.8
32,0.655,0.12,2.3,0.083,15.0,113.0,3.17,0.66,9.8
245,0.66,0.0,2.0,0.084,6.0,23.0,3.61,0.96,9.9
1484,0.91,0.06,2.0,0.06,4.0,11.0,3.53,0.64,10.9
1096,0.725,0.09,5.5,0.117,9.0,17.0,3.35,0.49,10.8
66,0.52,0.11,1.5,0.079,11.0,39.0,3.42,0.58,9.6
504,0.24,0.42,1.8,0.077,6.0,22.0,3.21,1.05,10.8
909,0.305,0.39,1.2,0.059,7.0,11.0,3.29,0.52,11.5
1251,0.58,0.14,2.2,0.077,27.0,60.0,3.28,0.59,9.8
1311,0.51,0.15,3.0,0.064,12.0,27.0,3.33,0.59,12.8
405,0.31,0.46,1.4,0.059,11.0,25.0,3.36,0.76,10.1
475,0.68,0.24,2.2,0.087,5.0,28.0,3.14,0.6,10.2
1133,0.48,0.07,5.5,0.08900000000000001,10.0,18.0,3.37,0.68,11.2
803,0.56,0.08,2.5,0.114,14.0,46.0,3.24,0.66,9.6
622,0.58,0.22,1.9,0.08,9.0,32.0,3.13,0.55,9.5
327,0.44,0.5,4.5,0.107,5.0,13.0,3.28,0.83,11.5
848,0.64,0.21,1.8,0.081,14.0,31.0,3.59,0.66,9.8
438,0.41,0.55,3.2,0.076,22.0,54.0,3.15,0.89,9.9
704,0.765,0.04,1.6,0.078,4.0,14.0,3.29,0.54,9.7
1361,0.85,0.14,2.5,0.093,13.0,54.0,3.36,0.54,10.1
1093,0.31,0.36,2.2,0.079,11.0,31.0,3.33,0.86,12.0
232,0.37,0.2,2.8,0.09,18.0,58.0,3.34,0.7,9.6
1211,0.44,0.15,2.1,0.076,22.0,53.0,3.32,0.62,9.3
1164,0.785,0.24,1.7,0.078,10.0,21.0,3.29,0.67,10.0
182,0.73,0.02,2.5,0.076,16.0,42.0,3.44,0.52,9.3
1351,0.62,0.01,2.3,0.065,8.0,46.0,3.32,0.51,11.8
513,0.51,0.64,2.4,0.107,6.0,15.0,3.09,0.66,11.8
1305,0.61,0.26,1.9,0.073,24.0,88.0,3.3,0.53,9.8
1322,0.34,0.42,1.8,0.058,9.0,18.0,3.18,0.55,11.4
1454,0.45,0.63,2.2,0.073,7.0,23.0,3.21,0.69,10.9
298,0.65,0.02,2.3,0.094,5.0,31.0,3.67,0.8,9.7
303,0.67,0.12,1.6,0.18600000000000005,5.0,21.0,3.39,0.54,9.5
1197,0.57,0.21,1.5,0.069,4.0,9.0,3.16,0.54,9.8
731,0.875,0.13,3.45,0.08800000000000001,4.0,14.0,3.44,0.52,11.5
168,0.63,0.07,2.1,0.08900000000000001,11.0,44.0,3.47,0.55,10.4
961,0.56,0.14,1.6,0.078,7.0,18.0,3.27,0.62,9.3
747,0.33,0.4,2.6,0.083,16.0,68.0,3.3,0.48,9.4
564,0.47,0.49,4.3,0.085,6.0,47.0,3.3,0.68,12.7
1433,0.4,0.16,1.8,0.069,11.0,25.0,3.42,0.74,10.1
1258,0.64,0.0,2.7,0.123,15.0,33.0,3.44,0.63,11.3
71,0.67,0.23,2.1,0.08800000000000001,17.0,96.0,3.32,0.48,9.5
334,0.65,0.01,2.5,0.078,17.0,38.0,3.34,0.74,11.7
1381,0.83,0.09,1.8,0.07400000000000001,4.0,25.0,3.38,0.45,9.6
1181,0.39,0.43,1.65,0.068,5.0,11.0,3.19,0.46,11.4
1442,0.63,0.02,1.9,0.078,18.0,30.0,3.4,0.75,9.8
1152,0.6,0.25,2.2,0.118,9.0,38.0,3.15,0.53,9.8
1046,0.78,0.0,1.7,0.076,33.0,45.0,3.31,0.62,10.7
694,0.47,0.31,2.7,0.084,24.0,125.0,3.31,0.61,9.4
357,0.42,0.66,2.95,0.116,12.0,29.0,3.24,0.75,11.7
1313,0.36,0.21,2.3,0.086,20.0,65.0,3.4,0.54,10.1
1252,0.72,0.0,1.8,0.123,6.0,14.0,3.45,0.58,9.8
478,0.68,0.24,2.2,0.087,5.0,28.0,3.14,0.6,10.2
846,0.64,0.21,1.8,0.081,14.0,31.0,3.59,0.66,9.8
971,0.26,0.48,1.9,0.066,6.0,10.0,3.33,0.87,10.9
758,0.87,0.0,2.2,0.084,10.0,31.0,3.25,0.5,9.8
1188,0.64,0.23,2.1,0.08,11.0,119.0,3.36,0.7,10.9
1038,0.41,0.41,6.2,0.078,25.0,42.0,3.24,0.77,12.6
1001,0.35,0.38,1.5,0.058,31.0,47.0,3.26,0.82,10.6
863,0.62,0.06,2.5,0.078,17.0,84.0,3.51,0.53,9.7
1559,0.6,0.26,2.0,0.08,31.0,131.0,3.21,0.52,9.9
1245,0.55,0.19,1.8,0.08199999999999999,15.0,34.0,3.49,0.68,10.5
388,0.46,0.26,1.9,0.08800000000000001,23.0,53.0,3.43,0.74,9.2
838,0.31,0.35,1.6,0.075,9.0,28.0,3.24,0.83,11.2
420,0.56,0.33,2.4,0.08900000000000001,35.0,67.0,3.28,0.73,11.8
1455,0.9,0.0,1.6,0.052000000000000005,9.0,17.0,3.5,0.63,10.9
1014,0.58,0.16,2.0,0.12,3.0,7.0,3.22,0.58,11.2
221,0.53,0.26,2.0,0.101,16.0,72.0,3.15,0.57,9.4
1033,0.57,0.08,2.6,0.08900000000000001,14.0,27.0,3.3,0.59,10.4
1495,0.43,0.02,1.9,0.08,15.0,28.0,3.35,0.81,10.6
1147,0.41,0.45,6.2,0.071,6.0,14.0,3.21,0.49,11.8
1121,0.5,0.0,1.8,0.062,21.0,28.0,3.44,0.55,12.3
819,0.66,0.15,3.2,0.097,9.0,59.0,3.28,0.54,9.6
473,0.35,0.55,2.1,0.062,5.0,14.0,3.26,0.79,10.6
483,0.36,0.6,2.2,0.152,7.0,18.0,3.04,1.06,9.4
816,0.51,0.19,3.2,0.081,8.0,30.0,3.23,0.58,10.5
726,0.72,0.09,2.8,0.084,18.0,49.0,3.43,0.72,11.1
1203,0.74,0.19,5.8,0.111,33.0,76.0,3.14,0.55,9.4
352,0.665,0.0,2.4,0.09,8.0,19.0,3.27,0.73,9.3
951,0.28,0.48,2.1,0.093,6.0,12.0,3.26,0.62,12.4
1224,0.39,0.49,2.5,0.08,8.0,20.0,3.07,0.82,10.3
751,0.65,0.1,2.9,0.08900000000000001,17.0,40.0,3.29,0.55,9.5
27,0.43,0.21,1.6,0.106,10.0,37.0,3.17,0.91,9.5
1255,0.64,0.02,2.4,0.069,26.0,46.0,3.47,0.45,11.0
1554,0.855,0.02,2.4,0.062,15.0,23.0,3.54,0.6,11.0
379,0.42,0.38,2.5,0.094,24.0,60.0,3.31,0.7,10.8
431,0.55,0.35,2.2,0.07400000000000001,21.0,66.0,3.25,0.56,9.2
317,0.77,0.12,2.9,0.08199999999999999,30.0,74.0,3.3,0.64,10.4
1265,0.57,0.05,2.3,0.081,16.0,36.0,3.38,0.6,10.3
117,0.56,0.12,2.0,0.08199999999999999,7.0,28.0,3.37,0.5,9.4
398,0.59,0.59,2.6,0.087,13.0,49.0,3.18,0.65,11.0
756,0.98,0.01,2.0,0.057,15.0,33.0,3.6,0.46,11.2
399,0.765,0.22,2.3,0.064,9.0,42.0,3.1,0.55,9.4
1172,0.42,0.46,2.1,0.07400000000000001,5.0,16.0,3.27,0.74,12.3
774,0.4,0.3,1.8,0.157,2.0,45.0,3.31,0.91,9.5
471,0.54,0.42,2.4,0.081,25.0,52.0,3.2,0.71,11.4
1568,0.56,0.13,1.6,0.077,25.0,42.0,3.34,0.59,9.2
735,0.965,0.1,2.1,0.112,11.0,22.0,3.26,0.5,9.5
960,0.47,0.27,1.9,0.058,18.0,38.0,3.16,0.85,11.1
952,0.31,0.4,2.2,0.058,6.0,10.0,3.31,0.68,11.2
104,0.49,0.24,2.2,0.07,5.0,36.0,3.33,0.48,9.4
1318,0.63,0.27,2.0,0.083,17.0,91.0,3.26,0.58,9.8
916,0.715,0.19,1.5,0.161,7.0,62.0,3.62,0.61,11.0
476,0.27,0.41,2.0,0.091,6.0,16.0,3.28,0.7,9.7
1580,0.35,0.33,2.4,0.068,9.0,26.0,3.36,0.6,11.9
895,0.59,0.01,2.3,0.08,27.0,43.0,3.42,0.58,10.7
1410,0.96,0.0,1.8,0.08199999999999999,5.0,16.0,3.5,0.44,11.9
900,0.31,0.36,2.6,0.056,10.0,39.0,3.4,0.69,11.8
427,0.78,0.22,1.9,0.077,6.0,32.0,3.26,0.56,10.6
1310,0.61,0.26,1.9,0.073,24.0,88.0,3.3,0.53,9.8
887,0.52,0.38,2.6,0.066,29.0,56.0,3.15,0.79,12.1
1428,0.64,0.0,1.9,0.07200000000000001,27.0,55.0,3.31,0.63,11.0
228,0.43,0.25,2.6,0.073,29.0,63.0,3.37,0.58,10.5
689,0.38,0.48,1.8,0.157,5.0,17.0,3.3,1.05,9.4
691,0.92,0.24,2.6,0.087,12.0,93.0,3.48,0.54,9.8
545,0.47,0.49,2.6,0.094,38.0,106.0,3.08,0.59,9.1
416,0.48,0.64,2.2,0.111,6.0,20.0,3.26,0.66,11.7
384,0.51,0.28,2.1,0.087,23.0,54.0,3.42,0.74,9.2
984,0.45,0.49,1.4,0.075,3.0,6.0,3.13,0.63,10.4
1472,0.35,0.6,2.6,0.073,23.0,44.0,3.38,0.79,11.1
487,0.645,0.36,1.8,0.053,5.0,14.0,3.17,0.42,10.0
216,0.625,0.16,2.0,0.101,13.0,49.0,3.14,0.57,11.0
1360,0.54,0.31,2.3,0.112,11.0,38.0,3.24,0.56,10.9
1073,0.62,0.33,2.7,0.08800000000000001,16.0,37.0,3.31,0.58,10.7
1155,0.6,0.25,2.2,0.118,9.0,38.0,3.15,0.53,9.8
331,0.36,0.64,2.9,0.122,10.0,41.0,3.23,0.66,12.5
360,0.7,0.23,2.0,0.099,14.0,81.0,3.19,0.7,9.4
601,0.46,0.52,2.2,0.071,12.0,35.0,3.1,0.56,9.0
1238,0.73,0.0,2.5,0.081,12.0,24.0,3.38,0.46,9.6
1483,0.33,0.44,1.5,0.042,6.0,12.0,3.35,0.61,10.7
269,0.18,0.51,4.0,0.104,4.0,23.0,3.28,0.97,10.1
840,0.42,0.47,2.65,0.085,9.0,34.0,3.24,0.77,12.1
393,0.665,0.61,2.0,0.112,13.0,95.0,3.16,0.54,9.1
77,0.785,0.0,2.4,0.104,14.0,30.0,3.52,0.55,10.7
154,0.43,0.42,5.5,0.07,29.0,129.0,3.42,0.72,10.5
429,0.84,0.63,2.4,0.08800000000000001,13.0,35.0,3.1,0.6,10.4
820,0.685,0.0,1.9,0.099,9.0,22.0,3.34,0.6,9.7
1385,0.81,0.25,3.4,0.076,34.0,85.0,3.19,0.42,9.2
1146,0.5,0.12,1.8,0.17800000000000002,6.0,21.0,3.28,0.87,9.8
1492,0.65,0.06,1.6,0.05,6.0,18.0,3.57,0.54,11.95
1232,0.43,0.29,2.1,0.075,19.0,66.0,3.4,0.64,9.5
259,0.31,0.47,2.6,0.085,14.0,33.0,3.36,0.8,10.5
138,0.56,0.19,2.1,0.081,15.0,105.0,3.33,0.54,9.5
36,0.6,0.14,2.4,0.086,3.0,15.0,3.42,0.6,10.8
1142,0.45,0.11,2.4,0.043,6.0,12.0,3.3,0.65,11.4
609,0.36,0.19,3.2,0.075,15.0,39.0,3.56,0.52,12.7
402,0.48,0.54,2.6,0.085,19.0,64.0,3.1,0.61,10.5
1555,0.56,0.17,1.7,0.065,15.0,24.0,3.44,0.68,10.55
773,0.4,0.29,1.8,0.157,1.0,44.0,3.3,0.92,9.5
508,0.59,0.31,2.2,0.09,26.0,62.0,3.18,0.63,10.2
1220,0.32,0.52,1.8,0.132,17.0,44.0,3.28,0.77,11.5
1584,0.32,0.44,2.4,0.061,24.0,34.0,3.29,0.8,11.6
1446,0.63,0.02,1.9,0.078,18.0,30.0,3.4,0.75,9.8
418,0.38,0.51,2.0,0.121,7.0,20.0,3.24,0.76,10.4
165,0.63,0.48,1.7,0.1,14.0,96.0,3.19,0.62,9.5
280,0.26,0.44,3.6,0.071,6.0,19.0,3.12,0.82,9.3
853,0.36,0.39,1.5,0.08,41.0,55.0,3.47,0.73,10.9
920,0.41,0.37,2.3,0.091,10.0,23.0,3.24,0.56,10.5
1063,0.29,0.65,2.4,0.075,6.0,17.0,3.22,0.63,11.8
922,0.62,0.12,1.8,0.07200000000000001,38.0,46.0,3.38,0.89,11.8
1189,0.955,0.05,1.8,0.075,5.0,19.0,3.3,0.44,9.6
876,0.47,0.0,2.2,0.067,7.0,14.0,3.4,0.58,10.9
1242,0.4,0.41,2.0,0.058,15.0,40.0,3.22,0.6,12.2
1407,0.51,0.0,2.1,0.064,40.0,54.0,3.54,0.93,10.7
806,0.25,0.39,2.0,0.041,4.0,10.0,3.27,0.71,12.5
1215,0.27,0.46,2.1,0.095,20.0,29.0,3.26,0.56,11.3
1393,0.52,0.25,2.0,0.078,19.0,59.0,3.3,0.48,10.2
805,0.28,0.4,2.4,0.052000000000000005,4.0,10.0,3.33,0.7,12.8
628,0.54,0.26,2.5,0.097,7.0,31.0,3.27,0.6,9.3
1200,0.57,0.21,1.5,0.069,4.0,9.0,3.16,0.54,9.8
872,0.35,0.24,2.0,0.067,28.0,48.0,3.43,0.54,10.0
1353,0.645,0.03,1.9,0.086,14.0,57.0,3.37,0.46,10.3
709,0.31,0.47,1.6,0.062,13.0,33.0,3.27,0.66,10.0
561,0.44,0.49,2.4,0.078,26.0,121.0,3.23,0.58,9.2
967,0.66,0.2,2.1,0.097,23.0,113.0,3.13,0.48,9.2
868,0.56,0.22,1.8,0.07400000000000001,15.0,24.0,3.4,0.82,11.2
1459,0.2,0.35,1.7,0.054000000000000006,7.0,15.0,3.32,0.8,11.9
78,0.75,0.12,2.0,0.086,12.0,80.0,3.38,0.52,10.1
1444,0.67,0.02,2.2,0.07200000000000001,31.0,92.0,3.32,0.68,11.1
792,0.61,0.02,2.5,0.081,17.0,87.0,3.48,0.6,9.7
1054,0.64,0.27,2.0,0.095,5.0,77.0,3.13,0.62,9.1
1012,1.005,0.15,2.1,0.102,11.0,32.0,3.23,0.48,10.0
955,0.21,0.52,1.9,0.09,9.0,23.0,3.36,0.67,10.4
489,0.39,0.4,2.6,0.073,10.0,26.0,3.34,0.75,10.2
